C. Autónoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Región de Murcia,Murcia,Piso,barrio Santa Catalina-San Bartolome,75,1,290000
Región de Murcia,Murcia,Piso,Calle Atlantico,69,2,104900
Región de Murcia,Murcia,Atico,barrio Sangonera la Verde,61,2,93000
Región de Murcia,Murcia,Piso,barrio El Raal,170,3,110000
Región de Murcia,Murcia,Chalet,Camino de las Casas,240,6,340000
Región de Murcia,Murcia,Piso,barrio San Miguel,120,3,276899
Región de Murcia,Murcia,Chalet,Porton de los Jeronimos,91,3,690000
Región de Murcia,Murcia,Piso,Avenida Juan de Borbon 79,120,3,319800
Región de Murcia,Murcia,Atico,barrio Puente Tocinos,122,3,189000
Región de Murcia,Murcia,Piso,Calle Bando de la Huerta,143,4,449000
Región de Murcia,Murcia,Chalet,Calle Camelias 8,525,4,475000
Región de Murcia,Murcia,Chalet,Urb Porton de los Jeronimos,447,5,1199000
Región de Murcia,Murcia,Piso,Avenida Marina Espanola 59,1300,3,360000
Región de Murcia,Murcia,Piso,Avenida Marina Espanola 59,1300,4,427000
Región de Murcia,Murcia,Piso,Calle Torre de la Marquesa,96,3,195000
Región de Murcia,Murcia,Atico,Calle Alcacil,114,3,88000
Región de Murcia,Murcia,Piso,Calle Paz,114,3,119900
Región de Murcia,Murcia,Piso,Avenida Constitucion,64,2,40000
Región de Murcia,Murcia,Piso,Avenida Marina Espanola 59,1300,1,170000
Región de Murcia,Murcia,Piso,barrio San Miguel,103,2,259000
Región de Murcia,Murcia,Piso,Avenida Juan de Borbon 79,118,3,319800
Región de Murcia,Murcia,Atico,Avenida Juan de Borbon 79,160,4,691200
Región de Murcia,Murcia,Piso,Vereda la Venta 14,164,5,89990
Región de Murcia,Murcia,Duplex,barrio La Alberca,187,5,260000
Región de Murcia,Murcia,Piso,Calle Doctor Jose Tapia Sanz 2,135,4,350000
Región de Murcia,Murcia,Atico,Avenida de la Marina Espanola s/n,13,4,445203
Región de Murcia,Murcia,Piso,Calle Gabriel Pinazo Nunez,127,4,135000
Región de Murcia,Murcia,Piso,Glorieta de Espana,56,1,330000
Región de Murcia,Murcia,Chalet,de la Pena 10,330,3,320000
Región de Murcia,Murcia,Atico,Calle la Llana 8,20,2,142500
Región de Murcia,Murcia,Piso,Avenida de la Marina Espanola s/n,13,3,241160
Región de Murcia,Murcia,Piso,Calle Almirante Gravina,87,3,175000
Región de Murcia,Murcia,Chalet,Calle Conde de Floridablanca 10,121,4,560000
Región de Murcia,Murcia,Chalet,Carril Galvez 21,53773,4,1100000
Región de Murcia,Murcia,Chalet,Calle Romeras,125,4,58500
Región de Murcia,Murcia,Piso,Avenida JUAN DE BORBON 80,111,3,345900
Región de Murcia,Murcia,Piso,HERNAN CORTES,104,3,169900
Región de Murcia,Murcia,Piso,Calle Saavedra Fajardo 2,12575,3,110000
Región de Murcia,Murcia,Chalet,Via de Murcia RM 19,1000,4,780000
Región de Murcia,Murcia,Chalet,Diseminado Finca Pertiguer 11,1700,7,990000
Región de Murcia,Murcia,Chalet,Calle Victoria 3,116,3,310000
Región de Murcia,Murcia,Chalet,La Noria s/n,500,3,367500
Región de Murcia,Murcia,Chalet,Calle huerto del vizconde s/n,110,3,125000
Región de Murcia,Murcia,Chalet,Avenida Reino de Murcia,90,3,200000
Región de Murcia,Murcia,Piso,Calle de Baleares 9,76,2,57000
Región de Murcia,Murcia,Chalet,Boja blanca,90,3,167000
Región de Murcia,Murcia,Piso,Calle Santiago 6,91,3,95000
Región de Murcia,Murcia,Piso,Avenida libertad 1,50,4,490000
Región de Murcia,Murcia,Atico,JUAN PABLO II,127,4,199900
Región de Murcia,Murcia,Piso,Calle Fragata,147,4,305000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,56,1,179000
Región de Murcia,Murcia,Piso,Avenida de la Constitucion 10,132,4,259000
Región de Murcia,Murcia,Piso,torreaguera,101,3,78000
Región de Murcia,Murcia,Chalet,Calle Mariano Rojas 48,60,4,292000
Región de Murcia,Murcia,Piso,Calle San Luis Gonzaga,74,2,57000
Región de Murcia,Murcia,Piso,barrio San Andres-San Antolin,204,5,490000
Región de Murcia,Murcia,Chalet,Calle Mayor,110,3,100800
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,65,1,175000
Región de Murcia,Murcia,Chalet,Calle Zafiro 2,91,3,355000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,90,2,160000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,47,1,55000
Región de Murcia,Murcia,Piso,Calle Agrimensores,89,3,137260
Región de Murcia,Murcia,Piso,Calle de los Rosaos s/n,6000,1,120000
Región de Murcia,Murcia,Piso,barrio San Pedro,36,1,135000
Región de Murcia,Murcia,Chalet,Calle Zafiro 2,104,3,355000
Región de Murcia,Murcia,Piso,Calle de los Rosaos s/n,6000,2,170000
Región de Murcia,Murcia,Piso,Avenida Ciudad Sanitaria 3,150,4,280500
Región de Murcia,Murcia,Piso,Calle de los Rosaos s/n,6000,3,265000
Región de Murcia,Murcia,Piso,barrio San Pedro,66,2,160000
Región de Murcia,Murcia,Piso,Calle Princesa,154,4,310000
Región de Murcia,Murcia,Piso,Calle los Rosaos s/n,1600,1,85000
Región de Murcia,Murcia,Piso,barrio Sucina,74,2,91000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,94,3,122000
Región de Murcia,Murcia,Piso,barrio San Miguel,88,3,210000
Región de Murcia,Murcia,Piso,barrio El Palmar,219,3,290000
Región de Murcia,Murcia,Piso,barrio Ronda Sur,78,2,165000
Región de Murcia,Murcia,Atico,Calle los Rosaos s/n,1600,1,130000
Región de Murcia,Murcia,Piso,Calle los Rosaos s/n,1600,1,115000
Región de Murcia,Murcia,Piso,barrio San Lorenzo,198,5,420000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,98,2,115000
Región de Murcia,Murcia,Duplex,Vereda Jurisdiccion,37,3,96000
Región de Murcia,Murcia,Piso,Plaza de la Iglesia,117,3,95000
Región de Murcia,Murcia,Atico,barrio San Gines,93,3,155000
Región de Murcia,Murcia,Piso,Calle Rambla,117,3,86540
Región de Murcia,Murcia,Chalet,Carril Los Leales Arboleja s/n,172,6,649999
Región de Murcia,Murcia,Piso,Avenida de San Javier 78,93,3,54800
Región de Murcia,Murcia,Piso,Calle Adelfas,118,4,108900
Región de Murcia,Murcia,Chalet,barrio Vistabella,197,5,480000
Región de Murcia,Murcia,Piso,Calle Jara Carrillo 37,75,2,115000
Región de Murcia,Murcia,Piso,Calle Ericas,75,2,61900
Región de Murcia,Murcia,Chalet,Ronda Del Golf 114,101,3,158500
Región de Murcia,Murcia,Chalet,Calle Rosario 80,153,4,120000
Región de Murcia,Murcia,Chalet,Diseminado Carril Navarros,186,5,380000
Región de Murcia,Murcia,Piso,Calle Sargento Angel Tornel,107,3,214900
Región de Murcia,Murcia,Chalet,Carril Merino,55,4,469000
Región de Murcia,Murcia,Duplex,Calle Brachichito,131,4,259000
Región de Murcia,Murcia,Chalet,Calle Zona 1C Este de Aljucer,5970,6,249900
Región de Murcia,Murcia,Piso,Avenida Antonio Martinez Guirao,94,3,329990
Región de Murcia,Murcia,Chalet,Calle Esperanza,50,4,109900
Región de Murcia,Murcia,Piso,Plaza del Cardenal Belluga,92,3,890000
Región de Murcia,Murcia,Piso,Calle San Jose,64,2,114000
Región de Murcia,Murcia,Piso,Calle Sargento Angel Tornel,98,3,214900
Región de Murcia,Murcia,Chalet,Diseminado Carril Navarros,188,5,380000
Región de Murcia,Murcia,Duplex,Calle Infanta Cristina 13,243,4,270000
Región de Murcia,Murcia,Chalet,Calle Esperanza,50,4,109900
Región de Murcia,Murcia,Chalet,Calle de la Plata,193,5,359000
Región de Murcia,Murcia,Estudio,Calle Jose Garcia Martinez s/n,49,0,695000
Región de Murcia,Murcia,Piso,Calle Jose Maluquer Y Salvador,103,3,139000
Región de Murcia,Murcia,Atico,barrio Catedral,112,2,554600
Región de Murcia,Murcia,Duplex,Calle Hortelanos s/n,227,6,590000
Región de Murcia,Murcia,Chalet,Travesia San Javier 1,1241,4,1850000
Región de Murcia,Murcia,Piso,Avenida Rio Madera  s/n,154,4,401000
Región de Murcia,Murcia,Duplex,Calle JUNCO s/n,132,4,155000
Región de Murcia,Murcia,Piso,Carril de la Parada,80,3,141000
Región de Murcia,Murcia,Atico,Calle MALECON 4,91,3,141200
Región de Murcia,Murcia,Casa Rural,Carril Acequia Nueva,1155,5,149900
Región de Murcia,Murcia,Chalet,Calle del Enebro,196,5,649000
Región de Murcia,Murcia,Duplex,Calle Brachichito,137,4,259000
Región de Murcia,Murcia,Chalet,Carril Merino,55,4,469000
Región de Murcia,Murcia,Piso,Calle Nueva de San Anton s/n,69,2,167000
Región de Murcia,Murcia,Piso,Calle Amberes,111,3,179900
Región de Murcia,Murcia,Piso,barrio Santa Eulalia,65,2,149000
Región de Murcia,Murcia,Piso,Calle Angel,97,3,189000
Región de Murcia,Murcia,Piso,barrio San Nicolas,150,3,245000
Región de Murcia,Murcia,Piso,Calle Comunidad 37,112,3,182000
Región de Murcia,Murcia,Piso,Calle plateria s/n,80,1,235000
Región de Murcia,Murcia,Chalet,Camino Vie Jo de Fortuna,3000,3,238000
Región de Murcia,Murcia,Piso,Calle Angel,119,3,168900
Región de Murcia,Murcia,Piso,Plaza Circular,161,5,495000
Región de Murcia,Murcia,Atico,barrio Santa Eulalia,110,4,320000
Región de Murcia,Murcia,Chalet,Avenida Majal Blanco 114,133,4,220000
Región de Murcia,Murcia,Chalet,Calle pintor pedro cano 22,131,4,155900
Región de Murcia,Murcia,Chalet,Severo Ochoa 20,202,4,230000
Región de Murcia,Murcia,Piso,Calle Santa Catalina,52,1,160000
Región de Murcia,Murcia,Chalet,Calle MAYOR,60,3,375000
Región de Murcia,Murcia,Atico,barrio Zona Juan Carlos I,72,2,310000
Región de Murcia,Murcia,Chalet,Calle Molineros 47,106,3,146000
Región de Murcia,Murcia,Atico,Calle Comunidad,109,3,240000
Región de Murcia,Murcia,Piso,barrio El Carmen,123,4,187000
Región de Murcia,Murcia,Piso,Calle Pintor Sobejano,153,4,189900
Región de Murcia,Murcia,Chalet,Calle Molineros 47,112,3,146000
Región de Murcia,Murcia,Atico,Calle Comunidad,103,3,240000
Región de Murcia,Murcia,Piso,Calle Comunidad 37,111,3,182000
Región de Murcia,Murcia,Piso,barrio El Carmen,126,4,187000
Región de Murcia,Murcia,Atico,Carretera Fuente Alamo 73,96,4,159999
Región de Murcia,Murcia,Piso,Calle Laredo,129,4,295000
Región de Murcia,Murcia,Piso,San Anton 1,30,2,167000
Región de Murcia,Murcia,Chalet,Calle Miguel Gallego Alcaraz,186,7,340000
Región de Murcia,Murcia,Piso,Calle MADRE TERESA DE CALCUTA,40,2,239900
Región de Murcia,Murcia,Piso,Calle Lirios 3,80,3,150000
Región de Murcia,Murcia,Chalet,Valle del Sol,2970,3,159500
Región de Murcia,Murcia,Piso,Calle Pintor Sobejano,136,4,189900
Región de Murcia,Murcia,Piso,Ramon Gallud,88,3,115000
Región de Murcia,Murcia,Piso,Camino Viejo Monteagudo,124,4,295000
Región de Murcia,Murcia,Piso,barrio Santa Eulalia,41,1,95000
Región de Murcia,Murcia,Chalet,Jilguero s/n,1000,4,450000
Región de Murcia,Murcia,Atico,barrio Santa Eulalia,110,4,320000
Región de Murcia,Murcia,Duplex,Calle Infanta Cristina,82,4,230000
Región de Murcia,Murcia,Chalet,Severo Ochoa 20,202,4,230000
Región de Murcia,Murcia,Duplex,Calle Pintor Saura Pacheco,119,3,229900
Región de Murcia,Murcia,Chalet,Camino Vie Jo de Fortuna,3000,3,238000
Región de Murcia,Murcia,Piso,Calle Floridablanca,97,3,255000
Región de Murcia,Murcia,Atico,barrio Zona Juan Carlos I,74,2,310000
Región de Murcia,Murcia,Piso,Avenida Libertad,128,4,325000
Región de Murcia,Murcia,Piso,Avenida Huerto de San Blas 26,89,3,169000
Región de Murcia,Murcia,Piso,Avenida Europa 16,146,4,380000
Región de Murcia,Murcia,Piso,Calle Cine Viejo 8,122,4,75500
Región de Murcia,Murcia,Piso,Calle Ortosa,71,2,120000
Región de Murcia,Murcia,Piso,barrio La Purisima-Barriomar,89,3,90000
Región de Murcia,Murcia,Chalet,Plaza Canto 2,1700,4,315000
Región de Murcia,Murcia,Duplex,barrio Zona Juan de Borbon,121,4,426000
Región de Murcia,Murcia,Atico,Avenida de San Javier 19,120,3,151000
Región de Murcia,Murcia,Piso,barrio Sucina,66,2,79000
Región de Murcia,Murcia,Piso,barrio La Flota,80,3,234000
Región de Murcia,Murcia,Piso,barrio Vista Alegre,116,3,259000
Región de Murcia,Murcia,Piso,barrio Santa Maria de Gracia,129,4,410000
Región de Murcia,Murcia,Piso,Avenida San Gines 33,23,3,112000
Región de Murcia,Murcia,Chalet,868350786,655,426000,barrio Vista Alegre
Región de Murcia,Murcia,Piso,Calle Jeronimo de Roda 1,68,2,260000
Región de Murcia,Murcia,Piso,barrio Santo Angel,30,3,169500
Región de Murcia,Murcia,Piso,barrio Sucina,70,2,67200
Región de Murcia,Murcia,Piso,Avenida Juan Carlos I 77,47,1,84900
Región de Murcia,Murcia,Piso,barrio Santo Angel,30,3,169500
Región de Murcia,Murcia,Piso,barrio El Carmen,100,3,255000
Región de Murcia,Murcia,Atico,barrio Algezares,30,2,138500
Región de Murcia,Murcia,Chalet,barrio Santo Angel,40,5,959900
Región de Murcia,Murcia,Estudio,Calle Desamparados 19,64,0,119500
Región de Murcia,Murcia,Piso,Calle Jeronimo de Roda 1,63,2,260000
Región de Murcia,Murcia,Chalet,barrio Santo Angel,50,4,395000
Región de Murcia,Murcia,Chalet,barrio El Palmar,110,3,835000
Región de Murcia,Murcia,Piso,Calle Ramon Gallud 6,66,2,126400
Región de Murcia,Murcia,Duplex,Calle Jardin 30,95,3,123900
Región de Murcia,Murcia,Chalet,barrio Corvera,111,3,73000
Región de Murcia,Murcia,Piso,barrio La Flota,137,4,180000
Región de Murcia,Murcia,Piso,Calle Ramon Gallud 6,76,2,133000
Región de Murcia,Murcia,Chalet,arqutecto jaime bort 6,124,4,210000
Región de Murcia,Murcia,Chalet,barrio La Alberca,400,4,590000
Región de Murcia,Murcia,Piso,Calle Morera 5,109,3,125000
Región de Murcia,Murcia,Chalet,Carretera San Javier,220000,3,730000
Región de Murcia,Murcia,Chalet,barrio Banos y Mendigo,159,4,420000
Región de Murcia,Murcia,Chalet,Calle Jara Carrillo,88,3,180000
Región de Murcia,Murcia,Chalet,barrio Banos y Mendigo,58,4,865000
Región de Murcia,Murcia,Piso,Calle Entierro de la Sardina,92,3,125000
Región de Murcia,Murcia,Chalet,Camino de los Montoyas,68,2,295000
Región de Murcia,Murcia,Piso,San Roque,104,3,62000
Región de Murcia,Murcia,Chalet,barrio Llano de Brujas,74,3,388000
Región de Murcia,Murcia,Piso,Cuartel de Artilleria,119,3,110000
Región de Murcia,Murcia,Chalet,Carretera de los Polvorines,257,7,250000
Región de Murcia,Murcia,Chalet,barrio Banos y Mendigo,23,3,695000
Región de Murcia,Murcia,Chalet,Calle Retama 1,12,3,430000
Región de Murcia,Murcia,Chalet,Carril Bartolo,370,4,149990
Región de Murcia,Murcia,Piso,barrio Zarandona,64,2,130000
Región de Murcia,Murcia,Chalet,Avenida Cresta del Gallo,390,3,599000
Región de Murcia,Murcia,Piso,Calle Virgen del Carmen,118,3,75000
Región de Murcia,Murcia,Duplex,Calle Laurel,151,2,89990
Región de Murcia,Murcia,Piso,Ronda Norte,125,3,223000
Región de Murcia,Murcia,Casa Rural,Calle Nuestra Senora del Carmen,142,4,198000
Región de Murcia,Murcia,Chalet,Camino Viejo de San Gines s/n,1320,4,563000
Región de Murcia,Murcia,Chalet,barrio San Benito-Progreso,275,5,548000
Región de Murcia,Murcia,Chalet,Avenida de Los Maestros,171,5,285000
Región de Murcia,Murcia,Piso,Calle Obispo Frutos,112,3,250000
Región de Murcia,Murcia,Piso,barrio San Pedro,236,6,669000
Región de Murcia,Murcia,Chalet,barrio Zarandona,800,4,395000
Región de Murcia,Murcia,Chalet,Avenida de Los Maestros,191,5,285000
Región de Murcia,Murcia,Chalet,barrio Sangonera la Verde,40,2,114993
Región de Murcia,Murcia,Chalet,Camino Viejo de San Gines s/n,1320,4,563000
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,67,2,215000
Región de Murcia,Murcia,Piso,Calle de la Pena,78,2,81000
Región de Murcia,Murcia,Piso,Calle paloma,92,3,166000
Región de Murcia,Murcia,Chalet,barrio San Benito-Progreso,275,5,548000
Región de Murcia,Murcia,Atico,barrio El Carmen,215,6,770000
Región de Murcia,Murcia,Piso,Ronda Norte,125,3,223000
Región de Murcia,Murcia,Piso,barrio Zona Juan Carlos I,144,3,370000
Región de Murcia,Murcia,Piso,Calle de la Pena,71,2,78000
Región de Murcia,Murcia,Chalet,barrio La Alberca,400,4,590000
Región de Murcia,Murcia,Casa Rural,Calle Nuestra Senora del Carmen,141,4,198000
Región de Murcia,Murcia,Piso,barrio Zona Juan Carlos I,127,4,530000
Región de Murcia,Murcia,Chalet,Travesia San Javier 1,1241,4,1850000
Región de Murcia,Murcia,Atico,Calle Jose Lujan,107,3,92000
Región de Murcia,Murcia,Atico,Avenida Rio Segura,109,2,350000
Región de Murcia,Murcia,Piso,Avenida Juan Carlos I,81,3,225000
Región de Murcia,Murcia,Piso,Calle Isidoro de la Cierva,185,5,360000
Región de Murcia,Murcia,Piso,plateria,80,1,235000
Región de Murcia,Murcia,Piso,barrio Beniajan,87,3,40000
Región de Murcia,Murcia,Piso,Calle Alejandro Seiquer,165,5,420000
Región de Murcia,Murcia,Piso,Avenida Juan Carlos I,97,3,225000
Región de Murcia,Murcia,Piso,barrio El Carmen,115,3,115000
Región de Murcia,Murcia,Chalet,barrio Sangonera la Seca,220,3,249000
Región de Murcia,Murcia,Piso,barrio La Nora,80,2,110000
Región de Murcia,Murcia,Chalet,barrio El Esparragal,119,3,276000
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,70,2,185000
Región de Murcia,Murcia,Piso,Avenida Juan de Borbon s/n,51,1,174200
Región de Murcia,Murcia,Piso,Avenida del Rector Jose Loustau,95,3,270000
Región de Murcia,Murcia,Piso,Avenida Juan de Borbon s/n,72,2,233000
Región de Murcia,Murcia,Piso,federico garcia lorca s/n,43,1,88000
Región de Murcia,Murcia,Piso,Avenida Juan de Borbon s/n,101,3,356400
Región de Murcia,Murcia,Piso,Calle Jaime I el Conquistador,120,4,439000
Región de Murcia,Murcia,Piso,Calle Santo Cristo Salud 39,134,4,174900
Región de Murcia,Murcia,Atico,barrio Churra,114,3,189000
Región de Murcia,Murcia,Chalet,Avenida de los pinos,220,4,275000
Región de Murcia,Murcia,Piso,federico garcia lorca s/n,53,1,88000
Región de Murcia,Murcia,Chalet,barrio El Esparragal,98,3,276000
Región de Murcia,Murcia,Piso,barrio San Nicolas,63,2,160000
Región de Murcia,Murcia,Piso,barrio Sangonera la Seca,91,3,115500
Región de Murcia,Murcia,Chalet,Calle Nuestra Senora de Cortes,80,4,178000
Región de Murcia,Murcia,Estudio,Avenida Juan Carlos I,37,0,129000
Región de Murcia,Murcia,Piso,Carretera san javier 19,113,3,97600
Región de Murcia,Murcia,Duplex,Avenida de la Marina Espanola s/n,175,4,413019
Región de Murcia,Murcia,Piso,Calle General Prim,103,3,122000
Región de Murcia,Murcia,Piso,Calle Jorge Manrique,98,3,189000
Región de Murcia,Murcia,Chalet,Calle Mayor 8,72,2,20000
Región de Murcia,Murcia,Piso,Calle Auditorium,96,4,335000
Región de Murcia,Murcia,Piso,Calle Pilar,67,2,183000
Región de Murcia,Murcia,Piso,Gran Via Alfonso X el Sabio,80,2,239000
Región de Murcia,Murcia,Chalet,barrio Canadas de San Pedro,437,4,498600
Región de Murcia,Murcia,Piso,barrio Ronda Sur,120,3,195000
Región de Murcia,Murcia,Chalet,barrio La Raya,4198,7,115000
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,63,2,225000
Región de Murcia,Murcia,Chalet,barrio Sangonera la Verde,105,3,175000
Región de Murcia,Murcia,Chalet,barrio La Alberca,30,4,225000
Región de Murcia,Murcia,Piso,barrio La Flota,112,4,180000
Región de Murcia,Murcia,Piso,barrio El Palmar,117,3,135000
Región de Murcia,Murcia,Duplex,Calle Tejeras,8000,3,125000
Región de Murcia,Murcia,Piso,barrio Santa Maria de Gracia,65,2,109900
Región de Murcia,Murcia,Piso,barrio Zona Juan Carlos I,73,2,223000
Región de Murcia,Murcia,Duplex,barrio La Raya,155,4,125000
Región de Murcia,Murcia,Casa Rural,barrio Torreaguera,12,3,65000
Región de Murcia,Murcia,Piso,barrio Ronda Sur,155,4,139000
Región de Murcia,Murcia,Chalet,barrio Rincon de Seca,798,3,750000
Región de Murcia,Murcia,Chalet,barrio Puente Tocinos,225,4,400000
Región de Murcia,Murcia,Casa Rural,Calle Mayor 63,80,2,180000
Región de Murcia,Murcia,Chalet,barrio Cobatillas,292,7,385000
Región de Murcia,Murcia,Casa Rural,Policia Nacional Angel Garcia Rabadan,88,3,126000
Región de Murcia,Murcia,Chalet,barrio Santo Angel,192,5,595000
Región de Murcia,Murcia,Piso,Av Atlantico,66,2,79000
Región de Murcia,Murcia,Atico,barrio La Nora,60,2,150000
Región de Murcia,Murcia,Atico,barrio La Raya,110,2,120000
Región de Murcia,Murcia,Piso,Calle Paralela de Murcia,75,2,75000
Región de Murcia,Murcia,Casa Rural,barrio Churra,90,4,289000
Región de Murcia,Murcia,Chalet,barrio Lobosillo,85,3,80000
Región de Murcia,Murcia,Piso,barrio Santiago el Mayor,61,2,140000
Región de Murcia,Murcia,Piso,barrio Beniajan,104,3,89900
Región de Murcia,Murcia,Casa Rural,barrio Churra,90,4,289000
Región de Murcia,Murcia,Casa Rural,barrio La Alberca,140,4,260000
Región de Murcia,Murcia,Atico,barrio La Raya,110,2,120000
Región de Murcia,Murcia,Casa Rural,Calle Mayor 63,80,2,180000
Región de Murcia,Murcia,Chalet,barrio Santo Angel,173,5,595000
Región de Murcia,Murcia,Duplex,barrio Rincon de Beniscornia,168,3,163900
Región de Murcia,Murcia,Duplex,barrio El Esparragal,125,4,220000
Región de Murcia,Murcia,Piso,barrio San Andres-San Antolin,138,3,195000
Región de Murcia,Murcia,Piso,Avenida JUANC ARLOS I s/n,93,3,209999
Región de Murcia,Murcia,Piso,barrio San Andres-San Antolin,71,2,67000
Región de Murcia,Murcia,Duplex,barrio Torreaguera,180,3,145000
Región de Murcia,Murcia,Duplex,barrio La Flota,248,5,398000
Región de Murcia,Murcia,Piso,barrio San Andres-San Antolin,130,4,195000
Región de Murcia,Murcia,Casa Rural,barrio La Raya,233,4,178000
Región de Murcia,Murcia,Chalet,barrio El Esparragal,121,7,299000
Región de Murcia,Murcia,Casa Rural,barrio Algezares,88,3,163000
Región de Murcia,Murcia,Piso,barrio La Flota,130,4,367000
Región de Murcia,Murcia,Chalet,Calle Los Alcazares,250,4,189500
Región de Murcia,Murcia,Piso,barrio San Lorenzo,110,4,285000
Región de Murcia,Murcia,Chalet,barrio Infante Juan Manuel,86,3,179900
Región de Murcia,Murcia,Piso,Calle Selgas,115,3,122300
Región de Murcia,Murcia,Piso,Calle Santa Eulalia,80,3,60895
Región de Murcia,Murcia,Piso,Plaza Sardoy,91,3,107300
Región de Murcia,Murcia,Piso,Calle valle de Leyva s/n,118,3,127000
Región de Murcia,Murcia,Piso,Calle almanzara 3,77,2,96000
Región de Murcia,Murcia,Chalet,Avenida Angel Caballero Gallego 6,93,3,130000
Región de Murcia,Murcia,Casa Rural,barrio Los Martinez del Puerto,21984,1,49000
Región de Murcia,Murcia,Piso,Atlantico 104,67,2,75000
Región de Murcia,Murcia,Piso,Calle carmen 10,114,3,95000
Región de Murcia,Murcia,Piso,Calle Pintor Villacis 4,88,3,195000
Región de Murcia,Murcia,Piso,Calle Virgen del Carmen,65,2,139900
Región de Murcia,Murcia,Piso,Paseo Misionero Luis Fontes Servet s/n,81,3,385000
Región de Murcia,Murcia,Piso,Calle Abenarabi 28,6,3,283000
Región de Murcia,Murcia,Piso,Calle Mayor,63,1,67000
Región de Murcia,Murcia,Piso,norias s/n,154,4,241900
Región de Murcia,Murcia,Chalet,Calle Mayor,132,2,63000
Región de Murcia,Murcia,Piso,Calle San Luis Gonzaga,83,3,61900
Región de Murcia,Murcia,Piso,Calle la esperanza 22,88,3,135000
Región de Murcia,Murcia,Piso,Calle San Luis Gonzaga,103,3,61900
Región de Murcia,Murcia,Piso,Calle Robles,83,3,137260
Región de Murcia,Murcia,Piso,Paseo Misionero Luis Fontes Servet s/n,131,4,495000
Región de Murcia,Murcia,Piso,Calle Pintor Villacis 4,90,3,195000
Región de Murcia,Murcia,Piso,Camino los Garcia s/n,83,2,130000
Región de Murcia,Murcia,Piso,Calle Regidor Alonso Fajardo,97,3,137260
Región de Murcia,Murcia,Piso,Calle Mayor,63,1,67000
Región de Murcia,Murcia,Piso,norias s/n,154,4,241900
Región de Murcia,Murcia,Piso,Calle Doctor Fleming 8,118,3,75000
Región de Murcia,Murcia,Piso,Calle Minerva 4,95,3,81000
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,85,3,259900
Región de Murcia,Murcia,Piso,barrio El Raal,101,3,88350
Región de Murcia,Murcia,Piso,Calle Parroco Pedro Martinez Conesa,146,4,115000
Región de Murcia,Murcia,Chalet,barrio San Gines,700,4,235000
Región de Murcia,Murcia,Chalet,Calle lentisco,1900,4,450000
Región de Murcia,Murcia,Chalet,barrio Jeronimo y Avileses,95,3,221000
Región de Murcia,Murcia,Piso,los Juan Antonios 6,80,2,90000
Región de Murcia,Murcia,Piso,barrio Gea y Truyols,74,2,41100
Región de Murcia,Murcia,Piso,Calle Maria matas 4,94,3,70000
Región de Murcia,Murcia,Casa Rural,Calle Luz 5,7000,3,200000
Región de Murcia,Murcia,Chalet,barrio Churra,284,4,425000
Región de Murcia,Murcia,Chalet,Camino de los lenadores,13000,4,550000
Región de Murcia,Murcia,Atico,barrio Vista Alegre,82,3,550000
Región de Murcia,Murcia,Casa Rural,barrio La Albatalia,108,3,197000
Región de Murcia,Murcia,Piso,barrio Sucina,95,3,61700
Región de Murcia,Murcia,Duplex,barrio Espinardo,70,4,275000
Región de Murcia,Murcia,Chalet,barrio Gea y Truyols,101,3,279000
Región de Murcia,Murcia,Piso,barrio San Miguel,127,4,297700
Región de Murcia,Murcia,Chalet,Avenida de Murcia,35,4,139500
Región de Murcia,Murcia,Piso,barrio Torreaguera,102,3,62000
Región de Murcia,Murcia,Piso,barrio Los Ramos,88,3,92000
Región de Murcia,Murcia,Piso,Plaza de la Constitucion 5,116,3,61000
Región de Murcia,Murcia,Piso,barrio Santa Maria de Gracia,120,3,215000
Región de Murcia,Murcia,Chalet,barrio Canadas de San Pedro,340,2,162000
Región de Murcia,Murcia,Chalet,Calle Acequia Santaren s/n,25580,3,426000
Región de Murcia,Murcia,Piso,barrio La Fama,123,4,308000
Región de Murcia,Murcia,Piso,barrio La Alberca,116,3,75900
Región de Murcia,Murcia,Piso,barrio San Andres-San Antolin,156,4,178000
Región de Murcia,Murcia,Piso,barrio Zona Juan de Borbon,101,3,289000
Región de Murcia,Murcia,Chalet,barrio El Puntal,152,4,155000
Región de Murcia,Murcia,Chalet,barrio Zarandona,149,4,359000
Región de Murcia,Murcia,Piso,barrio Puente Tocinos,58,1,75000
Región de Murcia,Murcia,Piso,barrio La Fama,155,4,308000
Región de Murcia,Murcia,Piso,barrio La Alberca,115,3,75900
Región de Murcia,Murcia,Chalet,barrio La Alberca,560,5,595000
Región de Murcia,Murcia,Piso,Plaza Violonchelista Miguel Angel Clares 49 -2ok,117,3,105000
