Tipo de inmueble,Dirección,Precio,Habitaciones,m2,Provincia,C. Autónoma
Piso,Calle Albareda,84000,2,50,Huesca,Aragón
Chalet,Calle Única Samitier,459900,4,396,Huesca,Aragón
Piso,Calle Carretera,95000,2,52,Huesca,Aragón
Chalet,la asuncion,79500,4,200,Huesca,Aragón
Casa Rural,Calle Ángel Samblancat,84500,5,140,Huesca,Aragón
Casa Rural,asunción,89500,4,410,Huesca,Aragón
Duplex,urbanización de los arcos,152000,2,67,Huesca,Aragón
Casa Rural,del horno,75000,5,15,Huesca,Aragón
Duplex,pedro pac,124900,3,147,Huesca,Aragón
Piso,la rampa,124500,2,75,Huesca,Aragón
Piso,Plaza de Europa 5,107000,1,58,Huesca,Aragón
Casa Rural,santa ana,21500,3,140,Huesca,Aragón
Casa Rural,del horno,75000,5,15,Huesca,Aragón
Piso,la rampa,124500,2,78,Huesca,Aragón
Chalet,Plaza mayor,64500,7,300,Huesca,Aragón
Chalet,la torre,131000,2,61,Huesca,Aragón
Piso,Plaza de Europa 5,107000,1,53,Huesca,Aragón
Duplex,pedro pac,124900,3,147,Huesca,Aragón
Chalet,Calle B,114500,3,140,Huesca,Aragón
Casa Rural,Carretera Tarragona San Sebastián siétamo,336800,4,151,Huesca,Aragón
Piso,san vitorian,122500,2,56,Huesca,Aragón
Piso,Avenida serrablo,46000,4,143,Huesca,Aragón
Chalet,jarea,104500,4,167,Huesca,Aragón
Piso,Avenida ribagorza,91500,2,72,Huesca,Aragón
Chalet,la asuncion,79500,4,200,Huesca,Aragón
Chalet,Calle mayor,52000,4,177,Huesca,Aragón
Chalet,Calle nueva,70000,1,240,Huesca,Aragón
Casa Rural,Calle Escuelas,360000,5,500,Huesca,Aragón
Chalet,Calle Mayor,74900,4,160,Huesca,Aragón
Chalet,Calle san jose pignatelli,74500,4,90,Huesca,Aragón
Casa Rural,Iglesia,57000,0,39,Huesca,Aragón
Casa Rural,Calle muro,74500,4,260,Huesca,Aragón
Piso,Carretera pamplona,89500,2,62,Huesca,Aragón
Piso,Diseminado Berdun y Alrededores,131000,3,113,Huesca,Aragón
Chalet,Calle Mayor,75000,7,250,Huesca,Aragón
Piso,Calle Carretera,49900,1,58,Huesca,Aragón
Chalet,Calle Abajo,52500,2,80,Huesca,Aragón
Piso,Calle Ral,65000,1,75,Huesca,Aragón
Casa Rural,Calle Peña,155400,1,360,Huesca,Aragón
Piso,Calle del parque,120000,3,103,Huesca,Aragón
Chalet,Avenida Ramón Berenguer IV,295300,4,150,Huesca,Aragón
Piso,Calle Benito Coll,99000,3,90,Huesca,Aragón
Duplex,Avenida de los Arañones,116800,2,52,Huesca,Aragón
Chalet,Partida Afueras Jaca Industrial,275000,3,100,Huesca,Aragón
Ático,Carretera,79500,2,65,Huesca,Aragón
Casa Rural,Sobrarbe s/n,360000,5,34000,Huesca,Aragón
Chalet,Calle Entrada 9 -5,319999,9,440,Huesca,Aragón
Piso,Barbastro,139000,3,101,Huesca,Aragón
Chalet,ALTA,45000,5,252,Huesca,Aragón
Chalet,Borda Escampez 65,375000,3,4000,Huesca,Aragón
Piso,antonio machado,57500,4,90,Huesca,Aragón
Chalet,Barbastro,107000,2,70,Huesca,Aragón
Piso,antonio machado,57500,4,90,Huesca,Aragón
Piso,Avenida de Pineta 21,140000,2,72,Huesca,Aragón
Chalet,Calle Arrabal 12,162000,2,7,Huesca,Aragón
Duplex,Calle Calatayud 21,258798,4,9,Huesca,Aragón
Piso,Urbanizacion Picaruelas 3,125000,2,70,Huesca,Aragón
Piso,Plaza de Europa 1,91000,1,52,Huesca,Aragón
Piso,Calle pano mariano 110,118000,2,79,Huesca,Aragón
Piso,Calle Peña Montañesa 10,129000,2,55,Huesca,Aragón
Piso,Avenida Juan XXIII 19,129000,2,85,Huesca,Aragón
Chalet,Calle la Iglesia 13,99000,6,180,Huesca,Aragón
Piso,Calle San Victorián 25,145000,2,58,Huesca,Aragón
Piso,Simeon Pons 2,145000,2,64,Huesca,Aragón
Chalet,Colonia Molino Aceite 5,275000,2,18200,Huesca,Aragón
Ático,Calle Peña Montañesa 10,97000,2,68,Huesca,Aragón
Piso,major 2,120000,1,40,Huesca,Aragón
Chalet,Mayor 17,240000,6,604,Huesca,Aragón
Casa Rural,Calle del Arco 6 s/n,60000,4,201,Huesca,Aragón
Chalet,Calle Arrabal 7,137000,3,200,Huesca,Aragón
Piso,Barrio del hornero,80000,1,51,Huesca,Aragón
Piso,cofita,89500,3,90,Huesca,Aragón
Piso,Calle Membrilleras,187000,2,75,Huesca,Aragón
Piso,Paseo de los Ayerbes 4,97000,1,50,Huesca,Aragón
Duplex,Calle Única,184278,3,84,Huesca,Aragón
Chalet,Plaza Mayor 22,690000,5,504,Huesca,Aragón
Chalet,Fonz,27000,4,182,Huesca,Aragón
Duplex,arenal 21,129000,3,109,Huesca,Aragón
Piso,Pasaje CRUZ SUR 7,247716,4,129,Huesca,Aragón
Chalet,Calle Mayor 6,75000,1,65,Huesca,Aragón
Piso,Pasaje Calatayud 21,250679,4,152,Huesca,Aragón
Chalet,Travesía del Pilar 25,90000,6,211,Huesca,Aragón
Piso,Avenida del ejercito,39500,3,96,Huesca,Aragón
Chalet,joaquin costa 14,250000,4,360,Huesca,Aragón
Piso,Calle Felipe V 2,97000,1,45,Huesca,Aragón
Piso,Calle de Serrablo 136,129000,2,78,Huesca,Aragón
Piso,Av del Ejercito 43,139000,3,88,Huesca,Aragón
Piso,Camino de Aurín 8,53000,3,92,Huesca,Aragón
Piso,C/Mayor 42 -44,190000,4,90,Huesca,Aragón
Chalet,Calle Chapitel 8,170000,6,269,Huesca,Aragón
Piso,Calle Única 14,130000,2,80,Huesca,Aragón
Piso,Calle Única 14,130000,2,80,Huesca,Aragón
Piso,Calle Doña Sancha 30 32,288687,4,25,Huesca,Aragón
Casa Rural,Calle Mayor 49,350000,3,127,Huesca,Aragón
Piso,Carretera Tuberia,282000,2,46,Huesca,Aragón
Piso,Avenida  Benito coll 25,140000,2,77,Huesca,Aragón
Piso,Calle F Agcerler 4,440000,5,167,Huesca,Aragón
Piso,Calle Escalar Ag Astun 13,89000,2,69,Huesca,Aragón
Chalet,Urbanización Linsoles 20,1049000,6,50,Huesca,Aragón
Chalet,Calle Mayor,45000,3,180,Huesca,Aragón
Piso,Calle Varellas,149000,3,108,Huesca,Aragón
Piso,Calle Peña Telera 1,85000,1,55,Huesca,Aragón
Chalet,Calle Única,720000,5,4000,Huesca,Aragón
Duplex,Calle de la Universidad 11,220000,3,94,Huesca,Aragón
Casa Rural,Costera,399000,6,320,Huesca,Aragón
Duplex,974190136,Calle Jacetania 8,102000,492,Huesca,Aragón
Piso,Avenida Yebra de Basa,72000,2,90,Huesca,Aragón
Chalet,Calle mayor,59000,5,161,Huesca,Aragón
Ático,Carretera de Anciles 9,340000,4,160,Huesca,Aragón
Piso,Fernando el Católico 35 B,155000,2,80,Huesca,Aragón
Chalet,Calle Redapar,238000,4,136,Huesca,Aragón
Piso,barranco,78500,3,121,Huesca,Aragón
Piso,Albareda 16 C,135000,2,68,Huesca,Aragón
Chalet,Calle unica,525000,5,720,Huesca,Aragón
Piso,Calle Peña Telera,145000,2,63,Huesca,Aragón
Chalet,Carretera Benasque s/n s/n,45000,6,160,Huesca,Aragón
Piso,Calle Albareda 26,142000,3,112,Huesca,Aragón
Chalet,nueva,62000,3,101,Huesca,Aragón
Casa Rural,san angel,74500,7,298,Huesca,Aragón
Piso,Avenida del pilar,61400,3,116,Huesca,Aragón
Chalet,Camino San Antón 6,590000,6,40,Huesca,Aragón
Chalet,Calle Fuendechordana,320000,4,154,Huesca,Aragón
Piso,Calle Alta 16,165000,2,50,Huesca,Aragón
Casa Rural,La Sotonera,69000,4,158,Huesca,Aragón
Piso,Calle José Sanz,112900,3,106,Huesca,Aragón
Chalet,Calle Campo Retor 12,218000,3,153,Huesca,Aragón
Piso,Calle Extramuros,52000,2,65,Huesca,Aragón
Duplex,barasona,141000,3,124,Huesca,Aragón
Duplex,Calle Jaca,106000,3,25,Huesca,Aragón
Piso,pintor,44500,2,45,Huesca,Aragón
Piso,Calle Lanuza,80000,3,85,Huesca,Aragón
Piso,Calle Conde Aranda,180000,2,70,Huesca,Aragón
Chalet,Calle AMARGURA 20,55000,3,180,Huesca,Aragón
Chalet,Calle la Torre,67500,3,288,Huesca,Aragón
Chalet,Calle unica,50000,4,210,Huesca,Aragón
Chalet,el llano 31,240000,4,160,Huesca,Aragón
Piso,Calle Padre Huesca,94500,3,90,Huesca,Aragón
Piso,Calle Lanuza,80000,3,85,Huesca,Aragón
Chalet,Calle la Fuente,90000,6,200,Huesca,Aragón
Chalet,Avenida de Ordesa  4,325000,3,83,Huesca,Aragón
Chalet,Calle de la Alegría 1,320000,3,104,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,252000,2,79,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,228000,2,68,Huesca,Aragón
Piso,Paseo Camino de Santiago 7,285000,3,200,Huesca,Aragón
Duplex,Calle Cruz 45,360000,3,85,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,302500,3,90,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,245500,2,62,Huesca,Aragón
Piso,Calle Cruz 45,320000,2,64,Huesca,Aragón
Duplex,Calle Cruz 45,350000,3,100,Huesca,Aragón
Piso,Travesía Suspiro 1,145000,2,63,Huesca,Aragón
Piso,Calle Cruz 45,300000,2,75,Huesca,Aragón
Piso,Paseo Camino de Santiago 7,260000,3,200,Huesca,Aragón
Chalet,Calle de la Alegría 1,350000,3,104,Huesca,Aragón
Piso,Calle Cruz 45,265000,2,73,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,282500,3,82,Huesca,Aragón
Piso,Paseo Camino de Santiago 7,240000,3,200,Huesca,Aragón
Piso,Calle Sancho Ramírez 2,69900,4,156,Huesca,Aragón
Chalet,Calle Escuelas 10,66500,5,22,Huesca,Aragón
Piso,Calle Coso Alto 34,280000,5,17,Huesca,Aragón
Chalet,Calle el Castillo 2,114000,4,29,Huesca,Aragón
Piso,Calle de Serrablo 90,75145,4,100,Huesca,Aragón
Piso,Paseo Camino de Santiago 7,230000,2,200,Huesca,Aragón
Chalet,Calle San José 15,250000,3,1300,Huesca,Aragón
Chalet,Calle mayor,265000,4,187,Huesca,Aragón
Duplex,Calle Ramiro Primero 30,265000,2,67,Huesca,Aragón
Piso,Calle Ramiro Primero 30,330000,3,72,Huesca,Aragón
Chalet,Calle de la Alegría 1,412000,4,104,Huesca,Aragón
Piso,Paseo Ramón y Cajal 70,203000,3,119,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,302500,3,117,Huesca,Aragón
Piso,Calle Cruz 45,300000,2,80,Huesca,Aragón
Duplex,Calle Ramiro Primero 30,314000,3,100,Huesca,Aragón
Piso,Paseo Camino de Santiago 7,240000,3,200,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,252000,2,66,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,302500,3,107,Huesca,Aragón
Chalet,Calle el Castillo 2,114000,4,29,Huesca,Aragón
Chalet,Calle de la Alegría 1,350000,3,104,Huesca,Aragón
Piso,Calle Doña Sancha 30 32,249353,3,26,Huesca,Aragón
Piso,Calle Camino del Pueyo  s/n,228000,2,68,Huesca,Aragón
Piso,Calle Ramiro Primero 30,323000,3,115,Huesca,Aragón
Piso,Calle Ramiro Primero 30,320000,3,106,Huesca,Aragón
Piso,Calle Mesnaderos,159900,2,63,Huesca,Aragón
Chalet,Calle Llano,240000,7,253,Huesca,Aragón
Piso,Calle Monasterio de Sigena,245000,3,16,Huesca,Aragón
Chalet,Calle Joaquín Costa 6,20000,3,97,Huesca,Aragón
Piso,Calle Esparza,19000,4,124,Huesca,Aragón
Chalet,Calle Arrabal 5,78000,3,104,Huesca,Aragón
Piso,Calle San Sebastián 16,78000,1,41,Huesca,Aragón
Chalet,Calle San Chinés s/n,800000,8,350,Huesca,Aragón
Estudio,Calle Tierra de Biescas 4,108000,0,87,Huesca,Aragón
Piso,Calle Coli Escalona Leonardo 17,68000,4,90,Huesca,Aragón
Casa Rural,Calle la Merced 11,69000,6,227,Huesca,Aragón
Duplex,Calle la Fueva s/n,235000,4,150,Huesca,Aragón
Piso,Calle Mayor 3,220000,2,64,Huesca,Aragón
Piso,Valle de Oza,126000,2,72,Huesca,Aragón
Ático,Barrando Redique,135000,2,63,Huesca,Aragón
Duplex,Mayor s/n,145000,3,80,Huesca,Aragón
Chalet,Calle San Lorenzo 60,155000,4,140,Huesca,Aragón
Chalet,Ordesa 1,300000,6,245,Huesca,Aragón
Chalet,Camino Borrastre s/n,239000,4,220,Huesca,Aragón
Chalet,Calle Única 31,139900,3,6,Huesca,Aragón
Piso,Sancho Ramiro,153000,8,44,Huesca,Aragón
Ático,Avenida Fuendeplata 10,98000,1,41,Huesca,Aragón
Chalet,Calle la Prebetor 2,295000,3,157,Huesca,Aragón
Chalet,Paseo de la Cantera 18,780000,5,500,Huesca,Aragón
Casa Rural,Calle Cruzada 5,40000,4,153,Huesca,Aragón
Piso,Calle Mayor 3,235000,2,76,Huesca,Aragón
Chalet,Monte Perdido 14,309000,3,140,Huesca,Aragón
Casa Rural,Calle Gasset 7,50000,4,260,Huesca,Aragón
Chalet,Latorrecilla s/n,590000,8,200,Huesca,Aragón
Piso,Calle Mayor 3,238000,2,62,Huesca,Aragón
Piso,Calle Mayor 3,242000,2,61,Huesca,Aragón
Piso,Calle Mayor 3,242000,2,63,Huesca,Aragón
Piso,Calle Coli Escalona Leonardo 17,59500,4,90,Huesca,Aragón
Chalet,CONSTITUCION 1,120000,4,250,Huesca,Aragón
Piso,Calle Luis Buñuel,80000,2,65,Huesca,Aragón
Casa Rural,Calle Cruzada 5,40000,4,139,Huesca,Aragón
Piso,Calle Valentín Gardeta  21,206000,3,90,Huesca,Aragón
Piso,Plaza de la Inmaculada 2,330000,4,172,Huesca,Aragón
Piso,Calle Calatayud 21,179655,3,62,Huesca,Aragón
Chalet,Pirineos s/n,460000,4,60,Huesca,Aragón
Piso,Calle Zocotín  5,252489,3,97,Huesca,Aragón
Chalet,Labitolosa s/n,87000,3,101,Huesca,Aragón
Ático,Calle Valentín Gardeta  21,210000,2,75,Huesca,Aragón
Chalet,Paseo de la Paz 5,149900,4,38,Huesca,Aragón
Chalet,Calle Esther Ortiz Alday 8,159000,2,75,Huesca,Aragón
Piso,ARAÑONES 19,116800,2,77,Huesca,Aragón
Chalet,Plan s/n,90000,3,115,Huesca,Aragón
Piso,Calle Francisco Bayeu 4,71200,2,64,Huesca,Aragón
Chalet,Calle de Fondabós 26,291000,5,39,Huesca,Aragón
Piso,Calle Zocotín  5,287925,3,83,Huesca,Aragón
Chalet,Calle Única,1200000,10,596,Huesca,Aragón
Piso,Calle Zocotín  5,290680,3,92,Huesca,Aragón
Chalet,Calle Bujicar 1,553800,3,101,Huesca,Aragón
Chalet,Calle Autonomía de Aragón 24,383000,5,27,Huesca,Aragón
Piso,Calle Valentín Gardeta  21,195000,3,96,Huesca,Aragón
Piso,Calle Zocotín  5,284775,3,81,Huesca,Aragón
Chalet,Calle Bujicar 1,553800,3,114,Huesca,Aragón
Piso,Calle Goya 6,60000,2,77,Huesca,Aragón
Piso,Calle Valentín Gardeta  21,198000,3,90,Huesca,Aragón
Piso,Calle Zocotín  5,299690,3,112,Huesca,Aragón
Piso,Calle Zocotín  5,287360,3,102,Huesca,Aragón
Piso,Calle Valentín Gardeta  21,170000,2,72,Huesca,Aragón
Ático,Avenida Zaragoza 21,212040,2,69,Huesca,Aragón
Piso,Paseo Ramón y Cajal 70,195000,3,114,Huesca,Aragón
Piso,Puente Escarrilla 2,145000,2,63,Huesca,Aragón
Piso,Paseo Ramón y Cajal 70,149000,2,70,Huesca,Aragón
Ático,Avenida Zaragoza 21,247050,3,80,Huesca,Aragón
Duplex,Avenida Aragón 65,226000,4,122,Huesca,Aragón
Piso,Avenida Aragón 65,152000,3,81,Huesca,Aragón
Piso,Avenida Aragón 65,152000,3,92,Huesca,Aragón
Casa Rural,Calle Carlla 7,235000,4,113,Huesca,Aragón
Piso,Avenida Aragón 65,152000,3,86,Huesca,Aragón
Piso,Avenida Zaragoza 21,205200,2,72,Huesca,Aragón
Piso,Avenida Zaragoza 21,201780,2,71,Huesca,Aragón
Piso,Avenida Zaragoza 21,274040,3,90,Huesca,Aragón
Piso,Puente Escarrilla 2,145000,2,74,Huesca,Aragón
Casa Rural,Calle Carlla 7,235000,4,113,Huesca,Aragón
Piso,Avenida Zaragoza 21,230850,3,116,Huesca,Aragón
Piso,Avenida Aragón 65,152000,3,93,Huesca,Aragón
Chalet,Calle Mayor  s/n,340000,3,102,Huesca,Aragón
Chalet,Calle Mayor  s/n,365000,4,155,Huesca,Aragón
Chalet,Carretera 22,90000,3,140,Huesca,Aragón
Piso,Calle Cavia Mariano,220000,2,6,Huesca,Aragón
Chalet,Calle del Olmo,230000,3,252,Huesca,Aragón
Chalet,Calle Endina Larrés,380000,6,15,Huesca,Aragón
Chalet,Calle Mayor  s/n,295000,3,117,Huesca,Aragón
Chalet,Calle Mayor  s/n,395000,4,153,Huesca,Aragón
Chalet,Calle Mayor  s/n,290000,3,98,Huesca,Aragón
Casa Rural,Calle Alta,25000,1,51,Huesca,Aragón
Piso,Barbastro,145000,2,67,Huesca,Aragón
Chalet,Calle Mayor  s/n,365000,4,122,Huesca,Aragón
Chalet,Calle Ramón y Cajal,59000,5,120,Huesca,Aragón
Ático,Pasaje Cruz del Sur 7,476113,4,135,Huesca,Aragón
Ático,Pasaje Cruz del Sur 7,309032,3,40,Huesca,Aragón
Duplex,Calle Calatayud 21,419642,4,42,Huesca,Aragón
Piso,Calle Mirador del Valle 9,110000,2,68,Huesca,Aragón
Piso,Avenida del ejercito 70,85000,2,69,Huesca,Aragón
Chalet,Calle Rafael Gasset,90000,4,124,Huesca,Aragón
Chalet,Calle la Fuente Arasan,390000,3,88,Huesca,Aragón
Chalet,Avenida DE HUESCA 60,330000,5,315,Huesca,Aragón
Chalet,Calle Calvario,199990,7,146,Huesca,Aragón
Piso,Calle Mayor 3,235000,2,74,Huesca,Aragón
Chalet,Carretera fuente de sieste,309000,4,10000,Huesca,Aragón
Piso,Calle las Aliagas,116000,2,8,Huesca,Aragón
Ático,Sallent de Gallego,290000,2,74,Huesca,Aragón
Casa Rural,La Fueva,20000,2,72,Huesca,Aragón
Piso,Avenida de la Estación,185000,2,101,Huesca,Aragón
Piso,Calle Mayor 3,242000,2,61,Huesca,Aragón
Chalet,Las Cambras,470000,8,500,Huesca,Aragón
Piso,Calle Santo Ángel de la Guarda,250000,3,104,Huesca,Aragón
Piso,Calle Peña Telera,85000,1,44,Huesca,Aragón
Piso,Calle Mayor 3,242000,2,60,Huesca,Aragón
Piso,Calle Santo Ángel de la Guarda,250000,3,104,Huesca,Aragón
Chalet,Calle Única,179500,2,74,Huesca,Aragón
Piso,Calle  de San Jorge 66,252000,4,138,Huesca,Aragón
Chalet,San Esteban,310000,5,187,Huesca,Aragón
Piso,Calle  de San Jorge 66,277000,4,146,Huesca,Aragón
Casa Rural,Cervantes,165000,5,600,Huesca,Aragón
Piso,Calle Esterres,215000,2,74,Huesca,Aragón
Chalet,Calle Conchel 33,198000,3,80,Huesca,Aragón
Chalet,Calle Las Cortes 13,105000,9,489,Huesca,Aragón
Chalet,Calle Molino 10,490605,4,136,Huesca,Aragón
Piso,Avenida  Benito coll 25,245000,4,149,Huesca,Aragón
Piso,Calle Cuatro Reyes 2,62600,4,130,Huesca,Aragón
Chalet,Calle Molino 10,516426,4,158,Huesca,Aragón
Piso,Calle Molino 10,245070,2,62,Huesca,Aragón
Duplex,Calle Molino 10,281482,3,86,Huesca,Aragón
Casa Rural,Calle Mayor 1 Numero,32000,4,139,Huesca,Aragón
Piso,Calle de los Estudios,187000,2,68,Huesca,Aragón
Chalet,Calle San Cristóbal,141750,5,193,Huesca,Aragón
Chalet,Calle Molino 10,544475,5,191,Huesca,Aragón
Piso,Calle Ramiro I 27,202151,2,15,Huesca,Aragón
Duplex,Calle  de San Jorge 66,385000,3,114,Huesca,Aragón
Piso,Calle Molino 10,243046,2,76,Huesca,Aragón
Chalet,Calle san blas 23,90000,3,2800,Huesca,Aragón
Piso,Calle Molino 10,213995,2,71,Huesca,Aragón
Piso,SAN SEBASTIAN 9,189000,2,79,Huesca,Aragón
Ático,Calle Molino 10,256072,2,77,Huesca,Aragón
Duplex,Avenida  Benito coll 25,285000,4,127,Huesca,Aragón
Chalet,Florida,190000,6,80,Huesca,Aragón
Piso,Calle Urbanización Espata R6 3,119000,1,45,Huesca,Aragón
Chalet,Calle Juan XXIII 21,54000,3,81,Huesca,Aragón
Piso,Calle Pineta 29,63000,1,38,Huesca,Aragón
Piso,Avenida del Primer Viernes de Mayo 14,260000,3,106,Huesca,Aragón
Chalet,Plaza San Martín 2,62000,3,140,Huesca,Aragón
Piso,Calle Ingeniero Montaner 8,120000,3,85,Huesca,Aragón
Chalet,Calle Foncillas 14,86000,3,105,Huesca,Aragón
Casa Rural,Calle Puente s/n,180000,3,4724,Huesca,Aragón
Piso,Calle Varellas 45,150000,3,109,Huesca,Aragón
Chalet,Unica 9,450000,12,1100,Huesca,Aragón
Piso,Avenida de Pineta 21,66000,1,45,Huesca,Aragón
Chalet,Calle Santa Cruz 26,350000,4,146,Huesca,Aragón
Piso,Calle Varellas 45,150000,3,106,Huesca,Aragón
Chalet,Calle Juan XXIII 21,54000,3,81,Huesca,Aragón
Chalet,Calle Única 8,39000,3,133,Huesca,Aragón
Chalet,Calle Mayor Puyarruego 9,175000,5,186,Huesca,Aragón
Casa Rural,Loarre,90000,5,188,Huesca,Aragón
Casa Rural,Calle Baja 8,219900,7,270,Huesca,Aragón
Chalet,Calle San José s/n,400000,4,350,Huesca,Aragón
Piso,Calle Urbanización Espata R6 3,119000,1,45,Huesca,Aragón
Piso,Calle las Aliagas 1,150000,3,10,Huesca,Aragón
Casa Rural,Calle Puente s/n,180000,3,4724,Huesca,Aragón
Piso,Calle Ingeniero Montaner 8,120000,3,107,Huesca,Aragón
Piso,Plaza de Europa 5,95000,1,60,Huesca,Aragón
Piso,Calle las Aliagas 1,98000,1,7,Huesca,Aragón
Chalet,Calle iglesia 22,29000,3,440,Huesca,Aragón
Piso,Calle de la Universidad 7,160000,3,110,Huesca,Aragón
Chalet,Urbanización el Ariño 48,192000,1,130,Huesca,Aragón
Piso,Calle Peña Telera 63,79000,1,54,Huesca,Aragón
Casa Rural,Camino Costela de Borres 4,210000,1,63,Huesca,Aragón
Piso,Calle Padre Huesca 74,94500,4,135,Huesca,Aragón
Chalet,Calle Huesca 31,90000,8,479,Huesca,Aragón
Chalet,Calle Graus 13,89250,6,204,Huesca,Aragón
Chalet,unica 14,115000,3,207,Huesca,Aragón
Chalet,Avenida Sabocos 1,450000,3,140,Huesca,Aragón
Piso,Calle Yebra de Basa 15,135000,3,83,Huesca,Aragón
Chalet,Calle Santiago 20,40000,1,56,Huesca,Aragón
Piso,Calle Antonio Saura 7,110000,2,70,Huesca,Aragón
Piso,Avenida de Ordesa 32,120000,4,80,Huesca,Aragón
Piso,Calle Pineta 29,63000,1,38,Huesca,Aragón
Piso,Ordesa 32,95000,4,114,Huesca,Aragón
Piso,Avenida de Pineta 21,66000,1,45,Huesca,Aragón
Chalet,Calle Josefina Vidal Mazana,270000,3,94,Huesca,Aragón
Piso,Calle San Roque 6,125000,2,80,Huesca,Aragón
Piso,Calle Albareda 15,93000,2,68,Huesca,Aragón
Chalet,Calle Alta,36575,3,93,Huesca,Aragón
Piso,Camino de Aurín,26291,3,118,Huesca,Aragón
Chalet,Avenida de Huesca 20,70000,3,110,Huesca,Aragón
Ático,Calle Barranco Redigue,140000,2,56,Huesca,Aragón
Chalet,Calle Santamaría,28500,1,182,Huesca,Aragón
Chalet,Travesía DEL CISNE 4,130000,8,395,Huesca,Aragón
Ático,Calle Barranco Redigue,140000,2,56,Huesca,Aragón
Chalet,Travesía DEL CISNE 4,130000,8,370,Huesca,Aragón
Piso,Calle Ramón y Cajal,48000,2,80,Huesca,Aragón
Chalet,Calle Santamaría,28500,1,182,Huesca,Aragón
Chalet,Calle Alta,36575,3,106,Huesca,Aragón
Piso,Camino de Aurín,26291,3,118,Huesca,Aragón
Piso,Camino de Aurín,21269,3,121,Huesca,Aragón
Piso,Calle Valentín Carderera 1,95000,3,81,Huesca,Aragón
Piso,Calle San Roque 6,125000,2,69,Huesca,Aragón
Duplex,espadilla,269500,3,101,Huesca,Aragón
Piso,N-2,50573,3,116,Huesca,Aragón
Chalet,Calle del Carmen s/n,118000,4,155,Huesca,Aragón
Chalet,PIEDRAFITA DE JACA 3,390000,3,96,Huesca,Aragón
Piso,EL PACO 25,440000,3,82,Huesca,Aragón
Piso,Puente la Reina,50000,1,57,Huesca,Aragón
Chalet,Partida Afueras Huesca 105c s/n,950000,6,19000,Huesca,Aragón
Duplex,Carretera FRANCIA 8,300000,3,81,Huesca,Aragón
Piso,Calle del General Villacampa 2,115000,1,98,Huesca,Aragón
Chalet,Calle occidente 8,116000,5,91,Huesca,Aragón
Ático,Camino de Saras 15,300000,3,100,Huesca,Aragón
Chalet,POUCHANGÓN 15,295000,4,143,Huesca,Aragón
Piso,Av Yebra de Basa 2,131000,4,148,Huesca,Aragón
Duplex,Calle estudios 22,215000,3,100,Huesca,Aragón
Piso,Calle de Serrablo 104,120000,3,101,Huesca,Aragón
Piso,Avenida ORDESA 40,130000,4,105,Huesca,Aragón
Duplex,Paseo de los Ayerbe 5,119000,1,62,Huesca,Aragón
Chalet,ZONA RIO ARA s/n,160000,2,144,Huesca,Aragón
Chalet,Callejón de Rosa s/n,57000,4,40,Huesca,Aragón
Casa Rural,Calle Sol s/n,88000,3,105,Huesca,Aragón
Chalet,Calle San Sebastian 1 A,275000,4,157,Huesca,Aragón
Piso,Calle VICO 18,178000,2,63,Huesca,Aragón
Piso,Avenida zaragoza 22,194500,2,55,Huesca,Aragón
Piso,Avenida Regimiento de Galicia 21,349000,4,109,Huesca,Aragón
Chalet,C Costera no10 10,275000,4,50,Huesca,Aragón
Chalet,Plaza MAYOR NAVAL s/n,55000,5,365,Huesca,Aragón
Piso,San Juan de la peña 1,104000,3,99,Huesca,Aragón
Piso,Av Francia 9,166500,2,77,Huesca,Aragón
Chalet,Calle Santiago 22,220000,3,93,Huesca,Aragón
Chalet,Calle EL LLANO 31,260000,7,160,Huesca,Aragón
Chalet,Torrontillo 5,98000,5,164,Huesca,Aragón
Piso,C Peña Telera 10,127000,2,15,Huesca,Aragón
Piso,Calle Santiago 22,115000,2,18,Huesca,Aragón
Chalet,Calle Alta 3,200000,6,230,Huesca,Aragón
Piso,Calle Calle Ramiro El Monje  22,100684,1,49,Huesca,Aragón
Piso,Calle Gil Bergés s/n,195615,3,87,Huesca,Aragón
Piso,Perpetuo Socorro,165000,2,66,Huesca,Aragón
Piso,Calle Santiago 22,88800,2,50,Huesca,Aragón
Ático,Av Francia 14,163000,4,108,Huesca,Aragón
Chalet,Calle Valle de Ordesa 3,175000,4,151,Huesca,Aragón
Piso,Calle Calle Ramiro El Monje  22,127130,2,69,Huesca,Aragón
Chalet,Calle Santiago 22,199900,3,114,Huesca,Aragón
Piso,Calle Calle Ramiro El Monje  22,115640,1,41,Huesca,Aragón
Chalet,Torrontillo 5,98000,5,160,Huesca,Aragón
Piso,Calle Lepanto 15,56000,2,50,Huesca,Aragón
Piso,Calle Santiago 22,175000,3,101,Huesca,Aragón
Piso,Calle Santiago 22,115000,2,18,Huesca,Aragón
Piso,Calle Gil Bergés s/n,187090,3,109,Huesca,Aragón
