Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Chalet,La Guardia de Jaén,250000,3,500
Piso,Peñamefecit - Avda Barcelona,130000,3,96
Chalet,Calle Manuel de Falla 6,590000,7,286
Chalet,Calle Ubeda,115000,5,173
Chalet,Los Villares,113000,4,195
Chalet,Calle Conde Mejorada,140000,7,255
Piso,Calle Obispo Alonso Suárez,189900,4,157
Piso,Calle Armando Palacio Valdés,69500,3,115
Piso,Via Augusta,105000,4,136
Chalet,JV-7003,165000,4,152
Chalet,Calle Alberquilla,900000,4,155
Chalet,Calle Eras,175000,4,121
Chalet,Calle B,449000,5,177
Chalet,diseminado,772500,18,000
Piso,Avenida Valencia,80000,3,99
Duplex,Calle Goya 10,245000,4,140
Chalet,francisco cobos 8,79900,4,134
Piso,Calle Bernabé Soriano 24,230000,3,120
Piso,Avenida de Madrid 49,239000,3,109
Chalet,Plaza Ciudad Jardín 12,150000,5,177
Chalet,Reyes católicos 14,105000,3,140
Piso,Avenida Andalucía 101,69000,4,131
Piso,Ronda Juez Juan Ruiz Rico 1,143000,2,61
Piso,Calle Torrecillas 22,88000,3,94
Chalet,Calle Santo Rostro 2,210000,4,158
Piso,Lopera,85000,4,121
Piso,Centro Ciudad,120000,4,129
Chalet,Bailén,750000,5,163
Chalet,Arjona,210000,3,110
Chalet,Ubeda,520000,2,72
Piso,La Carolina,35500,3,82
Piso,Calle Ejido Bajo 21,69900,3,136
Piso,Calle Jaime I el Conquistador,44000,2,60
Piso,Calle Almendros Aguilar,78000,4,131
Piso,Calle Linares,290000,3,181
Piso,Calle San Andrés,42500,3,97
Chalet,Calle Santa Maria,80000,10,740
Chalet,Calle Matilla,450000,8,356
Chalet,Calle Santa Lucia,300000,5,21
Piso,Paseo de la Estación,240000,4,250
Piso,Paseo de la Estación,240000,4,250
Chalet,Calle Obispo Cobos 45,460000,6,221
Piso,San Ildefonso - Catedral,160000,4,130
Piso,Calle María Auxiliadora,85000,4,90
Piso,Calle San Clemente,87000,2,77
Chalet,Calle Cerro Algibillo 2,280000,6,242
Piso,Paseo de la Estación 42,169000,5,162
Chalet,Cronista Ruiz Prieto 8,29900,3,74
Chalet,Calle Santo Cristo 8,55000,2,73
Chalet,Calle el Mulero 10,135000,4,127
Duplex,Federica Montseny 6,99000,3,110
Chalet,Calle Real 105,138000,6,216
Piso,Calle los Molinos 6,89500,3,99
Chalet,San Felipe - El Almendral - La Merced,52000,3,82
Chalet,Calle Nieves,40000,6,215
Chalet,Calle San Juan de la Cruz 28,240000,4,283
Chalet,Notario Alfonso Luis Sanchez Fernandez,350000,5,167
Piso,Doctor Eduardo Arroyo,130000,4,15
Piso,Alcalá la Real,130000,3,184
Chalet,Pintor Francisco Baños,360000,3,107
Piso,Calle Francisco Coello 31 con Pilar de la Imprenta 8  s/n,200000,3,99
Piso,Calle Fuente del Alamillo,139000,2,75
Duplex,Los Villares,160000,3,104
Chalet,Calle Santo Rostro s/n,84900,4,134
Chalet,Calle Muñoz Garnica 11,295000,4,244
Piso,Calle Forjadores 12,79900,2,69
Piso,Calle Ancha 35,62500,3,87
Chalet,Calle Condestable Dávalos 3,139900,4,142
Piso,Calle Arjona 2,58000,3,109
Piso,Calle Villacarrillo 19,68000,3,99
Chalet,Calle Viña Lozano 34,339000,4,722
Piso,Calle Forjadores 12,105000,3,119
Piso,Andújar 7,79900,4,100
Piso,Paseo de la Estación 2,138000,3,104
Piso,Calle Cuatro Torres 4,150000,3,134
Piso,Avenida Libertad 44,82000,3,90
Piso,Avenida Libertad 13,67000,4,120
Chalet,Calle Caballerizo 20,99900,4,262
Chalet,Calle Pintor Orbaneja 6,375000,10,375
Piso,Avenida Antonio Machado 9,36000,3,86
Piso,Calle Ancha 35,62500,3,116
Chalet,Calle Condestable Dávalos 3,139900,4,141
Chalet,Calle Caballerizo 20,99900,4,262
Piso,Calle Cuatro Torres 4,150000,3,134
Chalet,Calle Victoria 12,89000,3,99
Piso,Calle Emperador Carlos 90,76000,2,74
Piso,Avenida de la Constitución 6,85000,3,119
Chalet,Calle fuente de las risas 20,110000,2,130
Piso,Pasaje Nueva Victoria 3,115000,3,96
Piso,Avenida Libertad 44,82000,3,90
Piso,Calle Forjadores 12,79900,2,68
Chalet,Calle Horno de San Millán,150000,4,149
Chalet,Calle Maestro Bartolomé,95000,5,100
Piso,Calle Alaminos 20,85000,5,184
Piso,Paseo de España 50,184500,4,25
Piso,Avenida de Andalucía,125000,3,88
Piso,Calle Toro,65500,2,62
Chalet,Calle Los Cortijillos 2,499000,3,102
Piso,Calle Capitan Liebana 14,99000,3,120
Chalet,Calle Camilo José Cela,140000,2,74
Piso,Avenida de Andalucía,99000,4,134
Piso,Calle Muñoz Garnica,79000,1,54
Chalet,JV-3222,550000,7,30.404
Chalet,Carretera de Otíñar,64000,4,147
Piso,Calle Sagasta,78000,4,133
Piso,Calle Cruz,65000,3,115
Piso,Avenida de Andalucía,100000,3,102
Piso,Av. Libertad 20,79000,3,94
Piso,Calle Jorge Mercado 10,65000,1,56
Piso,Calle Ancha,150000,4,169
Chalet,Renfe - Bulevar 1º y 2º Fase,375000,6,235
