C. Autonoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Comunidad de Madrid,Madrid,Chalet,siete picos,21,5,1250000
Comunidad de Madrid,Madrid,Piso,barrio Recoletos,230,3,2750000
Comunidad de Madrid,Madrid,Atico,Paseo del hontanar 1,199,5,1800000
Comunidad de Madrid,Madrid,Piso,Avenida Manuel Fraga Iribarne,154,3,745000
Comunidad de Madrid,Madrid,Atico,barrio Nueva Espana,825,4,5800000
Comunidad de Madrid,Madrid,Chalet,barrio Valdebebas - Valdefuentes,346,5,1290000
Comunidad de Madrid,Madrid,Piso,Calle de la Hiedra,172,4,995000
Comunidad de Madrid,Madrid,Piso,BRETON DE LOS HERREROS 9,78,2,420000
Comunidad de Madrid,Madrid,Chalet,barrio Monteclaro,181,5,1880000
Comunidad de Madrid,Madrid,Chalet,Camino Ancho 40 -42,90,6,8550000
Comunidad de Madrid,Madrid,Piso,Calle de las Huertas 25,80,2,579000
Comunidad de Madrid,Madrid,Piso,Calle Reina 31,261,4,2450000
Comunidad de Madrid,Madrid,Chalet,Camino de la Fuente 29,60,5,6500000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino Ancho 21,72,6,7250000
Comunidad de Madrid,Madrid,Piso,Calle de Francisco Silvela,215,4,1090000
Comunidad de Madrid,Madrid,Piso,Calle Bascones,160,4,315000
Comunidad de Madrid,Madrid,Piso,Calle de Joaquin Arroyo,145,2,645000
Comunidad de Madrid,Madrid,Atico,Paseo de La Habana,500,4,5800000
Comunidad de Madrid,Madrid,Piso,Paseo de los Parques,176,3,990000
Comunidad de Madrid,Madrid,Atico,Calle de la Azalea,300,5,1840000
Comunidad de Madrid,Madrid,Piso,Camino Nuevo,10000,4,995000
Comunidad de Madrid,Madrid,Duplex,Calle de la Azalea,10000,5,1840000
Comunidad de Madrid,Madrid,Chalet,Camino de la Fuente,1000,5,6500000
Comunidad de Madrid,Madrid,Chalet,Camino de la Fuente,10000,5,6500000
Comunidad de Madrid,Madrid,Chalet,Camino de Mesoncillos,850,7,3500000
Comunidad de Madrid,Madrid,Chalet,Calle de Cuestablanca,241,5,1190000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino de Hoyarrasa,10000,6,4500000
Comunidad de Madrid,Madrid,Piso,Calle de Luis Martinez Feduchi,240,5,1290000
Comunidad de Madrid,Madrid,Chalet,Calle de la Azalea,25,4,1150000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,643,5,4150000
Comunidad de Madrid,Madrid,Chalet,Paseo de los Parques,216,5,1545000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,1400,7,9800000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino Ancho,800,6,7250000
Comunidad de Madrid,Madrid,Piso,Avenida de Isabel de Valois,87,3,545000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,10000,9,5500000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,1420,7,9800000
Comunidad de Madrid,Madrid,Piso,Calle de la Dalia,110,2,695000
Comunidad de Madrid,Madrid,Duplex,Calle de la Cuesta del Cerro,280,5,1480000
Comunidad de Madrid,Madrid,Chalet,Calle Orquidea,30,6,1880000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino de Hoyarrasa,600,6,3380000
Comunidad de Madrid,Madrid,Piso,Camino Nuevo,140,4,995000
Comunidad de Madrid,Madrid,Chalet,Calle Orquidea,30,6,1880000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino Ancho,1400,6,7230000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino de Hoyarrasa,600,6,3380000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,1420,9,9800000
Comunidad de Madrid,Madrid,Chalet,Paseo Cerro del Toro,2800,4,1350000
Comunidad de Madrid,Madrid,Chalet,Alto,525,6,3500000
Comunidad de Madrid,Madrid,Piso,Carretera del Mediodia,109,3,970000
Comunidad de Madrid,Madrid,Atico,Calle de la Calendula,6,5,1125000
Comunidad de Madrid,Madrid,Duplex,Calle Azalea,10000,4,1200000
Comunidad de Madrid,Madrid,Chalet,Paseo del Conde de los Gaitanes,10000,9,5500000
Comunidad de Madrid,Madrid,Duplex,Calle de la Azalea,125,4,1200000
Comunidad de Madrid,Madrid,Atico,Avenida de Rafael Nadal,60,5,1350000
Comunidad de Madrid,Madrid,Piso,ANA DE AUSTRIA,20,3,759000
Comunidad de Madrid,Madrid,Atico,Calle de la Azalea Alcobendas,60,6,1840000
Comunidad de Madrid,Madrid,Chalet,Camino Ancho,1390,5,7230000
Comunidad de Madrid,Madrid,Piso,Paseo de los Parques,10000,2,775000
Comunidad de Madrid,Madrid,Chalet,Camino Viejo,900,6,5300000
Comunidad de Madrid,Madrid,Chalet,Calle del Camino Alto,2800,6,3500000
Comunidad de Madrid,Madrid,Piso,Calle de Lombia,97,3,720000
Comunidad de Madrid,Madrid,Piso,Calle del Humilladero,139,3,670000
Comunidad de Madrid,Madrid,Chalet,Calle Ciervo,207,6,2479900
Comunidad de Madrid,Madrid,Chalet,guadarrama 9,556,6,1800000
Comunidad de Madrid,Madrid,Chalet,Paseo de los parques,216,5,1545000
