Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Chalet,Avenida del Ebro,223000,5,840
Piso,Calle de Alfonso I,400000,4,130
Piso,Calle del Valle de Zuriza,169000,4,160
Chalet,La Joyosa,175000,3,00
Piso,Picasso 13,96000,2,78
Piso,agustin,250000,3,92
Piso,santa lucia,168900,3,80
Piso,Ronda Campielles,45000,3,92
Piso,Calle de Gayarre 4,145000,3,80
Piso,Avenida Barón de Warsage 1,199000,4,152
Piso,Calle Rincón del Cielo,180000,3,20
Piso,Calle de Fuendejalón,259000,4,90
Duplex,Calle Moncayo 2,179000,3,104
Piso,Calle de Vista Alegre 7,128500,5,172
Chalet,Calle Mayor 9,108000,1,47
Piso,Calle de Miguel Servet,106000,2,60
Piso,Calle Comercio,129000,3,90
Chalet,Calle Virgen del Puy B,305000,3,95
Piso,Calle Romerada,139990,3,107
Chalet,Calle del Chan,99000,1,202
Chalet,Calle Virgen del Puy B,305000,3,89
Piso,Calle de Hernán Cortés,449000,5,226
Piso,Paseo de Fernando el Católico,280000,4,125
Chalet,Calle Mozota,330000,3,870
Chalet,Urbanizacion Murallas Santa Fe,269900,5,177
Chalet,Avenida de la Ilustración,440000,5,288
Chalet,Calle Don Juan de Lanuza,224000,4,160
Piso,Calle de Ludwig van Beethoven,195000,4,90
Chalet,Camino del Plano 42,399000,5,175
Ático,Calle El Campanile 5,335000,4,126
Piso,CESAREO ALIERTA 56,219900,3,90
Piso,viriato,93800,2,57
Piso,San Miguel,275000,5,180
Casa Rural,Calle Medio,69000,5,185
Chalet,Calle Muro,40000,3,88
Piso,barrio Arrabal,175000,3,108
Ático,Pasaje de la Vía 7,250000,4,22
Ático,Calle Ns Sagrada 29,133000,3,114
Chalet,Paseo de los Melancólicos,70000,2,71
Piso,Calle Extremadura,119900,2,72
Piso,Plaza de Aragón,690000,2,185
Piso,Calle Isla Dragonera 1,91500,3,83
Piso,Calle de Ludwig van Beethoven 46,222000,3,112
Chalet,Avenida Ebro Urcamusa,550000,5,181
Duplex,Calle Vaporetto 4,233000,2,78
Piso,Avenida de Cesáreo Alierta 54,240000,3,116
Piso,Calle Unceta,140000,4,142
Chalet,Calle Gaillac,270000,5,30
Piso,Puerta de Alcalá,160000,3,90
Piso,Calle de Fray Luis Urbano,64900,2,78
Piso,Calle de San Vicente Mártir 18,190000,3,88
Chalet,Calle Ramón y Cajal,74000,4,134
Chalet,Calle Monasterio de Piedra,239900,3,175
Piso,Paseo de la Gran Vía,325000,6,234
Piso,Calle Ramón y Cajal,78000,3,87
Chalet,Avenida de la Constitución,175000,5,195
Chalet,Avenida de Zaragoza,229000,4,135
Chalet,Calle Cinto 2,119000,3,103
Chalet,Calle Júpiter 5,170000,4,130
Piso,Avenida de Zaragoza,110000,3,83
Chalet,Edificio Diseminados 88,94000,4,142
Chalet,Calle Rio Ginel 4,101475,4,149
Piso,Plaza los Corporales 3,88000,4,154
Piso,Calle Constitución,78000,1,46
Piso,Avenida San Babil,33000,3,93
Chalet,Calle Ermita 2,230000,7,297
Piso,Calle de Alfonso X el Sabio 2,230000,3,118
Chalet,Calle Eras 11 A,99000,3,91
Chalet,Calle Fernando el Católico 13,50000,4,155
Chalet,Avenida de Zaragoza,229000,4,149
Chalet,Calle Castillo 3,64000,3,111
Piso,Grupo San Jorge,107000,3,118
Chalet,Calle Cinto 2,119000,3,85
Piso,Calle Invasores del Espacio,205000,3,113
Chalet,Calle Prado,49000,3,110
Chalet,Calle Don Miguel de Cervantes 7,36000,8,347
Piso,Calle Sierra Vicor,209000,2,75
Chalet,Calle Iglesia 85,105000,3,101
Piso,Calle Sierra Vicor 41,209000,2,75
Piso,Calle de Pedro Lapuyade,129000,3,70
Piso,Calle de Cantín y Gamboa 17,85000,2,69
Piso,Paseo Gran Vía,438000,6,200
Ático,Avenida Pascual Marquina,234900,5,140
Piso,Calle de Pablo Bruna 1,133400,3,95
Chalet,Calle Río Jalón,470000,6,1.966
Piso,Calle Tomás Bretón,258000,5,125
Piso,Calle de Miguel de Cervantes,250000,3,20
Piso,Calle de la Madre Sacramento,379900,5,194
Piso,Avenida Zaragoza,115900,3,90
Chalet,Calle Lezcano,35000,4,153
Estudio,Camino de la Olmera 25,75862,0,698
Chalet,Calle Río Arba,189000,4,149
Chalet,Calle Pico Argualas,420000,4,140
Piso,Calle de las Delicias,125000,3,75
Chalet,Calle Mayor,20900,3,120
Piso,Calle Ávila,140000,2,60
Piso,Calle Monasterio de San Juan de la Peña,159000,3,83
Piso,Calle Pirineos,239000,3,80
Chalet,Calle Ramón y Cajal,275000,4,152
Piso,Calle Ávila,140000,2,63
Piso,Calle de Bolonia,170000,3,80
Piso,876210886,Calle de Vicente Berdusán,219900,12.65
Piso,Calle del Río Matarraña,107000,3,117
Chalet,Calle Ansó,314000,4,300
Chalet,Plaza Afán de Rivera,139900,8,200
Chalet,Avenida de Aragón,320000,5,1.000
Chalet,Avenida Ebro Urcamusa,223000,5,225
Chalet,Urbanización 19 Huertos Regao Peñaf,169900,2,71
Chalet,Avenida Santa Ana,209000,4,126
Duplex,Calle Ramón y Cajal,247000,3,158
Chalet,Calle Río Jiloca,250000,3,110
Chalet,Vía,74900,3,60
Piso,Calle de Salvador Dalí,185000,4,90
Duplex,Calle Piscinas,159900,2,140
Chalet,Calle las Canteras,320000,6,29
Chalet,Calle San Antonio,235000,6,110
Chalet,Calle de las Palmeras,349900,4,136
Chalet,Camino Estación,175000,4,238
Piso,Calle de Lugo,179900,3,92
Piso,Plaza de Roma,230000,3,70
Chalet,Calle Doña Petronila,185000,3,100
Duplex,Calle el Justicia de Aragón,120000,2,102
Chalet,Calle Manuel Candau,300000,4,130
Duplex,Calle Depósito,165000,3,135
Chalet,Calle Montes Universales,285000,5,234
Chalet,Calle Mayor,187000,4,220
Duplex,Calle Zaragoza,144000,3,140
Chalet,Paseo la Sagrada,240000,4,8
Chalet,Calle Valencia,370000,5,88
Ático,Calle Sergio López Saz,325000,3,112
Piso,Calle de los Lagos de Coronas,259000,4,109
Piso,Paseo de Sagasta,290000,6,141
Duplex,Calle Baltasar Gracián,165000,4,127
Chalet,Avenida de Zaragoza,209000,4,156
Piso,Avenida del Tenor Fleta,225000,4,98
Chalet,Calle Mayor,149900,3,82
Piso,Urbanizacion Utebo Park,119900,3,88
Piso,Calle de la Jota,111500,2,75
Chalet,Calle Joaquín Costa,219900,3,18
Chalet,Isuerre,137000,3,85
Piso,Calle de Pablo Sarasate 7,135000,3,86
Piso,Calle de Miguel Servet 5,135000,4,128
Piso,Avenida Francisco de Goya,125000,3,87
Piso,Avenida de César Augusto 4,590000,6,217
Piso,BORJA,97900,2,61
Piso,Calle de Santa Joaquina de Vedruna 35,260000,2,71
Piso,Calle de Marcelino Unceta 75,100000,2,78
Piso,Calle de Aldebarán 60,190000,3,114
Ático,Avenida de Madrid 48,190000,3,92
