C. Autónoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Castilla y León,Valladolid,Piso,Jara,159,4,199900
Castilla y León,Valladolid,Piso,Calle de Hernando de Acuna 1,130,4,180000
Castilla y León,Valladolid,Piso,Paseo de San Vicente,99,3,169000
Castilla y León,Valladolid,Piso,Calle divina pastora 8,124,4,310000
Castilla y León,Valladolid,Piso,Calle de la Sierra de Gredos,100,2,159000
Castilla y León,Valladolid,Chalet,Camino del Cano,159,4,285000
Castilla y León,Valladolid,Piso,Calle guadalquivir,96,3,169900
Castilla y León,Valladolid,Piso,Calle Tortola 15,84,3,115000
Castilla y León,Valladolid,Chalet,Calle Alta,114,4,63000
Castilla y León,Valladolid,Piso,Avenida de Segovia,72,3,114000
Castilla y León,Valladolid,Chalet,Paseo Alfredo Basanta,200,5,395000
Castilla y León,Valladolid,Piso,Calle guadalquivir,99,3,169900
Castilla y León,Valladolid,Chalet,Calle Grillo,133,4,189000
Castilla y León,Valladolid,Piso,Calle Tortola 15,94,3,115000
Castilla y León,Valladolid,Chalet,Calle Fuente del Cano Argales,302,3,195000
Castilla y León,Valladolid,Piso,Calle de Santiago,150,5,359000
Castilla y León,Valladolid,Chalet,Calle los Robles,142,4,295000
Castilla y León,Valladolid,Piso,Avenida Sanchez Arjona,94,3,110000
Castilla y León,Valladolid,Chalet,Calle Fuente de Versalles,117,3,295000
Castilla y León,Valladolid,Chalet,Calle Alta,114,4,63000
Castilla y León,Valladolid,Piso,Calle Lopez Gomez,250,8,300000
Castilla y León,Valladolid,Piso,PABLO PICASSO,102,3,145000
Castilla y León,Valladolid,Piso,Calle MSanta Maria de Retuerta 1,101,3,275600
Castilla y León,Valladolid,Piso,Calle Divina Pastora 3,77,2,210000
Castilla y León,Valladolid,Piso,santo domingo de guzman,119,3,169900
Castilla y León,Valladolid,Piso,Calle de Panaderos,199,5,179000
Castilla y León,Valladolid,Chalet,Calle del Armonio,300,5,249900
Castilla y León,Valladolid,Piso,Avenida Gloria Fuertes 4,234,6,420000
Castilla y León,Valladolid,Piso,Paseo de Zorrilla 159,144,4,350000
Castilla y León,Valladolid,Piso,Calle Tortola,83,3,89000
Castilla y León,Valladolid,Duplex,Calle Majada,74,2,109990
Castilla y León,Valladolid,Piso,Calle Luis Gonzalez Lefort s/n,70,2,184300
Castilla y León,Valladolid,Piso,Calle Luis Gonzalez Lefort s/n,63,2,178400
Castilla y León,Valladolid,Piso,Calle Luis Gonzalez Lefort s/n,69,2,177000
Castilla y León,Valladolid,Chalet,LADERA DEL SOL 39,815,5,420000
Castilla y León,Valladolid,Chalet,Calle Principal,80,3,289500
Castilla y León,Valladolid,Piso,Calle nicasio perez 14,79,2,135000
Castilla y León,Valladolid,Piso,Calle Juan de Juni,168,5,270000
Castilla y León,Valladolid,Atico,Camino plantio 3,73,2,139000
Castilla y León,Valladolid,Piso,Calle del Arzobispo Marcelo Gonzalez,60,1,89000
Castilla y León,Valladolid,Piso,Paseo de Zorrilla,60,6,390000
Castilla y León,Valladolid,Piso,Calle Mercedes,96,3,220000
Castilla y León,Valladolid,Chalet,Calle Principal,134,4,317500
Castilla y León,Valladolid,Chalet,Calle del Doctor Sanchez Villares,256,5,487000
Castilla y León,Valladolid,Atico,Arroyo,50,3,224000
Castilla y León,Valladolid,Duplex,Calle Independencia 10 & Calle Garcia Valladolid 2,70,2,299000
Castilla y León,Valladolid,Piso,Avenida de la Alcoholera s/n,132,4,419900
Castilla y León,Valladolid,Piso,Paseo de Zorrilla,167,5,230000
Castilla y León,Valladolid,Piso,Calle de Penalara,100,3,189900
Castilla y León,Valladolid,Piso,Avenida de la Alcoholera s/n,119,3,289750
Castilla y León,Valladolid,Chalet,Calle Principal,135,4,317500
Castilla y León,Valladolid,Piso,Calle de Mateo Seoane Sobral 10,130,4,189900
Castilla y León,Valladolid,Atico,Calle de las Farolas Antigua Angel Molina,16,2,110000
Castilla y León,Valladolid,Piso,Calle Padre Manjon 101,137,4,94000
Castilla y León,Valladolid,Piso,Asuncion,114,3,170000
Castilla y León,Valladolid,Piso,Gavilla,77,2,89900
Castilla y León,Valladolid,Piso,Calle de Hernando de Acuna,3,3,235000
Castilla y León,Valladolid,Piso,Calle Duque de la Victoria 2,70,2,370000
Castilla y León,Valladolid,Piso,JUAN DE HERRERA 8,152,4,117000
Castilla y León,Valladolid,Chalet,Calle Ignacio Serrano 18,32,4,329000
Castilla y León,Valladolid,Chalet,aguachales,900,3,499900
Castilla y León,Valladolid,Piso,Calle Costa Dorada,21,3,150000
Castilla y León,Valladolid,Chalet,Camino viejo de simancas s/n,260,7,630000
Castilla y León,Valladolid,Estudio,san martin 15,29,0,135000
Castilla y León,Valladolid,Piso,Calle Duque de la Victoria 2,112,3,535000
Castilla y León,Valladolid,Piso,Calle Duque de la Victoria 2,66,2,364000
Castilla y León,Valladolid,Piso,Calle Sevilla,93,3,102000
Castilla y León,Valladolid,Piso,Paseo Arco de Ladrillo 54,137,4,288700
Castilla y León,Valladolid,Piso,Espiga,71,2,115000
Castilla y León,Valladolid,Piso,Calle Faisan,20,3,108000
Castilla y León,Valladolid,Chalet,Calle Capuletti,27,3,335000
Castilla y León,Valladolid,Piso,vencejo,151,4,105000
Castilla y León,Valladolid,Chalet,Avenida RUIZ DE ALDA,80,3,61000
Castilla y León,Valladolid,Chalet,Calle Atlanta,14,4,340000
Castilla y León,Valladolid,Atico,Calle Arturo Duperier,76,2,153000
Castilla y León,Valladolid,Piso,Calle del Puente Colgante,47,1,160000
Castilla y León,Valladolid,Chalet,Calle de Martin Santos Romero,27,3,380000
Castilla y León,Valladolid,Piso,Calle Cdad de la Habana 143,106,3,290000
Castilla y León,Valladolid,Piso,Calle Jardines,157,4,131000
Castilla y León,Valladolid,Piso,Calle Cdad de la Habana 143,77,2,255000
Castilla y León,Valladolid,Atico,Calle Cdad de la Habana 143,89,3,350000
Castilla y León,Valladolid,Piso,Calle Jose Garrote Tebar 33,97,3,284200
Castilla y León,Valladolid,Piso,Paseo Arco de Ladrillo 54,95,3,283500
Castilla y León,Valladolid,Piso,Calle Jose Garrote Tebar 33,139,4,275900
Castilla y León,Valladolid,Piso,Calle Jose Garrote Tebar 33,73,2,206000
Castilla y León,Valladolid,Piso,Calle de Hernando de Acuna,141,4,169900
Castilla y León,Valladolid,Piso,Avenida Segovia,69,2,110000
Castilla y León,Valladolid,Chalet,Calle Reina Maria de Hungria,197,5,159000
Castilla y León,Valladolid,Piso,Calle de las Mieses 82,77,2,240000
Castilla y León,Valladolid,Piso,Parquesol,115,3,236000
Castilla y León,Valladolid,Piso,Avenida Segovia,69,2,110000
Castilla y León,Valladolid,Atico,Fuente los Pajaros,77,2,148000
Castilla y León,Valladolid,Chalet,Calle Espiguete s/n,151,4,298000
Castilla y León,Valladolid,Chalet,Calle Espiguete s/n,134,4,298000
Castilla y León,Valladolid,Piso,Calle Independencia 10 & Calle Garcia Valladolid 2,54,1,190000
Castilla y León,Valladolid,Piso,Calle Independencia 10 & Calle Garcia Valladolid 2,60,1,160000
Castilla y León,Valladolid,Piso,CUENCA,220,3,175000
Castilla y León,Valladolid,Chalet,Calle Espiguete s/n,121,4,298000
Castilla y León,Valladolid,Piso,ANGEL MOLINA,81,3,39850
Castilla y León,Valladolid,Piso,Calle las Eras,69,2,59750
Castilla y León,Valladolid,Piso,Calle Nebrija,120,3,85000
Castilla y León,Valladolid,Piso,Pedro Valdivia,94,3,165000
Castilla y León,Valladolid,Duplex,Calle Felipe Ruiz Martin s/n,140,4,420000
Castilla y León,Valladolid,Atico,Calle Felipe Ruiz Martin s/n,145,4,410000
Castilla y León,Valladolid,Piso,Calle Tortola,12,3,69900
Castilla y León,Valladolid,Chalet,Urbanizacion el Montico,1654,6,360000
Castilla y León,Valladolid,Duplex,Calle Felipe Ruiz Martin s/n,156,4,360000
Castilla y León,Valladolid,Piso,Camino Plantio 3,68,2,135000
Castilla y León,Valladolid,Chalet,Covalagua,50,3,168000
Castilla y León,Valladolid,Piso,Calle Gallo,11,3,114800
Castilla y León,Valladolid,Piso,Puente Colgante,114,3,180000
Castilla y León,Valladolid,Chalet,Calle Eresma,153,4,242999
Castilla y León,Valladolid,Piso,Paseo del Cauce,110,3,92100
Castilla y León,Valladolid,Chalet,Calle Villanueva,13,4,75000
Castilla y León,Valladolid,Piso,Parquesol,101,3,210000
Castilla y León,Valladolid,Piso,Paseo del Hospital Militar 35,86,3,330000
Castilla y León,Valladolid,Chalet,Calle Cardiel 23,1064,6,289900
Castilla y León,Valladolid,Piso,Medina del Campo,142,4,115000
Castilla y León,Valladolid,Piso,Calle Peral,99,3,138999
Castilla y León,Valladolid,Chalet,Calle Mango  s/n,152,4,439000
Castilla y León,Valladolid,Chalet,Carretera Traspinedo,160,5,199000
Castilla y León,Valladolid,Chalet,Las Villas - Valparaiso,40,4,460000
Castilla y León,Valladolid,Chalet,Laguna de Duero,331,5,550000
Castilla y León,Valladolid,Piso,PETIRROJO,104,3,119900
Castilla y León,Valladolid,Chalet,Camino de las Berzosas s/n,149,4,390000
Castilla y León,Valladolid,Piso,Delicias,81,3,87999
Castilla y León,Valladolid,Piso,Paseo Obregon,103,3,183000
Castilla y León,Valladolid,Chalet,Camino de las Berzosas s/n,159,4,390000
Castilla y León,Valladolid,Piso,PARCELA 12-B del Poligono 2 - Sector 42 PP EL PERAL s/n,100,3,236800
Castilla y León,Valladolid,Chalet,La Flecha - Monasterio del Prado,225,5,330000
Castilla y León,Valladolid,Piso,PARCELA 12-B del Poligono 2 - Sector 42 PP EL PERAL s/n,119,3,257400
Castilla y León,Valladolid,Chalet,Calle Mango  s/n,156,4,439000
Castilla y León,Valladolid,Piso,Paseo Obregon,109,3,183000
Castilla y León,Valladolid,Chalet,Las Villas - Valparaiso,40,4,460000
Castilla y León,Valladolid,Chalet,Calle Mango  s/n,155,4,498000
Castilla y León,Valladolid,Piso,Laguna de Duero,86,3,73000
Castilla y León,Valladolid,Piso,Calle Profesor Adolfo Miaja de la Muela 12,148,4,220000
Castilla y León,Valladolid,Piso,Calle de Miriam Blasco,93,3,249900
Castilla y León,Valladolid,Chalet,Viana de Cega,109,3,145000
Castilla y León,Valladolid,Chalet,La Victoria - El Cabildo,520,7,525000
Castilla y León,Valladolid,Piso,Plaza Santa Maria,243,6,54100
Castilla y León,Valladolid,Piso,Calle del Arca 6,20,3,149085
Castilla y León,Valladolid,Piso,Calle del Arca 6,20,2,125256
Castilla y León,Valladolid,Piso,Plaza Circular,147,4,209000
Castilla y León,Valladolid,Piso,Calle Laguna,63,2,109000
Castilla y León,Valladolid,Chalet,Calle del Padre Llanos 61,28,4,325000
Castilla y León,Valladolid,Piso,Calle Corral de la Copera,77,2,99900
Castilla y León,Valladolid,Piso,Calle Nunez de Arce 2,65,2,250000
Castilla y León,Valladolid,Duplex,Calle Lopez Gomez,250,8,300000
Castilla y León,Valladolid,Duplex,Calle de la encomienda,88,3,166000
Castilla y León,Valladolid,Piso,Calle San Lorenzo,150,4,380000
Castilla y León,Valladolid,Casa Rural,Calle Real del Sur,377,5,135000
Castilla y León,Valladolid,Chalet,Calle la Traviata 70,258,5,272000
Castilla y León,Valladolid,Chalet,Calle Juncal,272,4,318000
Castilla y León,Valladolid,Casa Rural,Plaza de la Iglesia,60,1,15000
Castilla y León,Valladolid,Piso,Avenida de Irun 10,117,3,123500
Castilla y León,Valladolid,Piso,Calle Carcaba,65,2,96000
Castilla y León,Valladolid,Piso,Plaza de la Antigua,51,1,146000
Castilla y León,Valladolid,Piso,Calle de la Galana,76,2,130200
Castilla y León,Valladolid,Piso,Angel Garcia,109,3,79000
Castilla y León,Valladolid,Piso,Avenida de la Libertad,93,3,89900
Castilla y León,Valladolid,Piso,CABO NOVAL,154,4,95000
Castilla y León,Valladolid,Atico,Calle del Monasterio del Paular 26,49,1,227000
Castilla y León,Valladolid,Piso,Cabo nogal,133,4,95000
Castilla y León,Valladolid,Piso,Calle Villasexmir s/n,84,3,257000
Castilla y León,Valladolid,Piso,Calle del Arroyo,48,1,89000
Castilla y León,Valladolid,Piso,Calle Villasexmir s/n,73,2,198000
Castilla y León,Valladolid,Piso,LA GALANA,121,4,175000
Castilla y León,Valladolid,Piso,Calle Villasexmir s/n,107,3,246000
Castilla y León,Valladolid,Chalet,Calle Cerezo 7,129,4,375000
Castilla y León,Valladolid,Piso,Cabo nogal,129,4,95000
Castilla y León,Valladolid,Piso,Calle Villasexmir s/n,98,3,257000
Castilla y León,Valladolid,Piso,Calle de Leopoldo Cano,107,4,210000
Castilla y León,Valladolid,Duplex,La Flecha - Monasterio del Prado,118,3,225000
Castilla y León,Valladolid,Piso,Calle Villancico s/n sn,60,3,99900
Castilla y León,Valladolid,Chalet,Calle Kappa,111,3,259990
Castilla y León,Valladolid,Piso,Torrecilla 30,200,5,245000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,62,2,160000
Castilla y León,Valladolid,Piso,GAMAZO 26,102,3,346000
Castilla y León,Valladolid,Duplex,ACEBO 2,103,3,142000
Castilla y León,Valladolid,Casa Rural,Castroponce,720,4,80000
Castilla y León,Valladolid,Piso,Calle del Arzobispo Marcelo Gonzalez,53,1,89000
Castilla y León,Valladolid,Chalet,Calle Julio Senador Gomez,188,5,379000
Castilla y León,Valladolid,Piso,Laguna de Duero,51,1,100000
Castilla y León,Valladolid,Chalet,Onesimo Redondo,164,5,89000
Castilla y León,Valladolid,Chalet,virgen extramuros 4,154,4,215000
Castilla y León,Valladolid,Piso,Calle Florida,68,2,135000
Castilla y León,Valladolid,Piso,jose luis lasa 63 b,72,2,159900
Castilla y León,Valladolid,Piso,Calle Loza,99,3,91000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,150,4,310000
Castilla y León,Valladolid,Piso,Calle Cerrada,70,2,120000
Castilla y León,Valladolid,Piso,Calle Portillo del Prado 15,103,3,184900
Castilla y León,Valladolid,Piso,Plaza Gutierrez Semprun,66,2,94990
Castilla y León,Valladolid,Chalet,Camino de Pinar 41,113,3,170000
Castilla y León,Valladolid,Chalet,Calle Cardiel 5,250,4,187000
Castilla y León,Valladolid,Piso,Calle de Vega Sicilia,114,3,249990
Castilla y León,Valladolid,Piso,Gabilondo,69,1,144000
Castilla y León,Valladolid,Chalet,Carretera VILLANUEVA,4955,3,239900
Castilla y León,Valladolid,Duplex,almendro,86,3,139900
Castilla y León,Valladolid,Piso,Calle Alegria,85,3,65500
Castilla y León,Valladolid,Piso,Calle BARCELONA,48,1,120000
Castilla y León,Valladolid,Piso,Doce de Octubre,74,3,89900
Castilla y León,Valladolid,Piso,Avenida juan de Austria,159,4,104000
Castilla y León,Valladolid,Piso,Avenida salinas,103,3,85900
Castilla y León,Valladolid,Piso,pelota,100,3,135000
Castilla y León,Valladolid,Chalet,Camino del pozo,1350,3,109000
Castilla y León,Valladolid,Chalet,Calle Rio Tajo,127,4,267000
Castilla y León,Valladolid,Piso,Calle Pavo Real,90,4,89900
Castilla y León,Valladolid,Piso,Calle Hernan Cortes,112,3,89900
Castilla y León,Valladolid,Piso,Calle de la Sierra de Gredos 12,50,1,135000
Castilla y León,Valladolid,Piso,Calle de la Sierra de Gredos 12,41,1,135000
Castilla y León,Valladolid,Piso,Miriam Blasco,220,4,359000
Castilla y León,Valladolid,Chalet,Zanfona,213,4,266000
Castilla y León,Valladolid,Piso,Calle Tordo,80,3,74900
Castilla y León,Valladolid,Piso,Avenida juan de Austria,127,4,104000
Castilla y León,Valladolid,Piso,Calle del prado,97,3,95000
Castilla y León,Valladolid,Chalet,goncha gay s/n,95,3,135000
Castilla y León,Valladolid,Chalet,Calle Canada,205,6,149000
Castilla y León,Valladolid,Piso,Calle de Juan Agapito y Revilla,88,3,160000
Castilla y León,Valladolid,Piso,Esperanto,120,3,175000
Castilla y León,Valladolid,Piso,Arzobispo Garcia Goldaraz,83,2,79000
Castilla y León,Valladolid,Piso,ESTACION,140,4,165000
Castilla y León,Valladolid,Piso,Paseo Zorrilla,156,4,220000
Castilla y León,Valladolid,Piso,Calle de Villabanez,70,2,64900
Castilla y León,Valladolid,Piso,Gabilondo,69,1,144000
Castilla y León,Valladolid,Piso,Calle Hernan Cortes,102,3,89900
Castilla y León,Valladolid,Piso,Camino de la Esperanza,74,3,119000
Castilla y León,Valladolid,Piso,Alvarez Taladriz,95,2,180000
Castilla y León,Valladolid,Piso,Calle Gallo 18,103,3,89000
Castilla y León,Valladolid,Chalet,Carretera VILLANUEVA,4955,3,239900
Castilla y León,Valladolid,Piso,San Isidro,94,3,168000
Castilla y León,Valladolid,Chalet,SANTINOS,2332,6,780000
Castilla y León,Valladolid,Chalet,Avenida Santander,85,3,449000
Castilla y León,Valladolid,Chalet,Calle de Vega de Valdetronco,228,5,350000
Castilla y León,Valladolid,Piso,Calle Colon 14,3,3,175000
Castilla y León,Valladolid,Piso,MARAVILLAS,70,3,74900
Castilla y León,Valladolid,Piso,Calle San Antonio de Padua,145,4,350000
Castilla y León,Valladolid,Piso,pelota,113,3,135000
Castilla y León,Valladolid,Chalet,Calle del Tamboril,114,3,230000
Castilla y León,Valladolid,Piso,Calle BARCELONA,48,1,120000
Castilla y León,Valladolid,Chalet,Gaviota,2600,7,480000
Castilla y León,Valladolid,Chalet,Calle bodegas,76,2,190000
Castilla y León,Valladolid,Piso,Villanubla,70,3,89000
Castilla y León,Valladolid,Duplex,Calle Pio Baroja 16,140,4,230000
Castilla y León,Valladolid,Piso,Veinte Metros,71,2,79900
Castilla y León,Valladolid,Chalet,Angel Garcia,296,5,330000
Castilla y León,Valladolid,Chalet,Calle Rio Duero,99,3,220000
Castilla y León,Valladolid,Chalet,Sabinares de Arlanza,174,3,155000
Castilla y León,Valladolid,Chalet,Carretera corcos,800,3,119900
Castilla y León,Valladolid,Piso,Calle Domingo Martinez,12,5,315000
Castilla y León,Valladolid,Chalet,Sabinares de Arlanza,174,3,155000
Castilla y León,Valladolid,Piso,Calle del Aneto 3,6,3,189000
Castilla y León,Valladolid,Piso,JOAQUIN VELASCO MARIN,157,4,240000
Castilla y León,Valladolid,Chalet,Calle Rio Duero,114,3,220000
Castilla y León,Valladolid,Piso,Labradores,102,3,155000
Castilla y León,Valladolid,Chalet,Calle Montoyas,100,3,94900
Castilla y León,Valladolid,Piso,Calle Jupiter 2,99,3,105000
Castilla y León,Valladolid,Piso,DOCTRINOS,154,4,558000
Castilla y León,Valladolid,Chalet,GERANIO,292,5,285000
Castilla y León,Valladolid,Duplex,Calle Pio Baroja 16,148,4,230000
Castilla y León,Valladolid,Piso,Calle del Puente Colgante,123,4,219900
Castilla y León,Valladolid,Piso,Calle Domingo Martinez,12,5,315000
Castilla y León,Valladolid,Chalet,Angel Garcia,296,5,330000
Castilla y León,Valladolid,Piso,Calle del Monasterio de San Lorenzo de El Escorial 2 -12,40,1,165000
Castilla y León,Valladolid,Piso,Calle Tortola,114,3,119900
Castilla y León,Valladolid,Piso,Calle Divina Pastora 5,182,5,470000
Castilla y León,Valladolid,Piso,Trepador,106,3,65000
Castilla y León,Valladolid,Piso,Calle del Monasterio San Millan de la Cogolla 6,126,3,297000
Castilla y León,Valladolid,Chalet,APOSTOL LUCAS,128,4,185000
Castilla y León,Valladolid,Atico,Calle la Guindalera,99,3,215000
Castilla y León,Valladolid,Chalet,aneto,2400,5,215000
Castilla y León,Valladolid,Piso,Calle de Joaquin Velasco Martin,106,3,104990
Castilla y León,Valladolid,Piso,Paseo del Hospital Militar,100,3,159900
Castilla y León,Valladolid,Piso,Calle Don Sancho,114,3,162900
Castilla y León,Valladolid,Chalet,Calle la Traviata 68,161,5,272000
Castilla y León,Valladolid,Casa Rural,Plaza Humilladero,100,4,59000
Castilla y León,Valladolid,Piso,Calle Juan de Juni 12,128,4,240000
Castilla y León,Valladolid,Chalet,Cubillas de Santa Marta,15000,4,205000
Castilla y León,Valladolid,Piso,Paseo de San Vicente,109,3,99990
Castilla y León,Valladolid,Piso,Paseo de Zorrilla 61,176,5,165000
Castilla y León,Valladolid,Casa Rural,Mojados,29270,1,79000
Castilla y León,Valladolid,Piso,Calle Morena 23,69,2,210000
Castilla y León,Valladolid,Piso,Calle la Casona,115,3,218990
Castilla y León,Valladolid,Piso,Calle Luis Cernuda,120,3,145999
Castilla y León,Valladolid,Chalet,La Vega,50,3,350000
Castilla y León,Valladolid,Atico,Cisterniga,16,3,168000
Castilla y León,Valladolid,Chalet,La Vega,264,7,439000
Castilla y León,Valladolid,Piso,Parquesol,140,4,159000
Castilla y León,Valladolid,Chalet,Las Villas - Valparaiso,139,4,448000
Castilla y León,Valladolid,Atico,Aranzana,105,3,181750
Castilla y León,Valladolid,Chalet,Sotoverde,125,4,695000
Castilla y León,Valladolid,Piso,Parquesol,140,4,159000
Castilla y León,Valladolid,Chalet,La Vega,50,3,350000
Castilla y León,Valladolid,Chalet,Las Villas - Valparaiso,149,4,448000
Castilla y León,Valladolid,Chalet,La Vega,200,5,550000
Castilla y León,Valladolid,Chalet,Pedrajas de San esteban,90,4,360000
Castilla y León,Valladolid,Atico,Cisterniga,16,3,168000
Castilla y León,Valladolid,Chalet,Calle Rio Tajo,124,4,259000
Castilla y León,Valladolid,Chalet,Sotoverde,250,3,280000
Castilla y León,Valladolid,Piso,Calle de Santa Lucia,88,3,117000
Castilla y León,Valladolid,Chalet,Plaza del Ochavo,150,4,89000
Castilla y León,Valladolid,Piso,Calle Doctrinos 2,136,4,545000
Castilla y León,Valladolid,Piso,Calle del Calvitero,65,2,163000
Castilla y León,Valladolid,Piso,Calle de Hernando de Acuna,68,2,144000
Castilla y León,Valladolid,Chalet,Sotoverde,172,5,380000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,97,2,170000
Castilla y León,Valladolid,Chalet,Calle Canada,209,6,149000
Castilla y León,Valladolid,Chalet,Calle Almacenes,63,2,109900
Castilla y León,Valladolid,Piso,Calle Padre Francisco Suarez,155,4,159000
Castilla y León,Valladolid,Chalet,Avenida de Castilla y Leon,86,3,157000
Castilla y León,Valladolid,Piso,Calle Estadio,144,4,495000
Castilla y León,Valladolid,Atico,Regato,69,2,134900
Castilla y León,Valladolid,Piso,Calle Capuchinos,105,3,145000
Castilla y León,Valladolid,Piso,LAS ERAS 15,100,4,199000
Castilla y León,Valladolid,Chalet,Calle de los Alamos,159,4,280000
Castilla y León,Valladolid,Chalet,Calle REAL,45,1,79000
Castilla y León,Valladolid,Piso,Calle de las Mieses 80,79,2,195000
Castilla y León,Valladolid,Piso,Madre de Dios,87,3,119000
Castilla y León,Valladolid,Piso,Calle Villafranca de Duero,72,2,169000
Castilla y León,Valladolid,Chalet,Calle Kappa,150,3,249000
Castilla y León,Valladolid,Piso,Calle de Santa Lucia,80,3,117000
Castilla y León,Valladolid,Piso,Calle Mercedes,95,3,220000
Castilla y León,Valladolid,Piso,Calle Mariano Jose de Larra,4,3,64000
Castilla y León,Valladolid,Casa Rural,Pago de los Carrizales,1239,1,49000
Castilla y León,Valladolid,Piso,Cabo Noval,108,3,105000
Castilla y León,Valladolid,Chalet,Calle de las Castanuelas,155,4,199000
Castilla y León,Valladolid,Piso,Monasterio San Lorenzo del Escorial,78,2,178000
Castilla y León,Valladolid,Chalet,Calle Mariano de los Cobos,150,5,350000
Castilla y León,Valladolid,Casa Rural,Calle Pajon,108,3,89900
Castilla y León,Valladolid,Piso,Paseo de san vicente s/n sn,68,2,131900
Castilla y León,Valladolid,Casa Rural,Calle Pajon,113,3,89900
Castilla y León,Valladolid,Piso,Monasterio San Lorenzo del Escorial,75,2,178000
Castilla y León,Valladolid,Chalet,Calle Barrionuevo Antigua Carlos Velasco,510,4,305000
Castilla y León,Valladolid,Chalet,Avenida de Burgos,100,3,158000
Castilla y León,Valladolid,Chalet,Calle Mariano de los Cobos,150,5,350000
Castilla y León,Valladolid,Casa Rural,solana,300,4,49900
Castilla y León,Valladolid,Piso,Cabo Noval,100,3,105000
Castilla y León,Valladolid,Piso,Circular - Vadillos,110,4,149000
Castilla y León,Valladolid,Atico,Arcas Reales - Pinar del Jalon,50,1,150000
Castilla y León,Valladolid,Chalet,Fuentes Carrionas 31,652,4,280000
Castilla y León,Valladolid,Piso,Calle Goya 6,118,3,128440
Castilla y León,Valladolid,Piso,AQUILINO SANCHEZ,115,3,65000
Castilla y León,Valladolid,Piso,Paseo del Hospital Militar,109,3,229000
Castilla y León,Valladolid,Chalet,Camino de cigales,2300,4,365000
Castilla y León,Valladolid,Casa Rural,Camino Apeadero,159,4,149000
Castilla y León,Valladolid,Chalet,Calle ARRABAL ARRIBA,172,4,154000
Castilla y León,Valladolid,Chalet,Plaza MAYOR,600,5,52000
Castilla y León,Valladolid,Piso,Calle Cervantes,158,4,58890
Castilla y León,Valladolid,Piso,Camino de la Esperanza,90,3,89000
Castilla y León,Valladolid,Casa Rural,Calle Dehesa,970,3,170000
Castilla y León,Valladolid,Piso,Calle del Conde de Ribadeo,63,2,189000
Castilla y León,Valladolid,Chalet,gonzalo berceo,128,4,269000
Castilla y León,Valladolid,Piso,Paseo del Hospital Militar,80,3,229000
Castilla y León,Valladolid,Piso,Calle ADOLFO MIAJA DE LA MUELA,130,4,195000
Castilla y León,Valladolid,Piso,Carcaba,49,1,89900
Castilla y León,Valladolid,Chalet,Rio Tera,144,4,137000
Castilla y León,Valladolid,Piso,Arco de Ladrillo 78,75,2,239500
Castilla y León,Valladolid,Piso,Calle artistas,66,2,94900
Castilla y León,Valladolid,Piso,San Juan - Batallas,69,2,93000
Castilla y León,Valladolid,Chalet,campana,129,4,232750
Castilla y León,Valladolid,Piso,Calle Huelgas,137,4,179000
Castilla y León,Valladolid,Piso,salegar,139,4,139000
Castilla y León,Valladolid,Piso,Carcaba,57,1,94900
Castilla y León,Valladolid,Piso,Paseo de Zorrilla,118,3,157000
Castilla y León,Valladolid,Casa Rural,CARRAMEDINA 16,1985,5,96000
Castilla y León,Valladolid,Atico,Santovenia de Pisuerga,25,2,130000
Castilla y León,Valladolid,Piso,Centro,79,2,340000
Castilla y León,Valladolid,Piso,Canarias 48,91,3,190000
Castilla y León,Valladolid,Piso,Centro,168,5,325000
Castilla y León,Valladolid,Piso,VILLANUEVA,70,3,88500
Castilla y León,Valladolid,Piso,Paseo Cid,121,4,109000
Castilla y León,Valladolid,Piso,Avenida de los Reyes Catolicos,128,4,129000
Castilla y León,Valladolid,Piso,Centro,171,6,350000
Castilla y León,Valladolid,Chalet,REINA JUANA DE CASTILLA,81,2,97900
Castilla y León,Valladolid,Piso,Calle Dos de Mayo,170,4,439000
Castilla y León,Valladolid,Piso,Plaza Mayor,133,4,110000
Castilla y León,Valladolid,Piso,Calle de Bolivia,123,4,159900
Castilla y León,Valladolid,Piso,Calle Bajada de la Libertad,223,6,580000
Castilla y León,Valladolid,Piso,Plaza SAN JUAN 1,76,2,101900
Castilla y León,Valladolid,Piso,Puente Colgante s/n sn,95,3,154900
Castilla y León,Valladolid,Chalet,Calle Alonso Pesquera,217,6,220000
Castilla y León,Valladolid,Piso,Calle Nueva,95,3,117000
Castilla y León,Valladolid,Piso,Calle de la Pena Santa,110,3,205000
Castilla y León,Valladolid,Piso,Calle Dos de Mayo,102,3,290000
Castilla y León,Valladolid,Piso,Avenida DE SEGOVIA,15,3,99800
Castilla y León,Valladolid,Chalet,Avenida de la Estacion 26,124,4,190000
Castilla y León,Valladolid,Piso,Calle Caamano,112,3,65500
Castilla y León,Valladolid,Chalet,Covaresa - Parque Alameda,200,5,395000
Castilla y León,Valladolid,Piso,Calle Siglo de Oro 10,103,3,100000
Castilla y León,Valladolid,Piso,CORPUS CRISTI,110,3,140000
Castilla y León,Valladolid,Piso,Campo Grande - Arco Ladrillo,195,5,373000
