Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Residencia,70000,3,89
Chalet,Calle Golpellas,79000,3,98
Piso,Casco Viejo,150000,1,49
Chalet,Calle Golpellas,79000,3,113
Chalet,As Lagunas,210000,5,166
Piso,Barbadas,89900,2,70
Chalet,Vilar de Santos,20000,2,72
Piso,vasco diaz tanco,72000,3,84
Piso,Residencia,70000,3,94
Piso,peña trevinca,125000,4,159
Piso,Couto,177000,3,105
Casa Rural,Nogueira de Ramuin,16000,1,58
Chalet,Paderne de Allariz,36000,1,53
Piso,Pereiro de Aguiar,55000,4,125
Piso,Avenida portugal,75000,4,130
Piso,sainza,135000,3,94
Piso,sainza,195000,4,159
Piso,Centro,365000,4,229
Duplex,Centro,580000,5,225
Casa Rural,Camino Ourense - Peares,9900,2,64
Piso,Centro,533000,3,150
Duplex,Centro,540000,4,160
Chalet,Casco Viejo,1500000,20,600
Piso,Couto,131000,3,85
Piso,Centro,275000,4,150
Estudio,Calle Apolo 1,35000,0,27
Piso,O Vinteun,120000,3,87
Piso,A Carballeira,65000,3,88
Piso,Casco Viejo,145000,2,76
Piso,Polvorín,169000,3,87
Piso,Couto,150000,3,102
Chalet,Pereiro de Aguiar,245000,3,150
Piso,Mariñamansa,89000,3,102
Chalet,Castrelo de Miño,350000,6,410
Piso,Xinzo de Limia,95000,3,111
Chalet,Leiro,85000,3,60
Piso,Centro,680000,3,150
Piso,Centro,360000,3,82
Piso,Centro,450000,5,204
Piso,Casco Viejo,189000,4,121
Piso,O Vinteun,125000,2,70
Chalet,Baños de Molgas,15000,3,120
Piso,Centro,680000,3,150
Piso,Calle Ribeira Sacra 1,185000,2,78
Estudio,Calle Redondela,53000,0,33
Chalet,Vilar de Astrés - Palmés - Arrabaldo,165000,2,73
Casa Rural,Estrada Vigo Outariz 17,99000,4,66
Chalet,San Cibrao das Viñas,220000,4,121
Chalet,Centro,590000,5,165
Piso,remedios,99000,3,89
Piso,San Cibrao das Viñas,89900,2,70
Piso,Calle Río Xares 25,70000,3,80
Piso,Calle Monte Seixo 5,110000,4,100
Chalet,Taboadela,75000,4,126
Piso,Calle Ático Noguerol 1,175000,3,81
Piso,Calle Samuel Eijan 11,480000,4,139
Piso,A Ponte,155000,2,66
Chalet,Aldea Pereiro 7,35000,4,200
Duplex,Barbadas,130000,3,86
Piso,Universidad,174000,2,82
Piso,Centro,145000,2,79
Piso,Calle Río Bibei 23,125000,4,152
Chalet,Vilamarin,129500,3,86
Chalet,Nogueira de Ramuin,15000,0,44
Piso,Calle Xesús Pousa Rodríguez 2,97990,3,10
Piso,Calle Cantareliña,149500,3,116
Ático,Calle da Lúa 20,125000,2,78
Piso,Calle Mercado 7 - 1 A,95000,4,95
Piso,Centro,335000,4,122
Piso,Casco Viejo,185000,3,60
Chalet,San Cibrao das Viñas,239000,5,300
Casa Rural,N-525 79,40000,1,51
Piso,Plaza Eduardo Barreiros 2,130000,1,50
Chalet,Taboadela,69000,3,86
Piso,Calle Vila Valencia 3,36000,4,136
Casa Rural,Calle da Fonte 1,72000,2,79
Piso,Calle Doutor Fleming 6,250000,2,60
Piso,Calle Colón,69500,2,79
Piso,Barrocanes,155000,2,80
Piso,santa teresita,52900,3,85
Piso,A Ponte,167000,3,107
Piso,Carretera de Vigo-Outariz 100,135000,3,119
Piso,Posío,172000,3,100
Piso,Barrocanes,190000,2,64
Piso,Couto,118000,2,64
Piso,Barbadas,115300,3,120
Piso,Vista Hermosa,85000,3,108
Chalet,Pereiro de Aguiar,230000,3,180
Duplex,Couto,210000,4,129
Piso,Centro,138000,5,166
Piso,Posío,83900,4,110
Piso,Posío,69000,3,85
Piso,Couto,52000,5,166
Piso,Centro,259500,4,120
Piso,Barrocanes,165000,3,95
Piso,Barrocanes,150000,3,90
Piso,Posío,139000,4,100
Piso,O Vinteun,59000,3,99
Piso,Centro,368000,4,146
Piso,San Francisco,200000,3,90
Piso,Vista Hermosa,63000,3,105
Piso,Universidad,210000,3,94
Piso,Polvorín,59000,3,86
Piso,Casco Viejo,89000,3,80
Piso,Couto,145000,2,75
Chalet,Vilar de Astrés - Palmés - Arrabaldo,150000,4,260
Piso,Mariñamansa,119000,2,82
Casa Rural,Aldea Sartedigos 33,36000,2,70
Piso,Avenida de Buenos Aires 151,270000,3,17
Piso,Avenida de Santiago 98,137500,3,117
Piso,Avenida Habana 60,150000,3,113
Piso,O Vinteun,70000,1,50
Chalet,Calle das Oliveiras 12,120000,3,79
Piso,Calle dos mirtos 3,90000,2,74
Estudio,Calle Rodriguez de la Passera 4,125000,0,40
Piso,Centro,320000,4,160
Piso,O Vinteun,93000,2,70
Piso,Calle Papa Juan XXIII 22,475000,4,157
Piso,O Vinteun,120000,2,77
Casa Rural,Lugar San Lourenzo 90,38500,2,150
Ático,Calle Marcelo Macías 62,187000,3,80
Piso,Couto,135000,4,120
Piso,Greco 2,250000,4,127
Piso,Rafael Dieste 32005,130903,2,74
Casa Rural,Calle de Tarascon s/n Tarascon,30000,2,61
Casa Rural,Carretera OUR-CV-461 de Paradela-Vilar s/n,20000,0,41
Chalet,Calle O lagar 10,120000,3,96
Chalet,Calle da Estrada Vella 15,240000,5,70
Chalet,Calle Alexandre Bóveda 5,290000,0,100
Piso,Calle do Progreso 125,240000,3,90
Chalet,Calle Ponte Pelamios 17,75000,3,84
Estudio,Calle nosa señora da saínza 50,139000,0,33
Chalet,Lugar Tiollo,206000,3,170
Chalet,Calle Progreso 126,165000,5,181
Piso,Avenida da Habana,150000,4,126
Piso,Plaza Alférez Provisional 2,165000,4,115
Duplex,Plaza Eduardo Barreiros 8,170000,3,97
Piso,Calle Muñoz Calero,79600,3,118
Chalet,LG Casa Do Campo - Paradela s/n,155000,5,243
Piso,Calle Bedoya,170000,5,106
Duplex,CL Monasterio 5,210000,4,147
Duplex,AV HABANA 35,580000,7,262
Chalet,Calle Freas,290000,5,185
Piso,Vista Hermosa,130000,3,107
Piso,Centro,290000,3,100
Piso,Bernardo Gonzalez Cachamuiña,174000,2,78
Piso,Calle Alejandro Pedrosa,47000,2,85
Chalet,Parroquia Untes 9,29840,2,63
Piso,Polvorin,70000,3,75
Chalet,Calle o Seixo,200000,4,80
Piso,Mariñamansa,93000,3,87
Piso,Couto,119000,4,114
Chalet,Calle Val do Seixo 3 33,147000,3,115
Piso,Centro,236000,3,127
Chalet,Carballeda de Avia,490000,4,147
Chalet,Amoeiro,215000,4,200
Piso,Couto,210000,3,85
Chalet,Calle Ramirás,490000,5,450
Piso,Centro,169000,3,105
Piso,Vista Hermosa,160000,4,89
Piso,Quintela - Los Pinos,155000,3,113
Piso,Vista Hermosa,160000,4,89
Piso,Centro,169000,3,105
Piso,Calle San Rosendo,113999,2,65
Piso,Calle Arturo Pérez Serantes,175000,2,61
Piso,Calle Parque de San Lázaro,290000,6,139
Piso,Calle Papa Juan XXIII,370000,4,154
Chalet,Lugar San Salvador,270000,8,4260
Chalet,Lugar Fea,330000,3,90
Chalet,Caseriu Soutullo de Arriba,325000,4,126
