Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Pas d'Arro s/n,230000,2,69
Chalet,C-28 47,640000,4,136
Casa Rural,La Molsosa,400000,6,360
Duplex,Paseo de ronda,282000,4,150
Chalet,C-28 47,640000,4,152
Piso,Calle Perimetrau s/n,480000,4,126
Chalet,Pleta de Nheu,950000,4,180
Chalet,Calle de Baix,109900,4,120
Piso,Calle del Riu Corb,108900,3,97
Chalet,Calle Castell,89500,7,261
Piso,Centre Històric,120000,4,113
Chalet,Calle Agricultura,124500,4,121
Chalet,Calle del Molí del Duch,124900,2,75
Piso,Universitat,111000,2,74
Piso,Calle Perimetrau,355000,2,70
Chalet,Centre Històric,715000,4,37
Casa Rural,Calle Carrèr Major 13,400000,0,22
Piso,Balafia,213000,5,167
Piso,Calle de la Font,42900,2,74
Chalet,Avenida Catalunya,98500,4,159
Piso,Plaza de l'Esglesia,74000,6,234
Piso,Calle Joan Baget,74000,1,51
Piso,Calle Bellcaire d'Urgell,87500,3,86
Piso,Calle del Vallès,63000,2,38
Chalet,Calle de Dalt,57900,4,150
Piso,Mollerussa,232500,4,138
Chalet,Sunyer,170000,3,83
Piso,Avenida Onze de Setembre,98000,2,69
Piso,Plaza Sant Jaume,91000,2,64
Piso,Cappont,245000,4,133
Chalet,Les,185000,4,138
Chalet,Calle de Teix-ur S. M,90000,4,400
Casa Rural,Calle Carrèr Sant Esteve 19,260000,6,173
Chalet,Via sense nom,147000,5,178
Chalet,Calle Sardana,62900,4,128
Piso,Cappont,147000,4,147
Piso,Princep de Viana-Clot,188000,4,100
Piso,Universitat,144000,3,112
Piso,Calle del Nord,93000,3,86
Duplex,Calle de Sant Roc,129900,4,153
Chalet,Calle Collfret,209900,4,129
Chalet,Bellcaire d'Urgell,120000,8,614
Piso,Balafia,213000,5,164
Chalet,Calle Planell,239900,3,108
Piso,Cappont,245000,4,133
Piso,Princep de Viana-Clot,188000,4,100
Piso,Calle Perimetrau s/n,480000,4,157
Casa Rural,Calle Carrèr Major 13,400000,0,22
Piso,Cappont,147000,4,147
Piso,Avenida Onze de Setembre,98000,2,62
Chalet,Calle de la Costa,56000,2,70
Chalet,Vielha,1500000,4,150
Chalet,Calle de Dalt,57900,4,136
Piso,Calle del Vallès,63000,2,38
Duplex,Calle de Sant Roc,129900,4,154
Casa Rural,Calle Carrèr Major 15,300000,0,25
Chalet,Calle Carrèr Major 26,580000,3,113
Piso,Avenida de la Diputació,125500,4,159
Chalet,Calle Molí,288900,4,138
Duplex,Calle Torres de Sanui,215000,2,125
Piso,LP-4033 7,199500,4,129
Chalet,Calle Pati Alentorn,84000,5,172
Chalet,Graires,175000,1,46
Piso,Calle Odón Fonoll,83990,3,92
Piso,Calle de les Monges,72700,3,111
Piso,Calle la Creu,129900,9,542
Chalet,Plaza Major,159900,9,426
Chalet,Nou,30000,3,200
Piso,Calle Acadèmia,109900,2,67
Piso,Calle de Pi i Margall,139000,3,95
Piso,Calle Estació,98000,3,116
Piso,Carretera de Camarasa,119800,3,94
Chalet,Plaza Major,69000,4,125
Piso,Calle Sant Gil,84900,1,43
Chalet,Baqueira,950000,5,165
Chalet,Plaza Fortuny,89900,4,151
Chalet,Calle Mequinensa,82000,4,156
Piso,Calle Sant Gil,64900,1,50
Chalet,Plaza de la Font,98000,2,64
Piso,Paseo del Compositor Beethoven,114990,4,155
Chalet,Camino de Vencillo,395000,8,325
Chalet,Calle Sant Josep,245000,6,209
Chalet,LV-9137,235000,5,198
Chalet,Carretera de Lleida,49000,3,112
Chalet,Calle Sant Josep,245000,6,250
