Tipo de inmueble,Dirección,Precio,Habitaciones,m2,Provincia,C. Autónoma
Piso,Calle Castillo de Bernedo,240000,3,85,Álava,País Vasco
Piso,Calle Pintor Teodoro Dublang,375000,3,87,Álava,País Vasco
Piso,Calle Zapateria,165000,2,72,Álava,País Vasco
Piso,Avenida de Praga,245000,1,49,Álava,País Vasco
Piso,Calle Aiztogile,155000,1,42,Álava,País Vasco
Piso,Calle Fueros,145000,3,77,Álava,País Vasco
Piso,Calle Castillo de Lantaron,185000,3,2,Álava,País Vasco
Piso,Calle Sierra de Urbasa,239000,3,104,Álava,País Vasco
Chalet,Plaza Concepción,105000,7,267,Álava,País Vasco
Piso,Iliada Ibilbidea,173000,2,70,Álava,País Vasco
Piso,Calle Valladolid,210000,2,67,Álava,País Vasco
Piso,Calle Ozeano Barearen,183000,3,90,Álava,País Vasco
Piso,Avenida Gasteiz,279000,3,120,Álava,País Vasco
Piso,Calle Cuadrilla de Salvatierra-Agurain,158000,3,72,Álava,País Vasco
Piso,Calle Zumabide,319000,3,98,Álava,País Vasco
Piso,Calle Castillo de Gebara,145000,2,62,Álava,País Vasco
Chalet,Zudubiarte Entitatea,446000,4,29000,Álava,País Vasco
Piso,Calle Jose Domingo de Olarte,175000,3,82,Álava,País Vasco
Piso,Bulevar de Mariturri Kalea 1,310000,3,11,Álava,País Vasco
Ático,Iliada Ibilbidea,261500,2,63,Álava,País Vasco
Piso,Iliada Ibilbidea,257500,3,93,Álava,País Vasco
Chalet,Nuestra Señora de Estibaliz Hiribidea,710000,4,280,Álava,País Vasco
Chalet,Payueta Hiribidea,250000,3,90,Álava,País Vasco
Piso,Calle Reyes de Navarra,310000,3,85,Álava,País Vasco
Chalet,Calle Salvador Dali,535000,4,122,Álava,País Vasco
Piso,Sofia Erreginaren Hiribidea,275000,3,92,Álava,País Vasco
Piso,Centro,259000,2,73,Álava,País Vasco
Piso,Casco Viejo,135000,2,60,Álava,País Vasco
Piso,Calle Errekatxiki,196500,3,71,Álava,País Vasco
Casa Rural,Antezana de la Ribera,150000,3,92,Álava,País Vasco
Piso,Calle Ferrocarril,170000,1,60,Álava,País Vasco
Piso,Calle San Prudencio,570000,5,180,Álava,País Vasco
Piso,Calle Lima,212000,3,119,Álava,País Vasco
Piso,Calle Loreto de Arriola,240000,3,117,Álava,País Vasco
Piso,Calle Errekatxiki,196500,3,8547,Álava,País Vasco
Chalet,Elorriaga,830000,4,300,Álava,País Vasco
Piso,Calle Arbin-Arbinalde,160000,2,72,Álava,País Vasco
Chalet,Real,390000,5,320,Álava,País Vasco
Piso,Paseo de la Florida,720000,9,685,Álava,País Vasco
Piso,Lakua,245000,3,100,Álava,País Vasco
Chalet,Entrada Jungitu,599000,5,161,Álava,País Vasco
Piso,Calle Juntas Generales,230000,3,116,Álava,País Vasco
Piso,Calle Lima,212000,3,10,Álava,País Vasco
Piso,Calle Orio,285000,3,117,Álava,País Vasco
Piso,Calle Francia,275000,6,237,Álava,País Vasco
Piso,Calle Francia,275000,6,237,Álava,País Vasco
Piso,Calle Donostia San Sebastian,270000,3,103,Álava,País Vasco
Piso,Calle Lima,212000,3,10,Álava,País Vasco
Chalet,Calle Sagasti-Zahar,175000,3,82,Álava,País Vasco
Piso,Calle Zaitegiko Gazteluaren,210000,3,110,Álava,País Vasco
Piso,Calle Hans Christian Andersen,375000,3,15,Álava,País Vasco
Piso,Calle Ramon Ortiz de Zarate,320000,3,84,Álava,País Vasco
Piso,Calle Francisco Javier de Landaburu,267000,3,78,Álava,País Vasco
Piso,Plaza Porticada,198000,3,90,Álava,País Vasco
Chalet,Calle Urbegi,369900,3,111,Álava,País Vasco
Piso,Calle Vicente Gonzalez de Etxabarri,248000,3,71,Álava,País Vasco
Piso,Calle Zapatari,120000,2,71,Álava,País Vasco
Chalet,Elorriaga Entitatea,980000,4,144,Álava,País Vasco
Piso,Bulevar de Salburua Kalea,227000,3,87,Álava,País Vasco
Piso,Calle Pablo Morillo,218000,3,118,Álava,País Vasco
Piso,Calle San Antonio,725000,4,128,Álava,País Vasco
Chalet,Eliza Bidea,599900,7,269,Álava,País Vasco
Chalet,Jungitu Entitatea,599000,5,231,Álava,País Vasco
Chalet,VILLODAS,365000,4,150,Álava,País Vasco
Piso,Calle Eduardo Dato,365000,2,67,Álava,País Vasco
Piso,Budapest Hiribidea,410000,3,100,Álava,País Vasco
Piso,Calle Gorbea,190000,3,61,Álava,País Vasco
Piso,Calle Coronela Ibaibarriaga,270000,2,77,Álava,País Vasco
Piso,Calle Paraguay,220000,3,89,Álava,País Vasco
Piso,Calle Aiztogile,135000,2,58,Álava,País Vasco
Piso,Calle Pamplona-Iruñea,238000,3,74,Álava,País Vasco
Piso,Calle Oion,190000,3,87,Álava,País Vasco
Piso,Paseo de Berlin,300000,3,89,Álava,País Vasco
Piso,Calle Argentina,329000,4,138,Álava,País Vasco
Piso,Calle Clara Campoamor,185000,3,88,Álava,País Vasco
Chalet,Calle Salbaterrabide,785000,4,256,Álava,País Vasco
Piso,Calle Santa Olaja de Acero,295000,3,90,Álava,País Vasco
Piso,Calle Independentzia,425000,3,107,Álava,País Vasco
Chalet,Zadorra Hiribidea,459000,3,212,Álava,País Vasco
Piso,Calle General Alava,430000,4,115,Álava,País Vasco
Piso,Calle Reyes de Navarra,310000,3,85,Álava,País Vasco
Piso,Avenida de los Derechos Humanos,174800,2,70,Álava,País Vasco
Piso,Calle Pintor Obdulio Lopez de Uralde,342000,3,93,Álava,País Vasco
Piso,Calle Larrea,470000,4,119,Álava,País Vasco
Piso,Gaztelako Atea,475000,4,176,Álava,País Vasco
Piso,Calle General Alava,430000,4,115,Álava,País Vasco
Piso,Calle Santa Olaja de Acero,295000,3,90,Álava,País Vasco
Chalet,ESTAVILLO,310000,4,760,Álava,País Vasco
Piso,Zumakadi Ibilbidea,125000,2,55,Álava,País Vasco
Chalet,Bilbao Errepidea,300000,10,598,Álava,País Vasco
Piso,Calle Donostia San Sebastian,279900,4,148,Álava,País Vasco
Chalet,Armentiabo Bidea,390000,4,138,Álava,País Vasco
Chalet,Ullivarri Viña Entitatea,430000,4,159,Álava,País Vasco
Chalet,Nuestra Señora de Estibaliz Hiribidea,710000,4,260,Álava,País Vasco
Casa Rural,Bilbao Errepidea,195000,8,396,Álava,País Vasco
Piso,Calle Donostia San Sebastian,270000,3,117,Álava,País Vasco
Piso,Zabalgana Hiribidea,360000,3,98,Álava,País Vasco
Ático,Calle Pintore,128500,1,43,Álava,País Vasco
Piso,Calle Pintor Obdulio Lopez de Uralde,380000,3,90,Álava,País Vasco
Chalet,MARIETA,420000,4,168,Álava,País Vasco
Piso,Calle Bolivia,395000,3,89,Álava,País Vasco
Casa Rural,Calle Arquillos de Abajo (Antoñana),129000,3,119,Álava,País Vasco
Piso,Jose Pablo Ulibarri Xenda,184000,3,84,Álava,País Vasco
Piso,Iliada Ibilbidea,260500,3,107,Álava,País Vasco
Piso,Zabalgana - Ariznabarra,189000,3,90,Álava,País Vasco
Piso,Calle Nadine Gordimer,305000,3,104,Álava,País Vasco
Piso,Calle Francia,275000,3,91,Álava,País Vasco
Piso,Avenida Beato Tomás de Zumárraga,315000,3,94,Álava,País Vasco
Chalet,Calle Araba,685000,7,400,Álava,País Vasco
Piso,Calle Florida,330000,2,78,Álava,País Vasco
Piso,Calle Errementari,129000,2,75,Álava,País Vasco
Ático,Portal del Rey,319000,2,85,Álava,País Vasco
Piso,Calle Florida,740000,9,270,Álava,País Vasco
Chalet,Gopegi Bidea,420000,6,600,Álava,País Vasco
Piso,Calle Victoria Kent,163000,2,76,Álava,País Vasco
Chalet,Calle Alava,220000,2,66,Álava,País Vasco
Piso,Calle Honduras,186000,3,77,Álava,País Vasco
Casa Rural,Laguardia,85000,3,115,Álava,País Vasco
Piso,Calle Clemente Arráiz Margolariaren,226000,2,70,Álava,País Vasco
Piso,Calle Arana,325000,4,94,Álava,País Vasco
Piso,Calle Andalucía,154000,3,81,Álava,País Vasco
Piso,Calle Vicente Goicoechea Kalea  6,430000,3,169,Álava,País Vasco
Piso,Calle Nadine Gordimer s/n,305000,3,15,Álava,País Vasco
Piso,Calle Vicente Goicoechea Kalea  6,430000,3,169,Álava,País Vasco
Piso,Calle Vicente Goicoechea Kalea  6,429000,4,169,Álava,País Vasco
Piso,Calle Nadine Gordimer s/n,291000,3,15,Álava,País Vasco
Chalet,Calle Salvatierra-Agurain,319000,5,195,Álava,País Vasco
Piso,Calle Francisco Longa,205000,3,8,Álava,País Vasco
Piso,Calle Aiztogile,178000,2,64,Álava,País Vasco
Piso,Calle Hans Christian Andersen,450000,4,103,Álava,País Vasco
Piso,Calle Eulogio Serdan,150000,3,104,Álava,País Vasco
Chalet,Alegria-Dulantzi,430000,4,123,Álava,País Vasco
Piso,Calle Valladolid,175000,3,82,Álava,País Vasco
Piso,Calle SALVATIERRABIDE,650000,3,87,Álava,País Vasco
Piso,Calle Francisco Longa,205000,3,105,Álava,País Vasco
Piso,Calle Juntas Generales,230000,3,83,Álava,País Vasco
Casa Rural,Añalde 38,980000,5,7500,Álava,País Vasco
Ático,Calle Ihurraldea 5,295000,2,14,Álava,País Vasco
Piso,Calle San Prudencio,420000,3,175,Álava,País Vasco
Piso,Calle Martinostea,100000,2,65,Álava,País Vasco
Chalet,Kirkirgan 5,649500,15,486,Álava,País Vasco
Estudio,Calle Hedegile,150000,0,26,Álava,País Vasco
Piso,Calle Maite Zuñiga,165000,2,75,Álava,País Vasco
Piso,El Pilar,212000,3,78,Álava,País Vasco
Piso,Calle Errekatxiki,128000,1,44,Álava,País Vasco
Piso,Calle La Presa,205000,3,92,Álava,País Vasco
Chalet,Calle Emilia Pardo Bazan,1300000,6,400,Álava,País Vasco
Chalet,Ursuleta 3,470000,4,10,Álava,País Vasco
Piso,San Martín,315000,2,74,Álava,País Vasco
Piso,Zabalgana - Ariznabarra,195000,3,93,Álava,País Vasco
Duplex,Salvador de Azpiazu Ibilbidea,350000,3,82,Álava,País Vasco
Chalet,Armiñon,240900,4,131,Álava,País Vasco
Piso,San Martín,284900,2,74,Álava,País Vasco
Piso,Calle Arriagana,127000,2,70,Álava,País Vasco
Piso,Calle Portal de Legutiano,196000,3,90,Álava,País Vasco
Piso,Calle de Villabuena de Álava,172000,2,67,Álava,País Vasco
Piso,Plaza San Martin de Abendaño,235000,3,78,Álava,País Vasco
Piso,Calle Cuadrilla Mendoza,139000,3,60,Álava,País Vasco
Piso,Calle Pintore,176000,2,60,Álava,País Vasco
Piso,Calle Andalucía,155000,3,55,Álava,País Vasco
Piso,Calle Enrique de Eguren,298000,3,92,Álava,País Vasco
Piso,Calle Florida,455000,3,16,Álava,País Vasco
Piso,Calle Florida,740000,9,592,Álava,País Vasco
Piso,Calle Larrugile,155000,3,69,Álava,País Vasco
Piso,Calle Honduras,186000,3,79,Álava,País Vasco
Piso,Calle Francia,275000,4,156,Álava,País Vasco
Piso,Calle Larrugile,155000,3,69,Álava,País Vasco
Piso,Calle Florida,455000,3,16,Álava,País Vasco
Piso,Lakua,195000,2,73,Álava,País Vasco
Chalet,Gurutziturri,465000,4,128,Álava,País Vasco
Piso,Budapest Hiribidea,487477,4,108,Álava,País Vasco
Chalet,Calle Ermitaurre,440000,4,127,Álava,País Vasco
Piso,picasso,207000,3,90,Álava,País Vasco
Piso,Calle Intuxi,65000,3,87,Álava,País Vasco
Piso,Calle San Roque,150000,3,68,Álava,País Vasco
Piso,Calle Florida,650000,7,50,Álava,País Vasco
Chalet,Calle Francisco Santos de Ayala 15,575000,4,134,Álava,País Vasco
Ático,Plaza General Loma,260000,2,60,Álava,País Vasco
Piso,Calle Océano Atlántico,183400,3,50,Álava,País Vasco
Piso,Judimendi Hiribidea,167500,3,90,Álava,País Vasco
Piso,Calle Reyes Católicos,150000,3,71,Álava,País Vasco
Piso,Calle Reyes de Navarra,235000,2,62,Álava,País Vasco
Piso,Calle Gorbea,210000,2,79,Álava,País Vasco
Piso,Calle Gorbea,280000,3,84,Álava,País Vasco
Chalet,Calle Araba,685000,7,333,Álava,País Vasco
Piso,Judimendi Hiribidea,133000,2,66,Álava,País Vasco
Piso,Avenida de Los Huetos,234000,3,96,Álava,País Vasco
Piso,Avenida Gasteiz,205000,3,77,Álava,País Vasco
Piso,Judimendi - StaLucía,235000,3,78,Álava,País Vasco
Duplex,Calle La Presa,225000,3,90,Álava,País Vasco
Chalet,Calle Ikastolabide,700000,5,160,Álava,País Vasco
Piso,Avenida Derechos Humanos,355000,3,101,Álava,País Vasco
Piso,Calle Gran Sol 2,180000,1,54,Álava,País Vasco
Piso,Calle Reyes de Navarra,299000,2,63,Álava,País Vasco
Piso,Calle Baranda,298000,3,89,Álava,País Vasco
Piso,Calle Reyes de Navarra,235000,2,72,Álava,País Vasco
Piso,Calle Zerkabarren,380000,4,119,Álava,País Vasco
Chalet,Pilloreta 38,339000,5,171,Álava,País Vasco
Duplex,Calle General Alava 7,290000,1,46,Álava,País Vasco
Piso,Calle Pablo de Xerica 11,245000,4,126,Álava,País Vasco
Piso,Calle Antonio Amat Maiz,197000,3,90,Álava,País Vasco
Piso,Calle Jose Atxotegi,301000,4,120,Álava,País Vasco
Piso,Calle Joaquin Jose Landazuri,630000,5,180,Álava,País Vasco
Piso,Calle Florida,330000,2,76,Álava,País Vasco
Chalet,añua bidea,430000,4,214,Álava,País Vasco
Piso,Calle Donostia San Sebastian,270000,3,96,Álava,País Vasco
Chalet,Calle Juan Pablo Bengoetxea,560000,5,211,Álava,País Vasco
Piso,Calle Aiztogile,520000,2,4,Álava,País Vasco
Piso,Calle Triana,185000,1,55,Álava,País Vasco
Piso,Calle Eduardo Dato,435000,4,140,Álava,País Vasco
Piso,Calle Manuel Iradier,230000,4,98,Álava,País Vasco
Piso,Calle Florida,485000,4,180,Álava,País Vasco
Piso,Calle Baroa,240000,3,80,Álava,País Vasco
Piso,Calle Florida,330000,2,76,Álava,País Vasco
Chalet,añua bidea,430000,4,214,Álava,País Vasco
Piso,Calle Donostia San Sebastian,270000,3,109,Álava,País Vasco
Casa Rural,Puente del Rio Ebro Hiribidea,310000,1,44,Álava,País Vasco
Piso,Calle Sansomendi,195000,3,86,Álava,País Vasco
Piso,Nazio Batuen Hiribidea,185000,3,90,Álava,País Vasco
Casa Rural,Kale Nagusia,160000,3,97,Álava,País Vasco
Casa Rural,Calle EL PEZ 11,163000,4,225,Álava,País Vasco
Chalet,Calle Andra Mari de Toloño,749000,5,2280,Álava,País Vasco
Piso,Calle Jose Atxotegi,295000,3,98,Álava,País Vasco
Chalet,Calle Salbaterrabide,798000,5,530,Álava,País Vasco
Piso,Sofia Erreginaren Hiribidea,200000,3,3,Álava,País Vasco
Piso,Calle Errekatxiki,355000,4,111,Álava,País Vasco
Piso,Calle Antonio Amat Maiz 1,192000,3,90,Álava,País Vasco
Chalet,Etxabarri Bidea,940000,6,232,Álava,País Vasco
Piso,Calle la Baranda,298000,3,84,Álava,País Vasco
Piso,Calle Asturias,225000,4,98,Álava,País Vasco
Chalet,Zumelzu Entitatea,469000,5,270,Álava,País Vasco
Piso,Calle Lima,212000,3,78,Álava,País Vasco
Piso,Calle Juntas Generales,245000,3,5,Álava,País Vasco
Piso,Calle Donosti,270000,3,95,Álava,País Vasco
Chalet,Marieta,395000,4,160,Álava,País Vasco
Piso,Calle Lima,225000,3,78,Álava,País Vasco
Piso,Calle Manuel Iradier,515000,5,168,Álava,País Vasco
Ático,Iruña-Veleia Hiribidea 15,396000,3,32,Álava,País Vasco
Piso,Calle Nueva Fuera,145000,1,50,Álava,País Vasco
Piso,Calle Tenerias,170000,2,65,Álava,País Vasco
Piso,Calle Sansomendi,187000,3,89,Álava,País Vasco
Piso,Calle Zapatari,138000,1,44,Álava,País Vasco
Piso,Calle Pintor Adrian Aldecoa,385000,3,90,Álava,País Vasco
Piso,Calle DONOSTI,270000,3,95,Álava,País Vasco
Piso,Calle CORRERIA,150000,1,57,Álava,País Vasco
Piso,Calle Julian de Apraiz,187000,2,75,Álava,País Vasco
Piso,Calle Florida,485000,4,185,Álava,País Vasco
Piso,Calle DONOSTI,270000,3,95,Álava,País Vasco
Piso,Calle Sansomendi,187000,3,97,Álava,País Vasco
Piso,Calle Reyes de Navarra,310000,3,105,Álava,País Vasco
Piso,Calle Nueva Fuera,145000,1,50,Álava,País Vasco
Piso,Calle Pintor Adrian Aldecoa,385000,3,90,Álava,País Vasco
Chalet,Calle Salbaterrabide,798000,5,401,Álava,País Vasco
Piso,Calle Heraclio Alfaro,243500,2,72,Álava,País Vasco
Piso,Bulevar de Mariturri Kalea,199900,3,86,Álava,País Vasco
Chalet,Calle La Korta,595000,10,900,Álava,País Vasco
Piso,Calle Herrería Kalea,140000,1,55,Álava,País Vasco
Piso,Calle Reyes de Navarra,295000,2,65,Álava,País Vasco
Piso,Calle Portal de Foronda,220000,3,80,Álava,País Vasco
Piso,Calle Brasil,186500,3,105,Álava,País Vasco
Piso,Calle Iturritxu,255000,3,80,Álava,País Vasco
Piso,Calle Goienuri 12,125000,3,72,Álava,País Vasco
Ático,Calle Aramangelu,330000,2,78,Álava,País Vasco
Chalet,Camino de la Calzada,475000,4,300,Álava,País Vasco
Piso,Calle Jacinto Benavente,253000,3,77,Álava,País Vasco
Chalet,EL CERCADO,169900,4,149,Álava,País Vasco
Piso,Calle Aranzabal,619000,4,149,Álava,País Vasco
Piso,Calle Nadine Gordimer s/n,305000,3,15,Álava,País Vasco
Piso,Casco Viejo,178000,2,63,Álava,País Vasco
