Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Chalet,Profesor Pimentel 822,6900000,8,1800
Chalet,Cangas del Narcea s/n,6000000,29,607
Casa Rural,diseminado s/n,4000000,7,297
Chalet,Salas,3450000,9,500
Chalet,Calle Pérez de la Sala 19,3300000,10,2.066
Chalet,Calle Ricardo Cangas,2900000,7,650
Chalet,puertas de vidiago s/n,2890000,15,611
Chalet,Lugar Toranda s/n,2850000,6,250
Chalet,Carretera de la Providencia,2800000,7,290
Chalet,Villaviciosa,2700000,5,700.000
Chalet,Camino de los Laureles 11,2300000,8,312
Chalet,Camino de San Lorenzo,2300000,9,627
Chalet,Calle Ramón y Cajal 10,2300000,11,2.230
Chalet,Barrio Sau R5 y R6,2200000,8,242.424
Chalet,984260752,barrio Cabueñes,2100000,422
Chalet,barrio Cabueñes,2100000,3,100
Chalet,Camín del Río 9,2100000,3,2052
Chalet,barrio Cabueñes,2100000,3,2.052
Chalet,Plaza de Europa 27,2000000,6,240
Chalet,Calle San Roque,2000000,6,450
Chalet,Carretera de la Providencia,2000000,4,158
Chalet,Mirador de Lastres s/n,2000000,6,558
Chalet,barrio Montecerrao,1995000,7,298
Chalet,Camino de los Tejos,1980000,5,167
Casa Rural,Caserio Corredoria 4 A,1950000,9,656
Chalet,Carretera de la Isla,1950000,8,732
Casa Rural,Grado,1800000,8,400
Chalet,Barrio Redondo,1800000,8,11300
Chalet,infiesto,1800000,16,477
Chalet,Aldea Caleya,1800000,8,361
Chalet,Castropol,1800000,6,300
Chalet,Infiesto,1800000,18,498
Chalet,Camino de Bérbora 23 -275,1750000,6,80
Chalet,Camino de Bérbora,1750000,6,140
Chalet,Carretera de Loroñe 77,1700000,6,546
Chalet,Cuerres s/n,1600000,7,750
Chalet,Calle Asturcón 8,1600000,6,600
Chalet,Aldea Bricia,1600000,8,300
Chalet,Avenida de las Gaviotas,1600000,5,198
Casa Rural,diseminado s/n,1600000,7,260
Chalet,Camino del Praón,1600000,11,5.960
Chalet,Ribadesella,1600000,7,800
Chalet,Lugar Latores 32,1595000,8,375
Chalet,Calle Langreo 37,1520000,5,695
Chalet,Posada-Barro,1500000,10,414
Chalet,Grado,1500000,3,3683
Chalet,Sofelguera 601,1500000,6,430
Chalet,San Cucao s/n,1500000,5,193
Chalet,Avenida la cuesta s/n,1500000,6,232
Casa Rural,Parroquias Norte,1500000,6,224
Chalet,Centro,1500000,10,5000
Chalet,CAMIN DEL TRAVESERU,1500000,7,600
Casa Rural,Lugar Buelna 49,1440000,5,185
Chalet,Lugar Soto,1390000,9,657
Chalet,Taramundi,1350000,2,42.000
Chalet,Cangas de Onís,1350000,10,12.500
Chalet,barrio Buenavista,1349000,4,132
Chalet,AS-352,1300000,4,158
Chalet,Camino Hayas,1300000,10,404
Chalet,Camino de la Pipa 209,1300000,0,24
Chalet,Camino de Bérbora,1300000,8,34
Chalet,Camino Robles,1290000,8,2091
Chalet,Vía,1275000,9,40
Chalet,Camino Begonias 288,1250000,9,4.000
Chalet,Camino Real,1250000,12,696
Chalet,Celorio-Poó-Parres,1250000,6,236
Chalet,Avenida de Prahua,1240000,10,663
Chalet,Pravia,1240000,9,452
Chalet,Lena,1224000,8,1.631
Piso,Calle de General Yagüe,1200000,7,293
Chalet,Llanes,1200000,10,615
Chalet,Carretera Castiello,1200000,4,148
Chalet,Llanes,1200000,8,2000
Casa Rural,Alles s/n,1200000,8,13.500
Chalet,Ribadesella,1200000,8,4.800
Chalet,Calle Llames,1200000,15,4223
Chalet,Calle Egidio Gavito,1200000,8,863
Chalet,Camino de Granda,1200000,8,349
Chalet,Les Vegues,1200000,4,153
Chalet,PI-1,1200000,6,300.000
Chalet,Lugar Latores s/n,1200000,6,237
Chalet,el palomar 13,1200000,6,538
Casa Rural,Caravia Alta 34,1195000,6,203
Chalet,Calle la Tazana,1195000,5,580
Piso,Plaza Seis de Agosto Gijón,1195000,16,530
Chalet,Calle la Cuesta,1195000,5,190
Chalet,Camino Higueras,1190000,3,97
Piso,Uría,1180000,10,499
Piso,Calle Uria 10,1180000,4,200
Chalet,Calle Bernardo Álvarez Galán,1175000,8,100
Chalet,Calle Bernardo Álvarez Galán,1175000,5,500
Chalet,Salinas,1175000,6,210
Chalet,Camino de las Quintas,1150000,5,900
Chalet,Camino Quintas,1150000,6,11.270
Chalet,Camino de las Quintas 384,1150000,6,900
Chalet,Camino de las Quintas,1150000,6,242
Chalet,barrio Cabueñes,1150000,6,12000
Chalet,Camino de las Quintas 384,1150000,5,179
Chalet,Cuesta La 109,1150000,7,1550
Chalet,San Martín del Mar,1150000,3,1.300
Chalet,Camino de las quintas,1150000,5,1000
Chalet,Aldea Cefontes,1150000,6,12.000
Chalet,Camino de las Mimosas,1150000,3,116
Piso,Calle Corrida 20,1150000,5,593
Casa Rural,barrio Cabueñes,1150000,5,12.000
Chalet,barrio Cabueñes,1150000,5,12.000
Chalet,Camino de las Quintas s/n,1150000,5,900
