Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Calle del Monte Monjardín 14,649900,2,63
Piso,Calle de Olite 42,285000,4,124
Piso,Calle Navarro Villoslada 23,338000,3,83
Chalet,Calle Valle de Egüés 12,950000,4,132
Piso,Calle de Iñigo Arista 1,630000,4,132
Piso,Calle Francisco Berlanga Robles 6,545000,4,160
Piso,Calle Paulino Caballero,560000,6,10
Piso,Miguel Servet,210000,3,83
Piso,Calle de Bartolomé de Carranza,308000,3,91
Piso,Plaza Monasterios de Navarra 3,165000,3,81
Piso,Calle Fermín Daoiz 3,169000,3,86
Piso,Calle Alfonso el Batallador 7,280000,4,140
Piso,Avenida de Sancho el Fuerte 71,366000,3,106
Piso,Plaza Juan XXIII 1,698000,5,196
Piso,OLITE,425000,4,129
Piso,Calle FRANCISCO BERGAMIN,480000,4,180
Ático,Plaza de La Libertad,1595000,6,440
Ático,Calle Pintor Maeztu,660000,4,140
Piso,Calle Francisco Berlanga Robles,397000,3,112
Piso,Paseo de Pablo Sarasate Pasalekua 38,625000,5,225
Piso,Calle Yanguas y Miranda,695000,5,193
Piso,Calle Paulino Caballero,560000,6,220
Piso,Monasterio de Zilbeti,345000,3,105
Piso,Avenida de Zaragoza,350000,3,85
Piso,Calle Monasterio de Aberin,380000,4,131
Piso,Avenida del Conde Oliveto,370000,2,118
Piso,Plaza del Castillo,380000,1,95
Piso,Calle Yanguas y Miranda,845000,5,250
Piso,Calle de Francisco Bergamin Kalea 45,400000,4,144
Piso,Calle de Santa Engracia 1,126000,2,79
Piso,Calle Doctor Juaristi 2,165000,4,152
Piso,Calle de Juan María Guelbenzu Kalea 24,150000,3,87
Piso,Calle Pedro Fernández Serrano,760000,4,12
Piso,Calle Estella,425000,3,117
Piso,Calle Paulino Caballero 42,290000,3,88
Piso,Calle de Irunlarrea,179800,1,42
Ático,Calle Felipe Gorriti 35,350000,3,114
Piso,Avenida de Bayona 9,275000,2,68
Piso,Parque de los Enamorados,229000,3,91
Piso,Calle Nueva 22,178000,1,62
Piso,Calle de Echarri Aranaz 2,132000,3,87
Piso,Travesía Vuelta del Castillo 3,398000,5,199
Piso,Echavacoiz,249000,3,120
Duplex,Calle Ferrocarril,287000,3,111
Piso,Calle Cruz de Barkazio 27,197000,3,101
Piso,Calle Serafín Olave 25,269000,3,14
Piso,Calle Tejería,175000,2,67
Ático,Travesía Monasterio de Belate 5,255000,1,80
Piso,Calle Barquilleros 8,149900,3,88
Piso,Avenida de Bayona 30,349000,3,106
Piso,Avenida de Sancho El Fuerte 49,376900,3,80
Piso,Calle Marqués de Rozalejo,545000,2,71
Piso,Travesía de la Cendea de Iza 5,164000,4,149
Piso,Amaya,395000,4,133
Piso,2º Ensanche,470000,3,115
Piso,Iturrama,309000,3,109
Piso,Calle Paulino Caballero 50,515000,5,200
Piso,Plaza Norte 2,185000,3,108
Ático,Avenida Pamplona,245000,1,47
Piso,Calle de San Esteban,158500,3,98
Piso,Milagrosa,215000,3,93
Piso,Travesía Acella 2,499000,6,230
Piso,Calle Ezperun 4,210000,3,30
Piso,Calle Amaya,560000,4,154
Piso,Plaza Baja 19,79900,3,100
Chalet,Avenida Navarra,265000,3,1110
Chalet,Calle Gurimendi 24,845000,8,331
Chalet,Avenida la Lostra 77,415000,4,231
Chalet,Calle Chaparral,274000,4,250
Piso,Calle Alfonso el Batallador,309000,3,110
Chalet,Calle Ubarca,320000,3,371
Piso,Calle de Irunlarrea 46,260000,4,140
Piso,Calle Rioja 6,530000,3,120
Piso,Milagrosa,158000,2,55
Piso,Milagrosa,169000,3,102
Piso,Avenida de Zaragoza 31,254000,2,76
Piso,Avenida de Sancho el Fuerte 24,380000,3,112
Piso,Calle Ventura Rodriguez 94,185755,3,99
Piso,Calle Lakuntza 16,144900,3,94
Piso,Calle Divina Pastora 21,210000,2,60
