precio,habitaciones,m²
0.03259949195596952,0.16666666666666666,0.020089285714285726
0.17442845046570704,0.25,0.4821428571428571
0.020745131244707875,0.16666666666666666,0.10491071428571427
0.07070279424216765,0.25,0.055803571428571425
0.0855207451312447,0.5833333333333333,0.03125
0.3014394580863675,0.3333333333333333,0.08705357142857142
0.047417442845046565,0.25,0.20982142857142858
0.1934801016088061,0.25,0.109375
0.22311600338696022,0.25,0.8124999999999999
0.08975444538526672,0.25,0.12276785714285715
0.0855207451312447,0.3333333333333333,0.0424107142857143
0.24640135478408132,0.5,0.10491071428571427
0.15114309906858595,0.5833333333333333,0.03125
0.09779847586790855,0.6666666666666666,0.34375
0.2760372565622354,0.3333333333333333,0.546875
0.06223539373412362,0.25,0.020089285714285726
0.15283657917019475,0.3333333333333333,0.5513392857142857
0.13209144792548688,0.3333333333333333,0.09598214285714285
0.03471634208298052,0.25,0.3169642857142857
0.161727349703641,0.41666666666666663,0.3459821428571428
0.03217612193056732,0.25,0.06919642857142858
0.161727349703641,0.9166666666666666,0.4397321428571428
0.10668924640135478,0.25,0.09821428571428573
0.07281964436917866,0.41666666666666663,0.11607142857142858
0.12574089754445386,0.25,0.5446428571428571
0.14479254868755292,0.5833333333333333,0.0625
0.0855207451312447,0.25,0.14732142857142858
0.11939034716342083,0.25,0.5915178571428571
0.161727349703641,0.41666666666666663,0.02901785714285715
0.20406435224386116,0.5,0.07142857142857142
0.01354784081287045,0.08333333333333333,0.4888392857142857
0.1934801016088061,0.3333333333333333,0.7812499999999999
0.07493649449618967,0.25,0.5647321428571428
0.04318374259102456,0.3333333333333333,0.5491071428571428
0.1104995766299746,0.25,0.5379464285714285
0.0558848433530906,0.25,0.15624999999999997
0.1342082980524979,0.41666666666666663,0.07366071428571427
0.13209144792548688,0.5,0.4285714285714285
0.163844199830652,0.16666666666666666,0.125
0.08086367485182049,0.16666666666666666,0.5848214285714285
0.06858594411515664,0.41666666666666663,0.3772321428571428
0.2802709568162574,0.75,0.03348214285714285
0.23581710414902624,0.41666666666666663,0.024553571428571425
0.09398814563928874,0.16666666666666666,0.040178571428571425
0.07281964436917866,0.25,0.16071428571428573
0.0558848433530906,0.25,0.453125
0.34165961049957666,0.25,0.002232142857142863
0.016088060965283656,0.16666666666666666,0.046875
0.05363039796782387,0.16666666666666666,0.07142857142857142
0.08975444538526672,0.25,0.10714285714285715
0.14267569856054194,0.25,0.9196428571428571
0.035986452159187124,0.16666666666666666,0.3549107142857143
0.05165114309906858,0.16666666666666666,0.12053571428571427
0.001947502116850127,0.25,0.0
0.024132091447925486,0.08333333333333333,0.022321428571428575
0.030482641828958514,0.16666666666666666,0.9575892857142857
0.021591871295512276,0.25,0.006696428571428575
0.1913632514817951,0.41666666666666663,0.04464285714285715
0.1308213378492803,0.25,0.004464285714285726
0.020745131244707875,0.16666666666666666,0.04464285714285715
0.06223539373412362,0.16666666666666666,0.07589285714285715
0.03471634208298052,0.16666666666666666,0.0625
0.1913632514817951,0.41666666666666663,0.2700892857142857
0.046994072819644364,0.16666666666666666,0.035714285714285726
0.030482641828958514,0.25,0.8281249999999999
0.07705334462320068,0.3333333333333333,0.6808035714285714
0.10033869602032176,0.3333333333333333,0.4799107142857142
0.058001693480101604,0.16666666666666666,0.3816964285714286
0.021168501270110076,0.16666666666666666,0.055803571428571425
0.06646909398814564,0.25,0.08258928571428573
0.14479254868755292,0.5,0.8928571428571428
0.01058425063505504,0.08333333333333333,0.2633928571428571
0.0558848433530906,0.25,0.14732142857142858
0.03683319220999154,0.3333333333333333,0.0625
0.028365791701947505,0.25,0.125
0.10372565622353937,0.25,0.0424107142857143
0.10457239627434377,0.25,0.055803571428571425
0.03259949195596952,0.3333333333333333,0.4799107142857142
0.055673158340389495,0.16666666666666666,0.09375
0.19559695173581712,0.3333333333333333,0.09598214285714285
0.0008467400508044044,0.25,0.08928571428571427
0.11092294665537679,0.41666666666666663,0.6183035714285714
0.08086367485182049,0.16666666666666666,0.5424107142857142
0.05165114309906858,0.16666666666666666,0.09821428571428573
0.5554614733276884,0.41666666666666663,0.06026785714285715
0.024132091447925486,0.08333333333333333,0.08928571428571427
0.03683319220999154,0.0,0.3638392857142857
0.10880609652836579,0.25,0.8660714285714285
0.08128704487722269,0.41666666666666663,0.7209821428571428
0.3628281117696867,0.41666666666666663,0.008928571428571438
0.06816257408975444,0.3333333333333333,0.11160714285714285
0.17442845046570704,0.41666666666666663,0.21651785714285712
0.06646909398814564,0.3333333333333333,0.5133928571428571
0.23793395427603725,0.5833333333333333,0.06473214285714285
0.17019475021168504,0.5,0.03125
0.04737510584250634,0.3333333333333333,0.08258928571428573
0.04530059271803556,0.16666666666666666,0.040178571428571425
0.08547840812870448,0.3333333333333333,0.8593749999999999
0.20406435224386116,0.3333333333333333,0.07366071428571427
0.2887383573243015,0.25,0.4397321428571428
0.07705334462320068,0.16666666666666666,0.15401785714285712
0.14902624894157496,0.25,0.3303571428571428
0.17442845046570704,0.5833333333333333,0.02901785714285715
0.15114309906858595,0.41666666666666663,0.453125
0.2718035563082134,1.0,0.4151785714285714
0.03471634208298052,0.3333333333333333,0.5357142857142857
0.13209144792548688,0.3333333333333333,0.10714285714285715
0.023708721422523286,0.16666666666666666,0.053571428571428575
0.06223539373412362,0.5833333333333333,0.03125
0.024132091447925486,0.16666666666666666,0.017857142857142863
0.17442845046570704,0.41666666666666663,0.08928571428571427
0.12362404741744283,0.25,0.11160714285714285
0.0834038950042337,0.5833333333333333,0.015625
0.03259949195596952,0.41666666666666663,0.08928571428571427
0.06011854360711262,0.3333333333333333,0.09598214285714285
0.24640135478408132,0.3333333333333333,0.11383928571428573
0.0,0.25,0.040178571428571425
0.14902624894157496,0.16666666666666666,0.06696428571428573
0.04487722269263336,0.08333333333333333,0.484375
0.04318374259102456,0.25,0.053571428571428575
0.1934801016088061,0.5833333333333333,0.4285714285714285
0.058001693480101604,0.16666666666666666,0.10044642857142858
0.04530059271803556,0.25,0.2834821428571428
0.13632514817950891,0.3333333333333333,0.6852678571428571
0.39458086367485184,0.41666666666666663,0.16294642857142858
0.17019475021168504,0.3333333333333333,0.020089285714285726
0.0834038950042337,0.41666666666666663,0.0625
0.13209144792548688,0.3333333333333333,0.6517857142857142
0.1867061812023709,0.25,0.13616071428571427
0.10033869602032176,0.5,0.3816964285714286
0.15114309906858595,0.3333333333333333,0.02901785714285715
0.07705334462320068,0.41666666666666663,0.4330357142857142
0.15241320914479256,0.3333333333333333,0.055803571428571425
0.10457239627434377,0.3333333333333333,0.109375
0.1367485182049111,0.41666666666666663,0.4375
0.01121930567315834,0.3333333333333333,0.040178571428571425
0.06646909398814564,0.41666666666666663,0.4263392857142857
0.22904318374259103,0.75,0.7656249999999999
0.25910245554614736,0.5,0.10491071428571427
0.27942421676545304,0.3333333333333333,0.020089285714285726
