precio,habitaciones,m²
0.09580193756727665,0.18181818181818182,0.3125
0.20830584395291502,0.13636363636363635,0.18303571428571427
0.6874891489287822,0.2727272727272727,0.5580357142857143
0.24719608319733322,0.13636363636363635,0.24107142857142855
0.32219868745442554,0.18181818181818182,0.40178571428571425
0.38650647591930276,0.13636363636363635,0.25669642857142855
0.43053578249244767,0.09090909090909091,0.16741071428571427
0.2569186430084378,0.13636363636363635,0.6116071428571428
0.13872009444772387,0.13636363636363635,0.33928571428571425
0.2567797492968506,0.18181818181818182,0.18080357142857142
0.30553144206396055,0.09090909090909091,0.17857142857142855
0.2638633285877982,0.2272727272727273,0.4464285714285714
0.07621792423348032,0.13636363636363635,0.15401785714285712
0.9027744018889545,0.18181818181818182,0.1294642857142857
0.04718913851175388,0.0,0.5334821428571428
0.6666550921907011,0.2272727272727273,0.14955357142857142
0.36803361227820414,0.18181818181818182,0.3370535714285714
0.36803361227820414,0.13636363636363635,0.2589285714285714
0.0527448869752422,0.2727272727272727,0.47098214285714285
0.7638806903017465,0.2272727272727273,0.25669642857142855
0.30539254835237334,0.13636363636363635,0.3214285714285714
0.06510642730650369,0.09090909090909091,0.19866071428571427
0.13608111392756692,0.045454545454545456,0.12276785714285714
0.07288447515538735,0.13636363636363635,0.53125
0.24997395742907738,0.09090909090909091,0.2232142857142857
0.47220389596861,0.13636363636363635,0.22098214285714285
0.6444320983367479,0.09090909090909091,0.19419642857142855
0.21386159241640332,0.13636363636363635,0.20535714285714285
0.10830237161012535,0.13636363636363635,0.31473214285714285
0.25941872981700753,0.09090909090909091,0.1607142857142857
0.13872009444772387,0.2272727272727273,0.8928571428571428
0.16524879336088058,0.13636363636363635,0.203125
0.3888676690162853,0.2272727272727273,0.5200892857142857
0.1169748949616306,0.09090909090909091,0.21651785714285712
0.20691690683704295,0.18181818181818182,0.359375
0.4860932671273308,0.18181818181818182,0.3794642857142857
0.10830237161012535,0.13636363636363635,0.171875
0.32636549880204174,0.09090909090909091,0.8236607142857142
0.5555401229209348,0.2272727272727273,0.4508928571428571
0.2845584916142922,0.045454545454545456,0.15625
0.5972082363970971,0.18181818181818182,0.19419642857142855
0.1499704850862877,0.09090909090909091,0.4977678571428571
0.4999826382860516,0.18181818181818182,0.33482142857142855
0.0527448869752422,0.045454545454545456,0.16517857142857142
0.24302927184971698,0.13636363636363635,0.9888392857142857
0.14233133094899128,0.09090909090909091,0.1763392857142857
0.3874787319004132,0.13636363636363635,0.28125
0.30539254835237334,0.18181818181818182,0.40178571428571425
0.23539011771242055,0.13636363636363635,0.33482142857142855
0.8999965276572103,0.18181818181818182,0.37053571428571425
0.3888676690162853,0.13636363636363635,0.26339285714285715
0.277752699746519,0.13636363636363635,0.21205357142857142
0.2902531337893677,0.13636363636363635,0.265625
0.21788951005243237,0.13636363636363635,0.25223214285714285
0.06941213236570715,0.4545454545454546,0.15178571428571427
0.2569186430084378,0.3181818181818182,0.13616071428571427
0.30553144206396055,0.13636363636363635,0.27678571428571425
0.22775096357512412,0.13636363636363635,0.23214285714285712
0.22150074655369978,0.09090909090909091,0.21651785714285712
0.4097017257543665,0.045454545454545456,0.3526785714285714
0.12427514844265426,0.18181818181818182,0.28794642857142855
0.30553144206396055,0.13636363636363635,0.5625
0.11108024584186951,0.13636363636363635,0.21651785714285712
0.09024618910378833,0.09090909090909091,0.43303571428571425
0.20830584395291502,0.18181818181818182,0.1294642857142857
0.15274835931803185,0.13636363636363635,0.18973214285714285
0.14580367373867148,0.13636363636363635,0.24553571428571427
0.08607937775617208,0.13636363636363635,0.21875
0.06927323865411994,0.3181818181818182,0.5647321428571428
0.7222125768255843,0.13636363636363635,0.8772321428571428
0.4791485815479704,0.2727272727272727,0.5200892857142857
0.3695614431056634,0.18181818181818182,0.44419642857142855
0.19719434702593838,0.09090909090909091,0.18303571428571427
0.18747178721483385,0.13636363636363635,0.5379464285714285
