"provincia","tipo/lugar","link","precio","caracteristicas","info","otros"
"Albacete","Piso en calle Octavio Cuartero, Franciscanos, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/99912646/","350,000 €","5 hab. 171 m² Planta 2ª exterior","REF. - 20315. ESPECTACULAR PISO EN PLENO CENTRO DE ALBACETE + PLAZA DE GARAJE + TRASTERO. 171 m² construidos. CHAFLÁN. Exterior. Muy luminoso. Sin pasillo. La vivienda consta de gran vestíbulo de entr","Villa"
"Albacete","Piso en Medicina, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101721712/","206,000 €","2 hab. 189 m² Bajo exterior sin ascensor","MARÍN INMOBILIARIO. ¿Estas buscando vivir en una zona tranquila, rodeada de zonas verdes? Acaba de llegar a nuestras manos esta fabulosa vivienda, ubicada a pie de calle y con un estupendo PATIO DE 50",""
"Albacete","Piso en Fátima, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/97561598/","120,000 €","4 hab. 125 m² Planta 1ª con ascensor","REF. - 20278 CAMPO INMOBILIARIA vende buen piso en la calle Doctor Ferrán. 125 m² distribuidos en 4 dormitorios dobles. Salón amplio + buen balcón. Cuarto de baño con ducha y cuarto de aseo. Cocina +",""
"Albacete","Ático en avenida Jose Prat, Medicina, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/100978157/","365,000 €","3 hab. 295 m² Planta 4ª exterior con ascensor","Magnifico ático totalmente reformado, diseño vanguardista, con una superficie de 170 m2 construidos, más 125 m2 de terraza privada, impresionantes vistas! . Dispone de plaza de garaje y trastero en el",""
"Albacete","Piso en calle Rosario, Franciscanos, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101821459/","260,000 €","4 hab. 120 m² Planta 5ª con ascensor","Campo Inmobiliaria vende piso amplio en el centro de Albacete, en la calle Rosario. Vivienda de 4 dormitorios con un una magnifica distribución, con poco pasillo, reformada totalmente hace siete años,",""
"Albacete","Casa o chalet independiente en Barrios periféricos - Pedanías, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101662026/","620,000 €","4 hab. 486 m²","MARÍN INMOBILIARIO VENDE, espectacular vivienda en Urbanización privada. Completamente reacondicionada y lista para entrar a vivir. Casa de tres plantas distribuida como sigue: Planta sótano, garaje p",""
"Albacete","Chalet adosado en Hermanos Falcó - Sepulcro Bolera, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101821478/","350,000 €","4 hab. 293 m²","REF. - 20345. - CAMPO INMOBILIARIA vende precioso adosado en Alto de los Molinos. 293 m² construidos distribuidos en: salón comedor muy amplio, cocina oficce + galería + despensa, 4 dormitorios dobles",""
"Albacete","Piso en El Pilar, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101966424/","120,000 €","3 hab. 90 m² Planta 1ª con ascensor","Campo Inmobiliaria vende piso en calle La Roda, muy cerca de la rotonda de la Tamos, vivienda bien conservada para entrar r a vivir, exterior con mucha luz, son tres dormitorios bien distribuidos, coc",""
"Albacete","Piso en Feria, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/101062412/","170,000 €","4 hab. 120 m² Planta 4ª exterior con ascensor","Piso 120 m² en Albacete, Albacete Vivienda muy amplia en pleno centro de Albacete. Esta parcialmente reformada pudiendo entrar a vivir. Oportunidad única de vivir en la mejor zona de Albacete.",""
"Albacete","Piso en Franciscanos, Albacete","https://www.idealista.com/venta-viviendas/albacete-provincia//inmueble/99853189/","118,000 €","3 hab. 102 m² Planta 3ª exterior con ascensor","Piso 102 m² en Albacete, Albacete Vivienda completamente reformada cercana al centro de Albacete. Ascensor a cota cero accesible. Dispone de 1 splip para aire acondicionado frio/calor.",""
