com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Burgos,Piso,103000,3,73
Castilla y León,Burgos,Piso,240000,3,151
Castilla y León,Burgos,Piso,184000,3,110
Castilla y León,Burgos,Piso,175000,4,100
Castilla y León,Burgos,Piso,149000,4,103
Castilla y León,Burgos,Piso,239900,4,139
Castilla y León,Burgos,Piso,225000,3,92
Castilla y León,Burgos,Piso,89900,3,75
Castilla y León,Burgos,Chalet,155000,3,149
Castilla y León,Burgos,Chalet,269000,3,200
Castilla y León,Burgos,Piso,160000,3,78
Castilla y León,Burgos,Piso,145000,2,57
Castilla y León,Burgos,Piso,99000,3,86
Castilla y León,Burgos,Piso,129000,3,70
Castilla y León,Burgos,Piso,134900,3,78
Castilla y León,Burgos,Piso,115000,3,88
Castilla y León,Burgos,Ático,79000,2,55
Castilla y León,Burgos,Piso,155000,3,104
Castilla y León,Burgos,Piso,115000,3,76
Castilla y León,Burgos,Piso,96000,3,80
Castilla y León,Burgos,Piso,89000,3,75
Castilla y León,Burgos,Chalet,190000,5,435
Castilla y León,Burgos,Piso,69000,3,65
Castilla y León,Burgos,Piso,165000,4,149
Castilla y León,Burgos,Chalet,649000,5,317
Castilla y León,Burgos,Chalet,199000,4,133
Castilla y León,Burgos,Piso,168000,2,92
Castilla y León,Burgos,Piso,139900,3,78
Castilla y León,Burgos,Piso,97000,3,85
Castilla y León,Burgos,Piso,135000,3,77
Castilla y León,Burgos,Piso,158000,3,78
Castilla y León,Burgos,Chalet,220000,5,234
Castilla y León,Burgos,Piso,139000,2,70
Castilla y León,Burgos,Dúplex,480000,3,169
Castilla y León,Burgos,Piso,54000,2,72
Castilla y León,Burgos,Piso,123000,3,86
Castilla y León,Burgos,Piso,155000,2,65
Castilla y León,Burgos,Piso,84000,3,83
Castilla y León,Burgos,Piso,213000,3,121
Castilla y León,Burgos,Piso,125000,3,90
Castilla y León,Burgos,Dúplex,390000,4,135
Castilla y León,Burgos,Chalet,299000,3,285
Castilla y León,Burgos,Piso,360000,5,166
Castilla y León,Burgos,Piso,92000,3,76
Castilla y León,Burgos,Piso,380000,4,196
Castilla y León,Burgos,Chalet,295000,3,220
Castilla y León,Burgos,Dúplex,199000,3,116
Castilla y León,Burgos,Piso,375000,4,186
Castilla y León,Burgos,Piso,139900,2,65
Castilla y León,Burgos,Piso,165000,3,84
Castilla y León,Burgos,Piso,169000,4,110
Castilla y León,Burgos,Dúplex,179900,4,150
Castilla y León,Burgos,Piso,185000,3,124
Castilla y León,Burgos,Piso,160000,3,79
Castilla y León,Burgos,Estudio,595000,0,157
Castilla y León,Burgos,Dúplex,225000,4,120
Castilla y León,Burgos,Piso,135000,3,85
Castilla y León,Burgos,Piso,93500,3,80
Castilla y León,Burgos,Piso,139900,3,95
Castilla y León,Burgos,Piso,79000,2,76
Castilla y León,Burgos,Piso,180000,3,107
Castilla y León,Burgos,Piso,250000,6,280
Castilla y León,Burgos,Piso,265000,3,124
Castilla y León,Burgos,Chalet,210000,3,264
Castilla y León,Burgos,Piso,298000,6,182
Castilla y León,Burgos,Casa,435000,5,457
Castilla y León,Burgos,Chalet,350000,4,184
Castilla y León,Burgos,Piso,299000,3,177
Castilla y León,Burgos,Piso,169000,2,77
Castilla y León,Burgos,Chalet,190000,6,144
Castilla y León,Burgos,Chalet,335000,4,230
Castilla y León,Burgos,Chalet,199000,3,189
Castilla y León,Burgos,Piso,128000,3,87
Castilla y León,Burgos,Piso,250000,6,189
Castilla y León,Burgos,Piso,420000,3,180
Castilla y León,Burgos,Piso,185000,4,105
Castilla y León,Burgos,Piso,304000,4,154
Castilla y León,Burgos,Piso,184500,3,107
Castilla y León,Burgos,Piso,139900,2,64
Castilla y León,Burgos,Ático,140000,3,70
Castilla y León,Burgos,Piso,118000,3,70
Castilla y León,Burgos,Piso,180000,3,117
Castilla y León,Burgos,Chalet,179000,2,102
Castilla y León,Burgos,Piso,179000,3,85
Castilla y León,Burgos,Piso,255000,2,124
Castilla y León,Burgos,Piso,89900,3,73
Castilla y León,Burgos,Piso,185000,3,102
Castilla y León,Burgos,Dúplex,169500,2,83
Castilla y León,Burgos,Piso,128000,2,87
Castilla y León,Burgos,Piso,180000,4,118
Castilla y León,Burgos,Piso,75000,3,68
Castilla y León,Burgos,Piso,145000,4,117
Castilla y León,Burgos,Chalet,46000,2,90
Castilla y León,Burgos,Piso,320000,3,190
Castilla y León,Burgos,Piso,88000,3,63
Castilla y León,Burgos,Piso,350000,5,171
Castilla y León,Burgos,Piso,130000,3,80
Castilla y León,Burgos,Chalet,145000,3,153
Castilla y León,Burgos,Piso,114000,3,78
Castilla y León,Burgos,Piso,88000,3,77
Castilla y León,Burgos,Piso,220000,3,165
Castilla y León,Burgos,Piso,116000,3,74
Castilla y León,Burgos,Chalet,344000,4,300
Castilla y León,Burgos,Piso,299900,3,92
Castilla y León,Burgos,Dúplex,205000,3,120
Castilla y León,Burgos,Piso,196000,2,75
Castilla y León,Burgos,Piso,85000,3,75
Castilla y León,Burgos,Piso,119000,4,98
Castilla y León,Burgos,Dúplex,970000,5,297
Castilla y León,Burgos,Piso,140000,3,100
Castilla y León,Burgos,Chalet,390000,5,230
Castilla y León,Burgos,Piso,50160,3,60
Castilla y León,Burgos,Piso,390000,2,138
Castilla y León,Burgos,Piso,398000,4,125
Castilla y León,Burgos,Piso,195000,4,114
Castilla y León,Burgos,Piso,92000,2,76
Castilla y León,Burgos,Piso,182000,3,100
Castilla y León,Burgos,Piso,520000,3,192
Castilla y León,Burgos,Piso,340000,3,117
Castilla y León,Burgos,Chalet,310000,3,147
Castilla y León,Burgos,Piso,129000,3,71
Castilla y León,Burgos,Piso,103000,3,74
Castilla y León,Burgos,Piso,85000,3,81
Castilla y León,Burgos,Chalet,784000,6,400
Castilla y León,Burgos,Chalet,105000,2,156
Castilla y León,Burgos,Piso,97000,1,66
Castilla y León,Burgos,Piso,133000,2,74
Castilla y León,Burgos,Piso,115000,3,86
Castilla y León,Burgos,Piso,325000,7,256
Castilla y León,Burgos,Chalet,159900,4,177
Castilla y León,Burgos,Piso,159000,2,85
Castilla y León,Burgos,Chalet,549000,5,370
Castilla y León,Burgos,Piso,170000,4,111
Castilla y León,Burgos,Piso,155000,2,70
Castilla y León,Burgos,Piso,109900,3,86
Castilla y León,Burgos,Piso,175000,3,90
Castilla y León,Burgos,Piso,50000,1,56
Castilla y León,Burgos,Piso,185000,3,108
Castilla y León,Burgos,Piso,120000,3,91
Castilla y León,Burgos,Piso,155000,3,106
Castilla y León,Burgos,Piso,175000,3,167
Castilla y León,Burgos,Piso,210000,3,152
Castilla y León,Burgos,Chalet,820000,4,460
Castilla y León,Burgos,Piso,235000,4,158
Castilla y León,Burgos,Piso,390000,5,174
Castilla y León,Burgos,Chalet,795000,7,285
Castilla y León,Burgos,Piso,77500,1,45
Castilla y León,Burgos,Piso,89000,3,96
Castilla y León,Burgos,Chalet,395000,4,204
Castilla y León,Burgos,Piso,135000,3,111
Castilla y León,Burgos,Piso,109000,3,70
Castilla y León,Burgos,Piso,95000,2,70
Castilla y León,Burgos,Piso,110000,2,78
Castilla y León,Burgos,Piso,399000,5,161
