com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla-La Mancha,Guadalajara,Chalet,420000,4,224
Castilla-La Mancha,Guadalajara,Chalet,237000,3,102
Castilla-La Mancha,Guadalajara,Piso,205000,3,127
Castilla-La Mancha,Guadalajara,Chalet,160000,5,140
Castilla-La Mancha,Guadalajara,Chalet,259900,4,160
Castilla-La Mancha,Guadalajara,Chalet,391200,8,385
Castilla-La Mancha,Guadalajara,Chalet,99000,6,426
Castilla-La Mancha,Guadalajara,Chalet,685000,6,284
Castilla-La Mancha,Guadalajara,Piso,108600,4,127
Castilla-La Mancha,Guadalajara,Chalet,208600,4,204
Castilla-La Mancha,Guadalajara,Chalet,264000,4,328
Castilla-La Mancha,Guadalajara,Piso,133100,2,78
Castilla-La Mancha,Guadalajara,Chalet,280000,5,232
Castilla-La Mancha,Guadalajara,Chalet,434520,4,241
Castilla-La Mancha,Guadalajara,Chalet,315000,4,386
Castilla-La Mancha,Guadalajara,Chalet,217500,2,231
Castilla-La Mancha,Guadalajara,Chalet,189000,3,194
Castilla-La Mancha,Guadalajara,Chalet,160000,3,126
Castilla-La Mancha,Guadalajara,Piso,94000,2,108
Castilla-La Mancha,Guadalajara,Chalet,389900,6,448
Castilla-La Mancha,Guadalajara,Chalet,275000,3,168
Castilla-La Mancha,Guadalajara,Chalet,137500,2,112
Castilla-La Mancha,Guadalajara,Chalet,290000,5,170
Castilla-La Mancha,Guadalajara,Chalet,365000,5,328
Castilla-La Mancha,Guadalajara,Chalet,283000,4,213
Castilla-La Mancha,Guadalajara,Chalet,272000,3,123
Castilla-La Mancha,Guadalajara,Chalet,299000,3,155
Castilla-La Mancha,Guadalajara,Piso,76990,1,53
Castilla-La Mancha,Guadalajara,Chalet,255000,6,254
Castilla-La Mancha,Guadalajara,Chalet,130000,6,425
Castilla-La Mancha,Guadalajara,Chalet,292000,3,161
Castilla-La Mancha,Guadalajara,Chalet,322900,3,263
Castilla-La Mancha,Guadalajara,Piso,129990,2,85
Castilla-La Mancha,Guadalajara,Chalet,59900,2,80
Castilla-La Mancha,Guadalajara,Dúplex,132000,2,72
Castilla-La Mancha,Guadalajara,Chalet,339990,7,328
Castilla-La Mancha,Guadalajara,Piso,95000,1,65
Castilla-La Mancha,Guadalajara,Chalet,329000,3,230
Castilla-La Mancha,Guadalajara,Chalet,189000,3,120
Castilla-La Mancha,Guadalajara,Chalet,292000,6,500
Castilla-La Mancha,Guadalajara,Chalet,295000,6,414
Castilla-La Mancha,Guadalajara,Chalet,225000,4,162
Castilla-La Mancha,Guadalajara,Chalet,245000,4,249
Castilla-La Mancha,Guadalajara,Chalet,98000,3,202
Castilla-La Mancha,Guadalajara,Chalet,183000,4,137
Castilla-La Mancha,Guadalajara,Chalet,158000,4,125
Castilla-La Mancha,Guadalajara,Chalet,139990,3,93
Castilla-La Mancha,Guadalajara,Casa,129000,3,170
Castilla-La Mancha,Guadalajara,Chalet,199900,3,170
Castilla-La Mancha,Guadalajara,Chalet,182000,3,115
