com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Zamora,Piso,112000,3,156
Castilla y León,Zamora,Casa,90000,5,196
Castilla y León,Zamora,Piso,130000,4,104
Castilla y León,Zamora,Piso,76000,1,59
Castilla y León,Zamora,Piso,119000,3,98
Castilla y León,Zamora,Chalet,135000,3,136
Castilla y León,Zamora,Chalet,80000,2,53
Castilla y León,Zamora,Chalet,60000,4,434
Castilla y León,Zamora,Piso,105000,3,85
Castilla y León,Zamora,Piso,115000,4,101
Castilla y León,Zamora,Chalet,25000,5,185
Castilla y León,Zamora,Piso,145000,3,160
Castilla y León,Zamora,Chalet,39000,3,299
Castilla y León,Zamora,Chalet,39000,5,724
Castilla y León,Zamora,Piso,51600,2,119
Castilla y León,Zamora,Chalet,189000,3,263
Castilla y León,Zamora,Chalet,650000,5,442
Castilla y León,Zamora,Piso,325000,4,206
Castilla y León,Zamora,Chalet,50000,4,322
Castilla y León,Zamora,Piso,74000,2,60
Castilla y León,Zamora,Chalet,75000,2,99
Castilla y León,Zamora,Chalet,180000,4,150
Castilla y León,Zamora,Chalet,380000,6,401
Castilla y León,Zamora,Chalet,28000,4,239
Castilla y León,Zamora,Piso,45000,3,65
Castilla y León,Zamora,Piso,82000,4,149
Castilla y León,Zamora,Dúplex,120000,3,100
Castilla y León,Zamora,Piso,73250,3,149
Castilla y León,Zamora,Chalet,70000,4,384
Castilla y León,Zamora,Chalet,385000,5,430
Castilla y León,Zamora,Ático,99000,2,74
Castilla y León,Zamora,Chalet,135000,3,180
Castilla y León,Zamora,Casa,350000,10,410
Castilla y León,Zamora,Piso,58000,4,102
Castilla y León,Zamora,Dúplex,129500,5,157
Castilla y León,Zamora,Chalet,180000,4,180
Castilla y León,Zamora,Piso,110000,3,114
Castilla y León,Zamora,Ático,145000,2,140
Castilla y León,Zamora,Chalet,185000,4,318
Castilla y León,Zamora,Chalet,139000,4,206
Castilla y León,Zamora,Chalet,130000,7,315
Castilla y León,Zamora,Chalet,30000,3,250
Castilla y León,Zamora,Chalet,170000,3,212
Castilla y León,Zamora,Piso,99000,3,95
Castilla y León,Zamora,Chalet,149000,4,406
Castilla y León,Zamora,Chalet,90000,3,426
Castilla y León,Zamora,Casa,108000,3,170
Castilla y León,Zamora,Chalet,25000,3,120
Castilla y León,Zamora,Piso,90000,5,130
Castilla y León,Zamora,Chalet,140000,8,201
Castilla y León,Zamora,Piso,120000,3,135
Castilla y León,Zamora,Chalet,480000,15,770
Castilla y León,Zamora,Piso,51000,4,96
Castilla y León,Zamora,Piso,119990,3,123
Castilla y León,Zamora,Piso,69000,4,120
Castilla y León,Zamora,Piso,40900,3,87
Castilla y León,Zamora,Ático,165000,3,109
Castilla y León,Zamora,Chalet,95000,4,250
Castilla y León,Zamora,Piso,87000,3,151
Castilla y León,Zamora,Dúplex,99000,2,75
Castilla y León,Zamora,Piso,65000,3,78
Castilla y León,Zamora,Piso,145000,3,130
Castilla y León,Zamora,Chalet,360000,5,293
Castilla y León,Zamora,Piso,110000,3,93
Castilla y León,Zamora,Ático,170000,3,125
Castilla y León,Zamora,Ático,62842,3,85
Castilla y León,Zamora,Casa,99000,6,823
Castilla y León,Zamora,Chalet,55000,4,264
Castilla y León,Zamora,Chalet,69000,5,279
Castilla y León,Zamora,Chalet,53000,2,107
Castilla y León,Zamora,Piso,105000,3,89
Castilla y León,Zamora,Piso,170000,3,132
Castilla y León,Zamora,Chalet,149000,4,100
Castilla y León,Zamora,Chalet,128000,4,141
Castilla y León,Zamora,Casa,29900,3,215
Castilla y León,Zamora,Chalet,89000,4,145
Castilla y León,Zamora,Chalet,119000,3,176
Castilla y León,Zamora,Chalet,125000,3,149
Castilla y León,Zamora,Piso,160000,3,140
Castilla y León,Zamora,Chalet,149000,4,136
Castilla y León,Zamora,Finca,200000,3,204
Castilla y León,Zamora,Chalet,80000,3,133
Castilla y León,Zamora,Piso,260000,5,125
Castilla y León,Zamora,Chalet,32000,5,267
Castilla y León,Zamora,Piso,99000,3,85
Castilla y León,Zamora,Casa,170000,3,188
Castilla y León,Zamora,Piso,79900,3,95
Castilla y León,Zamora,Piso,114000,2,75
Castilla y León,Zamora,Piso,150000,3,118
Castilla y León,Zamora,Piso,430000,4,243
Castilla y León,Zamora,Chalet,136900,4,142
Castilla y León,Zamora,Piso,225000,4,128
Castilla y León,Zamora,Piso,198000,3,115
Castilla y León,Zamora,Ático,58000,3,85
Castilla y León,Zamora,Piso,66000,3,86
Castilla y León,Zamora,Piso,260000,5,200
Castilla y León,Zamora,Chalet,325000,7,448
Castilla y León,Zamora,Chalet,75000,3,195
Castilla y León,Zamora,Dúplex,110000,3,104
Castilla y León,Zamora,Ático,68000,2,69
Castilla y León,Zamora,Piso,79000,3,108
Castilla y León,Zamora,Casa,145000,3,400
Castilla y León,Zamora,Chalet,200000,3,193
Castilla y León,Zamora,Piso,105000,2,85
Castilla y León,Zamora,Chalet,135000,4,138
Castilla y León,Zamora,Piso,76000,2,80
Castilla y León,Zamora,Chalet,59000,4,210
Castilla y León,Zamora,Piso,67000,4,118
Castilla y León,Zamora,Ático,58500,3,84
Castilla y León,Zamora,Piso,153000,4,113
Castilla y León,Zamora,Piso,120000,3,84
Castilla y León,Zamora,Ático,90000,3,95
Castilla y León,Zamora,Piso,125000,2,106
Castilla y León,Zamora,Piso,249000,4,140
Castilla y León,Zamora,Chalet,39500,4,78
Castilla y León,Zamora,Piso,160000,2,85
Castilla y León,Zamora,Chalet,25000,5,371
Castilla y León,Zamora,Piso,58000,3,83
Castilla y León,Zamora,Chalet,59000,4,230
Castilla y León,Zamora,Piso,90000,4,105
Castilla y León,Zamora,Chalet,180000,4,317
Castilla y León,Zamora,Piso,45000,2,79
Castilla y León,Zamora,Piso,76000,2,83
Castilla y León,Zamora,Piso,155000,3,135
Castilla y León,Zamora,Piso,74000,4,115
Castilla y León,Zamora,Chalet,42000,3,116
Castilla y León,Zamora,Piso,120000,3,130
Castilla y León,Zamora,Piso,125500,2,66
