com. autonoma,provincia,descripción,precio,habitaciones,m²
Principado de Asturias,Asturias,Piso,210000,6,100
Principado de Asturias,Asturias,Chalet,185000,3,110
Principado de Asturias,Asturias,Chalet,295000,4,68
Principado de Asturias,Asturias,Piso,98500,3,348
Principado de Asturias,Asturias,Piso,270000,3,81
Principado de Asturias,Asturias,Ático,725000,3,71
Principado de Asturias,Asturias,Chalet,455000,5,481
Principado de Asturias,Asturias,Piso,197000,3,201
Principado de Asturias,Asturias,Chalet,480000,4,66
Principado de Asturias,Asturias,Piso,149000,3,93
Principado de Asturias,Asturias,Piso,159000,4,254
Principado de Asturias,Asturias,Chalet,398000,5,82
Principado de Asturias,Asturias,Piso,129000,3,73
Principado de Asturias,Asturias,Piso,246000,3,60
Principado de Asturias,Asturias,Piso,105000,2,65
Principado de Asturias,Asturias,Piso,226000,2,84
Principado de Asturias,Asturias,Chalet,74900,3,80
Principado de Asturias,Asturias,Piso,88000,1,360
Principado de Asturias,Asturias,Piso,110000,2,292
Principado de Asturias,Asturias,Piso,360000,4,151
Principado de Asturias,Asturias,Piso,245000,3,174
Principado de Asturias,Asturias,Piso,535000,6,316
Principado de Asturias,Asturias,Casa Rural,80000,2,299
Principado de Asturias,Asturias,Chalet,575000,6,81
Principado de Asturias,Asturias,Ático,274000,5,87
Principado de Asturias,Asturias,Chalet,99900,12,157
Principado de Asturias,Asturias,Piso,220000,3,68
Principado de Asturias,Asturias,Piso,155000,2,88
Principado de Asturias,Asturias,Piso,199000,3,66
Principado de Asturias,Asturias,Piso,88000,3,214
Principado de Asturias,Asturias,Chalet,265000,3,367
Principado de Asturias,Asturias,Duplex,197000,2,143
Principado de Asturias,Asturias,Ático,550000,3,94
Principado de Asturias,Asturias,Piso,57000,2,66
Principado de Asturias,Asturias,Piso,310000,3,497
Principado de Asturias,Asturias,Duplex,85000,1,133
Principado de Asturias,Asturias,Piso,418000,6,87
Principado de Asturias,Asturias,Casa Rural,130000,3,195
Principado de Asturias,Asturias,Piso,117000,3,95
Principado de Asturias,Asturias,Piso,212500,3,182
Principado de Asturias,Asturias,Duplex,210000,2,254
Principado de Asturias,Asturias,Piso,126900,3,182
Principado de Asturias,Asturias,Duplex,330000,3,260
Principado de Asturias,Asturias,Piso,137000,3,83
Principado de Asturias,Asturias,Piso,179000,2,101
Principado de Asturias,Asturias,Chalet,119000,3,91
Principado de Asturias,Asturias,Piso,199000,3,97
Principado de Asturias,Asturias,Piso,165000,3,80
Principado de Asturias,Asturias,Piso,215000,4,87
Principado de Asturias,Asturias,Piso,195000,4,398
Principado de Asturias,Asturias,Piso,340000,3,247
Principado de Asturias,Asturias,Piso,134000,2,237
Principado de Asturias,Asturias,Chalet,1200000,10,61
Principado de Asturias,Asturias,Chalet,830000,5,87
Principado de Asturias,Asturias,Chalet,670000,4,324
Principado de Asturias,Asturias,Chalet,95000,4,61
Principado de Asturias,Asturias,Piso,95000,1,397
Principado de Asturias,Asturias,Chalet,308500,3,53
Principado de Asturias,Asturias,Chalet,695000,9,60
Principado de Asturias,Asturias,Piso,138000,3,208
Principado de Asturias,Asturias,Chalet,325000,1,320
Principado de Asturias,Asturias,Piso,124900,2,90
Principado de Asturias,Asturias,Piso,165000,2,93
Principado de Asturias,Asturias,Piso,249000,2,90
Principado de Asturias,Asturias,Duplex,130000,3,269
Principado de Asturias,Asturias,Piso,219999,2,66
Principado de Asturias,Asturias,Piso,70000,3,189
Principado de Asturias,Asturias,Piso,168900,3,262
Principado de Asturias,Asturias,Ático,174000,2,261
Principado de Asturias,Asturias,Chalet,60000,2,345
Principado de Asturias,Asturias,Duplex,89700,2,113
Principado de Asturias,Asturias,Piso,179000,3,216
Principado de Asturias,Asturias,Chalet,425000,7,83
Principado de Asturias,Asturias,Piso,160000,3,100
Principado de Asturias,Asturias,Ático,198000,3,167
Principado de Asturias,Asturias,Piso,95000,3,45
Principado de Asturias,Asturias,Piso,90000,3,463
Principado de Asturias,Asturias,Chalet,374000,4,140
Principado de Asturias,Asturias,Piso,320000,3,87
Principado de Asturias,Asturias,Piso,215000,2,246
Principado de Asturias,Asturias,Chalet,560000,10,45
Principado de Asturias,Asturias,Chalet,179000,4,156
Principado de Asturias,Asturias,Piso,485000,4,73
Principado de Asturias,Asturias,Piso,137000,2,366
Principado de Asturias,Asturias,Piso,380000,4,109
Principado de Asturias,Asturias,Piso,155000,3,102
Principado de Asturias,Asturias,Ático,445000,5,91
Principado de Asturias,Asturias,Piso,145000,2,226
Principado de Asturias,Asturias,Piso,120000,3,387
Principado de Asturias,Asturias,Duplex,210000,3,95
Principado de Asturias,Asturias,Chalet,845000,3,99
Principado de Asturias,Asturias,Chalet,145000,5,45
Principado de Asturias,Asturias,Piso,134900,2,62
Principado de Asturias,Asturias,Piso,192000,2,54
Principado de Asturias,Asturias,Piso,136000,3,69
Principado de Asturias,Asturias,Chalet,335000,3,98
Principado de Asturias,Asturias,Chalet,950000,4,93
Principado de Asturias,Asturias,Chalet,375000,4,263
Principado de Asturias,Asturias,Chalet,349000,4,236
Principado de Asturias,Asturias,Piso,165000,4,462
Principado de Asturias,Asturias,Piso,60000,2,67
Principado de Asturias,Asturias,Piso,177000,2,99
Principado de Asturias,Asturias,Piso,110000,2,264
Principado de Asturias,Asturias,Piso,149999,3,96
Principado de Asturias,Asturias,Chalet,950000,5,80
Principado de Asturias,Asturias,Chalet,650000,5,276
Principado de Asturias,Asturias,Casa Rural,24000,0,210
Principado de Asturias,Asturias,Piso,95000,2,88
Principado de Asturias,Asturias,Piso,110000,1,297
Principado de Asturias,Asturias,Chalet,279000,5,403
Principado de Asturias,Asturias,Chalet,340000,3,85
Principado de Asturias,Asturias,Chalet,65000,1,60
Principado de Asturias,Asturias,Piso,123000,3,94
Principado de Asturias,Asturias,Chalet,156000,3,294
Principado de Asturias,Asturias,Piso,99900,2,378
Principado de Asturias,Asturias,Piso,74900,2,49
Principado de Asturias,Asturias,Piso,164500,3,85
Principado de Asturias,Asturias,Piso,135000,2,278
Principado de Asturias,Asturias,Piso,139000,2,66
Principado de Asturias,Asturias,Piso,195000,4,95
Principado de Asturias,Asturias,Duplex,120000,5,54
Principado de Asturias,Asturias,Piso,305000,4,383
Principado de Asturias,Asturias,Piso,240000,4,283
Principado de Asturias,Asturias,Chalet,650000,3,64
Principado de Asturias,Asturias,Piso,180000,3,73
Principado de Asturias,Asturias,Piso,55000,3,107
Principado de Asturias,Asturias,Piso,137000,2,103
Principado de Asturias,Asturias,Chalet,700000,4,253
Principado de Asturias,Asturias,Ático,225000,2,393
Principado de Asturias,Asturias,Chalet,540000,4,260
Principado de Asturias,Asturias,Piso,155000,2,97
Principado de Asturias,Asturias,Piso,99000,3,252
Principado de Asturias,Asturias,Piso,115000,2,355
Principado de Asturias,Asturias,Casa Rural,139900,3,210
Principado de Asturias,Asturias,Piso,115000,4,396
Principado de Asturias,Asturias,Piso,212500,3,91
Principado de Asturias,Asturias,Piso,55000,3,291
Principado de Asturias,Asturias,Piso,375000,4,60
Principado de Asturias,Asturias,Chalet,510000,7,127
Principado de Asturias,Asturias,Chalet,780000,5,90
Principado de Asturias,Asturias,Chalet,649900,8,63
Principado de Asturias,Asturias,Piso,125000,3,118
Principado de Asturias,Asturias,Piso,130000,2,89
Principado de Asturias,Asturias,Piso,165000,1,207
Principado de Asturias,Asturias,Chalet,420000,4,245
Principado de Asturias,Asturias,Piso,240000,4,65
Principado de Asturias,Asturias,Piso,125000,2,260
Principado de Asturias,Asturias,Piso,85000,2,114
Principado de Asturias,Asturias,Piso,480000,5,205
Principado de Asturias,Asturias,Ático,450000,3,98
Principado de Asturias,Asturias,Piso,60000,4,106
Principado de Asturias,Asturias,Chalet,284000,5,106
Principado de Asturias,Asturias,Chalet,125000,2,80
Principado de Asturias,Asturias,Piso,200000,3,60
Principado de Asturias,Asturias,Piso,154000,3,168
Principado de Asturias,Asturias,Piso,181000,2,254
Principado de Asturias,Asturias,Piso,106000,3,77
Principado de Asturias,Asturias,Chalet,231000,4,47
Principado de Asturias,Asturias,Chalet,80000,3,81
Principado de Asturias,Asturias,Ático,360000,3,344
Principado de Asturias,Asturias,Piso,90000,1,96
Principado de Asturias,Asturias,Duplex,575000,4,253
Principado de Asturias,Asturias,Piso,130000,2,63
Principado de Asturias,Asturias,Piso,185000,3,48
Principado de Asturias,Asturias,Chalet,265000,3,235
Principado de Asturias,Asturias,Piso,110000,2,67
Principado de Asturias,Asturias,Piso,225000,4,233
Principado de Asturias,Asturias,Chalet,450000,4,460
Principado de Asturias,Asturias,Piso,199900,2,50
Principado de Asturias,Asturias,Piso,119900,3,75
Principado de Asturias,Asturias,Piso,139000,2,479
Principado de Asturias,Asturias,Piso,180000,4,286
Principado de Asturias,Asturias,Piso,249000,2,61
Principado de Asturias,Asturias,Piso,89000,3,48
Principado de Asturias,Asturias,Chalet,690000,4,441
Principado de Asturias,Asturias,Chalet,650000,4,75
Principado de Asturias,Asturias,Piso,185000,3,430
Principado de Asturias,Asturias,Piso,165000,2,88
Principado de Asturias,Asturias,Piso,293000,2,96
Principado de Asturias,Asturias,Piso,169000,3,179
Principado de Asturias,Asturias,Piso,139500,4,84
Principado de Asturias,Asturias,Piso,113000,3,60
Principado de Asturias,Asturias,Piso,199000,2,70
Principado de Asturias,Asturias,Chalet,2100000,3,100
Principado de Asturias,Asturias,Piso,181500,2,66
Principado de Asturias,Asturias,Chalet,998000,6,415
Principado de Asturias,Asturias,Casa Rural,98000,4,403
Principado de Asturias,Asturias,Chalet,390000,4,80
Principado de Asturias,Asturias,Piso,219900,4,232
Principado de Asturias,Asturias,Piso,129000,1,91
Principado de Asturias,Asturias,Casa Rural,1800000,8,432
Principado de Asturias,Asturias,Piso,145000,3,76
Principado de Asturias,Asturias,Piso,109000,2,248
Principado de Asturias,Asturias,Duplex,99000,5,292
Principado de Asturias,Asturias,Piso,163900,3,113
Principado de Asturias,Asturias,Chalet,565000,5,84
Principado de Asturias,Asturias,Piso,115000,3,65
Principado de Asturias,Asturias,Piso,135900,3,322
Principado de Asturias,Asturias,Chalet,950000,6,69
Principado de Asturias,Asturias,Chalet,299000,3,278
Principado de Asturias,Asturias,Piso,90000,1,64
Principado de Asturias,Asturias,Piso,135000,3,77
Principado de Asturias,Asturias,Piso,259900,3,339
Principado de Asturias,Asturias,Chalet,285000,4,75
Principado de Asturias,Asturias,Piso,450000,5,212
Principado de Asturias,Asturias,Piso,330000,4,323
Principado de Asturias,Asturias,Piso,320000,4,71
Principado de Asturias,Asturias,Piso,118800,1,299
Principado de Asturias,Asturias,Casa Rural,45000,4,89
Principado de Asturias,Asturias,Piso,149000,2,114
Principado de Asturias,Asturias,Piso,95000,2,118
Principado de Asturias,Asturias,Piso,169000,2,101
Principado de Asturias,Asturias,Chalet,65000,5,339
Principado de Asturias,Asturias,Piso,272000,3,91
Principado de Asturias,Asturias,Piso,675000,10,55
Principado de Asturias,Asturias,Chalet,470000,6,76
Principado de Asturias,Asturias,Piso,365000,3,114
Principado de Asturias,Asturias,Piso,80000,1,300
Principado de Asturias,Asturias,Casa Rural,130000,2,353
Principado de Asturias,Asturias,Piso,72000,3,366
Principado de Asturias,Asturias,Piso,149900,3,67
Principado de Asturias,Asturias,Piso,133000,2,100
Principado de Asturias,Asturias,Piso,317000,3,66
Principado de Asturias,Asturias,Piso,149000,1,209
Principado de Asturias,Asturias,Piso,120000,1,88
Principado de Asturias,Asturias,Piso,199000,2,433
Principado de Asturias,Asturias,Piso,139000,3,56
Principado de Asturias,Asturias,Chalet,435000,7,110
Principado de Asturias,Asturias,Piso,175000,3,50
Principado de Asturias,Asturias,Piso,130000,3,87
Principado de Asturias,Asturias,Piso,117000,2,102
Principado de Asturias,Asturias,Chalet,59000,3,127
Principado de Asturias,Asturias,Piso,28000,2,70
Principado de Asturias,Asturias,Piso,103900,2,293
Principado de Asturias,Asturias,Piso,70000,3,309
Principado de Asturias,Asturias,Duplex,59000,2,93
Principado de Asturias,Asturias,Piso,147000,3,238
Principado de Asturias,Asturias,Piso,99900,3,111
Principado de Asturias,Asturias,Piso,149000,3,84
Principado de Asturias,Asturias,Chalet,1000000,5,262
Principado de Asturias,Asturias,Chalet,199000,4,82
Principado de Asturias,Asturias,Piso,290000,2,91
Principado de Asturias,Asturias,Chalet,575000,8,93
Principado de Asturias,Asturias,Piso,164000,2,211
Principado de Asturias,Asturias,Piso,210000,3,64
Principado de Asturias,Asturias,Piso,125000,2,82
Principado de Asturias,Asturias,Duplex,265000,4,279
Principado de Asturias,Asturias,Chalet,360000,3,367
Principado de Asturias,Asturias,Duplex,545000,5,77
Principado de Asturias,Asturias,Piso,185000,2,72
Principado de Asturias,Asturias,Chalet,340000,4,84
Principado de Asturias,Asturias,Chalet,350000,5,60
Principado de Asturias,Asturias,Chalet,250000,4,457
Principado de Asturias,Asturias,Piso,162000,2,77
Principado de Asturias,Asturias,Casa Rural,60000,3,250
Principado de Asturias,Asturias,Piso,149900,2,232
Principado de Asturias,Asturias,Chalet,349000,3,239
Principado de Asturias,Asturias,Piso,89000,3,100
Principado de Asturias,Asturias,Piso,179000,2,279
Principado de Asturias,Asturias,Piso,138000,3,243
Principado de Asturias,Asturias,Piso,650000,5,73
Principado de Asturias,Asturias,Piso,109000,3,59
Principado de Asturias,Asturias,Piso,109000,1,239
Principado de Asturias,Asturias,Piso,184400,3,63
Principado de Asturias,Asturias,Chalet,135000,2,332
Principado de Asturias,Asturias,Piso,46000,3,494
Principado de Asturias,Asturias,Piso,85000,2,279
Principado de Asturias,Asturias,Piso,76000,3,252
Principado de Asturias,Asturias,Chalet,650000,6,206
Principado de Asturias,Asturias,Chalet,1150000,6,399
Principado de Asturias,Asturias,Chalet,99500,3,260
Principado de Asturias,Asturias,Piso,130000,3,91
Principado de Asturias,Asturias,Chalet,312000,4,71
Principado de Asturias,Asturias,Piso,149000,3,86
Principado de Asturias,Asturias,Piso,164000,2,215
Principado de Asturias,Asturias,Piso,49900,5,95
Principado de Asturias,Asturias,Piso,110000,3,60
Principado de Asturias,Asturias,Chalet,1700000,6,98
Principado de Asturias,Asturias,Piso,260000,3,210
Principado de Asturias,Asturias,Piso,115000,3,142
Principado de Asturias,Asturias,Piso,162000,3,200
Principado de Asturias,Asturias,Chalet,680000,5,280
Principado de Asturias,Asturias,Piso,180000,4,69
Principado de Asturias,Asturias,Piso,149000,2,246
Principado de Asturias,Asturias,Chalet,990000,4,87
Principado de Asturias,Asturias,Piso,110000,2,98
Principado de Asturias,Asturias,Piso,195000,3,182
Principado de Asturias,Asturias,Piso,105000,3,361
Principado de Asturias,Asturias,Piso,419000,5,291
Principado de Asturias,Asturias,Piso,185000,4,60
Principado de Asturias,Asturias,Piso,40000,3,94
Principado de Asturias,Asturias,Piso,159000,3,86
Principado de Asturias,Asturias,Piso,170000,2,238
Principado de Asturias,Asturias,Piso,195000,2,176
Principado de Asturias,Asturias,Piso,49000,3,77
Principado de Asturias,Asturias,Piso,588000,3,165
Principado de Asturias,Asturias,Piso,400000,5,92
Principado de Asturias,Asturias,Piso,123000,1,90
Principado de Asturias,Asturias,Casa Rural,750000,8,62
Principado de Asturias,Asturias,Piso,360000,4,100
Principado de Asturias,Asturias,Piso,435000,3,313
Principado de Asturias,Asturias,Piso,89000,2,233
Principado de Asturias,Asturias,Piso,98500,3,120
Principado de Asturias,Asturias,Piso,29000,2,301
Principado de Asturias,Asturias,Piso,364900,3,257
Principado de Asturias,Asturias,Piso,245000,2,231
Principado de Asturias,Asturias,Chalet,250000,2,280
Principado de Asturias,Asturias,Piso,230000,3,52
Principado de Asturias,Asturias,Chalet,265000,3,214
Principado de Asturias,Asturias,Piso,69800,1,239
Principado de Asturias,Asturias,Duplex,360000,3,67
Principado de Asturias,Asturias,Duplex,175000,3,83
Principado de Asturias,Asturias,Piso,143000,3,66
Principado de Asturias,Asturias,Piso,69000,1,89
Principado de Asturias,Asturias,Chalet,495000,3,346
Principado de Asturias,Asturias,Piso,99500,3,71
Principado de Asturias,Asturias,Piso,230000,3,119
Principado de Asturias,Asturias,Piso,185000,3,85
Principado de Asturias,Asturias,Piso,105000,3,216
Principado de Asturias,Asturias,Piso,330000,4,100
Principado de Asturias,Asturias,Piso,112000,3,75
Principado de Asturias,Asturias,Chalet,165000,3,100
Principado de Asturias,Asturias,Chalet,690000,3,285
Principado de Asturias,Asturias,Piso,165000,3,110
Principado de Asturias,Asturias,Piso,59000,3,110
Principado de Asturias,Asturias,Piso,280000,5,67
Principado de Asturias,Asturias,Piso,209000,3,92
Principado de Asturias,Asturias,Chalet,279900,5,297
Principado de Asturias,Asturias,Chalet,268000,4,262
Principado de Asturias,Asturias,Piso,360000,4,266
Principado de Asturias,Asturias,Piso,160000,3,53
Principado de Asturias,Asturias,Piso,198000,2,296
Principado de Asturias,Asturias,Piso,185000,3,99
Principado de Asturias,Asturias,Piso,105000,1,276
Principado de Asturias,Asturias,Piso,385000,3,263
Principado de Asturias,Asturias,Piso,167000,3,274
Principado de Asturias,Asturias,Piso,120000,2,93
Principado de Asturias,Asturias,Piso,69000,1,48
Principado de Asturias,Asturias,Piso,215000,2,106
Principado de Asturias,Asturias,Chalet,370000,4,200
Principado de Asturias,Asturias,Chalet,425000,6,69
Principado de Asturias,Asturias,Chalet,146000,2,67
Principado de Asturias,Asturias,Piso,190000,2,379
Principado de Asturias,Asturias,Piso,160000,3,359
Principado de Asturias,Asturias,Chalet,360000,5,276
Principado de Asturias,Asturias,Chalet,115000,4,47
Principado de Asturias,Asturias,Chalet,30000,4,91
Principado de Asturias,Asturias,Piso,340000,3,118
Principado de Asturias,Asturias,Piso,119000,2,290
Principado de Asturias,Asturias,Piso,158000,2,90
Principado de Asturias,Asturias,Piso,178000,3,180
Principado de Asturias,Asturias,Piso,138000,2,136
Principado de Asturias,Asturias,Piso,570000,5,108
Principado de Asturias,Asturias,Chalet,249900,3,351
Principado de Asturias,Asturias,Chalet,240000,3,205
Principado de Asturias,Asturias,Chalet,240000,4,74
Principado de Asturias,Asturias,Chalet,390000,2,77
Principado de Asturias,Asturias,Piso,149000,4,64
Principado de Asturias,Asturias,Piso,162000,3,222
Principado de Asturias,Asturias,Piso,140000,1,76
Principado de Asturias,Asturias,Piso,65000,3,62
Principado de Asturias,Asturias,Piso,120000,3,388
Principado de Asturias,Asturias,Casa Rural,79000,3,90
Principado de Asturias,Asturias,Piso,119000,2,255
Principado de Asturias,Asturias,Piso,490000,5,66
Principado de Asturias,Asturias,Piso,269000,3,100
Principado de Asturias,Asturias,Casa Rural,60000,2,373
Principado de Asturias,Asturias,Chalet,3450000,9,89
Principado de Asturias,Asturias,Piso,95000,1,247
Principado de Asturias,Asturias,Piso,250000,3,85
Principado de Asturias,Asturias,Piso,360000,4,251
Principado de Asturias,Asturias,Piso,375000,4,257
Principado de Asturias,Asturias,Piso,65000,1,99
Principado de Asturias,Asturias,Chalet,260000,8,66
Principado de Asturias,Asturias,Piso,219000,1,93
Principado de Asturias,Asturias,Chalet,85000,3,290
Principado de Asturias,Asturias,Piso,78000,3,77
Principado de Asturias,Asturias,Piso,90000,1,252
Principado de Asturias,Asturias,Chalet,725000,5,89
Principado de Asturias,Asturias,Piso,120000,2,376
Principado de Asturias,Asturias,Piso,135000,3,189
Principado de Asturias,Asturias,Piso,85000,4,88
Principado de Asturias,Asturias,Piso,125000,3,94
Principado de Asturias,Asturias,Piso,78000,2,391
Principado de Asturias,Asturias,Chalet,175000,5,280
Principado de Asturias,Asturias,Piso,388000,3,250
Principado de Asturias,Asturias,Duplex,210000,5,236
Principado de Asturias,Asturias,Chalet,57000,4,262
Principado de Asturias,Asturias,Piso,53000,3,91
Principado de Asturias,Asturias,Piso,73000,3,61
Principado de Asturias,Asturias,Piso,420000,3,118
Principado de Asturias,Asturias,Piso,164000,3,138
Principado de Asturias,Asturias,Piso,90000,3,274
Principado de Asturias,Asturias,Chalet,390000,4,88
Principado de Asturias,Asturias,Piso,165000,2,242
Principado de Asturias,Asturias,Chalet,295000,3,174
Principado de Asturias,Asturias,Ático,370000,3,250
Principado de Asturias,Asturias,Piso,249000,2,78
Principado de Asturias,Asturias,Piso,410000,4,78
Principado de Asturias,Asturias,Piso,295000,3,326
Principado de Asturias,Asturias,Piso,159000,3,158
