com. autonoma,provincia,descripción,precio,habitaciones,m²
Aragón,Huesca,Piso,160000,2,62
Aragón,Huesca,Piso,185000,3,79
Aragón,Huesca,Ático,315000,2,99
Aragón,Huesca,Piso,129000,3,94
Aragón,Huesca,Piso,149000,3,79
Aragón,Huesca,Dúplex,200000,3,69
Aragón,Huesca,Piso,120000,2,66
Aragón,Huesca,Ático,200000,2,77
Aragón,Huesca,Dúplex,110000,2,78
Aragón,Huesca,Dúplex,119000,1,52
Aragón,Huesca,Chalet,295000,7,600
Aragón,Huesca,Chalet,275000,4,160
Aragón,Huesca,Chalet,178000,3,100
Aragón,Huesca,Ático,300000,4,115
Aragón,Huesca,Chalet,257000,4,160
Aragón,Huesca,Ático,570000,3,130
Aragón,Huesca,Chalet,270000,3,170
Aragón,Huesca,Piso,190000,4,107
Aragón,Huesca,Chalet,790000,5,268
Aragón,Huesca,Chalet,329000,4,232
Aragón,Huesca,Ático,335000,3,100
Aragón,Huesca,Piso,185000,2,70
Aragón,Huesca,Ático,259000,4,120
Aragón,Huesca,Chalet,185000,3,230
Aragón,Huesca,Casa,127000,3,180
Aragón,Huesca,Dúplex,250000,2,62
Aragón,Huesca,Casa,399000,6,350
Aragón,Huesca,Piso,233000,2,65
Aragón,Huesca,Ático,350000,3,90
Aragón,Huesca,Piso,130000,1,30
Aragón,Huesca,Piso,57000,1,48
Aragón,Huesca,Piso,158000,3,96
Aragón,Huesca,Chalet,575000,4,195
Aragón,Huesca,Piso,270000,4,167
Aragón,Huesca,Piso,144500,3,90
Aragón,Huesca,Chalet,106000,5,168
Aragón,Huesca,Ático,65000,2,118
Aragón,Huesca,Chalet,119000,4,175
Aragón,Huesca,Chalet,420000,5,407
Aragón,Huesca,Dúplex,130000,2,103
Aragón,Huesca,Ático,305000,3,94
Aragón,Huesca,Piso,229000,2,82
Aragón,Huesca,Piso,191500,3,86
Aragón,Huesca,Piso,1600000,1,250
Aragón,Huesca,Piso,199000,2,77
Aragón,Huesca,Piso,160000,2,73
Aragón,Huesca,Dúplex,239000,3,78
Aragón,Huesca,Dúplex,124900,3,140
Aragón,Huesca,Dúplex,145000,1,61
Aragón,Huesca,Chalet,875000,6,395
Aragón,Huesca,Chalet,34000,2,92
Aragón,Huesca,Piso,125000,3,100
Aragón,Huesca,Chalet,490000,4,206
Aragón,Huesca,Piso,330000,6,182
Aragón,Huesca,Piso,105000,2,68
Aragón,Huesca,Chalet,590000,7,568
Aragón,Huesca,Chalet,185000,3,226
Aragón,Huesca,Piso,135000,1,68
Aragón,Huesca,Chalet,350000,5,287
Aragón,Huesca,Ático,139000,1,47
Aragón,Huesca,Chalet,415000,5,299
Aragón,Huesca,Casa,225000,2,100
Aragón,Huesca,Piso,195000,2,72
Aragón,Huesca,Chalet,260000,4,128
Aragón,Huesca,Piso,200000,4,140
Aragón,Huesca,Chalet,950000,4,292
Aragón,Huesca,Chalet,300000,5,225
Aragón,Huesca,Piso,76000,3,96
Aragón,Huesca,Dúplex,294000,3,160
Aragón,Huesca,Piso,160000,2,68
Aragón,Huesca,Piso,89900,1,45
Aragón,Huesca,Casa,185000,6,228
Aragón,Huesca,Chalet,890000,7,450
Aragón,Huesca,Piso,157000,3,86
Aragón,Huesca,Piso,100000,3,85
Aragón,Huesca,Chalet,87000,3,97
Aragón,Huesca,Chalet,315000,4,181
Aragón,Huesca,Dúplex,235000,2,70
Aragón,Huesca,Ático,53000,0,28
Aragón,Huesca,Casa,135000,3,180
Aragón,Huesca,Dúplex,98000,1,92
Aragón,Huesca,Piso,157000,3,95
Aragón,Huesca,Piso,154900,2,109
Aragón,Huesca,Chalet,210000,5,315
Aragón,Huesca,Piso,151000,2,69
Aragón,Huesca,Piso,239000,3,103
Aragón,Huesca,Ático,90000,1,42
Aragón,Huesca,Casa,89900,1,288
Aragón,Huesca,Chalet,260000,4,187
Aragón,Huesca,Casa,280000,6,300
Aragón,Huesca,Casa,56000,3,156
Aragón,Huesca,Piso,220000,3,105
Aragón,Huesca,Chalet,260000,4,208
Aragón,Huesca,Chalet,370000,5,462
Aragón,Huesca,Finca,100000,2,90
Aragón,Huesca,Piso,238000,3,107
Aragón,Huesca,Piso,125000,4,130
Aragón,Huesca,Piso,233000,3,101
Aragón,Huesca,Chalet,65000,4,306
Aragón,Huesca,Dúplex,360000,3,158
Aragón,Huesca,Ático,95000,2,70
Aragón,Huesca,Dúplex,295000,4,82
Aragón,Huesca,Chalet,195000,2,99
Aragón,Huesca,Chalet,110000,2,117
Aragón,Huesca,Chalet,80000,6,235
Aragón,Huesca,Chalet,1200000,5,450
Aragón,Huesca,Piso,130000,3,99
Aragón,Huesca,Piso,99000,1,40
Aragón,Huesca,Piso,150000,3,86
Aragón,Huesca,Dúplex,248000,3,126
Aragón,Huesca,Casa,248000,5,228
Aragón,Huesca,Piso,179000,2,71
Aragón,Huesca,Dúplex,150000,2,79
Aragón,Huesca,Chalet,300000,5,596
Aragón,Huesca,Dúplex,115000,2,60
Aragón,Huesca,Casa,90000,10,466
Aragón,Huesca,Chalet,28900,4,344
Aragón,Huesca,Piso,115000,1,59
Aragón,Huesca,Chalet,309000,3,172
Aragón,Huesca,Finca,80000,1,50
Aragón,Huesca,Ático,120000,2,72
Aragón,Huesca,Piso,140000,3,101
Aragón,Huesca,Piso,155000,3,116
Aragón,Huesca,Chalet,150000,4,176
Aragón,Huesca,Chalet,173000,3,145
Aragón,Huesca,Chalet,88000,6,316
Aragón,Huesca,Chalet,209000,3,186
Aragón,Huesca,Dúplex,325000,4,300
Aragón,Huesca,Chalet,180000,6,544
Aragón,Huesca,Chalet,125000,4,181
Aragón,Huesca,Casa,155000,4,432
Aragón,Huesca,Casa,200000,1,120
Aragón,Huesca,Piso,39900,1,35
Aragón,Huesca,Casa,130000,4,190
Aragón,Huesca,Casa,186000,3,156
Aragón,Huesca,Piso,184900,3,80
Aragón,Huesca,Chalet,4500000,5,0
Aragón,Huesca,Chalet,180000,4,100
Aragón,Huesca,Piso,240000,2,75
Aragón,Huesca,Casa,87000,4,200
Aragón,Huesca,Finca,795000,5,416
Aragón,Huesca,Chalet,189000,5,330
Aragón,Huesca,Finca,134000,3,65
Aragón,Huesca,Chalet,490000,6,510
Aragón,Huesca,Casa,250000,0,680
Aragón,Huesca,Finca,280000,3,111
Aragón,Huesca,Piso,139000,1,41
Aragón,Huesca,Casa,330000,3,190
Aragón,Huesca,Chalet,319000,7,310
Aragón,Huesca,Caserón,93000,11,788
Aragón,Huesca,Chalet,260000,7,302
Aragón,Huesca,Chalet,35000,3,123
Aragón,Huesca,Ático,115000,1,50
Aragón,Huesca,Casa,330000,5,422
Aragón,Huesca,Casa,75000,3,200
Aragón,Huesca,Piso,166000,2,75
Aragón,Huesca,Chalet,120000,2,70
Aragón,Huesca,Chalet,130000,3,165
Aragón,Huesca,Estudio,47000,0,24
Aragón,Huesca,Chalet,195000,3,200
Aragón,Huesca,Casa,127000,3,250
Aragón,Huesca,Piso,170000,1,56
Aragón,Huesca,Dúplex,230000,4,108
Aragón,Huesca,Casa,150000,5,500
Aragón,Huesca,Piso,38000,1,42
Aragón,Huesca,Estudio,110000,0,45
Aragón,Huesca,Dúplex,660000,3,100
Aragón,Huesca,Piso,310000,4,154
Aragón,Huesca,Chalet,420000,10,800
Aragón,Huesca,Finca,77000,1,900
Aragón,Huesca,Dúplex,102500,2,79
Aragón,Huesca,Piso,165000,2,85
Aragón,Huesca,Chalet,175000,3,186
Aragón,Huesca,Dúplex,109900,2,56
Aragón,Huesca,Chalet,50000,3,180
Aragón,Huesca,Chalet,330000,3,259
Aragón,Huesca,Piso,260000,4,220
Aragón,Huesca,Chalet,48000,3,158
Aragón,Huesca,Chalet,40000,5,303
Aragón,Huesca,Finca,250000,4,347
Aragón,Huesca,Piso,169000,2,95
Aragón,Huesca,Chalet,1000000,4,500
Aragón,Huesca,Chalet,80000,8,186
Aragón,Huesca,Chalet,520000,4,150
Aragón,Huesca,Dúplex,172000,2,75
Aragón,Huesca,Chalet,415000,5,256
Aragón,Huesca,Piso,279000,6,198
Aragón,Huesca,Chalet,325000,5,290
Aragón,Huesca,Chalet,210000,5,382
Aragón,Huesca,Casa,120000,4,160
