com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla-La Mancha,Ciudad Real,Ático,91000,3,136
Castilla-La Mancha,Ciudad Real,Piso,149850,2,94
Castilla-La Mancha,Ciudad Real,Piso,75000,3,108
Castilla-La Mancha,Ciudad Real,Chalet,400000,3,300
Castilla-La Mancha,Ciudad Real,Piso,249900,4,114
Castilla-La Mancha,Ciudad Real,Chalet,425000,4,553
Castilla-La Mancha,Ciudad Real,Chalet,170000,6,221
Castilla-La Mancha,Ciudad Real,Estudio,43000,0,38
Castilla-La Mancha,Ciudad Real,Piso,67900,3,93
Castilla-La Mancha,Ciudad Real,Piso,85000,3,83
Castilla-La Mancha,Ciudad Real,Piso,75000,3,78
Castilla-La Mancha,Ciudad Real,Chalet,102000,3,326
Castilla-La Mancha,Ciudad Real,Chalet,385000,9,458
Castilla-La Mancha,Ciudad Real,Piso,105000,2,75
Castilla-La Mancha,Ciudad Real,Chalet,49900,4,145
Castilla-La Mancha,Ciudad Real,Chalet,229000,5,110
Castilla-La Mancha,Ciudad Real,Piso,94000,4,120
Castilla-La Mancha,Ciudad Real,Piso,142000,3,91
Castilla-La Mancha,Ciudad Real,Piso,128000,3,98
Castilla-La Mancha,Ciudad Real,Piso,81500,3,118
Castilla-La Mancha,Ciudad Real,Piso,134000,3,108
Castilla-La Mancha,Ciudad Real,Piso,140000,2,71
Castilla-La Mancha,Ciudad Real,Piso,54900,3,105
Castilla-La Mancha,Ciudad Real,Piso,90000,4,101
Castilla-La Mancha,Ciudad Real,Dúplex,20000,2,80
Castilla-La Mancha,Ciudad Real,Piso,135000,2,90
Castilla-La Mancha,Ciudad Real,Piso,53800,2,77
Castilla-La Mancha,Ciudad Real,Piso,73000,3,79
Castilla-La Mancha,Ciudad Real,Chalet,75000,3,69
Castilla-La Mancha,Ciudad Real,Piso,62000,2,75
Castilla-La Mancha,Ciudad Real,Piso,126999,2,78
Castilla-La Mancha,Ciudad Real,Piso,129000,2,80
Castilla-La Mancha,Ciudad Real,Piso,130000,3,135
Castilla-La Mancha,Ciudad Real,Piso,50000,3,89
Castilla-La Mancha,Ciudad Real,Piso,74900,3,100
Castilla-La Mancha,Ciudad Real,Piso,45000,4,110
Castilla-La Mancha,Ciudad Real,Chalet,55000,5,330
Castilla-La Mancha,Ciudad Real,Piso,115000,3,116
Castilla-La Mancha,Ciudad Real,Piso,149000,4,100
Castilla-La Mancha,Ciudad Real,Piso,59100,3,96
Castilla-La Mancha,Ciudad Real,Piso,55000,3,98
Castilla-La Mancha,Ciudad Real,Chalet,140000,3,200
Castilla-La Mancha,Ciudad Real,Piso,58000,3,85
Castilla-La Mancha,Ciudad Real,Chalet,105000,7,263
Castilla-La Mancha,Ciudad Real,Ático,80000,2,74
Castilla-La Mancha,Ciudad Real,Casa,215000,4,280
Castilla-La Mancha,Ciudad Real,Chalet,189000,4,310
Castilla-La Mancha,Ciudad Real,Piso,112000,2,80
Castilla-La Mancha,Ciudad Real,Chalet,180000,4,200
Castilla-La Mancha,Ciudad Real,Chalet,300000,6,335
Castilla-La Mancha,Ciudad Real,Piso,99900,3,100
Castilla-La Mancha,Ciudad Real,Piso,89900,3,90
Castilla-La Mancha,Ciudad Real,Estudio,78000,0,65
