com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Soria,Casa,185000,5,373
Castilla y León,Soria,Chalet,359000,4,300
Castilla y León,Soria,Casa,80000,0,240
Castilla y León,Soria,Chalet,80000,8,345
Castilla y León,Soria,Piso,115000,3,91
Castilla y León,Soria,Piso,85000,3,120
Castilla y León,Soria,Piso,264000,4,140
Castilla y León,Soria,Dúplex,139000,3,280
Castilla y León,Soria,Piso,120000,5,159
Castilla y León,Soria,Chalet,75000,4,252
Castilla y León,Soria,Piso,125000,3,76
Castilla y León,Soria,Casa,149000,4,250
Castilla y León,Soria,Piso,80000,7,218
Castilla y León,Soria,Piso,85000,2,88
Castilla y León,Soria,Piso,50000,2,80
Castilla y León,Soria,Chalet,690000,5,227
Castilla y León,Soria,Casa,16000,4,450
Castilla y León,Soria,Chalet,224000,4,212
Castilla y León,Soria,Piso,224000,3,109
Castilla y León,Soria,Piso,396000,4,129
Castilla y León,Soria,Piso,75000,4,380
Castilla y León,Soria,Piso,127000,5,106
Castilla y León,Soria,Chalet,395000,5,376
Castilla y León,Soria,Piso,235000,5,180
Castilla y León,Soria,Ático,359000,3,152
Castilla y León,Soria,Chalet,115000,5,147
Castilla y León,Soria,Casa,135000,4,180
Castilla y León,Soria,Piso,170000,4,118
Castilla y León,Soria,Piso,129000,4,108
Castilla y León,Soria,Piso,40000,3,80
Castilla y León,Soria,Caserón,690000,5,379
Castilla y León,Soria,Casa,150000,6,562
Castilla y León,Soria,Piso,19000,1,45
Castilla y León,Soria,Piso,132000,3,92
Castilla y León,Soria,Ático,80000,1,71
Castilla y León,Soria,Chalet,170000,5,426
Castilla y León,Soria,Piso,77100,2,71
Castilla y León,Soria,Piso,187000,3,129
Castilla y León,Soria,Caserón,390000,4,480
Castilla y León,Soria,Piso,113000,3,74
Castilla y León,Soria,Piso,126000,4,106
Castilla y León,Soria,Chalet,48000,5,115
Castilla y León,Soria,Piso,62000,3,98
Castilla y León,Soria,Caserón,298000,4,400
Castilla y León,Soria,Piso,76000,3,77
Castilla y León,Soria,Piso,400000,3,161
Castilla y León,Soria,Piso,510000,4,207
Castilla y León,Soria,Finca,350000,9,527
Castilla y León,Soria,Piso,189000,3,137
Castilla y León,Soria,Chalet,830000,9,320
Castilla y León,Soria,Piso,230000,3,109
Castilla y León,Soria,Chalet,340000,5,390
Castilla y León,Soria,Ático,95000,2,68
Castilla y León,Soria,Piso,140000,4,117
Castilla y León,Soria,Casa,240000,9,300
Castilla y León,Soria,Piso,135000,2,78
Castilla y León,Soria,Chalet,40000,4,220
Castilla y León,Soria,Piso,126000,3,81
Castilla y León,Soria,Palacio,3000000,1,7
Castilla y León,Soria,Piso,520000,4,207
Castilla y León,Soria,Piso,125000,2,56
Castilla y León,Soria,Piso,275000,5,125
Castilla y León,Soria,Piso,135000,2,70
Castilla y León,Soria,Piso,73000,3,103
Castilla y León,Soria,Casa,26000,3,160
Castilla y León,Soria,Chalet,65000,6,149
Castilla y León,Soria,Piso,30000,3,100
Castilla y León,Soria,Piso,209000,2,89
Castilla y León,Soria,Chalet,425000,5,347
Castilla y León,Soria,Ático,159000,2,95
Castilla y León,Soria,Piso,112000,3,89
Castilla y León,Soria,Piso,49500,3,90
Castilla y León,Soria,Casa,90000,5,393
Castilla y León,Soria,Piso,380000,3,156
Castilla y León,Soria,Casa,180000,3,264
Castilla y León,Soria,Chalet,325000,4,180
Castilla y León,Soria,Piso,90000,3,101
Castilla y León,Soria,Piso,480000,4,195
Castilla y León,Soria,Chalet,239000,3,180
Castilla y León,Soria,Casa,140000,3,183
Castilla y León,Soria,Piso,80000,5,142
Castilla y León,Soria,Chalet,115000,4,300
Castilla y León,Soria,Piso,165000,2,88
Castilla y León,Soria,Casa,10000,4,300
Castilla y León,Soria,Piso,151000,3,111
Castilla y León,Soria,Piso,485000,4,184
Castilla y León,Soria,Piso,188000,3,138
Castilla y León,Soria,Chalet,175000,8,274
Castilla y León,Soria,Piso,69000,2,64
Castilla y León,Soria,Casa,85000,4,156
Castilla y León,Soria,Casa,49000,4,200
Castilla y León,Soria,Chalet,390000,4,326
Castilla y León,Soria,Piso,80000,2,87
Castilla y León,Soria,Casa,260000,7,502
Castilla y León,Soria,Piso,142000,2,80
Castilla y León,Soria,Casa,390000,9,664
Castilla y León,Soria,Chalet,359000,4,366
Castilla y León,Soria,Piso,120000,1,54
Castilla y León,Soria,Piso,105000,2,70
Castilla y León,Soria,Piso,229000,3,117
Castilla y León,Soria,Chalet,450000,4,411
Castilla y León,Soria,Piso,480000,4,194
Castilla y León,Soria,Chalet,595000,4,386
