com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Salamanca,Piso,148000,3,80
Castilla y León,Salamanca,Piso,422000,4,160
Castilla y León,Salamanca,Piso,115000,2,75
Castilla y León,Salamanca,Piso,259000,5,145
Castilla y León,Salamanca,Piso,147000,3,70
Castilla y León,Salamanca,Piso,165000,4,97
Castilla y León,Salamanca,Ático,245000,3,125
Castilla y León,Salamanca,Piso,80300,2,80
Castilla y León,Salamanca,Piso,95,1,55
Castilla y León,Salamanca,Piso,330000,4,95
Castilla y León,Salamanca,Piso,258000,4,104
Castilla y León,Salamanca,Estudio,105000,0,40
Castilla y León,Salamanca,Piso,145,3,100
Castilla y León,Salamanca,Piso,229900,3,110
Castilla y León,Salamanca,Piso,149000,3,100
Castilla y León,Salamanca,Ático,210000,3,81
Castilla y León,Salamanca,Piso,270000,3,109
Castilla y León,Salamanca,Piso,365000,4,132
Castilla y León,Salamanca,Piso,120000,3,86
Castilla y León,Salamanca,Ático,415000,4,120
Castilla y León,Salamanca,Piso,355000,3,125
Castilla y León,Salamanca,Ático,145000,4,120
Castilla y León,Salamanca,Piso,207000,5,133
Castilla y León,Salamanca,Piso,295000,2,85
Castilla y León,Salamanca,Piso,94,2,68
Castilla y León,Salamanca,Piso,180000,1,65
Castilla y León,Salamanca,Piso,68000,3,94
Castilla y León,Salamanca,Ático,520000,3,97
Castilla y León,Salamanca,Piso,142000,3,95
Castilla y León,Salamanca,Chalet,70000,3,90
Castilla y León,Salamanca,Piso,145000,2,64
Castilla y León,Salamanca,Piso,275000,3,116
Castilla y León,Salamanca,Piso,115000,1,44
Castilla y León,Salamanca,Piso,150000,3,113
Castilla y León,Salamanca,Piso,199500,3,105
Castilla y León,Salamanca,Piso,365000,4,192
Castilla y León,Salamanca,Piso,195000,3,110
Castilla y León,Salamanca,Piso,295000,4,150
Castilla y León,Salamanca,Piso,164000,3,104
Castilla y León,Salamanca,Piso,495000,2,70
Castilla y León,Salamanca,Piso,98000,1,55
Castilla y León,Salamanca,Piso,149900,3,81
Castilla y León,Salamanca,Piso,235000,3,112
Castilla y León,Salamanca,Piso,330000,3,130
Castilla y León,Salamanca,Ático,151200,2,43
Castilla y León,Salamanca,Piso,179500,4,116
Castilla y León,Salamanca,Piso,194990,4,153
Castilla y León,Salamanca,Piso,69000,3,76
Castilla y León,Salamanca,Piso,310000,3,139
Castilla y León,Salamanca,Piso,220000,5,133
Castilla y León,Salamanca,Piso,100000,3,80
Castilla y León,Salamanca,Piso,239000,3,120
Castilla y León,Salamanca,Piso,158000,1,48
Castilla y León,Salamanca,Piso,369900,4,150
Castilla y León,Salamanca,Ático,475000,2,125
Castilla y León,Salamanca,Piso,195000,3,98
Castilla y León,Salamanca,Piso,119500,3,84
Castilla y León,Salamanca,Chalet,275000,5,304
Castilla y León,Salamanca,Chalet,165,3,90
Castilla y León,Salamanca,Piso,140000,1,54
Castilla y León,Salamanca,Piso,135000,3,72
Castilla y León,Salamanca,Piso,240000,4,135
Castilla y León,Salamanca,Piso,190000,3,90
Castilla y León,Salamanca,Piso,275000,4,109
Castilla y León,Salamanca,Piso,159900,1,43
Castilla y León,Salamanca,Piso,117,3,88
Castilla y León,Salamanca,Piso,130000,2,81
Castilla y León,Salamanca,Ático,1099000,4,338
Castilla y León,Salamanca,Piso,225000,4,110
Castilla y León,Salamanca,Dúplex,75000,1,72
Castilla y León,Salamanca,Chalet,110,3,90
Castilla y León,Salamanca,Piso,80000,3,65
Castilla y León,Salamanca,Piso,156,3,98
Castilla y León,Salamanca,Piso,126000,2,84
Castilla y León,Salamanca,Piso,97000,3,70
Castilla y León,Salamanca,Piso,120000,1,50
Castilla y León,Salamanca,Piso,293000,5,195
Castilla y León,Salamanca,Piso,105000,2,56
Castilla y León,Salamanca,Piso,115000,3,99
Castilla y León,Salamanca,Ático,790000,4,227
Castilla y León,Salamanca,Piso,495000,2,85
Castilla y León,Salamanca,Piso,119000,1,55
Castilla y León,Salamanca,Piso,725000,8,317
Castilla y León,Salamanca,Piso,225000,2,67
Castilla y León,Salamanca,Piso,200000,3,137
Castilla y León,Salamanca,Piso,349900,3,113
Castilla y León,Salamanca,Piso,255000,4,112
Castilla y León,Salamanca,Piso,287000,4,113
Castilla y León,Salamanca,Piso,270000,4,142
Castilla y León,Salamanca,Piso,168000,3,92
