com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Segovia,Chalet,423000,5,238
Castilla y León,Segovia,Piso,129000,2,89
Castilla y León,Segovia,Chalet,68000,6,236
Castilla y León,Segovia,Chalet,290000,3,172
Castilla y León,Segovia,Chalet,320000,4,166
Castilla y León,Segovia,Chalet,92000,3,220
Castilla y León,Segovia,Chalet,225000,3,165
Castilla y León,Segovia,Chalet,176900,5,180
Castilla y León,Segovia,Chalet,350000,4,396
Castilla y León,Segovia,Chalet,260000,5,241
Castilla y León,Segovia,Piso,199990,3,118
Castilla y León,Segovia,Chalet,349900,4,215
Castilla y León,Segovia,Casa,95000,6,169
Castilla y León,Segovia,Ático,155000,3,107
Castilla y León,Segovia,Piso,125000,3,144
Castilla y León,Segovia,Chalet,194000,3,390
Castilla y León,Segovia,Dúplex,145000,3,115
Castilla y León,Segovia,Chalet,275000,4,195
Castilla y León,Segovia,Chalet,280000,9,490
Castilla y León,Segovia,Chalet,199975,3,149
Castilla y León,Segovia,Ático,175000,1,90
Castilla y León,Segovia,Chalet,245000,6,235
Castilla y León,Segovia,Piso,140000,2,71
Castilla y León,Segovia,Chalet,520000,3,140
Castilla y León,Segovia,Piso,115000,3,74
Castilla y León,Segovia,Chalet,150000,5,142
Castilla y León,Segovia,Chalet,45000,2,100
Castilla y León,Segovia,Piso,65000,2,128
Castilla y León,Segovia,Chalet,225000,3,110
Castilla y León,Segovia,Chalet,209000,3,242
Castilla y León,Segovia,Chalet,455000,3,322
Castilla y León,Segovia,Chalet,420000,5,375
Castilla y León,Segovia,Chalet,250000,6,444
Castilla y León,Segovia,Chalet,215000,4,133
Castilla y León,Segovia,Chalet,109000,4,157
Castilla y León,Segovia,Piso,140000,3,126
Castilla y León,Segovia,Piso,55000,3,75
Castilla y León,Segovia,Piso,93000,2,55
Castilla y León,Segovia,Piso,116900,2,66
Castilla y León,Segovia,Piso,77000,3,90
Castilla y León,Segovia,Chalet,295000,5,204
Castilla y León,Segovia,Chalet,62000,5,155
Castilla y León,Segovia,Chalet,700000,3,332
Castilla y León,Segovia,Piso,32000,3,92
Castilla y León,Segovia,Chalet,319500,4,190
Castilla y León,Segovia,Piso,188000,2,80
Castilla y León,Segovia,Piso,115900,3,88
Castilla y León,Segovia,Chalet,2100000,5,786
Castilla y León,Segovia,Finca,3500000,8,800
Castilla y León,Segovia,Piso,200000,3,108
Castilla y León,Segovia,Dúplex,120000,3,86
Castilla y León,Segovia,Chalet,699000,3,430
Castilla y León,Segovia,Chalet,195000,3,136
Castilla y León,Segovia,Piso,77000,2,61
Castilla y León,Segovia,Ático,250000,3,135
Castilla y León,Segovia,Dúplex,360000,3,136
Castilla y León,Segovia,Piso,56300,2,83
Castilla y León,Segovia,Piso,35000,3,93
Castilla y León,Segovia,Chalet,255000,2,86
Castilla y León,Segovia,Piso,89000,3,91
Castilla y León,Segovia,Piso,124000,3,89
Castilla y León,Segovia,Ático,87000,1,65
Castilla y León,Segovia,Chalet,345000,3,260
Castilla y León,Segovia,Chalet,280000,6,211
Castilla y León,Segovia,Chalet,115000,2,78
Castilla y León,Segovia,Estudio,35000,0,35
Castilla y León,Segovia,Chalet,395000,6,396
Castilla y León,Segovia,Chalet,239900,3,128
Castilla y León,Segovia,Chalet,625000,6,205
Castilla y León,Segovia,Chalet,180000,3,165
Castilla y León,Segovia,Piso,95000,2,33
Castilla y León,Segovia,Piso,120000,2,72
Castilla y León,Segovia,Piso,82156,5,118
Castilla y León,Segovia,Chalet,450000,6,368
Castilla y León,Segovia,Chalet,220000,5,225
Castilla y León,Segovia,Chalet,210000,3,215
