com. autonoma,provincia,descripción,precio,habitaciones,m²
Aragón,Teruel,Piso,190000,5,176
Aragón,Teruel,Chalet,375000,4,205
Aragón,Teruel,Caserón,375000,6,541
Aragón,Teruel,Piso,175000,4,143
Aragón,Teruel,Chalet,69000,3,465
Aragón,Teruel,Chalet,118000,2,118
Aragón,Teruel,Chalet,59000,5,162
Aragón,Teruel,Chalet,145000,8,532
Aragón,Teruel,Chalet,148000,3,151
Aragón,Teruel,Chalet,17000,3,148
Aragón,Teruel,Chalet,39000,4,148
Aragón,Teruel,Casa,99500,5,165
Aragón,Teruel,Piso,110000,4,206
Aragón,Teruel,Chalet,85000,3,120
Aragón,Teruel,Piso,155000,1,119
Aragón,Teruel,Piso,135000,5,147
Aragón,Teruel,Piso,110000,3,73
Aragón,Teruel,Casa,35000,3,60
Aragón,Teruel,Piso,155000,4,145
Aragón,Teruel,Piso,135000,4,136
Aragón,Teruel,Piso,85000,3,60
Aragón,Teruel,Dúplex,265000,4,199
Aragón,Teruel,Ático,139000,1,50
Aragón,Teruel,Piso,69900,3,75
Aragón,Teruel,Casa,400000,5,100
Aragón,Teruel,Chalet,59807,3,165
Aragón,Teruel,Chalet,194000,4,179
Aragón,Teruel,Chalet,695000,8,509
Aragón,Teruel,Piso,123000,3,101
Aragón,Teruel,Piso,70000,1,72
Aragón,Teruel,Dúplex,99000,3,100
Aragón,Teruel,Casa,275000,16,695
Aragón,Teruel,Casa,67500,2,66
Aragón,Teruel,Chalet,55000,6,272
Aragón,Teruel,Chalet,110000,4,390
Aragón,Teruel,Chalet,45000,4,104
Aragón,Teruel,Chalet,145000,5,223
Aragón,Teruel,Piso,235000,4,160
Aragón,Teruel,Chalet,362500,9,452
Aragón,Teruel,Casa,450000,1,346
Aragón,Teruel,Chalet,850000,7,520
Aragón,Teruel,Casa,35000,4,217
Aragón,Teruel,Ático,85000,1,78
Aragón,Teruel,Casa,98000,3,240
Aragón,Teruel,Piso,89000,3,95
Aragón,Teruel,Casa,50000,6,226
Aragón,Teruel,Piso,177000,4,108
Aragón,Teruel,Piso,155000,4,96
Aragón,Teruel,Chalet,104000,2,120
Aragón,Teruel,Ático,72600,1,44
Aragón,Teruel,Piso,245000,3,110
Aragón,Teruel,Piso,74000,2,71
Aragón,Teruel,Piso,79000,2,67
Aragón,Teruel,Chalet,12000,4,282
Aragón,Teruel,Casa,129000,9,360
Aragón,Teruel,Piso,92000,2,73
Aragón,Teruel,Chalet,360000,10,485
Aragón,Teruel,Piso,166000,3,115
Aragón,Teruel,Cortijo,1400000,6,500
Aragón,Teruel,Piso,41100,2,58
Aragón,Teruel,Dúplex,135000,5,146
Aragón,Teruel,Piso,53000,2,65
Aragón,Teruel,Piso,185000,5,168
Aragón,Teruel,Piso,150000,3,98
Aragón,Teruel,Chalet,350000,5,517
Aragón,Teruel,Piso,140000,5,120
Aragón,Teruel,Chalet,79000,5,200
Aragón,Teruel,Chalet,135000,6,430
Aragón,Teruel,Finca,200000,5,280
Aragón,Teruel,Chalet,65000,1,528
Aragón,Teruel,Chalet,690000,6,668
Aragón,Teruel,Chalet,99000,4,231
Aragón,Teruel,Piso,115000,3,108
Aragón,Teruel,Piso,207000,3,131
Aragón,Teruel,Piso,78000,3,80
Aragón,Teruel,Piso,159000,3,97
Aragón,Teruel,Piso,235000,3,116
Aragón,Teruel,Chalet,280000,6,480
Aragón,Teruel,Finca,85000,6,419
Aragón,Teruel,Chalet,157500,6,333
Aragón,Teruel,Chalet,300000,4,164
Aragón,Teruel,Chalet,650000,7,941
Aragón,Teruel,Chalet,299000,4,264
Aragón,Teruel,Chalet,135000,8,492
Aragón,Teruel,Chalet,130000,8,343
Aragón,Teruel,Dúplex,310000,4,97
Aragón,Teruel,Casa,36000,3,103
Aragón,Teruel,Piso,45000,4,125
Aragón,Teruel,Chalet,410000,5,171
Aragón,Teruel,Casa,19000,10,623
Aragón,Teruel,Chalet,249000,6,325
Aragón,Teruel,Chalet,370000,6,642
Aragón,Teruel,Casa,120000,7,456
Aragón,Teruel,Chalet,429900,4,229
Aragón,Teruel,Casa,32000,3,177
Aragón,Teruel,Chalet,250000,17,337
Aragón,Teruel,Chalet,430900,4,229
Aragón,Teruel,Chalet,39000,4,176
Aragón,Teruel,Piso,299895,4,144
Aragón,Teruel,Piso,399000,5,200
Aragón,Teruel,Piso,145000,2,72
Aragón,Teruel,Piso,319875,4,144
Aragón,Teruel,Piso,260800,3,118
Aragón,Teruel,Dúplex,149000,2,103
Aragón,Teruel,Piso,318400,4,144
Aragón,Teruel,Dúplex,399000,5,200
Aragón,Teruel,Dúplex,129500,1,103
Aragón,Teruel,Piso,149000,2,94
Aragón,Teruel,Dúplex,139000,2,103
Aragón,Teruel,Chalet,120000,7,448
Aragón,Teruel,Chalet,14000,3,282
Aragón,Teruel,Casa,19000,5,204
Aragón,Teruel,Chalet,900000,5,376
