com. autonoma,provincia,descripción,precio,habitaciones,m²
Región de Murcia,Murcia,Piso,296800,3,75
Región de Murcia,Murcia,Duplex,233000,3,282
Región de Murcia,Murcia,Chalet,125000,3,298
Región de Murcia,Murcia,Piso,89900,3,310
Región de Murcia,Murcia,Casa Rural,83000,3,189
Región de Murcia,Murcia,Ático,856000,4,73
Región de Murcia,Murcia,Piso,119500,2,99
Región de Murcia,Murcia,Chalet,385000,3,399
Región de Murcia,Murcia,Chalet,149000,3,57
Región de Murcia,Murcia,Piso,79500,2,199
Región de Murcia,Murcia,Piso,140000,3,246
Región de Murcia,Murcia,Piso,400900,4,208
Región de Murcia,Murcia,Chalet,162000,2,87
Región de Murcia,Murcia,Chalet,125000,3,97
Región de Murcia,Murcia,Piso,92000,3,62
Región de Murcia,Murcia,Duplex,479300,4,50
Región de Murcia,Murcia,Piso,189900,3,76
Región de Murcia,Murcia,Piso,167000,2,376
Región de Murcia,Murcia,Chalet,265000,4,48
Región de Murcia,Murcia,Piso,669000,6,62
Región de Murcia,Murcia,Ático,248000,3,67
Región de Murcia,Murcia,Piso,150000,2,103
Región de Murcia,Murcia,Piso,180000,4,74
Región de Murcia,Murcia,Duplex,214000,4,357
Región de Murcia,Murcia,Piso,139000,3,63
Región de Murcia,Murcia,Ático,310000,2,298
Región de Murcia,Murcia,Estudio,98000,0,60
Región de Murcia,Murcia,Ático,319000,4,60
Región de Murcia,Murcia,Chalet,260000,4,86
Región de Murcia,Murcia,Chalet,160000,3,200
Región de Murcia,Murcia,Piso,149990,3,77
Región de Murcia,Murcia,Casa Rural,126000,3,66
Región de Murcia,Murcia,Chalet,149990,4,101
Región de Murcia,Murcia,Piso,180000,4,95
Región de Murcia,Murcia,Duplex,163900,3,80
Región de Murcia,Murcia,Chalet,233000,3,64
Región de Murcia,Murcia,Casa Rural,58000,4,108
Región de Murcia,Murcia,Piso,195000,3,195
Región de Murcia,Murcia,Piso,74000,2,87
Región de Murcia,Murcia,Ático,120000,2,111
Región de Murcia,Murcia,Chalet,980000,6,166
Región de Murcia,Murcia,Piso,149000,3,290
Región de Murcia,Murcia,Casa Rural,250000,4,64
Región de Murcia,Murcia,Chalet,250000,5,280
Región de Murcia,Murcia,Piso,174200,1,82
Región de Murcia,Murcia,Piso,63000,2,236
Región de Murcia,Murcia,Chalet,367500,3,381
Región de Murcia,Murcia,Piso,385000,4,104
Región de Murcia,Murcia,Piso,330000,2,87
Región de Murcia,Murcia,Chalet,20000,2,70
Región de Murcia,Murcia,Piso,268400,2,290
Región de Murcia,Murcia,Piso,109000,1,114
Región de Murcia,Murcia,Piso,289000,3,117
Región de Murcia,Murcia,Piso,380000,3,239
Región de Murcia,Murcia,Casa Rural,490000,6,354
Región de Murcia,Murcia,Chalet,199000,5,89
Región de Murcia,Murcia,Piso,150000,3,82
Región de Murcia,Murcia,Piso,81000,3,84
Región de Murcia,Murcia,Piso,149000,3,85
Región de Murcia,Murcia,Piso,185000,3,51
Región de Murcia,Murcia,Duplex,259000,4,250
Región de Murcia,Murcia,Ático,358050,4,55
Región de Murcia,Murcia,Piso,145100,3,161
Región de Murcia,Murcia,Piso,117000,2,116
Región de Murcia,Murcia,Piso,100000,4,102
Región de Murcia,Murcia,Piso,180000,3,81
Región de Murcia,Murcia,Chalet,695000,4,115
Región de Murcia,Murcia,Piso,100000,1,234
Región de Murcia,Murcia,Piso,120000,3,231
Región de Murcia,Murcia,Piso,460000,4,89
Región de Murcia,Murcia,Ático,298000,4,76
Región de Murcia,Murcia,Chalet,300000,3,99
Región de Murcia,Murcia,Piso,144600,3,78
Región de Murcia,Murcia,Duplex,189990,4,328
Región de Murcia,Murcia,Piso,475000,4,78
Región de Murcia,Murcia,Piso,215000,3,95
Región de Murcia,Murcia,Chalet,865000,4,256
Región de Murcia,Murcia,Piso,115000,3,287
Región de Murcia,Murcia,Piso,71000,3,91
Región de Murcia,Murcia,Piso,180000,4,75
Región de Murcia,Murcia,Piso,79000,3,60
Región de Murcia,Murcia,Piso,137000,3,59
