com. autonoma,provincia,descripción,precio,habitaciones,m²
Comunidad Valenciana,Castellón,Piso,139000,3,305
Comunidad Valenciana,Castellón,Piso,72500,2,107
Comunidad Valenciana,Castellón,Piso,190000,2,82
Comunidad Valenciana,Castellón,Piso,148000,3,55
Comunidad Valenciana,Castellón,Piso,51000,3,208
Comunidad Valenciana,Castellón,Piso,69000,2,68
Comunidad Valenciana,Castellón,Piso,285000,2,90
Comunidad Valenciana,Castellón,Chalet,199000,4,86
Comunidad Valenciana,Castellón,Piso,110000,3,430
Comunidad Valenciana,Castellón,Duplex,155000,2,87
Comunidad Valenciana,Castellón,Chalet,895000,7,69
Comunidad Valenciana,Castellón,Chalet,190000,3,62
Comunidad Valenciana,Castellón,Piso,65000,4,180
Comunidad Valenciana,Castellón,Piso,155000,3,239
Comunidad Valenciana,Castellón,Chalet,198000,4,326
Comunidad Valenciana,Castellón,Piso,106490,4,98
Comunidad Valenciana,Castellón,Piso,135000,4,281
Comunidad Valenciana,Castellón,Piso,118000,2,88
Comunidad Valenciana,Castellón,Chalet,335000,4,248
Comunidad Valenciana,Castellón,Chalet,480000,5,45
Comunidad Valenciana,Castellón,Duplex,160000,3,87
Comunidad Valenciana,Castellón,Chalet,390000,4,392
Comunidad Valenciana,Castellón,Piso,165000,4,200
Comunidad Valenciana,Castellón,Piso,215000,3,111
Comunidad Valenciana,Castellón,Ático,230000,4,85
Comunidad Valenciana,Castellón,Piso,135000,3,327
Comunidad Valenciana,Castellón,Chalet,600000,4,234
Comunidad Valenciana,Castellón,Piso,139000,5,79
Comunidad Valenciana,Castellón,Piso,149000,2,67
Comunidad Valenciana,Castellón,Chalet,62000,4,154
Comunidad Valenciana,Castellón,Casa Rural,275000,6,72
Comunidad Valenciana,Castellón,Ático,149000,3,82
Comunidad Valenciana,Castellón,Chalet,750000,6,290
Comunidad Valenciana,Castellón,Piso,85000,1,258
Comunidad Valenciana,Castellón,Piso,88000,2,74
Comunidad Valenciana,Castellón,Piso,170000,4,190
Comunidad Valenciana,Castellón,Chalet,155000,4,58
Comunidad Valenciana,Castellón,Piso,70000,1,266
Comunidad Valenciana,Castellón,Piso,85000,2,257
Comunidad Valenciana,Castellón,Duplex,50000,4,79
Comunidad Valenciana,Castellón,Piso,137500,2,290
Comunidad Valenciana,Castellón,Chalet,215000,3,164
Comunidad Valenciana,Castellón,Piso,77000,3,95
Comunidad Valenciana,Castellón,Piso,91500,4,100
Comunidad Valenciana,Castellón,Piso,150000,3,50
