com. autonoma,provincia,descripción,precio,habitaciones,m²
Andalucía,Málaga,Piso,369000,3,143
Andalucía,Málaga,Chalet,450000,4,221
Andalucía,Málaga,Piso,207000,2,50
Andalucía,Málaga,Piso,279900,2,93
Andalucía,Málaga,Chalet,2180000,3,303
Andalucía,Málaga,Piso,440000,3,110
Andalucía,Málaga,Chalet,339900,4,191
Andalucía,Málaga,Chalet,8500000,6,104
Andalucía,Málaga,Chalet,2995000,5,630
Andalucía,Málaga,Piso,1395000,3,183
Andalucía,Málaga,Piso,770000,3,254
Andalucía,Málaga,Chalet,1485000,4,395
Andalucía,Málaga,Chalet,1690000,6,424
Andalucía,Málaga,Chalet,594000,5,300
Andalucía,Málaga,Chalet,1980000,3,220
Andalucía,Málaga,Chalet,695000,2,70
Andalucía,Málaga,Chalet,2850000,5,535
Andalucía,Málaga,Dúplex,2200000,3,314
Andalucía,Málaga,Dúplex,695000,2,121
Andalucía,Málaga,Chalet,458000,3,230
Andalucía,Málaga,Chalet,1895000,5,565
Andalucía,Málaga,Chalet,1750000,4,392
Andalucía,Málaga,Chalet,5295000,5,742
Andalucía,Málaga,Ático,950000,3,170
Andalucía,Málaga,Piso,350000,2,101
Andalucía,Málaga,Chalet,925000,4,225
Andalucía,Málaga,Chalet,269900,4,120
Andalucía,Málaga,Chalet,600000,6,578
Andalucía,Málaga,Piso,249900,3,105
Andalucía,Málaga,Piso,345000,3,121
Andalucía,Málaga,Piso,370000,3,128
Andalucía,Málaga,Dúplex,289000,1,72
Andalucía,Málaga,Chalet,920000,5,456
Andalucía,Málaga,Piso,795000,3,174
Andalucía,Málaga,Chalet,375700,3,247
Andalucía,Málaga,Ático,950000,3,158
Andalucía,Málaga,Chalet,250000,2,98
Andalucía,Málaga,Chalet,440000,4,302
Andalucía,Málaga,Piso,253669,2,169
Andalucía,Málaga,Chalet,2590000,3,681
Andalucía,Málaga,Chalet,2750000,7,827
Andalucía,Málaga,Chalet,449000,5,153
Andalucía,Málaga,Piso,3200000,5,330
Andalucía,Málaga,Piso,601514,4,149
Andalucía,Málaga,Chalet,403276,3,140
Andalucía,Málaga,Piso,220912,2,72
Andalucía,Málaga,Piso,204000,2,106
Andalucía,Málaga,Dúplex,575000,3,143
Andalucía,Málaga,Piso,219000,2,60
Andalucía,Málaga,Piso,230000,3,104
Andalucía,Málaga,Chalet,389000,3,152
Andalucía,Málaga,Piso,315000,3,86
Andalucía,Málaga,Chalet,449000,3,180
Andalucía,Málaga,Chalet,359900,4,220
Andalucía,Málaga,Ático,259900,2,72
Andalucía,Málaga,Chalet,5750000,6,550
Andalucía,Málaga,Piso,630000,4,160
Andalucía,Málaga,Piso,210000,2,81
Andalucía,Málaga,Piso,415000,2,139
Andalucía,Málaga,Piso,350000,3,154
Andalucía,Málaga,Dúplex,420000,3,119
Andalucía,Málaga,Piso,995000,3,216
Andalucía,Málaga,Chalet,2500000,5,511
Andalucía,Málaga,Piso,530000,3,155
Andalucía,Málaga,Chalet,4450000,5,794
Andalucía,Málaga,Piso,699000,4,155
Andalucía,Málaga,Piso,1155000,6,190
Andalucía,Málaga,Ático,1650000,3,212
Andalucía,Málaga,Chalet,750000,7,400
Andalucía,Málaga,Piso,171570,2,139
Andalucía,Málaga,Dúplex,395000,3,160
Andalucía,Málaga,Chalet,650000,5,380
Andalucía,Málaga,Piso,162000,2,72
Andalucía,Málaga,Dúplex,230000,2,92
Andalucía,Málaga,Piso,374900,2,80
Andalucía,Málaga,Chalet,395000,3,195
Andalucía,Málaga,Chalet,1350000,4,244
Andalucía,Málaga,Piso,265000,2,115
Andalucía,Málaga,Chalet,875000,4,250
Andalucía,Málaga,Piso,164445,2,111
Andalucía,Málaga,Chalet,2150000,5,423
Andalucía,Málaga,Piso,750000,3,158
Andalucía,Málaga,Chalet,335000,6,200
Andalucía,Málaga,Chalet,799000,6,284
Andalucía,Málaga,Piso,575000,3,116
Andalucía,Málaga,Dúplex,630000,4,145
Andalucía,Málaga,Piso,345000,2,130
Andalucía,Málaga,Chalet,1990000,4,374
Andalucía,Málaga,Ático,650000,3,319
Andalucía,Málaga,Piso,1600000,2,128
Andalucía,Málaga,Chalet,1245000,4,522
Andalucía,Málaga,Piso,238000,2,112
Andalucía,Málaga,Dúplex,1280000,4,185
Andalucía,Málaga,Estudio,104900,0,45
Andalucía,Málaga,Chalet,859900,7,459
Andalucía,Málaga,Piso,147200,2,79
Andalucía,Málaga,Piso,540000,2,155
Andalucía,Málaga,Piso,790000,2,138
Andalucía,Málaga,Piso,335625,3,121
Andalucía,Málaga,Ático,550000,4,234
Andalucía,Málaga,Piso,830000,3,185
Andalucía,Málaga,Piso,995000,4,205
Andalucía,Málaga,Piso,220000,2,84
Andalucía,Málaga,Piso,1155000,6,201
Andalucía,Málaga,Chalet,590000,4,206
Andalucía,Málaga,Chalet,2350000,8,720
Andalucía,Málaga,Piso,495000,3,149
Andalucía,Málaga,Piso,650000,3,189
Andalucía,Málaga,Ático,629000,4,375
Andalucía,Málaga,Chalet,1600000,6,490
Andalucía,Málaga,Piso,660000,3,200
Andalucía,Málaga,Piso,240000,3,92
Andalucía,Málaga,Piso,450000,3,185
Andalucía,Málaga,Chalet,1475000,5,425
Andalucía,Málaga,Dúplex,555000,3,183
Andalucía,Málaga,Chalet,585000,3,157
Andalucía,Málaga,Piso,2200000,5,310
Andalucía,Málaga,Chalet,830000,4,310
Andalucía,Málaga,Piso,284000,3,126
Andalucía,Málaga,Chalet,3100000,6,440
Andalucía,Málaga,Chalet,1875000,4,442
Andalucía,Málaga,Ático,283000,2,74
Andalucía,Málaga,Piso,342475,2,105
Andalucía,Málaga,Piso,849000,5,180
Andalucía,Málaga,Piso,192300,2,93
Andalucía,Málaga,Chalet,2750000,4,514
Andalucía,Málaga,Ático,279990,3,148
Andalucía,Málaga,Piso,369000,4,139
Andalucía,Málaga,Dúplex,157915,2,63
Andalucía,Málaga,Piso,435000,2,116
Andalucía,Málaga,Chalet,550000,5,259
Andalucía,Málaga,Piso,382000,2,101
Andalucía,Málaga,Chalet,739000,3,355
Andalucía,Málaga,Piso,275000,3,103
Andalucía,Málaga,Piso,210000,3,90
Andalucía,Málaga,Chalet,425000,4,220
Andalucía,Málaga,Chalet,395000,4,100
Andalucía,Málaga,Chalet,1690000,4,469
Andalucía,Málaga,Ático,495000,3,243
Andalucía,Málaga,Chalet,850000,11,580
Andalucía,Málaga,Finca,490000,3,352
Andalucía,Málaga,Piso,205000,3,95
Andalucía,Málaga,Dúplex,985000,2,153
Andalucía,Málaga,Ático,265900,2,176
Andalucía,Málaga,Chalet,685000,3,280
