com. autonoma,provincia,descripción,precio,habitaciones,m²
Principado de Asturias,Asturias,Piso,244000,2,62
Principado de Asturias,Asturias,Chalet,670000,4,324
Principado de Asturias,Asturias,Piso,588000,3,165
Principado de Asturias,Asturias,Chalet,309000,4,395
Principado de Asturias,Asturias,Piso,259000,2,55
Principado de Asturias,Asturias,Piso,535000,6,103
Principado de Asturias,Asturias,Piso,168900,3,77
Principado de Asturias,Asturias,Piso,152000,2,61
Principado de Asturias,Asturias,Piso,249000,2,61
Principado de Asturias,Asturias,Piso,108000,3,229
Principado de Asturias,Asturias,Piso,150000,2,271
Principado de Asturias,Asturias,Piso,229000,3,317
Principado de Asturias,Asturias,Piso,185000,3,64
Principado de Asturias,Asturias,Piso,172500,3,98
Principado de Asturias,Asturias,Piso,480000,5,66
Principado de Asturias,Asturias,Piso,450000,2,68
Principado de Asturias,Asturias,Piso,450000,3,65
Principado de Asturias,Asturias,Chalet,395000,3,287
Principado de Asturias,Asturias,Duplex,179000,2,162
Principado de Asturias,Asturias,Piso,178000,3,201
Principado de Asturias,Asturias,Chalet,500000,7,269
Principado de Asturias,Asturias,Duplex,225000,3,319
Principado de Asturias,Asturias,Chalet,990000,3,499
Principado de Asturias,Asturias,Piso,125000,3,251
Principado de Asturias,Asturias,Piso,260000,3,210
Principado de Asturias,Asturias,Piso,154000,3,168
Principado de Asturias,Asturias,Piso,380000,4,382
Principado de Asturias,Asturias,Piso,420000,4,216
Principado de Asturias,Asturias,Ático,399000,3,284
Principado de Asturias,Asturias,Piso,298000,3,358
Principado de Asturias,Asturias,Piso,239000,4,75
Principado de Asturias,Asturias,Piso,90000,1,85
Principado de Asturias,Asturias,Piso,180000,3,73
Principado de Asturias,Asturias,Chalet,680000,5,87
Principado de Asturias,Asturias,Piso,104900,3,93
Principado de Asturias,Asturias,Piso,113000,3,60
Principado de Asturias,Asturias,Piso,270000,3,81
Principado de Asturias,Asturias,Chalet,690000,4,100
Principado de Asturias,Asturias,Piso,123000,3,94
Principado de Asturias,Asturias,Piso,109000,3,68
Principado de Asturias,Asturias,Piso,209000,2,109
Principado de Asturias,Asturias,Chalet,800000,7,166
Principado de Asturias,Asturias,Piso,259000,3,216
Principado de Asturias,Asturias,Piso,226000,2,250
Principado de Asturias,Asturias,Chalet,449900,5,324
