Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle Obispo Cuadrillero,89500,3
Piso,Caridad,280000,4
Chalet,Calle de Juan Álvarez Posadilla 24,149000,3
Piso,Centro Ciudad,169000,3
Piso,Avenida de Asturias,115000,3
Duplex,Crucero- Pinilla,395000,5
Piso,La Chantría- La Lastra,450000,3
Piso,Las Ventas,95500,2
Piso,San Mamés- La Palomera,123000,3
Piso,Av. Quevedo,395000,5
Piso,Avenida Ordoño II 39,335000,4
Piso,ALFAGEME,153000,3
Piso,Avenida del Párroco Pablo Díez 60,89900,3
Chalet,Calle Juan Fernández García 3,349900,7
Piso,Calle de San Guillermo,85000,3
Piso,Plaza Sira San Pedro,84000,2
Chalet,Calle el Viso,1100000,4
Piso,Calle Colón,169000,4
Piso,Plaza Mayor,99000,2
Chalet,Carretera de Onamio 19,54000,4
Chalet,Calle Del Castro 14,114997,3
Chalet,Vista Alegre 125,180000,4
Piso,Calle Obispo Osmundo,99900,4
Chalet,Avenida de la constitucion 13,125000,4
Piso,Calle Eladia Baylina 2,116990,3
Chalet,Urbanización Monte León 63,200000,3
Piso,Calle de Ramiro II 1,338850,4
Chalet,Calle Eras 19,115000,6
Piso,Ronda Norte 26,139500,3
Chalet,Avenida FLORENCIO AGUSTIN DIEZ 5,150000,3
Piso,Calle Luciana Fernández 12,166000,3
Piso,Avenida Ángel Pestaña 11,76000,4
Ático,Calle Juan Madrazo 7,340000,4
Piso,San Mamés- La Palomera,153000,3
Piso,San Esteban,119900,2
Chalet,La Robla,99900,5
Piso,Calle Medul,160000,2
Piso,Via Nueva 6,129000,3
Chalet,Los campos 10,158000,4
Piso,Avenida reyes catolicos 46,135000,3
Piso,Adriano Curiel,145000,3
Piso,Avenida reyes catolicos 46,135000,3
Piso,Calle Ortega y Gasset,77000,4
Chalet,Calle Selmo,165000,4
Chalet,Avenida el Canal,199900,6
Piso,Calle Diego Antonio Gonzalez 5,127000,2
Piso,Avenida Príncipe de Asturias,235000,3
Chalet,C. Rey Sancho s/n,152500,3
Chalet,Calle Escipión,235000,3
Piso,Plaza la Inmaculada,373500,4
Piso,Avenida República Argentina,349500,5
Chalet,887820951,Travesía EL CEMBO 1,109500
Piso,Calle Cinco de Octubre,369000,3
Piso,Zona Alta,89000,3
Chalet,Calle Peña Ubiña,398500,4
Chalet,Calle Rey Fernando I,279000,4
Chalet,Buganvilla,330000,4
Chalet,Calle Centauro,210000,4
Piso,Calle Caridad,280000,4
Piso,Avenida Padre Isla s/n,203519,3
Piso,Calle Cinco de Octubre,369000,3
Piso,Calle la Luna,94500,3
Chalet,Villaquilambre,249000,4
Piso,Zona Alta,86000,3
Chalet,Urbanizacion el Montico 72,395000,4
Chalet,Garrafe de Torio,205000,4
Chalet,Avenida Galicia 178,189000,3
Piso,Camino de Santiago,199000,3
Chalet,Calle Cimadevilla 91,65000,4
Chalet,Sariegos,189000,4
Piso,Calle Maestros Cantores,140000,4
Chalet,Valdefresno,185000,3
Piso,Calle Víctor de los Ríos,106000,3
Piso,Calle Nalón,145000,3
Piso,Calle Santa Ana,133100,4
Chalet,Calle La Vallina,425000,4
Piso,Avenida del Párroco Pablo Díez 60,69900,3
Chalet,Calle Tizona,179000,4
Chalet,Calle ESTOCOLMO,315000,4
Casa Rural,Carretera le-5204 200,70000,6
Chalet,Paseo de Ronda,269000,5
Duplex,Zona Alta,59000,2
Chalet,Calle San Julián,50000,4
Piso,Avenida de La Lastra 22,131000,3
Piso,Calle Federico Echevarría,129000,3
Piso,Laura de los Ríos,130000,3
Casa Rural,Calle Real-Rv,54000,4
Chalet,Urbanización Vega de Eras,499995,4
Chalet,Plaza las Eras,80000,6
Piso,Calle Peña Labra,125000,3
Piso,Avenida Padre Isla,203519,3
Chalet,Villasabariego,129000,3
Piso,Centro,89900,4
Piso,Calle La Iglesia s/n,89000,3
Chalet,Blas Sierra 30,68500,4
Chalet,Sariegos,328000,4
Piso,Calle Cofradía del Ciento,80000,1
Piso,Alcón 5,107000,2
Piso,Calle las Huertas 1,37000,3
Duplex,Calle el Caño 5,99995,3
Piso,Calle Alfonso de la Cerda,229990,4
Piso,Gran Vía de San Marcos,265000,3
Chalet,Camino Montejos,188000,3
Chalet,Calle Polideportivo 10,450000,6
Piso,Calle Palomera,149500,2
Piso,Avenida del Padre Isla,179000,4
Chalet,Calle Rey Fernando I,295000,4
Piso,Calle El Oro,37500,3
Chalet,URBANIZACION LA ATALAYA 11,450000,6
Ático,Calle Luis Salvador Carmona,429995,6
Piso,Avenida del Padre Isla,80000,2
Piso,Avenida del Párroco Pablo Díez,110000,3
Chalet,Calle El Río (Peneledo),82000,5
Piso,Calle Pérez Galdós,49995,2
Chalet,Calle Espinazo de Cal,87500,3
Chalet,Calle Escipión,234995,4
Piso,Calle San Isidro,109000,2
Piso,Calle Ildefonso Fierro Ordóñez,135000,2
Duplex,Calle Maestro Nicolás,217500,6
Ático,Calle Presa Cerrajera,127500,3
Piso,Avenida del Padre Isla,179000,4
Duplex,Calle Maestro Nicolás,217500,6
Chalet,Carretera Vilecha-Tr,138000,5
Casa Rural,los Bayos (Peñalba de los Cilleros),70000,5
Piso,Calle José Muñiz Rodríguez,64500,2
Piso,Calle Peña Labra,120000,2
Piso,Avenida de Portugal,135000,3
Piso,Calle Juan Ferreras,43000,2
Chalet,Calle Iglesia,105000,3
Chalet,Calle Ocho de Marzo,193995,4
Piso,Calle Relojero Losada,50000,2
Piso,Calle Santisteban y Osorio,175000,2
Piso,Avenida Fernandez Ladreda,50000,3
Piso,Calle Órbigo,45000,3
Piso,Calle Arquitecto Torbado,210000,3
Piso,Vía,80000,2
Chalet,Calle las Carrizas,159995,3
Chalet,Calle Carretera,34000,3
Chalet,Vía,39995,4
Piso,Avenida Fernandez Ladreda,52500,3
Piso,Calle de Astorga,85000,1
Piso,Calle Peña Trevinca,149900,3
Piso,Avenida Facultad de Veterinaria,210000,6
Piso,Calle San Agustín,325000,4
Piso,Calle Cipriano de la Huerga,127495,4
Chalet,Calle de Fáfilas,159995,6
Piso,Avenida de Antibióticos,90000,2
Piso,Avenida Fernandez Ladreda,125000,2
Chalet,Avenida Constitución,55000,4
Duplex,Calle Marqués de Fontiyuelo,220000,4
Piso,Avenida República Argentina,159900,5
Chalet,Valdealcon,242000,6
Chalet,Calle Casa de Asturias,424500,5
Chalet,Calle de Gregorio Hernández,390000,5
Chalet,Carretera León-Collanzo,175000,3
Chalet,Avenida el Romeral,95000,4
Piso,Calle Marcelino Elosúa,240000,4
Piso,Calle Dama de Arintero,134995,3
Chalet,Calle del Ferrocarril,30000,1
Piso,Calle de Agustín Alfageme,69900,2
Piso,Avenida Fernandez Ladreda,50000,3
Piso,Avenida de la Cemba 5,75900,4
Piso,Avenida Padre Isla s/n,83000,3
Piso,Calle Nicaragua 6,94000,2
Piso,Avenida de la Puebla 6,99000,4
Piso,Calle Gómez Salazar 1,119500,3
Chalet,Travesía Gómez Núñez 16,86000,2
Piso,Calle Lago de Carucedo 18,68500,3
Piso,Calle Blanca Balboa 14,47000,3
Piso,Calle Anselmo Carretero s/n,190000,3
Piso,Avenida José Valgoma Suárez 40,19000,3
Chalet,La Antigua,195000,4
Piso,Avenida España 38,60000,4
Piso,huertas 24,79000,3
Chalet,SAN JOSE,130900,3
Chalet,Calle Barrio Nuevo 123,52000,3
Chalet,Calle Herreria 53,179900,3
Piso,Calle Colada 4,95000,2
Piso,Calle San José 2,66000,4
Piso,Calle Revolvedero 7,95000,2
Piso,Ronda Norte 26,149000,3
Chalet,Calleja Presa del Molino Vn 5,279000,2
Chalet,Pasaje Jaén 11,49900,7
Piso,Calle Lago de Carucedo 4,88000,3
Piso,Calle Cipriano de la Huerga 24,106000,4
Piso,Calle Juan Ramón Jiménez 1,78000,2
Piso,Calle Lucerna 23,65000,3
Piso,Calle Juan de Lama 3,84978,4
Casa Rural,Calle Pozaco 17,125000,3
Chalet,Calle el Gatinal 30,181000,6
Piso,Calle San Valerio 35,105000,3
