Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Paseo Santa María de la Cabeza,349900,5
Piso,Calle Banderas de Castilla 11,245000,3
Chalet,Carretera Burgohondo,599000,7
Chalet,Calle Gloria fuerte 37  39,514500,4
Piso,Calle Capitán Méndez Vigo 66,116000,3
Chalet,Paseo Santa María de la Cabeza,359900,4
Piso,Calle Agustín Rodríguez Sahagún,169900,3
Chalet,Calle Sevilla 6,129900,3
Chalet,Calle Barrio de Salamanca,59900,3
Chalet,Calle Pinar,99000,3
Chalet,Calle Losar,129900,3
Chalet,Calle Cardenal Cisneros,269900,3
Piso,Calle Soria 15,63000,1
Piso,Calle Alfonso de Montalvo,159000,3
Piso,Calle Valle del Tiétar,135000,4
Chalet,Calle Guadarrama 2,129900,3
Chalet,Calle Brujas 8,119000,3
Chalet,Calle Publica,180000,2
Casa Rural,Calle El Túnel,59000,3
Chalet,Calle Pinar,90000,2
Chalet,Calle Calzada 14,75000,5
Chalet,Hervencias,225000,3
Piso,Plaza José Tome 2,188000,4
Piso,Calle de Eduardo Marquina 29,182000,2
Chalet,Calle Alicante 15 P,349000,3
Piso,Avenida de la Juventud,177900,4
Piso,Avenida Patrimonio de la Humanidad 6,139000,3
Chalet,Calle Rio Sequillo 13,279000,5
Chalet,Cerro San Mateo 54,650000,6
Piso,Calle de Virreina María Dávila 1,440000,6
Duplex,Calle Banderas de Castilla 1,300000,4
Chalet,Calle Países Bajos 22,305000,5
Chalet,ATENAS,125000,3
Chalet,Travesía Santo Tomé,134900,4
Piso,Calle Pintor Chicharro,49900,3
Piso,Avenida Herradon,39000,3
Casa Rural,TIETAR 14,149000,5
Piso,Calle Ancha del Cucadero,88900,3
Piso,Plaza Ejército 7,139900,3
Chalet,Avenida Doctor Rodríguez Miñón 99,183500,4
Piso,Plaza de Italia,110000,2
Chalet,Calle Romero,368000,4
Piso,Avenida Portugal,149950,4
Piso,Calle Capitán Méndez Vigo,65000,3
Chalet,CANTO LA VIRGEN,160000,4
Chalet,Urbanizacion las villas,136000,4
Chalet,Avenida de la Constitución,112500,4
Piso,Calle Padre Victoriano Rodríguez,90000,3
Chalet,Travesía las Malenas,160000,3
Piso,Calle Coladilla,80000,4
Chalet,Cebreros,159000,4
Piso,Sonsoles,219900,4
Chalet,Jara 2,320000,5
Chalet,Calle Molino Abajo,157500,5
Chalet,ARENA,190000,4
Casa Rural,arena,190000,4
Casa Rural,el Guijo de Casavieja,590000,2
Casa Rural,Plaza PLAZA,380000,8
Chalet,Tenerife,140000,6
Chalet,Prosperidad,69900,2
Chalet,Calle de La Loma,285000,5
Piso,Calle Capitán Peñas 42,150000,3
Piso,Calle de la Rampa,42000,3
Chalet,Puente del Arco 157,495000,4
