Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Calle Roca Vila,1250000,5
Chalet,Urbanitzacions,598000,6
Chalet,Centre,1150000,3
Piso,Calle El Gironès,240000,2
Piso,Paseo Marítim 21,379000,2
Chalet,Carretera Santa Cristina d'Aro,440000,4
Chalet,Calle Mestre d'Aixa,690000,4
Chalet,Avenida Europa 128,315000,4
Chalet,Calle de la Tordera,895000,5
Chalet,Calle de la Riera Alta 14,299900,9
Chalet,Calle Can Semi,1190000,7
Chalet,Avenida del Mas Nou 315,1150000,4
Piso,Ronda Ferran Puig 21,185000,3
Chalet,Avenida del Mas Nou,895000,4
Piso,Avenida ESTACIO,175000,3
Piso,anselm clave 3,330000,1
Chalet,EPSYLON I 8,230000,3
Chalet,Calle Rosendo,545000,4
Piso,flamicell,290000,3
Chalet,Montgrí,499000,3
Chalet,Segre,1150000,4
Duplex,Calle Mas Massonet,275000,5
Ático,pescadors,233000,3
Piso,Avenida sa boadella,250000,2
Chalet,Nord,290000,3
Chalet,Carretera de Girona,745000,4
Chalet,Carretera PLATJA DEL RACO 102,1500000,3
Chalet,Avenida Catalunya,200000,4
Chalet,Calle d'Olot,560000,6
Chalet,Avenida Miramar,480000,5
Chalet,Topazi,590000,5
Piso,Calle Grumet,280000,3
Piso,Calle Josep Lluís Sert,850000,3
Piso,Calle Punta Prima,675000,1
Piso,siena,298000,3
Piso,Calle del Doctor Santiago Ramón y Cajal,220000,3
Chalet,Calle Carmençó,569000,5
Chalet,AV PAISOS CATALANS 14,595000,4
Chalet,Calle de Viena,650000,4
Piso,ARDALES,230000,3
Piso,Eixample,395000,4
Chalet,Avenida Gavarres,795000,5
Chalet,Calle Petit de Raval,190000,3
Piso,Calle BALMES,124000,2
Piso,Avenida Joan Carles I,206000,3
Chalet,Montgoda,1390000,5
Chalet,Serra Brava,450000,3
Chalet,Serra Brava,1600000,4
Chalet,sant pere 2003 s/n,228000,4
Piso,Port Esportiu - Puig Rom - Canyelles,319000,3
Chalet,Puigmal - Mas Nou,340000,3
Chalet,Peralada,3450000,5
Chalet,Roca Grossa,495000,3
Chalet,Port Esportiu - Puig Rom - Canyelles,1395000,8
Chalet,Poblenou - L'Oliva Gran,690000,4
Chalet,Carmençó,595000,4
Chalet,Santa Cristina Poble,349000,3
Chalet,Golf Costa Brava - Bufaganyes,1950000,8
Chalet,L'Eixample,360000,4
Chalet,Cala Sant Francesc - Santa Cristina,225000,5
Chalet,Tamariu,940000,4
Piso,Travesía de la Creu,450000,4
Chalet,Calle la Selva,598000,3
Chalet,manuel de falla s/n,330000,3
Chalet,Serra Brava,490000,8
Piso,Casc Antic,750000,3
Chalet,Paseo Topazi,590000,5
Chalet,Avenida Platges de s'Agaró,3975000,7
Chalet,Calle Roca Vila,1250000,5
Piso,Avenida Marignane 16,149000,4
Piso,Centre,450000,4
Chalet,Avenida del Rosselló 7,790000,4
Piso,Avenida Torre Valentina,895000,4
Chalet,Barri Vell,990000,5
Chalet,Calle Florència,320000,2
Piso,FIGUERES 20,120000,1
Piso,Avenida de Juli Garreta,1400000,4
Chalet,Begur,1731000,4
Chalet,Calle dels Pins,775000,4
Piso,Avenida de s'Agaró,495000,3
Piso,Avenida de s'Agaró,495000,3
Chalet,Ángel Guimera,420000,4
Chalet,Vidal Barraquer,510000,4
Chalet,Pasaje de Puigmal,485000,4
Chalet,Calle Agaro,1495000,4
Chalet,Ronda Robi,1900000,4
Piso,Paseo Marítim,735000,3
Chalet,Les Teules - Mas Pla,459000,4
Chalet,Barri la Coma,1200000,4
Chalet,Lloc Urbanitzacio Sant Miquel d'Aro,450000,3
Chalet,Avenida del Rosselló,1490000,4
Piso,Calle Iglesia,425000,3
Chalet,Begur,990000,4
Piso,Bisbal 6,137000,2
Piso,riera s/n,159000,2
Chalet,Avenida Romanyà,2250000,6
Duplex,Calle de Joan Maragall 56,740000,5
Piso,Avenida Puigcerver 15,150000,3
Piso,Travesía de la Creu,245000,2
Chalet,Calle Salamanca,820000,6
Duplex,Calle Migdia 114,295000,3
Chalet,Calle Camp D'Or-Montjuic 30,699500,5
