Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle Pino,155000,3
Chalet,O Vinteun,90000,3
Piso,CURROS ENRIQUEZ 18,170000,5
Piso,Centro,345000,4
Piso,Centro,355000,4
Ático,Calle Julio Prieto Nespereira,60000,0
Piso,Centro,475000,3
Piso,concordia,220000,4
Chalet,Barbadas,235000,4
Piso,Posío,235000,5
Duplex,San Cibrao das Viñas,229000,4
Piso,Universidad,158000,2
Piso,Centro,285000,3
Chalet,Calle Rampa de Sas,350000,5
Chalet,Toén,145000,3
Piso,Calle Bedoya,123000,2
Piso,Calle Manuel Pereira,165000,3
Piso,Calle Mercado 44,40000,3
Piso,Calle Papa Juan XXIII,140000,2
Chalet,Papela -Vilariño,218000,6
Duplex,Calle do Progreso,450000,3
Chalet,Cartelle,70000,3
Piso,Casco Viejo,125000,4
Chalet,Esgos,76000,5
Casa Rural,Amoeiro,219000,4
Piso,A Carballeira,69000,3
Chalet,Calle de Galicia,539000,4
Chalet,Calle OUR-CV-401,199900,4
Piso,Leiro,83000,3
Chalet,Paderne de Allariz,190000,4
Chalet,Vilar de Astrés - Palmés - Arrabaldo,129000,3
Piso,Calle Melchor de Velasco,120000,2
Piso,AV. Habana 35,330000,4
Chalet,Mariñamansa,200000,3
Piso,Avenida santiago,160000,3
Piso,Calle Alexandre Bóveda 2,134000,4
Duplex,Avenida de Celanova,159900,3
Piso,Calle Fonte Boa,122000,3
Piso,Avenida de Celanova,130000,3
Chalet,Plaza O campo,120000,3
Piso,A Carballeira,74000,3
Chalet,A Peroxa,410000,10
Piso,Calle Vicente Risco 54,160000,3
Piso,Calle Papa Juan XXIII,335000,4
Piso,Calle Florentino Cuevillas,230000,3
Piso,Avenida da Habana,350000,3
Piso,Calle Curros Enríquez,129000,5
Piso,Posío,123000,4
Piso,Salustiano Muñoz,170000,3
Piso,Universidad,153000,2
Chalet,Xinzo de Limia,75000,3
Chalet,Calle Besadas,192000,4
Chalet,A Carballeira,145000,3
Piso,Mariñamansa,105000,3
Chalet,Castrelo de Miño,220000,3
Chalet,Nogueira de Ramuin,180000,2
Chalet,Taboadela,270000,4
Piso,Centro,188000,4
Chalet,Paderne de Allariz,200000,4
Ático,Calle das Cuartas,110000,3
Piso,Calle San Paio,139500,2
Piso,Barbadas,135000,3
Piso,fleming,125000,3
Piso,Centro,570000,4
Piso,Avenida da Habana,315000,3
Piso,Calle Cruceiro Quebrado,90000,3
Piso,As Lagunas,175000,4
Piso,Calle Clara Campoamor,249000,5
Piso,San Francisco,97000,3
Chalet,Allariz,335000,3
Chalet,OU-1212,50000,3
Piso,Centro,155000,4
Piso,Calle do Progreso 41,349000,5
Piso,Posío,185000,2
Piso,Centro,270000,4
Piso,Calle Erbedelo,95000,3
Piso,O Vinteun,130000,3
Piso,Quintela - Los Pinos,117000,3
