Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Calle EL CLAVIN,366000,4
Piso,Calle Mayor 41,195000,2
Piso,Calle Mayor 41,141900,1
Piso,Constitución-El Balconcillo,128000,3
Chalet,AURELIANO GONZALO,260000,3
Chalet,Avenida Dublín,249000,5
Chalet,Camino del Pozo,355000,4
Chalet,Calle Río Sil,199000,5
Chalet,Avenida Lisboa,315000,5
Chalet,Avenida del Mediterráneo,349000,4
Chalet,Calle Pastrana,309000,5
Chalet,Islas Cícladas,366940,3
Chalet,Avenida oslo,427250,5
,949722684,Calle GU-1057,
Chalet,INFANTE DON JUAN MANUEL,249000,3
Chalet,ROJO CEREZA,434520,4
Chalet,BAILEN,365000,5
Piso,ENCINA,175000,3
Chalet,VICTOR GARCIA,290000,5
Chalet,Calle Islas madeira,237000,3
Chalet,Calle Río Turia,199000,4
Chalet,Calle el Romero,300000,5
Chalet,Calle Cotanillos,2000000,9
Chalet,Calle Berna,380000,6
Chalet,Calle Goya,280000,5
Chalet,RIO GALLO,399000,10
Chalet,ISLA CONEJERA,329000,5
Chalet,Julio Gónzalo,279000,4
Chalet,Calle Río Alberche,259000,3
Chalet,Avenida Río Henares,195000,3
Chalet,Calle Castillo Montalbán,215000,3
Piso,Travesía DEL ROBLE,177000,3
Chalet,Calle Turina,245000,4
Chalet,Calle Río Henares,275000,3
Chalet,Torrejón del Rey,239000,3
Chalet,Trijueque,115000,3
Chalet,JOAQUIN TURINA,244000,4
Piso,Avenida de Castilla,270000,4
Chalet,Alovera,182000,3
Piso,Las Lomas-Salinera-La Muñeca,209900,4
Piso,Las Lomas-Salinera-La Muñeca,209900,4
Chalet,Villanueva de la Torre,283000,4
Chalet,Villanueva de la Torre,340000,4
Chalet,Calle Rio Tajo,190000,3
Chalet,Calle Jardiel Poncela,420000,4
Duplex,Calle del Palomar,149000,3
Chalet,Calle Cuenca,415000,4
Piso,Travesía acebo,139900,4
Chalet,Calle Río Segura,315000,4
Piso,La Estación,159500,2
Chalet,MARIA MOLINER,269900,4
Chalet,Paseo del Observatorio,149000,4
Chalet,Calle Río Yunquera,183000,4
Chalet,Calle Gaviota,195000,3
Chalet,Calle Marchamalo,219000,4
Chalet,Calle Río Tajuña,185000,5
Chalet,Calle Fontanar,223000,5
Piso,Calle romero,176000,3
Piso,José Antonio Andrés Rodriguez,123000,2
Piso,Calle Doctor Layna Serrano,108600,4
Chalet,horche,199000,5
Chalet,Calle Monteaveruelo,380000,4
Piso,Calle Roble,255000,4
Chalet,Horche,59900,2
Piso,Travesía Nuevo Alamin,100000,3
Chalet,Urbanización Bosque de Henares 238,174000,2
Chalet,Calle Brasil,340000,4
Chalet,Urbanización Bosque de Henares 238,134900,2
Chalet,Urbanización Bosque de Henares 238,159500,3
Chalet,Calle Adolfo Centenera,238000,3
Duplex,olivos,114000,2
Duplex,mirador del vallejo,140000,2
Chalet,jupiter,187000,4
Chalet,Calle Ruperto Chapí,234999,6
Chalet,Orotava,225000,6
Chalet,Tenerife,269900,4
Duplex,San Antón,99000,4
Chalet,Calle del Arroyo,138000,4
Duplex,Calle Marcelino Orozco,166000,3
Piso,Aguas Vivas,183000,3
Piso,Aguas Vivas,183000,3
Chalet,Calle los Chopos,99000,3
Piso,Bº Alovera,129990,2
Chalet,Bº Alovera,251050,4
Chalet,Humanes,189000,3
Chalet,PINO,329000,3
Chalet,Vallehermoso,379990,4
Chalet,Calle Turina,292000,3
Chalet,Cabanillas del Campo,255000,8
Chalet,Cabanillas del Campo,279000,4
Chalet,Calle el Romero,230000,3
Chalet,Avenida dublin,298520,4
Chalet,Renera,119000,4
Chalet,Ruperto Chapi,270000,3
Chalet,Golondrina,180000,3
Chalet,Calle Extremadura,178500,3
Chalet,Calle Castillo Montalbán,200000,5
Chalet,Galápagos,225000,3
Chalet,Cabanillas del Campo,250000,3
Piso,Constitución-El Balconcillo,150000,4
Piso,Horche,69000,4
Piso,Postas,126050,3
Piso,Trijueque,94000,2
Chalet,Tortola de Henares,169500,3
Chalet,Villanueva,329000,3
Chalet,ISLA BARBADOS,229000,3
Chalet,RIO GALLO,199900,3
Chalet,RIO TAJUÑA,229000,7
Chalet,Avenida Río Jarama,245000,4
Chalet,ALCALDES DE LA VILLA,285000,4
Chalet,Calle Río Genil,430000,7
Chalet,Calle Río Sil,260000,4
Chalet,ATIENZA,199000,3
Chalet,GAVIOTA,209000,3
Chalet,Calle Río Turia,239000,3
Chalet,Calle Isla de Lanzarote,298000,3
Chalet,Calle Audiencia,137500,2
Chalet,ATIENZA,171000,3
Chalet,Calle Castillo Jadraque,160000,3
