Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Calle Torres y Tapia 16,110000,4
Ático,Calle Francisco Sansón Moreno,249000,3
Piso,Calle DERECHA 1,18000,3
Piso,Calle Ángel Quintanilla Ulla 7,238500,3
Piso,Jacinta García Hernández,177500,4
Piso,Avenida Juan Carlos I Rey de España,239500,3
Chalet,Jerez de los Caballeros,224680,7
Chalet,Calle Ramón y Cajal,460000,8
Piso,Casco Antiguo - Centro,77500,5
Chalet,Calle Constantino Lázaro,499999,3
Piso,La Estación,69990,1
Chalet,Calle el Potreque,159900,5
Chalet,Calle Río Záncara,143000,4
Chalet,Urbanización Golf Guadiana,430000,6
Chalet,Calle Don Miguel Arias,109000,4
Chalet,Diseminado Diseminados,195000,3
Piso,Travesía Pizarro,124900,4
Piso,Santa Marina - La Paz,139000,4
Piso,Santa Marina - La Paz,110000,3
 29,824800322,Calle Guillermo Soto, 29
 29,824800322,Calle Guillermo Soto, 29
 29,824800322,Calle Guillermo Soto, 29
Chalet,Don Benito,450000,5
Chalet,Medellin,180000,8
Piso,Maria Auxiliadora - Barriada LLera,180000,4
Piso,Santa Marina - La Paz,165000,3
Casa Rural,Calle nueva,590000,10
Duplex,Diego Barrena,137000,3
Piso,Avenida Damián Téllez Lafuente,128000,2
Piso,Huerta Rosales - Valdepasillas,177500,4
Duplex,Calle Doctor Lobato,119000,4
Chalet,Calle de las Huertas,229500,5
Piso,Avenida Del Prado 4,79000,2
Ático,Avenida Del Prado 4,111600,2
Piso,Avenida Del Prado 4,109600,3
Casa Rural,DOCTOR FLEMING,59975,3
Casa Rural,Avenida EXTREMADURA,65000,4
Chalet,Asomadilla,103000,6
Ático,La Estación,140000,4
Ático,Argüello Carvajal Teologo Siglo XVII,140000,4
Chalet,Avenida Luis Jacinto Ramallo García s/n,98000,4
Chalet,Avenida Luis Jacinto Ramallo García s/n,104000,4
Chalet,Avenida Luis Jacinto Ramallo García s/n,89000,4
Piso,Calle Hernán Cortés,44000,3
Chalet,Calle Pío XII,360000,6
Chalet,ancha,45000,5
Chalet,Ancha,13000,2
Chalet,Pozo Alto,30000,2
Chalet,Calle Santiago 111,159900,6
Chalet,Ciudad Jardín,950000,5
Piso,Calle República Argentina,249900,5
Piso,Calle Dos de Mayo,85000,3
Casa Rural,Cañuelo,99450,3
Piso,Paseo Condes de Barcelona,239900,3
Casa Rural,los grifos 8,40000,3
Casa Rural,altozano 31,70000,4
Casa Rural,Paseo de las Palmeras 20,180000,9
Casa Rural,poeta miguel hernandez,87000,3
Casa Rural,Avenida EXTREMADURA,120000,4
Piso,Casco Antiguo - Centro,100000,3
Piso,Calle Manuel Núñez,144000,4
Chalet,Calle San Bartolomé,89500,6
Piso,Calle Castillo de Zafra,135000,3
Chalet,Arrabal Tres Arroyos AR-9,348000,5
Piso,Calle Adelardo Covarsí,253000,5
Chalet,Camino de Jerez,130000,3
Piso,Avenida Santa Marina,349900,5
Casa Rural,SAN LORENZO,32000,3
Casa Rural,Mesones,29800,3
Ático,Pedrera,64000,2
Piso,Calle de José Macón,78000,2
Casa Rural,Vasco Nuñez,42000,3
Casa Rural,Paloma,31200,3
Chalet,Soledad,51800,4
Chalet,San Luis - Albarregas,220000,4
Chalet,Cruces,74800,4
Piso,Calle Circo Romano,75500,4
Piso,Quintana de la Serena,129000,3
Chalet,San Jose,40000,3
Duplex,Ctra de Sevilla - Ronda sur,142999,2
Chalet,Calle Muñoz Torrero,154900,10
Piso,Calle Padre Panero,33300,3
Piso,La Estación,87000,3
Casa Rural,San Roque,33000,2
Chalet,Santa Marta,425000,6
Piso,Casco Antiguo - Centro,122900,5
Chalet,Dehesilla de Calamón - Campomanes,345000,6
Chalet,Reina,62000,6
Piso,Pardaleras,230000,3
Piso,Huerta Rosales - Valdepasillas,137000,2
Piso,Republica argentina s/n,222500,2
Chalet,Avda. Elvas,196000,4
Chalet,Centro - Argentina,1125000,7
Piso,Avenida Damián Téllez Lafuente 20 B,167000,3
Duplex,Puebla de la Calzada,131000,4
Chalet,Ciudad Jardín,265000,4
Chalet,Montijo,68500,3
Piso,Ramon y Cajal 9,255000,4
Chalet,Las Vaguadas - Carretera Valverde,675000,8
Casa Rural,Puebla de Obando,90000,1
Piso,Casco Antiguo - Centro,155000,3
Piso,Casco Antiguo - Centro,93500,4
Chalet,Los Milagros - Corchera,198500,3
Chalet,Urbanizacion El Manatio s/n,172000,4
Chalet,Centro - Argentina,104500,5
Chalet,Villanueva de la Serena,100000,3
Piso,Centro - Argentina,335000,6
Chalet,Dehesilla de Calamón - Campomanes,309000,5
Chalet,Centro - Argentina,74900,2
Piso,Santa Marina - La Paz,198000,3
Piso,Maria Auxiliadora - Barriada LLera,186500,3
Piso,Santa Marina - La Paz,159000,3
Chalet,Bodegones - Salesianos,113900,2
Chalet,Torrente,439000,4
Piso,Maria Auxiliadora - Barriada LLera,149000,2
Piso,Atalaya,339000,2
Piso,Santa Marina - La Paz,110000,3
Piso,Avenida José Fernández López 6,92000,4
Casa Rural,Calle Juan Carlos I 1,170000,5
Casa Rural,Fuentes de Leon,90000,0
Casa Rural,Fuentes de Leon,90000,1
Casa Rural,Cabeza la Vaca,500000,0
Casa Rural,Fuentes de Leon,49000,1
Chalet,Cabeza la Vaca,95000,5
Casa Rural,Fuentes de Leon,115000,0
Piso,Pardaleras,189900,3
Chalet,Herrera del Duque,49000,7
Piso,Centro - Argentina,110000,4
Piso,Huerta Rosales - Valdepasillas,189000,3
Piso,Casco Antiguo - Centro,20900,2
Piso,Los Milagros - Corchera,140000,3
Chalet,Golf Guadiana,360000,4
Piso,Avda. Elvas,169000,3
Piso,Ronda del Pilar,179000,5
Chalet,Calle Cruces,54000,4
Chalet,Santa Amalia,249999,7
Chalet,Cruz del Rio,45000,3
Chalet,Centro - Argentina,130000,1
Piso,San Luis - Albarregas,90000,4
Chalet,Almendralejo,225000,3
Piso,San Roque - Ronda norte,104000,2
Chalet,Medellin,449999,3
Chalet,Esparragosa de la Serena,65000,4
Chalet,Diseminado Diseminados 80,220000,8
Chalet,Centro - Argentina,240000,1
Chalet,Talavera la Real,140000,3
Piso,Ctra de Sevilla - Ronda sur,68000,1
Piso,Santa Marina - La Paz,140000,3
Chalet,Casco Antiguo - Centro,250000,10
Piso,Ciudad Jardín,111650,2
Piso,Los Milagros - Corchera,87900,3
Chalet,San Juan - Santa Isabel,44500,3
Chalet,Zafra,100000,4
Piso,Centro - Argentina,168900,5
Piso,Los Milagros - Corchera,87900,3
Chalet,Medina de las Torres,195000,6
Chalet,Los Santos de Maimona,120000,8
Piso,El Prado,139900,3
Chalet,Calle Parque de Doñana 4,349000,6
Piso,Pardaleras,339000,5
Casa Rural,Cabeza la Vaca,32000,0
Ático,Las Vaguadas - Carretera Valverde,380000,5
Chalet,Calle Parque de Doñana 4,349000,6
Casa Rural,Fuentes de Leon,35000,0
Piso,Calle Newton,149000,4
Casa Rural,Fuentes de Leon,60000,0
Duplex,Huerta Rosales - Valdepasillas,192000,3
Piso,Bodegones - Salesianos,137000,3
Piso,San Luis - Albarregas,53000,2
Piso,San Juan - Santa Isabel,74900,3
Chalet,Los Milagros - Corchera,235000,4
Piso,Zafra,98000,3
Piso,San Roque - Ronda norte,119900,3
Piso,Centro - Argentina,85000,3
Piso,Nueva Ciudad,109999,3
Piso,Paseo de las artes y de los oficios s/n,146300,2
Piso,Zafra,60000,3
Piso,Centro - Argentina,119500,4
Piso,Zafra,49500,4
Piso,San Luis - Albarregas,54900,3
Piso,Los Milagros - Corchera,86900,3
Piso,Zafra,110000,3
Piso,Urbanización Proserpina,97900,2
Chalet,Casco Antiguo - Centro,89500,6
Piso,Zafra,195000,4
Piso,Nueva Ciudad,135900,3
Chalet,Los Santos de Maimona,105000,3
Piso,San Luis - Albarregas,49500,3
Piso,Almendralejo,185000,4
Piso,Almendralejo,112000,3
Piso,San Luis - Albarregas,46000,3
Piso,Centro - Argentina,75000,3
Piso,Bodegones - Salesianos,176000,4
Piso,Centro - Argentina,275000,4
Piso,Centro - Argentina,145000,2
Piso,Almendralejo,69900,2
Piso,Bodegones - Salesianos,45000,1
Piso,Calle Ángel Quintanilla Ulla 06011 Badajoz Badajoz España 9,313000,4
Chalet,Avenida del Sol,50000,3
Chalet,Calle Bonifacio Gil,120000,3
Chalet,Calle Dinamarca 5,81000,3
Chalet,Calle Llana,188500,2
Chalet,Calle Pescadores,79800,4
Duplex,Calle Juan Casado,79000,3
Piso,Ciudad Jardín,87500,3
Chalet,824800258,Los Milagros - Corchera,180000
Chalet,Aljucén,85000,5
Piso,Calle Museo,165000,2
Chalet,Calle Garrotera,115000,4
