Tipo de inmueble,Dirección,Precio,Habitaciones
Ático,Camino Serra,2650000,3
Duplex,Calle de Cartago,1595000,3
Piso,Plaza d'Espanya,995000,3
Ático,Avenida Mèxic,625000,2
Chalet,Cas Catala,848000,4
Chalet,ESTANY D´EN MAS 11,420000,2
Chalet,Bell Puig 35,790000,3
Piso,Plaza d'Espanya 1,950000,3
Piso,Pare Guillem Vives,245000,2
Chalet,barrio Son Vida,3690000,4
Piso,Calle de Bover,386000,4
Chalet,barrio Can Furnet,3400000,5
Chalet,Diseminado P 21 N S Jesus,3200000,4
Piso,Calle de la Fàbrica,945000,3
Piso,Calle Arxiduc Lluís Salvador,499900,3
Chalet,barrio Cap Martinet,6950000,9
Chalet,barrio Can Furnet,3975000,4
Chalet,Cala Vedella - Cala Tarida - Cala Conta,3650000,4
Piso,Calle Uetam,469000,3
Chalet,Portals Nous - Bendinat,600000,3
Chalet,Calle del Verderol,1312500,4
Piso,Calle Historiador Joan Mari Cardona,530000,2
Chalet,barrio Son Dureta,1150000,3
Chalet,Cas Catala,848000,4
Chalet,Maioris-Puig de Ros,699000,3
Piso,barrio Sant Agustí,1250000,5
Piso,barrio Sindicat,580000,5
Piso,Santa Ponça,269000,2
Chalet,Santa Ponça,4800000,4
Chalet,Costa d'En Blanes,1975000,4
Chalet,Felanitx centro,840000,3
Piso,Portals Nous - Bendinat,750000,3
Chalet,barrio Puntiró,2100000,6
Piso,Port d'Alcúdia - Platja d'Alcúdia,780000,3
Piso,Port d'Andratx,514350,2
Chalet,Portals Nous - Bendinat,5800000,4
Piso,Can Picafort,215000,3
Piso,Cas Catala,2250000,4
Ático,Cala Vinyes,1180000,3
Piso,barrio Sant Agustí,565000,3
Piso,Cas Catala,600000,2
Chalet,barrio Tanques del Carme-Fort de l'Eau,3400000,10
Ático,barrio Coll d'En Rabassa,675000,2
Chalet,barrio Centre Històric,837000,6
Chalet,Sa Cabana - Can Carbonell - Ses Cases Noves,655000,4
Piso,barrio Son Rapinya - Los Almendros,220000,3
Ático,Secar de la Real,465000,3
Chalet,Ciutadela,235000,3
Chalet,Diseminado Ca na Palerma,3500000,6
Piso,barrio Sant Agustí,695000,2
Ático,Port d'Alcúdia - Platja d'Alcúdia,770000,3
Chalet,Calle de Centaure 19,749000,5
Chalet,Calle Cap Falcó,24000000,7
Chalet,Calle d'en Caldentei,4950000,4
Piso,Calle de Sant Miquel 35,1150000,5
Chalet,Calle de Migjorn,747000,4
Casa Rural,Camino de de Camí,6400000,6
Ático,Camino Verd,395000,3
Piso,Bonaire,550000,3
Chalet,Portals Nous - Bendinat,4950000,5
Chalet,Portals Nous - Bendinat,3850000,4
Chalet,El Toro,7750000,4
Ático,barrio Tanques del Carme-Fort de l'Eau,665000,4
Chalet,Sant Climent-Es Canutells,1400000,3
Chalet,Cas Catala,11500000,6
Piso,ARAGON s/n,209000,2
Piso,Calle Torrent,1055000,2
Piso,Calle de Francesc Vidal i Sureda,980000,2
Chalet,Calle Mar Menor,950000,7
Chalet,Calle de sa Roca Blanca,1640000,7
Piso,Calle de Costa Rica,650000,3
Chalet,Calle Joan Massanet,440000,3
Piso,Calle Guipúzcoa 7,395000,2
Duplex,Avenida Punta Grossa,375000,2
Piso,Avenida de Gabriel Alomar 37,530000,4
Ático,barrio Foners,1200000,3
Piso,Can Picafort,380000,2
Chalet,Calle Bella Vista 14,510000,2
Chalet,Calle Bella Vista 14,554400,2
Casa Rural,Felanitx centro,400000,4
Chalet,Port d'Andratx,5950000,4
Piso,Calle Es vedrá 10,398500,2
Chalet,S'Arracó,1490000,4
Chalet,871244177,Port d'Andratx,5900000
Piso,Port d'Andratx,850000,2
Piso,Calle de Gabriel Carbonell,388000,3
Piso,Plaza del Bisbe Berenguer de Palou,460000,3
Piso,Carretera de Valldemosa,398000,3
Chalet,Sa Torre,980000,3
Piso,Calle MARE DE DEU ESPERANÇA,210000,3
Piso,Calle Estels Xapats,480000,4
Piso,Calle del Celler,280000,2
Ático,Calle de Castellitx,535000,3
Chalet,Camino de les Cases Noves,675000,3
Casa Rural,Calle de Joan Alcover,1550000,3
Chalet,Calle de la Vénda des Coloms,2495000,7
Chalet,Calle de sa Madona,1990000,5
Chalet,PMV- 812-2,1600000,3
Piso,Calle de Josep Darder Metge,495000,3
Piso,Calle de Josep Tous i Ferrer,880000,8
Chalet,Calle del Xiprer,965000,6
Chalet,Calle de Cotoner,2950000,4
Chalet,Ma-6020,199000,2
Chalet,Calle de Sierramar s/n,1060000,3
Chalet,Diseminado Poligono 5,5400000,4
Chalet,Portals Nous - Bendinat,13900000,4
Chalet,Calle d'Orió,680000,4
Piso,Avenida Blai Bonet 6,989000,3
Chalet,Calle d'Antoni Furió,575000,4
Chalet,Portals Nous - Bendinat,2700000,4
Chalet,barrio Son Xigala,1295000,4
Ático,Son Amonda - Reis Catòlics,219900,2
Chalet,Calle de l'Almirall Gravina 9,2000000,5
Estudio,Calle de la Salut 3,650000,0
Chalet,Calle de l'Oronella,649000,3
Ático,Calle Johann Sebastian Bach c/v C/ Catalunya 5,399000,2
Chalet,Calle Latzareto,355000,3
Chalet,Carretera des Port,2500000,4
Chalet,Calle Levant 100,2850000,4
Chalet,Calle Maria Antònia Salvà 53,380000,6
Chalet,barrio Son Cladera - Son Fuster,434000,3
Chalet,Calle Levant 100,2850000,4
Chalet,Calle Maria Antònia Salvà 53,380000,6
Piso,Calle de Benizamid,720000,2
Piso,Avenida de l'Argentina,625000,3
Piso,Calle Besora 3,798000,3
Chalet,Calle Sant Andreu,1975000,4
Piso,barrio Son Espanyolet,357000,3
Chalet,Calle de la Falzia,645000,4
Piso,Portixol-Molinar,399000,2
Chalet,Calle Montgrí,2650000,5
Chalet,Portals Nous - Bendinat,3750000,4
Chalet,Calle de Sant Marçal,1600000,3
Chalet,Palmanova,5490000,5
Chalet,Costa de la Calma,8500000,5
Duplex,Calle d'Holanda,495000,2
Chalet,Costa d'En Blanes,4495000,4
Piso,barrio Sant Jaume,550000,3
Chalet,Costa d'En Blanes,4900000,5
Piso,Palmanova,1165000,4
Casa Rural,Via sense nom,2870000,3
Casa Rural,barrio S'Aranjassa - Es Pil.larí,1290000,5
Chalet,Magaluf,7900000,4
Chalet,Calle del Calamar,1650000,4
Piso,barrio Bons Aires,355000,4
Chalet,El Toro,1350000,4
Piso,Costa de Santa Creu,945000,3
Piso,Calle de Can Maçanet,945000,3
Piso,Calle de Noruega,440000,3
Chalet,Calle de les Filipines,2300000,4
Piso,Calle de son Cotoneret,265000,2
Piso,Calle del Puig de Pollença,1250000,3
Piso,Calle Bell Puig,695000,2
Piso,Avenida d'Antoni Maura,535000,3
Piso,Calle de Pérez Galdós,314900,3
Chalet,Diseminado Sector 1,1300000,5
Ático,Calle de Can Danús,1790000,4
Piso,Avenida de Cas Saboners,800000,4
Piso,Calle dels Donants de Sang,975000,4
Chalet,Calle del Nord,430000,5
Chalet,Calle de Miquel Pellisa,770000,4
Duplex,Avenida Punta Grossa,375000,2
Piso,Avenida de Jaume III,615000,2
Piso,Calle Pere d'Alcàntara Penya,710000,3
Piso,Via Roma,1790000,3
Chalet,Camino de Son Ametler,1300000,3
Piso,Avenida del Comte de Sallent,570000,2
Duplex,Calle del Rector Vives,1850000,3
Piso,Calle de Blanquerna,420000,3
Chalet,Calle del Nord,430000,5
Chalet,Via Puig de sa Sirvi,1785000,4
Piso,Calle Patronat Obrer,290000,3
Chalet,Calle de la Milana,1155000,4
Piso,Calle Punta Marroig,1165000,4
Piso,Avenida d'Antoni Maura,535000,3
Ático,Calle de Can Danús,1790000,4
Piso,Calle de la Garriga,320000,3
Piso,Camino de Gènova,800000,3
Estudio,Avenida de Joan Miró,1500000,0
Chalet,barrio Puntiró,1995000,8
Piso,Avenida de l'Argentina,583500,3
Piso,Passatge de les Roques,1155000,3
Chalet,Calle de Santa Ponça,590000,3
Chalet,Calle Farigola,4230000,4
Piso,Calle del Marquès de la Sènia,780000,3
Piso,Avenida de Cas Saboners,800000,4
Chalet,Diseminado 4419- Son Sardina,2175000,4
Piso,Calle de Francesc Martí i Móra,290000,3
Chalet,Calle Sedal,955000,6
Piso,Calle de Josep Maria Palau I Camps,440000,2
Chalet,Calle Badaluc,380000,1
Chalet,Calle Binicaubell,5950000,5
Piso,Calle del Puig de Pollença,1250000,3
Piso,Calle d'Andròmeda,605000,3
Piso,Calle de Pérez Galdós,314900,3
Piso,Calle de Noruega,440000,3
Chalet,Rambla,1200000,8
Piso,Calle d'en Rubí,980000,3
Piso,Calle Joan Muntaner i Bujosa,245000,4
Chalet,Calle Gran Via Puig Sant Salvador,2300000,5
Piso,Avenida de l'Argentina,583500,3
Piso,Calle de la Talaia,460000,3
Chalet,Avenida de Cala Llombards,699900,2
Piso,Calle de Pérez Galdós,314900,3
Piso,Passatge de les Roques,1155000,3
Piso,Calle dels Donants de Sang,975000,4
Piso,Calle de Noruega,440000,3
Piso,Calle de Can Maçanet,945000,3
Casa Rural,Sencelles,550000,3
Piso,Camino del Corb Marí,1135000,2
Casa Rural,barrio Establiments - Son Sardina,3500000,4
Ático,Calle Besora 3,957000,3
Chalet,lledoner,520000,5
Piso,Calle de Nicolau Calafat,228000,3
Duplex,Polígon Saralegui,1250000,3
Piso,Calle Besora 3,871000,3
Chalet,Av. de la Bella Vista 79,750000,4
Chalet,Sor Francinaina Cirer 91,1280000,3
Ático,Calle del General Riera,183000,3
Piso,Calle VICENÇ JUAN ROSSELO,365000,2
,871240305,Avenida de Bartomeu Esteva Mestre Cuiner,
Piso,Calle de Vicenç Joan i Rosselló,329000,4
Piso,Calle de Ramon de Montcada,175000,1
Chalet,Can Furnet,5990000,5
Chalet,barrio Coll d'En Rabassa,3950000,4
Piso,Llucmajor Interior,185000,3
Chalet,barrio Son Xigala,2450000,5
Ático,barrio La Bonanova - Porto Pi,1150000,4
Chalet,Costa de la Calma,1250000,3
Chalet,barrio La Bonanova - Porto Pi,5800000,4
Ático,Avenida gabriel alomar,960000,3
Duplex,barrio Foners,320000,4
Piso,barrio Son Xigala,1750000,5
Chalet,Port d'Andratx,4200000,4
Chalet,barrio Genova,4900000,4
Casa Rural,barrio Establiments - Son Sardina,2180000,6
Chalet,Maioris-Puig de Ros,665000,3
Chalet,Maioris-Puig de Ros,1420000,3
Chalet,barrio Genova,2500000,4
Ático,Calle Pere d'Alcàntara Penya 14,450000,3
Chalet,Maioris-Puig de Ros,1420000,3
Piso,Can Capes s/n,231000,3
Chalet,Barcarés - Manresa - Bonaire,2450000,4
Chalet,Costa de la Calma,1800000,4
Casa Rural,Calle d'Enmig,1770000,3
Piso,Son Verí,675000,3
Chalet,Port d'Andratx,5950000,4
Chalet,Llucmajor Interior,848000,4
Chalet,Llucmajor Interior,695000,5
Chalet,Cala Vinyes,1690000,4
Chalet,barrio Puntiró,1350000,8
Ático,barrio La Bonanova - Porto Pi,1650000,3
Chalet,Calvià pueblo,11000000,4
Chalet,Badia Blava-Badia Gran-Tolleric,680000,4
Chalet,Cala d'Or,1950000,3
Piso,Santa Ponça,350000,3
Piso,barrio Cas Capiscol,330000,3
Ático,barrio Son Armadams,650000,2
Chalet,Calvià pueblo,950000,3
Chalet,Muro,1350000,3
Chalet,Calle de la Malva,980000,4
Piso,barrio Coll d'En Rabassa,220000,2
Chalet,Calle de Jaume III,1450000,5
Piso,INSTITUTS 7,890000,5
Chalet,Calle del Safareig,1220000,4
Piso,Avenida de Cas Saboners,445000,3
Piso,Portixol-Molinar,498000,2
Chalet,Calle de l'Ametler,1090000,5
Piso,Calle d'Andreu Ferret,750000,3
Ático,Avenida de Méxic s/n,750000,3
Piso,Cas Catala,1495000,3
Ático,Portixol-Molinar,690000,3
Chalet,Portixol-Molinar,1290000,4
Chalet,barrio Son Xigala,459000,4
Piso,Calle del Sol,395000,3
Piso,Santa Eulalia del Río,425000,1
Piso,Calle Torrenova,558900,3
Chalet,Diseminado P 18 N S Jesus,2300000,5
Chalet,Via sense nom,6000000,6
Chalet,Port d'Andratx,1900000,5
Duplex,Can Perot 8,800000,3
Chalet,barrio Son Xigala,459000,4
Chalet,Muro,540000,5
Piso,barrio Son Armadams,490000,3
Piso,barrio Pere Garau,700000,5
Piso,Plaza de la Porta de Santa Catalina,450000,1
Ático,barrio Can Pastilla,670000,3
Estudio,Avenida de Joan Miró,550000,0
Chalet,Sa Cabaneta,1350000,5
Piso,Portixol-Molinar,1300000,5
Chalet,Son Ramonell - Es Figueral,419000,3
Piso,Calle d'Enric Alzamora,2000000,8
Chalet,Calle de Ferran Alzamora,2500000,0
Piso,Calle de Francesc Pi i Margall,242000,4
Chalet,Alaior,1225000,5
Piso,Calle del Vicari Antoni Marimon,425000,2
Chalet,Santa Ponça,9890000,4
Ático,Calle d'Antich,2290000,3
Piso,barrio Paseo Marítimo,1000000,3
Chalet,Casc Antic s/n,400000,3
Chalet,barrio La Llotja,849000,3
Chalet,Sa Cabaneta,645000,3
Chalet,Es Grau-Sierra Morena,1900000,3
Chalet,Calle andrones s/n,670000,5
Piso,Maioris-Puig de Ros,388000,3
Chalet,barrio Son Xigala,615000,4
Chalet,Port d'Andratx,14900000,5
Piso,Palmanova,360000,3
Chalet,Centro de Ciutadella,390000,4
Chalet,barrio Son Cladera - Son Fuster,434000,3
Chalet,Diseminado Poligono 11,1495000,4
Chalet,Santa Ponça,1250000,4
Piso,barrio Paseo Marítimo,1000000,2
Piso,barrio Paseo Marítimo,210000,2
Chalet,Calle 73 2,7900000,6
Duplex,Avenida de Joan Miró,549000,2
Piso,Fabrica 20,1950000,3
Chalet,Calle Ramon de Montcada 37,4500000,5
Chalet,Portixol-Molinar,1100000,5
Chalet,Calle de sa Murada 4,4300000,8
Piso,barrio Paseo Marítimo,210000,2
Duplex,Avenida de Joan Miró,549000,2
Piso,Carretera de Andraitx 50,2250000,4
Chalet,Calle 20 de la Bahía de Sant Antonio,3495000,4
Piso,barrio Foners,525000,5
Piso,Benito Jeronimo Feijoo,1395000,3
Ático,barrio Sant Jaume,895000,3
Chalet,Paseo Ibiza,3200000,7
Chalet,Roca Llisa,3500000,5
Chalet,Santa Margalida,380000,3
Chalet,de la Farigola,3300000,6
Piso,barrio Sta Catalina - El Jonquet,1950000,3
Chalet,Portixol-Molinar,750000,3
Piso,Calle Roger de Llúria,490000,4
Ático,Ramon Medel,297000,2
Chalet,barrio La Bonanova - Porto Pi,4500000,4
Chalet,Marratxinet,750000,4
Chalet,Jesus,2550000,4
Piso,barrio La Llotja,380000,1
Piso,Port d'Andratx,1699000,3
Casa Rural,Llucmajor Interior,550000,4
Chalet,Badia Blava-Badia Gran-Tolleric,3400000,4
Chalet,barrio Son Vida,5950000,5
Chalet,Cala Vedella - Cala Tarida - Cala Conta,4400000,4
Piso,barrio Sant Nicolau,1790000,4
Piso,Portals Nous - Bendinat,600000,2
Chalet,barrio La Teulera,1150000,4
Piso,barrio Son Armadams,519000,4
Chalet,barrio Son Ferriol,485000,3
Piso,barrio Son Cotoner,1600000,2
Ático,barrio Son Armadams,495000,2
Piso,barrio Bons Aires,315000,4
Piso,Costa de la Calma,530000,3
Chalet,Sa Cabaneta,899000,3
Chalet,Avet,498500,4
Piso,Avenida d'Alexandre Rosselló,398000,3
Chalet,barrio La Bonanova - Porto Pi,1760000,4
Piso,barrio Sant Nicolau,990000,2
Piso,Avenida Pere Mas i Reus,220000,2
Ático,barrio La Missio - Mercat,450000,2
Piso,Avenida de Picasso,690000,4
Chalet,Sa Cabaneta,899000,3
Piso,Calle de Joan Alcover,699000,5
Chalet,Avenida de Mallorca,2850000,4
Piso,Sa Torre,198000,1
Chalet,Santanyí,3950000,5
Chalet,Andratx Pueblo,1575000,5
Piso,barrio Coll d'En Rabassa,980000,3
Piso,Portals Nous - Bendinat,595000,2
Chalet,barrio Son Roca - Son Ximelis - Son Anglada,1700000,6
Ático,S'Arenal,440000,3
Piso,jose vargas ponce,280000,4
Piso,barrio Sant Jaume,695000,3
Chalet,Pla de na Tesa,540000,5
Piso,barrio Can Pastilla,560000,3
Chalet,Centro,342000,4
Chalet,Sant Josep,4500000,5
Chalet,Camino de ses Julietes,4500000,5
Chalet,Portals Nous - Bendinat,2350000,5
Piso,barrio Arxiduc,430000,3
Chalet,Cala Vinyes,2395000,4
Chalet,Sol de Mallorca,2850000,4
Chalet,Santa Ponça,4500000,5
Chalet,barrio Son Dureta,3500000,9
Chalet,barrio Son Rapinya - Los Almendros,2390000,8
Chalet,Cala Vinyes,12000000,5
Chalet,Cala Llonga-Sa Mesquida,489000,3
Chalet,Santa Ponça,4950000,6
Piso,barrio Marqués de la Fontsanta,360000,1
Ático,Plaza de la Vila,550000,3
Chalet,Calle d'Albéniz,1650000,3
Piso,Avenida de Jaume III,535000,3
Chalet,barrio Son Vida,6900000,5
Piso,barrio Hostalets - Son Fortesa Sud,307000,2
Piso,barrio La Missio - Mercat,490000,4
Chalet,Son Serra de Marina,395000,3
Chalet,Costa d'En Blanes,2500000,4
Chalet,Son Ramonell - Es Figueral,1200000,6
