Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle Valverde 8,92000,2
Piso,Calle María de Padilla 1,120000,2
Piso,Calle Alonso Fernández de Madrid,205000,3
Piso,Calle Eras del Bosque 13,110000,3
Chalet,Calle el Oro 16,48000,1
Piso,Calle San Quintín 3,128000,3
Piso,Calle Don Pelayo 18,99500,3
Piso,Avenida de Cuba 15,149900,3
Piso,Calle Batalla del Tamarón 11,83500,2
Piso,Avenida Campos Góticos 59,124500,3
Piso,Calle Luis Vives 12,79900,1
Piso,Paseo Victorio Macho 38,89000,2
Piso,Calle Francisco Pizarro,94900,2
Ático,Calle Juan Antonio Bardem 50,175000,2
Piso,Calle Doctor Díaz Caneja,163000,3
Piso,Calle los Olmos 5,115000,3
Piso,Centro,179000,3
Chalet,Calle Mangarres 4,375000,5
Piso,Cardenal Cisneros,189000,5
Piso,Cardenal Cisneros,155000,5
Casa Rural,Calle Corral del Cura 8,43000,4
Piso,Corral de la Cerera,164000,3
Ático,Mayor 80,297000,3
Piso,Avenida Santander 51,159000,3
Piso,Paseo Victorio Macho 44,90000,3
Piso,Calle Barrio del Milagro,90000,3
Piso,Avenida Derechos Humanos 16,185000,3
Piso,Calle Mayor Antigua,80000,2
Piso,Calle Primera Universidad de España,142000,3
Piso,P-11,139000,3
Ático,Calle de Lola de la Fuente,370000,4
Chalet,Calle Pastores,60000,3
Piso,Calle de Clara Campoamor s/n,89000,2
Piso,Calle los Abetos,105000,2
Chalet,Calle Barrio Nuevo,68500,5
Piso,Calle la Puebla,169900,4
Piso,Calle Árbol del Paraíso 12,70000,3
Casa Rural,BAJERA VILLAREN 16,190000,8
Piso,Calle las Acacias 13,25000,2
Piso,Avenida de Madrid 23,138000,3
Piso,Eras del Bosque - S. Juanillo,60000,2
Piso,Plaza Pintor Caneja,279900,4
Piso,Paseo del Otero 1,77000,4
Piso,Avenida Reyes Católicos 7,99900,3
Piso,Calle Juan Ramón Jiménez 3,40000,4
Piso,Avenida Campos Góticos 61,135000,3
Piso,Eras del Bosque - S. Juanillo,169000,3
Ático,C. Mayor Principal 80,307000,3
Chalet,Calle Montserrat 9,65000,3
Piso,Calle Antonio Maura 11,189000,4
Chalet,Plaza Dorotea Santos s/n,270000,4
Chalet,Carretera Palencia-Villada s/n,240000,4
Chalet,Calle la Ojeda 4,169900,3
Piso,Avenida de Asturias 31,67000,3
Piso,Calle Eras del Bosque 9,65000,3
Chalet,Calle Francia 30,165000,3
Piso,Calle Juan Ramón Jiménez 68,45000,3
Piso,Calle Inés Moro 1,110000,2
Piso,Avenida Campos Góticos s/n,70000,3
Piso,Plaza de la Constitución s/n,125000,4
Piso,Calle Marqués de Albaida 1,175000,3
Piso,Avenida Cuba 30,192000,3
Ático,Travesía Alfareros,56900,2
Piso,Travesía Alfareros,46900,1
Piso,Avenida Cuba 30,189900,3
Piso,Avenida Cuba 30,179900,3
Piso,Calle los Álamos 10,105000,3
Chalet,Rey Chindasvinto,169000,3
Piso,Calle las Acacias 17,45000,2
Piso,Calle Francisco Reinoso 4,49000,2
Chalet,Carretera Autilla 18,289900,4
Piso,Calle Mayor Principal 79,229000,3
Piso,Gil de Fuentes 8,253000,3
Piso,Calle Sagrada Familia 4,52000,3
Chalet,Avenida Palencia,339000,6
Chalet,Calle Daoiz 3,36000,1
Chalet,Calle San Miguel 25,15000,2
Piso,Calle del Tomillo 21,51000,2
Piso,Calle Menendez Pidal,129000,3
Piso,Avenida Valladolid 20,226000,3
Piso,Avenida Santander 23,162000,3
Piso,Calle Conchi Paredes 1,112400,2
Chalet,Calle Menendez Pelayo s/n,65000,5
Chalet,Calle Clara Campoamor,85500,3
Piso,Avenida Campos Góticos,70000,3
Piso,Encinas,145000,4
Piso,Centro,273000,3
Chalet,Calle Nueva,269000,5
Chalet,Prados,270000,4
Piso,sagrada familia,48000,4
Piso,Plaza Doña Inés de Osorio 2,180000,3
Chalet,Autilla del Pino,400000,6
Piso,Calle Jacobo Romero,199000,5
Piso,Avenida de la Estación,69000,3
Piso,Calle General San Martín 14,126116,3
Piso,Avenida de Madrid,70000,3
Piso,Calle General San Martín 14,137644,3
Chalet,Urbanización el Tiento,160000,3
Piso,Calle General San Martín 14,119262,2
Piso,Calle la Herradura,85000,3
Piso,Calle becerro de bengoa,225000,4
Duplex,Calle mayor principal,337000,3
Chalet,Conde de Fuentes,240000,4
Chalet,Urbanización Ciudad del Golf,240000,4
Piso,Av. Valladolid,149000,4
Piso,Menéndez Pidal,65000,3
Piso,castilla y leon,39900,3
Chalet,Calle Anastasia Santamaría,159900,3
Chalet,Calle Jerónimo Arroyo,219900,4
Chalet,Calle la Nava s/n,189000,3
Piso,Calle Casas Hogar Segunda,54900,3
Piso,San Lazaro,299900,5
Piso,El Carmen - Fábrica de Armas,129000,3
Piso,Calle Conchi Paredes 1,143945,3
Piso,Calle Menéndez Pelayo 7,269500,3
Piso,Menéndez Pelayo 7,277500,3
Piso,Calle Conchi Paredes 1,152900,3
Piso,Calle Patio de Castaño,415000,4
Chalet,Calle la Flor,57000,3
Piso,Calle Canónigo San Martín 7,174000,3
Chalet,Calle la Flor,57000,3
Chalet,Villamuriel de Cerrato,200000,4
Chalet,El Cristo - Tejera,212600,4
Piso,Centro,265000,4
Chalet,El Carmen - Fábrica de Armas,314000,3
Piso,Calle Torres Quevedo,79000,2
Piso,Avenida de los Derechos Humanos 14,150000,3
Chalet,La Viña y el Majuelo,109158,5
Piso,979240095,Hospital - Carrechiquilla,145000
Piso,Centro,242000,3
Piso,El Carmen - Fábrica de Armas,94500,2
Chalet,Villalobon,355000,4
Piso,Centro,189300,5
Piso,Centro,129000,2
Estudio,Centro,54000,0
Piso,Sector 8,225300,4
Piso,Sector 8,146850,2
Piso,Sector 8,184500,3
Piso,Hospital - Carrechiquilla,159000,3
Piso,Tercer Barrio,97000,1
Piso,Centro,110000,3
Piso,Pan y Guindas,63000,3
Piso,Hospital - Carrechiquilla,69000,3
Piso,Centro,242900,5
Piso,Centro,135000,3
Piso,Centro,171000,4
Piso,979240095,Hospital - Carrechiquilla,159900
Piso,San Antonio,149000,3
Piso,Cardenal Cisneros,83000,4
Piso,Calle Blas de Otero,84000,3
Chalet,Magaz,190000,3
Piso,Centro,299000,3
Piso,Avenida Derechos Humanos,106000,2
Piso,Villamuriel de Cerrato,79000,3
Piso,El Carmen - Fábrica de Armas,61000,3
Piso,Centro,90000,4
Piso,Tercer Barrio,109000,3
Piso,Eras del Bosque - S. Juanillo,49500,3
Piso,Centro,180000,3
Piso,San Antonio,99000,3
Piso,Eras del Bosque - S. Juanillo,49500,3
Piso,San Antonio,99000,3
Piso,Eras del Bosque - S. Juanillo,54900,2
Piso,Hospital - Carrechiquilla,79000,2
Piso,El Cristo - Tejera,66000,1
Piso,Centro,74000,1
Piso,Villalobon,79500,3
Piso,San Antonio,54500,3
Piso,Cardenal Cisneros,95000,3
Piso,El Carmen - Fábrica de Armas,85000,2
Chalet,Venta de Baños,85500,3
Piso,El Carmen - Fábrica de Armas,105000,3
Piso,Paseo del Salón 9,260000,2
Piso,Centro,130000,3
Piso,Paseo San José Obrero,184000,4
Piso,Calle Jardines,159900,4
Ático,Calle Miravalles,157000,2
Chalet,P-900,359000,5
Casa Rural,LA FINCA s/n,429900,32
Piso,Calle Primera Universidad de España,89900,3
Piso,Grijota Golf 12,95000,3
Piso,Plaza de San Lázaro 4,235000,3
Piso,Calle Manflorido,120000,5
Chalet,San Marcos,119000,3
Chalet,Calle Miguel de Cervantes 1,136000,4
Chalet,Camino Collantes,621000,7
Piso,Paseo del Salón 23,435000,3
Piso,Fabrica Nacional,132000,3
Piso,Plaza Cervantes,99000,3
Piso,República Argentina,440000,5
Piso,Calle María de Padilla,149000,3
Piso,Calle María de Padilla,155000,3
Piso,Calle LOS ROBLES,129000,2
Chalet,Llanos de la Verdeguera 5,179990,3
Piso,Avenida Valladolid,120000,3
Piso,Calle los Trigales,135000,4
Piso,Calle Don Miró,240000,4
Chalet,CL/SANTA EULALIA 19 19,121990,4
Casa Rural,Plaza Mayor 5,250000,6
Piso,Avenida Modesto Lafuente,254900,4
Piso,Calle Virgen de la Esperanza,115000,4
Casa Rural,Calle Arija Merino 3,93000,7
Casa Rural,Rua 15,129990,6
Chalet,Calle San Antonio Puentetoma 7,235000,4
Piso,VALLADOLID,158000,4
Piso,Calle Mayor Antigua,150000,2
Piso,Centro,198000,3
Piso,Calle Burgos,170000,2
Piso,Calle Ferrocarril,159900,3
Piso,Avenida Buenos Aires,130000,4
Piso,Paseo DE LOS FRAILES,138000,3
Piso,Calle Mayor Antigua,70000,3
Piso,Camino de los Hoyos,149000,3
Piso,Avenida Viñalta 5,189000,3
Piso,Calle Pintor Oliva,149000,3
Chalet,Calle Real Vvag 14,340000,6
Piso,El Carmen - Fábrica de Armas,75000,1
Piso,Avenida Cardenal Cisneros,95000,3
Piso,Calle Juan Bravo 5,102999,3
Piso,Avenida Manuel Rivera,100000,1
Piso,LOS ALAMOS,125000,4
Piso,Ave María,157500,3
Piso,Calle Valentín Calderón,65000,1
Piso,Calle Valentín Calderón,135000,3
Chalet,Calle Pedro Monedero 31,65000,5
Piso,Avenida Modesto Lafuente,198000,4
Piso,Avenida Cardenal Cisneros,128000,3
Chalet,Calle Fábrica Nacional,298000,5
Piso,Calle Miguel de Unamuno,75000,2
Piso,Tercer Barrio,129000,4
Piso,979240095,Cardenal Cisneros,197000
Piso,Hospital - Carrechiquilla,119900,4
Piso,Calle Cuartel de San Fernando,75000,3
Piso,San Antonio,157000,2
Piso,Ave María,59900,3
Casa Rural,Calle Iglesia C Vl 11,90000,4
Piso,El Cristo - Tejera,115000,3
Piso,Ave María,145000,3
Piso,Hospital - Carrechiquilla,70000,3
Piso,Calle María de Padilla,149000,3
Piso,Centro,114000,3
Piso,Hospital - Carrechiquilla,70000,3
Piso,Ave María,240000,4
Chalet,Paseo de la Huerta de Guadián 2,72000,3
Piso,Calle Tello Téllez de Meneses,160000,3
Piso,Calle Valentín Calderón,54000,1
Piso,Avenida Modesto Lafuente,156000,3
Piso,Calle Casas Hogar Segunda 61,53500,3
Casa Rural,Calle del Rio 4,85000,4
Ático,Calle Coulounieix Chamiers 13 -9,85000,3
Piso,Calle Pintor Oliva,149000,3
Piso,Allende el Río,90000,2
Piso,Ave María,75000,3
Casa Rural,Allende el Río,190000,3
Piso,San Antonio,136000,2
Piso,Hospital - Carrechiquilla,155000,3
Piso,El Carmen - Fábrica de Armas,163000,3
Piso,Cardenal Cisneros,157000,4
Piso,Avenida Campos Góticos,134900,3
Piso,Calle Don Pelayo,105000,4
Piso,Calle Santiago,90000,3
Piso,Calle Mayor Antigua,99000,4
Chalet,Paseo Padre Faustino Calvo 16,245000,10
Chalet,Calle Damas 10,32000,1
Piso,Plaza Instituto Viejo,95000,3
Piso,Avenida Campos Góticos,119500,3
Piso,Avenida Derechos Humanos,40000,3
Chalet,Villalaco,249000,5
Chalet,Brañosera,70000,4
Casa Rural,Calle Villarramiro 5,70000,4
Chalet,Avenida Burgos 21,500000,9
Piso,Calle Brañosera,179900,3
Piso,Avenida Brasilia,99900,3
Casa Rural,Santa Cruz 27,350000,5
Chalet,N-611 1,18000,3
Piso,Calle Barredo Viejo,59900,3
Piso,Calle los Trigales,129900,4
Piso,Calle Managua,98900,3
Piso,Calle Primera Universidad de España,134900,3
Piso,Calle San Juan de Dios,168000,3
Casa Rural,Calle Francesa 94,44900,3
Piso,Centro,245000,4
Chalet,Urbanización Mirador Vega 16,129990,3
Piso,Calle el Valle s/n,93500,3
Chalet,Calle Carretas Vidv 4,250000,4
Chalet,Juan Gerra 50,47000,5
Piso,Calle Mayor Principal 17,430000,3
Chalet,Calle del Pósito 4,147000,2
Piso,Calle Tello Téllez de Meneses,98000,4
Piso,Diseminado Diseminados,80000,3
Duplex,Calle Becerro de Bengoa,274000,3
Casa Rural,Las Eras 6,74000,6
Chalet,Plaza Robl,44000,3
Piso,Calle el Salero,149500,4
Piso,Calle de la Mujer Palentina 5,134000,3
Piso,Calle Barredo Viejo,59900,3
Chalet,Avenida de Palencia,199000,4
Piso,Calle los Soldados,120000,3
Piso,Calle Navarra,118000,4
Piso,Plaza Europa,129000,3
Piso,Calle Mayor Principal,180000,1
Piso,Piña Blasco 15,84990,3
Casa Rural,Calle fuente 22,35000,5
Casa Rural,Calle Matadero Viejo 12 00,75000,5
Piso,Avenida Cardenal Cisneros,270000,5
Piso,Paseo Padre Faustino Calvo Palencia,540000,4
Casa Rural,Calle Miraflores 6,67900,7
Chalet,Salinas de Pisuerga,275000,6
Casa Rural,Calle mayor 28,99000,4
Chalet,La Unión 14,78000,6
Casa Rural,Calle Las Delicias 5,29990,4
Casa Rural,DELICIAS 7,29990,3
Piso,Calle Obispo Nicolás Castellanos,239000,5
Piso,Calle Managua,98000,3
Piso,Avenida Cuba 30,194000,3
Piso,Travesía Sagrada Familia s/n,55000,3
Chalet,real 32,79000,4
Piso,Calle Cervera,96000,3
Chalet,Calle Real 1,250000,4
Piso,Avenida Cuba 30,194900,3
Piso,Calle Santo Domingo de Guzmán s/n,99000,4
Piso,Avenida Modesto Lafuente s/n,115000,3
Casa Rural,Calle Abilio Calderón,55000,4
Piso,Calle Tello Téllez de Meneses,115000,3
Piso,Calle Mayor Antigua,89000,4
Casa Rural,Calle Flores,39000,4
Piso,Avenida Reyes Católicos,99900,3
