Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Gran Vía Juan Carlos I,380000,4
Piso,Avenida Solidaridad,625000,4
Piso,Calle Presidente Leopoldo Calvo Sotelo,330000,5
Piso,Calle Javier Martínez Laorden,230000,4
Piso,Portillejo - Valdegastea,88500,3
Piso,Calle Segundo Arce,169000,3
Piso,Calle JUAN XXII,380000,3
Piso,Avenida Solidaridad,240000,3
Piso,Calle Ingenieros Pino y Amorena,167000,3
Piso,Calle Nestares,217000,2
Chalet,Zona Avda. de Madrid,850000,6
Piso,Gran Vía Juan Carlos I,480000,7
Piso,Avenida Pérez Galdós,247000,5
Piso,Centro,230000,3
Piso,Calle Alfonso VI,255000,3
Piso,Calle Presidente Leopoldo Calvo Sotelo,130000,3
Piso,Avenida de la Sierra,397000,3
Piso,Avenida de la Paz,226000,3
Duplex,Calle Parque de Santa Juliana,130000,2
Piso,Cascajos - Piqueras,245000,3
Piso,Avenida Portugal,280000,2
Piso,Avenida de la Sierra,450000,4
Chalet,Avenida de la Sierra,325000,3
Piso,Calle Belchite,165000,3
Piso,Avenida Pérez Galdós,295000,3
Piso,Calle Marqués de Murrieta,110000,3
Piso,Calle General Vara de Rey,255000,4
Piso,Calle Entrena,250000,3
Piso,Avenida de Doce Ligero de Artillería,220000,3
Piso,Avenida de Doce Ligero de Artillería,90000,2
Piso,Calle Escuelas Pías,298000,2
Piso,Avenida España,165000,4
Piso,Calle Finlandia,225000,3
Piso,Calle de la Fundición,150000,3
Piso,Calle Chile,199000,4
Piso,Avenida Solidaridad,230000,5
Piso,Calle Marqués de la Ensenada,180000,4
Piso,Calle la Cigüeña,65000,3
Chalet,Calle Orense,289900,4
Piso,Calle Alcalde Emilio Francés,41000,3
Piso,Calle Ingeniero la Cierva,89000,2
Piso,Gran Vía Juan Carlos I,250000,5
Piso,Calle Santa Isabel,85000,3
Piso,Calle Padre Claret,86000,3
Piso,Avenida madrid,399000,4
Piso,Calle San Prudencio,124000,3
Piso,Diego Velázquez 14,470000,3
Duplex,Calle de Juan XXIII,320000,3
Piso,Calle Entrena,250000,4
Piso,Calle Obispo Blanco Nájera,130000,3
Piso,Avenida Zaragoza,230000,3
Piso,Calle Torremuña,155000,2
Piso,Avenida de Lobete,202000,3
Piso,Calle Rey Pastor,94000,3
Piso,Calle María Teresa Gil de Gárate,249500,3
Piso,Calle Doctores Castroviejo,275000,5
Piso,Cascajos - Piqueras,205000,3
Estudio,Calle Presidente Leopoldo Calvo Sotelo,150000,0
Piso,Holanda,133000,2
Piso,Centro,166000,3
Piso,Avenida de la Sierra,164500,2
Piso,Enrique Granados,187000,2
Piso,Residencia,139000,4
Piso,Centro,350000,3
Piso,Centro,74900,3
Piso,Calle Belchite,194000,5
Piso,Parque de los Picos de Urbión,265000,3
Piso,Calle Clavijo,215000,2
Piso,Calle Quintiliano,53000,2
Piso,Calle la Campa,77000,3
Piso,Parque las Gaunas,349000,4
Piso,Calle Nocedillo,391000,4
Piso,Avenida Lope de Vega,460000,3
Chalet,Avenida de madrid,349000,3
Piso,Calle Belchite,115000,2
Piso,Avenida de la Sierra,124000,1
Piso,Residencia,224000,3
Piso,Portillejo - Valdegastea,138900,2
Piso,Parque de los Lirios 16,192200,2
Piso,Portillejo - Valdegastea,123000,1
Piso,rosa chacel,123000,1
Chalet,Oeste,530000,5
Piso,Centro,185000,2
Piso,Cascajos - Piqueras,195000,2
Piso,Via Gran,210000,3
Piso,Casco Antiguo,44000,1
Piso,Centro,165000,2
Piso,Calle Doctores Castroviejo,140000,3
Chalet,Avenida de Madrid 47,600000,6
Chalet,Calle Puente,160000,7
Chalet,Lardero,650000,6
Piso,Centro,175000,3
Chalet,Los Almendros,295000,5
Piso,Calle Duques de Nájera,185000,4
Piso,Calle Antonio de Nebrija,185000,2
Piso,Centro,220000,2
Piso,galicia,180000,3
Piso,Calle Presidente Leopoldo Calvo Sotelo,198000,4
Piso,Calle Presidente Leopoldo Calvo Sotelo,115000,3
Piso,Paseo de los Molinos 10 A,188000,4
Piso,Calle General Vara de Rey,249000,3
Piso,severo ochoa 8,110000,3
Piso,PANZARES,300000,3
Ático,Avenida de la Sierra 41,289000,3
Piso,Avenida gran via,466500,3
Piso,Paseo del Prior,240000,3
Piso,Calle CHILE,139000,3
Piso,cierzo,150000,4
Chalet,Malmorache,198000,4
Piso,PIO XII,299000,4
Piso,Calle Labradores,155000,4
Chalet,Hormilla,253000,9
Piso,Cuatro Caminos,135000,3
Piso,Calle Presidente Leopoldo Calvo Sotelo,230000,4
Piso,Avenida Solidaridad,463000,5
Piso,MURRIETA,190000,3
Piso,Calle Marqués de Murrieta,279000,6
Piso,Avenida del Moncalvillo,252000,3
Piso,Avenida de la Paz,226000,3
Piso,Campa,68000,3
Duplex,Calle Juan Pablo Huerta 2,57000,1
Piso,Campa,68000,3
Duplex,Calle Juan Pablo Huerta 2,85000,3
Piso,Avenida Solidaridad,310000,4
Chalet,Calle Río Iregua,250000,7
Piso,Calle Juan Pablo Huerta 2,93000,2
Piso,Avenida Gran Vía Juan Carlos I,299000,3
Duplex,Avenida Gran Vía Juan Carlos I,420000,3
Piso,Calle Madre de Dios,98000,3
Chalet,la coruña,275000,3
Piso,Avenida de Colón,225000,3
Piso,Avenida sierra,340000,3
Piso,Calle Domingo Hergueta,78000,3
Piso,Calle General Vara de Rey,210000,3
Piso,Centro,294000,4
Piso,Centro,480000,6
Piso,Calle Estambrera,175000,2
Piso,Avenida Pérez Galdós,247000,5
Piso,Centro,330000,4
Piso,Centro,250000,3
Piso,Lavadero,85000,2
Piso,Avenida Bretón de los Herreros,129000,2
Chalet,Avenida de Madirid 150,420000,3
Chalet,Avenida de Madrid,420000,4
Piso,Calle San felices,222000,3
Piso,Ezcaray,156000,2
Piso,Centro,165000,3
Piso,Centro,265000,4
Piso,César Sierra,43000,2
Piso,Calle Eduardo G. Gallarza,105000,4
Piso,Calle EL PINO,162000,3
Piso,Via Gran,480000,7
Ático,Lardero,165000,2
Piso,Oeste,108000,3
Piso,Cascajos - Piqueras,210000,2
Estudio,Calle Marqués de Murrieta,175000,0
Piso,Calle Javier Martínez Laorden,230000,4
Piso,Centro,280000,5
Chalet,Avenida MADRID,470000,4
Duplex,Calle Juan Pablo Huerta 2,51000,1
Piso,Avenida Pérez Galdós,89900,2
Piso,Zona Avda. de Madrid,450000,4
Piso,Ezcaray,185000,2
Piso,Ezcaray,130000,2
Piso,Calle Manjarrés,120000,2
Piso,GALICIA,189000,2
Piso,Avenida República Argentina,180000,4
Piso,Avenida de España,160000,3
Piso,Centro,142000,3
Piso,Calle Doctores Castroviejo,275000,5
Piso,Camino la solana,130000,2
Chalet,Calle Hermanos Cura y Lope,168990,5
Piso,Sojuela,100000,2
Piso,San Juan de Ortega,55000,3
Chalet,Avenida de la Rioja,130000,3
Chalet,Calle Fermín Gurbindo,310000,4
Piso,Sojuela,75000,2
Piso,Avenida de la Paz,184900,5
Piso,Calle Domingo Hergueta,85000,3
Casa Rural,Camino de Villamediana,140000,1
Piso,Avenida Pérez Galdós,119900,3
Piso,Calle Luis de Ulloa,75000,3
Chalet,Calle Río Antiguo,229900,3
Piso,Calle Serradero,105000,3
Piso,Avenida Río Iregua,94600,3
Piso,Calle Calahorra,139990,4
Piso,Avenida Pérez Galdós,144900,3
Piso,Calle Ateneo Riojano,129900,3
Piso,Calle D.Antonio Larrea,100000,3
Piso,Calle General Vara de Rey,275000,5
Duplex,Calle los Pinos,169900,3
Piso,Avenida Pío XII,168000,3
Chalet,Avenida de la Paz,92000,3
Piso,Calle Obispo Rubio Montiel,114900,4
Piso,Calle San Antón,295000,5
Piso,Avenida de Colón,239000,3
Piso,Calle la Cigüeña,107500,2
Piso,Calle General Urrutia,109000,3
Piso,Calle Poeta Prudencio,220000,2
Piso,Avenida de la Paz,226000,3
Piso,Avenida de Madrid,399000,4
Piso,Calle Poeta Prudencio,220000,2
Piso,Calle Piqueras,139990,2
Piso,Avenida de la Paz,226000,3
Piso,Calle Marqués de la Ensenada,148990,3
Piso,Avenida Manuel de Falla,159990,2
Piso,Aldea Azarrulla 60,53000,1
Piso,Calle Ventilla 44,190000,3
Piso,Calle Belchite,194000,5
Piso,Calle Serradero,75000,2
Piso,Urbanización Usarena 47,115000,2
Chalet,El Prado 47,214000,3
Duplex,Calle Gustavo Adolfo Bécquer,170000,3
Piso,Calle Padre Claret,85000,3
Piso,Calle San Juan,165000,3
Piso,Calle el Cristo,105000,1
Piso,Calle Marqués de la Ensenada,199000,3
Piso,Calle Chile,175000,2
Piso,Calle Siervas de Jesús,365000,4
Piso,Calle Francisco de Quevedo,115000,2
Piso,Calle el Coso,124000,1
Chalet,Cirueña,200000,5
Piso,Calle San Antón,295000,5
Piso,Gran Vía Juan Carlos I,480000,5
Chalet,Avenida de Madrid,265000,3
Piso,Jose Mª Bacigalupe 3,128000,2
Chalet,Calle Alhama,365000,4
Piso,Calle Eibar,225000,3
Piso,"22 m2 útiles. Dotado del sistema aerotérmico con lo que ahorrarás hasta un 60% en tus facturas. Calefacción mediante suelo radiante en temporada invernal y refrigeración por suelo refrescante en época estival además de un sistema mecánico de renovación de aire con recuperación de calor. Puertas de dormitorios y baños lacadas en blanco. Puerta de acceso a la vivienda blindada. Residencial con 5.700m² con espacios verdes Soleada piscina Gimnasios y gran seguridad. “CALIFICACION ENERGÉTICA A” ""iNuevaCas@” Servicios Inmobiliarios. Telf. // C/ Pilar Salarrullana 17-1º Servicios Inmobiliarios 26002- LOGROÑO. Los datos expuestos son ofrecidos por terceros meramente informativos y se suponen correctos. i Nueva Cas@ Inmobiliaria no garantiza su veracidad. La oferta se sujeta a errores cambios de precio omisión y/o retirada del mercado sin aviso previo. Los gastos de transmisión patrimonial IVA notario y registro corren a cargo del comprador. Siguiendo la normativa española los gastos de comisión corren a cargo del vendedor.""",941773486,Avenida de la Sierra
Chalet,Calle los Pinos,198000,3
Duplex,Donantes de Sangre,40000,2
Chalet,Calle Peso,298000,4
Duplex,Calle Cenicero 16,174000,3
Piso,cierzo 49,87000,2
Piso,Urbanización Usarena 48,85000,1
Piso,Calle las Sillas 1,125000,2
Chalet,Calle San Millán de la Cogolla 15 A,108000,1
Piso,USARENA 10,105000,2
Piso,Calle mediodia s/n nº73,88000,2
Piso,Federico Gª Lorca 19,108000,2
Piso,CALVARIO 39,145000,3
Piso,Federico Gª Lorca 19,108000,2
Piso,Calle Rio Cidacos,294000,4
Chalet,Terreros 2,420000,5
Piso,SOLETA 7,280000,4
Chalet,Aldea Zaldierna s/n,245000,3
Piso,ANTONIO LARREA 17,130000,3
Piso,Calle del Prado 3,80000,2
Chalet,Avenida DE LA RIOJA 154,150000,4
Piso,alfonso peña,45000,4
Duplex,Camino de la Mora,245000,4
Piso,Calle Padre Jose Garcia 35,120000,1
Chalet,Urbanización Usarena 11,180000,4
Chalet,Calle Hermanos Sánchez del Río 9,3000000,18
Chalet,LR-415 11,69000,2
Chalet,Nalda,160000,6
Piso,Gimileo,79900,3
Piso,Alfaro,350000,3
Piso,Residencia,154900,5
Chalet,independencia 26,320000,4
Piso,Calle César Sierra 1,83000,3
Chalet,Calle Nueva 7 K,112000,3
Chalet,Calle Nueva 7 K,112000,3
Piso,Calle Marqués de Murrieta 60,103000,4
Chalet,Calle Nueva 7 K,113000,3
Piso,Calle Doctores Castroviejo,145000,3
Piso,Parque las Gaunas s/n,315000,4
Chalet,Calle Nueva 7 C,113000,3
Chalet,Calle Mayor,48000,7
Piso,Calle Puntipiedra,85000,2
Piso,Calle Julián Fernández Ollero 9,180000,3
Piso,Calle Serreria,136000,3
Piso,el salvador,98000,2
Piso,Calle Pino de Yuso,129000,2
Piso,Calle San Jerónimo Hermosilla,97500,2
Piso,Calle Maria Zambrano,320000,6
Piso,Calle Calvario,89000,2
Ático,Río Alhama,129500,2
Piso,Calle Domingo Hergueta,85000,3
Piso,Calle Trinidad 5,168000,1
Piso,Calle Marqués de la Ensenada,180000,4
Piso,Calle Trinidad 5,168000,1
Piso,Calle Calvario,89000,2
Estudio,Avenida Bailén,95000,0
Ático,Río Alhama,129500,2
Piso,Calle Siervas de Jesús,245000,4
Piso,Paseo Virgen de la Vega,130000,2
Casa Rural,Carretera Nalda,130000,2
Piso,Calle Domingo Hergueta,85000,3
Piso,Calle General Vara de Rey,247000,5
Piso,Avenida de la Rioja,88000,3
Chalet,Calle Topacio,498000,5
Piso,Calle Doctores Mozos,76500,2
Chalet,los lagares,140000,3
Casa Rural,Avenida de la Molineta,130000,4
Chalet,JERONIMO HERMOSILLA,220000,3
Piso,Avenida Gonzalo de Berceo,108000,3
Piso,LUIS ORTUN,130000,3
Chalet,Calle Caballero de la Rosa,124000,3
Piso,Nuestra Señora de Valvanera,135000,2
Piso,Avenida GRAN VIA,620000,6
Chalet,Cirueña,165000,3
Chalet,Huércanos,215000,6
Chalet,Lardero,250000,4
Piso,Calle Saturnino Ulargui,250000,3
Chalet,Calle Solana,310000,3
Chalet,Villamediana de Iregua,275000,4
Piso,Avenida Gonzalo de Berceo,108000,3
Piso,Avenida de la Sierra,340000,3
Piso,Calle María Teresa Gil de Gárate,485000,3
