Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,La Guardia de Jaén,250000,3
Piso,Peñamefecit - Avda Barcelona,130000,3
Chalet,Calle Manuel de Falla 6,590000,7
Chalet,Calle Ubeda,115000,5
Chalet,Los Villares,113000,4
Chalet,Calle Conde Mejorada,140000,7
Piso,Calle Obispo Alonso Suárez,189900,4
Piso,Calle Armando Palacio Valdés,69500,3
Piso,Via Augusta,105000,4
Chalet,JV-7003,165000,4
Chalet,Calle Alberquilla,900000,4
Chalet,Calle Eras,175000,4
Chalet,Calle B,449000,5
Chalet,diseminado,772500,18
Piso,Avenida Valencia,80000,3
Duplex,Calle Goya 10,245000,4
Chalet,francisco cobos 8,79900,4
Piso,Calle Bernabé Soriano 24,230000,3
Piso,Avenida de Madrid 49,239000,3
Chalet,Plaza Ciudad Jardín 12,150000,5
Chalet,Reyes católicos 14,105000,3
Piso,Avenida Andalucía 101,69000,4
Piso,Ronda Juez Juan Ruiz Rico 1,143000,2
Piso,Calle Torrecillas 22,88000,3
Chalet,Calle Santo Rostro 2,210000,4
Piso,Lopera,85000,4
Piso,Centro Ciudad,120000,4
Chalet,Bailén,750000,5
Chalet,Arjona,210000,3
Chalet,Ubeda,520000,2
Piso,La Carolina,35500,3
Piso,Calle Ejido Bajo 21,69900,3
Piso,Calle Jaime I el Conquistador,44000,2
Piso,Calle Almendros Aguilar,78000,4
Piso,Calle Linares,290000,3
Piso,Calle San Andrés,42500,3
Chalet,Calle Santa Maria,80000,10
Chalet,Calle Matilla,450000,8
Chalet,Calle Santa Lucia,300000,5
Piso,Paseo de la Estación,240000,4
Piso,Paseo de la Estación,240000,4
Chalet,Calle Obispo Cobos 45,460000,6
Piso,San Ildefonso - Catedral,160000,4
Piso,Calle María Auxiliadora,85000,4
Piso,Calle San Clemente,87000,2
Chalet,Calle Cerro Algibillo 2,280000,6
Piso,Paseo de la Estación 42,169000,5
Chalet,Cronista Ruiz Prieto 8,29900,3
Chalet,Calle Santo Cristo 8,55000,2
Chalet,Calle el Mulero 10,135000,4
Duplex,Federica Montseny 6,99000,3
Chalet,Calle Real 105,138000,6
Piso,Calle los Molinos 6,89500,3
Chalet,San Felipe - El Almendral - La Merced,52000,3
Chalet,Calle Nieves,40000,6
Chalet,Calle San Juan de la Cruz 28,240000,4
Chalet,Notario Alfonso Luis Sanchez Fernandez,350000,5
Piso,Doctor Eduardo Arroyo,130000,4
Piso,Alcalá la Real,130000,3
Chalet,Pintor Francisco Baños,360000,3
Piso,Calle Francisco Coello 31 con Pilar de la Imprenta 8  s/n,200000,3
Piso,Calle Fuente del Alamillo,139000,2
Duplex,Los Villares,160000,3
Chalet,Calle Santo Rostro s/n,84900,4
Chalet,Calle Muñoz Garnica 11,295000,4
Piso,Calle Forjadores 12,79900,2
Piso,Calle Ancha 35,62500,3
Chalet,Calle Condestable Dávalos 3,139900,4
Piso,Calle Arjona 2,58000,3
Piso,Calle Villacarrillo 19,68000,3
Chalet,Calle Viña Lozano 34,339000,4
Piso,Calle Forjadores 12,105000,3
Piso,Andújar 7,79900,4
Piso,Paseo de la Estación 2,138000,3
Piso,Calle Cuatro Torres 4,150000,3
Piso,Avenida Libertad 44,82000,3
Piso,Avenida Libertad 13,67000,4
Chalet,Calle Caballerizo 20,99900,4
Chalet,Calle Pintor Orbaneja 6,375000,10
Piso,Avenida Antonio Machado 9,36000,3
Piso,Calle Ancha 35,62500,3
Chalet,Calle Condestable Dávalos 3,139900,4
Chalet,Calle Caballerizo 20,99900,4
Piso,Calle Cuatro Torres 4,150000,3
Chalet,Calle Victoria 12,89000,3
Piso,Calle Emperador Carlos 90,76000,2
Piso,Avenida de la Constitución 6,85000,3
Chalet,Calle fuente de las risas 20,110000,2
Piso,Pasaje Nueva Victoria 3,115000,3
Piso,Avenida Libertad 44,82000,3
Piso,Calle Forjadores 12,79900,2
Chalet,Calle Horno de San Millán,150000,4
Chalet,Calle Maestro Bartolomé,95000,5
Piso,Calle Alaminos 20,85000,5
Piso,Paseo de España 50,184500,4
Piso,Avenida de Andalucía,125000,3
Piso,Calle Toro,65500,2
Chalet,Calle Los Cortijillos 2,499000,3
Piso,Calle Capitan Liebana 14,99000,3
Chalet,Calle Camilo José Cela,140000,2
Piso,Avenida de Andalucía,99000,4
Piso,Calle Muñoz Garnica,79000,1
Chalet,JV-3222,550000,7
Chalet,Carretera de Otíñar,64000,4
Piso,Calle Sagasta,78000,4
Piso,Calle Cruz,65000,3
Piso,Avenida de Andalucía,100000,3
Piso,Av. Libertad 20,79000,3
Piso,Calle Jorge Mercado 10,65000,1
Piso,Calle Ancha,150000,4
Chalet,Renfe - Bulevar 1º y 2º Fase,375000,6
Chalet,Calle General Castaños,102000,3
Piso,Calle República Argentina,76000,2
Casa Rural,Puerta de la Hombria,50000,5
Casa Rural,Avenida Felix Rodriguez de la Fuente,1496000,7
Piso,Calle Corredera San Bartolomé,49900,3
Piso,Calle Alta,52000,2
Chalet,Calle de Valencia,199000,8
Ático,Calle Trinidad,110000,5
Ático,Avenida Ramón y Cajal s/n,200000,4
Ático,Calle Trinidad,110000,5
Piso,NAVAS DE TOLOSA 2,230000,4
Chalet,Nogueruela,200000,13
Piso,Avenida DE GRANADA 24,125000,4
Chalet,Ubeda,149000,4
Piso,Plaza de San Bartolomé 1,135000,5
Casa Rural,Calle General Prim,75000,3
Chalet,Cazorla,320000,4
Chalet,Calle Riscos 3,59900,2
Duplex,Calle Emperador Carlos 90,129900,3
Piso,Calle Cazorla 31,57000,2
Piso,Mancha Real,89000,3
Piso,Calle República Argentina,87300,3
Piso,Republica Argentina,84500,3
Chalet,Calle Santo Bastian,70000,3
Chalet,Calle Emperador Carlos 7,111500,4
Piso,Calle Virgen del Rosario 32,70000,3
Chalet,Calle las Rosas,290000,5
Piso,Renfe - Bulevar 1º y 2º Fase,223958,3
Chalet,Carretera de Córdoba,340000,6
Casa Rural,Castillo de Locubin,85000,6
Piso,Sorihuela del Guadalimar,229000,2
Casa Rural,Castillo de Locubin,85000,6
Casa Rural,Segura de la Sierra,260000,6
Piso,Peñamefecit - Avda Barcelona,145000,4
Piso,Calle Lizaderas,145000,2
Duplex,Torredelcampo,66000,3
Piso,Calle Montero Moya,59850,2
Piso,Plaza de la Macarena,188000,4
Chalet,Villardonpardo,56000,4
Chalet,Gran Capitan,58000,3
Piso,Mancha Real,110000,3
Chalet,Torres,39000,5
Piso,Mancha Real,68000,3
Piso,Mancha Real,80000,3
Chalet,Calle García Morato,59900,3
Chalet,Calle María de Molina,180000,4
Piso,Calle Almendros Aguilar,58000,2
Piso,Hospital,280000,4
Piso,cava,74950,2
Piso,Colon,150000,3
Piso,Bailén,31000,3
Piso,Bailén,24300,3
Piso,Avenida de Granada,164000,4
Ático,Corredera Capuchinos,74500,3
Chalet,Calle Palmeras,59900,6
Chalet,Calle Sedeño,89000,3
Piso,Avenida Granada,190000,3
Piso,Calle Fuente de la Salud,189000,4
Piso,La Paz-Las Américas,40900,4
Chalet,San Bartolomé - Millán de Priego,79900,6
Piso,Centro Ciudad,99000,3
Ático,Belén - San Roque,199500,4
Chalet,Alcalá la Real,280000,6
Casa Rural,Alcalá la Real,40000,3
Piso,Alcalá la Real,120000,3
Piso,Alcalá la Real,120000,3
Casa Rural,Embalse de aguascebas s/n,450000,4
Chalet,Carretera valdepeñas,166000,3
Chalet,Calle Conde Antillón 43,74100,7
Piso,Belén - San Roque,85000,3
Piso,Puente Jontoya - Puente de la Sierra - El Arroyo,90000,2
Chalet,Carretera nacional Bailén-Motril,189000,3
Chalet,Avenida Guadalquivir,17366,6
Piso,San Felipe - El Almendral - La Merced,59900,4
Casa Rural,Quesada,230000,4
Chalet,Quesada,230000,4
Piso,Calle Maestro Cebrián,155000,4
Piso,Calle Real 43,25900,3
Piso,Guadalquivir,115000,2
Piso,Calle Fuente del Alamillo,89000,1
Piso,Torredonjimeno,150000,4
Piso,San Bartolomé - Millán de Priego,87000,3
Piso,Ctra. Circunvalación - La Magdalena,39000,3
Piso,Betania,60000,3
Chalet,Calle Cojos 21,16300,4
Chalet,Calle Nueva 8,15000,3
Piso,Calle San Juan 19,115000,3
Piso,JUAN NOGALES,90000,1
Piso,Avenida andalucía,129000,3
Casa Rural,Calle Pontones 8,45000,4
Chalet,Calle Sol 59,59000,3
Piso,Peñamefecit - Avda Barcelona,37300,3
Chalet,Alcalá la Real,59000,4
Chalet,Torredonjimeno,85000,3
Chalet,Calle los Calerines,89068,3
Chalet,EL SALVADOR esquina GENERAL LARIO PEREZ s/n,170000,4
Piso,Calle Río Genil,52000,3
Piso,Calle Manuel Caballero Venzalá,310000,4
Duplex,Plaza Jaén Por la Paz,380000,5
Piso,Calle Tinajeros,145000,3
Piso,Avenida Granada,170000,4
Piso,Calle Guadalquivir,115000,2
Piso,Paseo de España,330000,4
Chalet,Calle Carolina,195000,3
Piso,Calle Navas de Tolosa s/n,186000,2
Piso,Avenida de Madrid s/n,159000,3
Chalet,Calle los Calerines,272979,3
Chalet,Calle Real 88,290000,6
Piso,Paseo de la Estación s/n,96000,4
Piso,Calle Santa María del Valle,44900,3
Piso,San Ildefonso - Catedral,69000,3
Duplex,Belén - San Roque,135000,2
Chalet,Alcantarilla - La Glorieta,210000,3
Chalet,Renfe - Bulevar 1º y 2º Fase,370000,6
Piso,San Ildefonso - Catedral,120000,3
Chalet,Calle Miguel Hernández,90000,3
Piso,Centro Ciudad,74000,4
Piso,Calle Daoiz,75000,4
Piso,Calle Marqués de Cabriñana,48000,4
Piso,Calle Gumersindo Azcárate,80000,4
Piso,Calle Raphael,106000,3
Chalet,Callejón alcaide,130000,3
Casa Rural,Avenida Valencia,525000,7
Piso,Calle ceron,145000,3
Chalet,Alcantarilla - La Glorieta,39000,2
Piso,Alcantarilla - La Glorieta,80000,3
Chalet,Begijar,750000,3
Chalet,Begijar,1049000,4
Duplex,Calle Juan Ruiz González,189000,3
Chalet,Arrayanes,106000,4
Piso,Calle Alejandro Plaza Fernandez,54000,2
Chalet,El Valle - Universidad,200000,4
Chalet,Plaza Egido Minas 54,45000,3
Piso,Plaza de la Constitucion 17,35000,3
Piso,Calle Juan XXIII 47,45000,4
Chalet,Calle a Ua-1 5,180000,4
Chalet,Calle Ramon y Cajal 9,123000,4
Piso,Hospital,110000,4
Chalet,San Ildefonso - Catedral,99900,3
Piso,Plaza Nueva,950000,4
Piso,Calle Armando Palacio Valdés,69500,3
Piso,Calle Adarves Altos,99000,2
Piso,Calle Pintor Pablo Picasso,36000,3
Piso,Centro Ciudad,89000,3
Piso,San Ildefonso - Catedral,149900,4
Chalet,Los Villares,225000,4
Piso,Peñamefecit - Avda Barcelona,95000,3
Piso,Ctra. Circunvalación - La Magdalena,133000,3
Chalet,Calle los Calerines,94842,3
Piso,La Guardia de Jaén,115000,3
Piso,Peñamefecit - Avda Barcelona,85000,3
Piso,San Ildefonso - Catedral,115000,3
Chalet,Calle peñuelas,18500,4
Chalet,Arjonilla,240000,5
Piso,Baños de la Encina,265000,4
