Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle de las Eras 10,189000,3
Piso,Calle de Francisco Javier Martin Abril 3,370000,3
Piso,Calle Manuel Azaña 28,225000,3
Piso,Paseo de Zorrilla,269000,3
Piso,Puente del Poniente,720000,7
Piso,Calle Gavilla,230000,5
Piso,Plaza del Poniente,269870,3
Piso,TORRECILLA 24,168000,3
Piso,Calle Embajadores,79500,3
Piso,Calle de Acibelas 3,105000,2
Piso,Calle López Gómez,189000,2
Piso,Paseo de Zorrilla,179000,4
Piso,Calle del Monasterio Santa Isabel,148500,1
Piso,Calle General Almirante,239000,4
Ático,Calle Luis González Lefort 22,175000,1
Piso,Calle Padre Francisco Suárez 5,119000,3
Piso,Calle del Pelícano,96000,3
Chalet,Calle del Haya,350000,4
Piso,Calle Sierra de Gredos,215000,3
Chalet,Calle Fidelio,650000,7
Piso,Calle Claudio Moyano,240000,4
Piso,Calle Clivia,129990,3
Piso,Calle Toreros,125000,3
Piso,Calle Manuel Azaña,177000,2
Piso,Calle Navarra,185000,4
Piso,Calle del Puente Colgante,209000,3
Ático,Independencia 10,192000,1
Ático,Callejón de la Alcoholera 16,169000,2
Piso,Calle de Gabilondo 33,245000,4
Piso,MANUEL AZAÑA 24,209500,3
Piso,Calle de la Peña Santa 11,199000,3
Piso,Calle Nicolás Salmerón 28,215000,3
Piso,Calle de Concha Velasco,118000,3
Piso,Callejón de la Alcoholera,270000,2
Piso,Circular - Vadillos,190000,3
Piso,Calle Acera de Recoletos,1275000,4
Piso,Calle Pío del Río Hortega,184973,4
Piso,vega,155000,3
Piso,Calle Juan de Juni,220000,3
Piso,Calle Guardería,110000,2
Piso,Calle Claudio Moyano 20,439000,3
Piso,Calle Acera de Recoletos 14,195000,4
Chalet,Calle de Miriam Blasco 81,350000,5
Piso,Calle del Arzobispo Marcelo González s/n,67000,3
Piso,Calle Hierbabuena,157000,2
Piso,Calle Estación,135900,3
Piso,Calle de Higinio Mangas,115000,3
Piso,Calle Aneto s/n,260000,4
Piso,Calle Aneto s/n,186500,2
Ático,Calle de Teresa Gil,545000,5
Piso,Calle de Hernando de Acuña,224990,4
Piso,Calle Aneto s/n,216200,3
Piso,Paseo de San Vicente,250000,3
Piso,NUMANCIA 6,95000,2
Piso,Pº Zorrilla - Cuatro de Marzo,390000,4
Piso,Calle Huelgas,237000,3
Chalet,Calle Lagar de María Pinto,478000,4
Piso,Calle de Leopoldo Cano 11,280000,2
Piso,Calle de Leopoldo Cano 11,449000,4
Piso,Girón - Villa del Prado,218000,2
Piso,Calle Pedro Ponce de León,340000,3
Piso,Calle de Higinio Mangas,115000,3
Piso,Avenida de Gijón,118000,3
Piso,Paseo de Zorrilla,189000,5
Piso,Calle San Blas,255000,4
Piso,Paseo de San Vicente,165999,2
Piso,Calle Vizcaya.,142999,4
Piso,KILIMANJARO,156500,2
Piso,Calle de Miriam Blasco,300000,4
Piso,Calle del Puente Colgante 28,129900,3
Piso,Calle Gamazo,350000,1
Ático,La Rubia,580000,5
Piso,Puente Colgante,179990,2
Piso,Centro,230000,2
Piso,Pajarillos,140000,3
Piso,La Victoria - El Cabildo,199900,3
Piso,Pº Zorrilla - Cuatro de Marzo,250000,3
Duplex,Ronda Especería 3,109900,3
Piso,Calle Pío del Río Hortega 1,166000,3
Chalet,Calle de Santa Victoria,219527,4
Chalet,Calle Fuenteluisa,450000,6
Chalet,Avenida de José Luis Lasa 9,350000,4
Chalet,Calle San Isidro 2 A,244000,4
Piso,San Benito 5,470000,4
Chalet,Camino Viejo de Simancas s/n,499000,6
Chalet,El Pichón s/n,400000,6
Chalet,Urbanización Sotoverde s/n,419900,6
Piso,Teresa Gil s/n,400000,5
Piso,Bajada de la Libertad s/n,580000,6
Chalet,Aceñas s/n,325000,4
Chalet,Calle Retama,139999,4
Piso,Paseo de Zorrilla,390000,6
Piso,Calle Purificación Bezos 29,109900,3
Chalet,Lugar Urbanizacion la Tapia 46,138500,5
Piso,Calle Marqués del Duero 6,165000,3
Piso,Calle Federico Landrove Moiño 12,200000,4
Piso,Calle del Amor de Dios 43,109000,2
Chalet,Calle las Fuentes,210000,4
Piso,Calle Manantial 2,57000,2
Piso,Arco de Ladrillo 69,54500,3
Piso,Calle Colmenares 1,395000,3
Chalet,Antonio Machado 177,355000,4
Chalet,Calle Madroño 1,742000,4
Piso,Acera de Recoletos 4,980000,4
Chalet,Calle Ciruelo 107,495000,4
Piso,Joaquín Velasco martín 3,309000,4
Ático,Colmenares 1,380000,3
Piso,Acera de Recoletos s/n,1300000,5
Piso,Juan de Juni s/n,199000,3
Piso,Calle Esquila,114815,3
Ático,Regalado s/n,520000,3
Ático,Paseo de Zorrilla 48,549000,4
Chalet,Calle Pedro Gil Zaratan,186597,4
Chalet,Calle Fuente de Cibeles,149379,3
Piso,Calle Mantilla,420000,3
Ático,883870358,Calle Antonio de Ulloa,249900
Piso,Calle Cañada,69900,2
Piso,Carretera de la Mota,120000,3
Piso,Miño 3,198000,3
Piso,IRUN 5,265000,5
Piso,Calle ARCA 2,146900,2
Piso,Carretera Valladolid,129000,2
Piso,Calle Pedro de la Gasca 16,150000,3
Piso,Calle Luna 3,118000,3
Piso,Calle de Acibelas 2,160000,3
Piso,Calle del Puente Colgante,219900,4
Piso,Plaza Cruz Verde,224000,3
Piso,SANTUARIO 17,199000,5
Ático,Calle Padre Manjón,152000,2
Ático,Plaza monasterio de san benito,305000,3
Piso,Avenida de aranzana,183000,3
Chalet,Calle Bureba,320000,4
Chalet,Calle Vicente Aleixandre,225000,3
Chalet,883870358,Ladera del Sol,419800
Piso,Calle Profesor Adolfo Miaja de la Muela,165000,3
Piso,Calle de Portugal,147000,3
Chalet,Laguna de Duero,390000,3
Chalet,La Mudarra,155000,7
Chalet,Alcazarén,165000,4
Piso,Calle Eusebio González Suárez,189900,4
Piso,REJA,148000,3
Chalet,Via de Pinares 14,93000,4
Piso,Calle Santa Marina,99000,3
Chalet,Calle de Don Olegario Ortiz 13,210000,3
Piso,Calle del Arzobispo José Delicado,249000,4
Piso,RUEDA,165000,3
Piso,Calle Pedro García Lobato,182900,3
Piso,Calle Perú 5,210000,4
Piso,Arco de Ladrillo 63,147000,4
Piso,Jacinto Benavente,85000,3
Piso,Calle del Cardenal Torquemada,135000,4
Duplex,Calle de Leopoldo Cano 24,370000,3
Duplex,Calle VISTA ALEGRE,142000,2
Piso,Calle Nicolás Salmerón,185000,3
Piso,Calle de Labradores,210000,3
Piso,Calle de los Donantes de Sangre,210000,3
Piso,San Blas,214900,3
Chalet,Cañada Real,339900,4
Piso,Calle Tortola,89000,3
Piso,La Vega,186000,3
Chalet,Arroyo,250000,3
Piso,Arroyo,148000,2
Piso,La Flecha - Monasterio del Prado,127900,2
Piso,Laguna de Duero,108000,4
Piso,Calle del Arzobispo Marcelo González,185000,4
Chalet,Calle Carmen Conde,257000,4
Chalet,Calle Huertas,199000,4
Ático,Calle ZARAGOZA,159000,3
Piso,Calle Turina,105000,4
Piso,Calle Arzobispo García Goldaraz 15,112000,3
Chalet,Calle Sierra Cebollera,255000,4
Piso,Calle del Arzobispo Marcelo González,109990,3
Piso,Calle Luna 1,293000,3
Chalet,Calle Cerviguera,120000,4
Piso,Calle de Joaquín Velasco Martín,99900,3
Piso,Avenida Prado Boyal,147000,3
Piso,Calle Catalina Adulce,240000,2
Piso,Abejaruco 2,155000,4
Piso,Calle de Santa Lucía,185000,3
Piso,Calle Olmedo 13,72000,2
Piso,Calle de la Alcaparra,325000,3
Piso,Paseo de Renacimiento,425000,3
Piso,Centro,400000,5
Chalet,Avenida Tratado de Maasticht 35,498000,4
Chalet,Calle Alondra,189000,4
Piso,Huerta del Rey,186000,2
Piso,Calle Domingo Martínez 13,185000,4
Piso,Pajarillos,95900,2
Piso,Carretera Mota,152000,3
Chalet,Villanubla,199000,4
Piso,Paseo de Zorrilla,390000,6
Chalet,AV. DEL V CENTENARIO DE ISABEL LA CATOLICA,260000,3
Piso,Plaza Madrid 3,390000,5
Piso,Vencejo 1,99000,3
Piso,Aranzana,153000,2
Piso,Plaza M.de San Benito,259990,2
Piso,HOZ,138000,2
Piso,Calle Relatores,239500,4
Piso,Plaza Madrid 3,360000,5
Piso,Paseo Jardín Botánico s/n,224000,3
Ático,Calle Marqués del Duero 6,249000,3
Casa Rural,Calle Arriba 13,150000,3
Piso,Paseo Jardín Botánico s/n,224000,3
Piso,Plaza Madrid 3,360000,5
Piso,Galatea,220000,2
Piso,Jorge Guillén 2,490000,3
Chalet,francisco salcillo,298000,3
Chalet,EL PLANTÍO s/n,322000,7
Chalet,Calle El Molino 2,419000,4
Chalet,Fuente Berrocal s/n,525000,6
Piso,Miño 1,174000,4
Chalet,Opera s/n,650000,6
Chalet,FRANCISCO ZURBARAN 74,245000,3
Chalet,Calle Las Hilanderas 22,190000,4
Casa Rural,Plaza mayor 10,315000,7
Piso,Calle Capuletti 22,329000,3
Piso,Calle de la Galana 9,158000,2
Piso,Calle Arribes del Duero 4,154000,2
Piso,PEÑA UBIÑA 3,178000,2
Chalet,Real 8,157000,5
Chalet,OLIVO,205000,4
Chalet,Río Tajo 82,262000,5
Chalet,C. Sauces 5,275000,5
Ático,Calle Gamazo 18,645000,3
Duplex,Calle Ribera del Carrión 1,385000,5
Chalet,Henchidero,146000,4
Piso,HERNANDO DE SOTO 5,142500,2
Piso,Avenida Madrid 53,110000,3
Piso,Paseo Zorrilla,390000,6
Piso,Pº Zorrilla - Cuatro de Marzo,250000,4
Chalet,Covaresa - Parque Alameda,742000,4
Piso,Centro,450000,4
Piso,Calle Iglesia,70314,3
Piso,Avenida Libertad,128500,4
Chalet,olivo,165000,4
Chalet,Berrojo,398000,5
Piso,Calle Manuel Azaña,195000,2
Chalet,Conde de Carpio,189000,3
Piso,Calle Caamaño,86528,3
Piso,Pº Zorrilla - Cuatro de Marzo,199000,3
Piso,Federico Landrove Moiño,199000,4
Chalet,Calle San Buenaventura 1,47000,4
Piso,Calle de la Antigua 2,146000,1
Chalet,Camino Viejo de Simancas,640000,7
Piso,Calle de Montes y Martín-Baro 7,59000,1
Chalet,Aldeamayor de San Martin,235000,3
Ático,juan de austria 1,395000,3
Chalet,Camino Torrecilla 6,85000,3
Piso,Calle Nueva del Carmen 28 B,96000,3
Chalet,Avenida Castilla y León 52,750000,5
Piso,Poniente 1,510000,6
Piso,Calle Federico Landrove Moiño s/n,199000,4
Piso,Calle Kilimanjaro s/n,172000,2
Chalet,Avenida Santander s/n,449000,4
Chalet,Fuente Berrocal s/n,610000,7
Chalet,La Vega s/n,399900,5
Chalet,El Soto s/n,349000,3
Piso,Mariano García Abril 10,295000,3
Chalet,El Plantío s/n,350000,5
Piso,San Juan s/n,299999,3
Piso,Poniente s/n,390000,4
Piso,Plaza Parquesol s/n,250000,4
Chalet,Aldeamayor Golf s/n,320000,6
Chalet,El Peral s/n,322000,4
Piso,Avenida Valladolid 1,75000,2
Piso,Paulina Harriet 4,169000,4
Chalet,Calle Alonso de Castañeda 20,165000,3
Piso,Calle de la Reja,74872,1
Chalet,Zona Panorama,215467,4
Casa Rural,Calle Santiago,54995,3
Ático,Calle Real,130000,2
Piso,Calle divina pastora 5,310000,4
Chalet,Carril Hondo,190000,4
Piso,Calle Arboleda,96164,3
Piso,Calle Perfección,86127,3
Piso,Avenida Valladolid,79159,3
Piso,Zorrilla,700000,7
Piso,Calle Real,85000,1
Ático,Plaza de la Universidad,550000,3
Chalet,Calle de la Darbuca,225000,5
Chalet,Calle San Ramón y San Luis,223541,3
Piso,Zorrilla,700000,7
Piso,Calle Real,85000,1
Ático,Plaza de la Universidad,550000,3
Chalet,Calle Transversal del Monte,70000,2
Chalet,Avenida de José Luis Lasa,398000,6
Duplex,Calle Artistas,121000,3
Piso,Calle Juan García Hortelano 26,275000,3
Piso,Calle Padre Manjón,119825,3
Piso,Calle Barcelona,119574,1
Chalet,Plaza Puente,179999,3
Chalet,Carretera Cabezon,145327,4
Piso,Avenida Prado Boyal,99000,3
Piso,Calle Aurora,160273,3
Chalet,Calle Prado 197,360000,3
Piso,Calle Barcelona,104997,2
Piso,Calle Honduras,118840,5
Piso,Calle del Manto,116895,2
Piso,Calle del Hornija,65000,3
Chalet,Calle Palomar,122860,4
Piso,Calle del Final,194947,3
Ático,Calle Soledad,122427,2
Chalet,Calle Trilla,90000,3
Piso,Arco de Ladrillo 82,197000,1
Piso,Calle Núñez de Arce 21,440000,4
Piso,Calle de los Milagros,124986,2
Piso,Calle Real,79999,1
Piso,Calle de Juan de Valladolid,180000,3
Chalet,Calle Federico García Lorca,150351,4
Piso,Calle Fuente,137247,3
Duplex,Calle Cementerio,94900,3
Piso,Calle Parque Arturo León,114921,3
Piso,Calle de Gabilondo,210000,3
Piso,Plaza de Santa María,105000,3
Piso,Calle del Puente Colgante,220000,3
Piso,Calle Juan XXIII,119950,3
Piso,Calle Paulina Harriet,675000,5
Piso,Arco de Ladrillo,179121,1
Piso,Calle del Doctor Sánchez Villares 26,165000,2
Piso,Calle de la Galana,193200,3
Ático,Calle Real del Norte,119000,2
Chalet,Calle de Onésimo Redondo,239900,5
Piso,Paseo Don Juan de Austria,138000,4
Piso,Calle Pedro Pérez Villar,139000,2
Piso,Calle de Boston,210000,1
Piso,Calle Salud,119900,3
Piso,Calle Ciudad de la Habana,165000,1
Chalet,Camino del Pinar,170000,3
Piso,Calle Bajada de la Libertad,325000,6
Piso,Calle de la Sierra de Gredos,115000,1
Piso,Calle del Conde de Ribadeo,203000,3
Chalet,Calle Virgen,195000,4
Chalet,Calle Villalbarba,389000,4
Piso,Calle Artesanía,87000,3
Piso,Calle San Antón,119900,4
Chalet,Calle Tomás Bayón,219000,4
Piso,Calle Perú,339999,7
Chalet,Calle Hoces de Vegacervera,138000,3
Piso,Calle Goya,205000,4
Piso,Calle del Arzobispo Marcelo González,105000,3
Piso,Calle Marina de Escobar,229000,2
Chalet,Calle Cristo Rey,270000,3
Casa Rural,Calle Pozo,119900,4
Piso,Calle de Enrique Cubero,239000,4
Chalet,Calle Jacinto Benavente,120000,1
