Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle del Monte Monjardín 14,649900,2
Piso,Calle de Olite 42,285000,4
Piso,Calle Navarro Villoslada 23,338000,3
Chalet,Calle Valle de Egüés 12,950000,4
Piso,Calle de Iñigo Arista 1,630000,4
Piso,Calle Francisco Berlanga Robles 6,545000,4
Piso,Calle Paulino Caballero,560000,6
Piso,Miguel Servet,210000,3
Piso,Calle de Bartolomé de Carranza,308000,3
Piso,Plaza Monasterios de Navarra 3,165000,3
Piso,Calle Fermín Daoiz 3,169000,3
Piso,Calle Alfonso el Batallador 7,280000,4
Piso,Avenida de Sancho el Fuerte 71,366000,3
Piso,Plaza Juan XXIII 1,698000,5
Piso,OLITE,425000,4
Piso,Calle FRANCISCO BERGAMIN,480000,4
Ático,Plaza de La Libertad,1595000,6
Ático,Calle Pintor Maeztu,660000,4
Piso,Calle Francisco Berlanga Robles,397000,3
Piso,Paseo de Pablo Sarasate Pasalekua 38,625000,5
Piso,Calle Yanguas y Miranda,695000,5
Piso,Calle Paulino Caballero,560000,6
Piso,Monasterio de Zilbeti,345000,3
Piso,Avenida de Zaragoza,350000,3
Piso,Calle Monasterio de Aberin,380000,4
Piso,Avenida del Conde Oliveto,370000,2
Piso,Plaza del Castillo,380000,1
Piso,Calle Yanguas y Miranda,845000,5
Piso,Calle de Francisco Bergamin Kalea 45,400000,4
Piso,Calle de Santa Engracia 1,126000,2
Piso,Calle Doctor Juaristi 2,165000,4
Piso,Calle de Juan María Guelbenzu Kalea 24,150000,3
Piso,Calle Pedro Fernández Serrano,760000,4
Piso,Calle Estella,425000,3
Piso,Calle Paulino Caballero 42,290000,3
Piso,Calle de Irunlarrea,179800,1
Ático,Calle Felipe Gorriti 35,350000,3
Piso,Avenida de Bayona 9,275000,2
Piso,Parque de los Enamorados,229000,3
Piso,Calle Nueva 22,178000,1
Piso,Calle de Echarri Aranaz 2,132000,3
Piso,Travesía Vuelta del Castillo 3,398000,5
Piso,Echavacoiz,249000,3
Duplex,Calle Ferrocarril,287000,3
Piso,Calle Cruz de Barkazio 27,197000,3
Piso,Calle Serafín Olave 25,269000,3
Piso,Calle Tejería,175000,2
Ático,Travesía Monasterio de Belate 5,255000,1
Piso,Calle Barquilleros 8,149900,3
Piso,Avenida de Bayona 30,349000,3
Piso,Avenida de Sancho El Fuerte 49,376900,3
Piso,Calle Marqués de Rozalejo,545000,2
Piso,Travesía de la Cendea de Iza 5,164000,4
Piso,Amaya,395000,4
Piso,2º Ensanche,470000,3
Piso,Iturrama,309000,3
Piso,Calle Paulino Caballero 50,515000,5
Piso,Plaza Norte 2,185000,3
Ático,Avenida Pamplona,245000,1
Piso,Calle de San Esteban,158500,3
Piso,Milagrosa,215000,3
Piso,Travesía Acella 2,499000,6
Piso,Calle Ezperun 4,210000,3
Piso,Calle Amaya,560000,4
Piso,Plaza Baja 19,79900,3
Chalet,Avenida Navarra,265000,3
Chalet,Calle Gurimendi 24,845000,8
Chalet,Avenida la Lostra 77,415000,4
Chalet,Calle Chaparral,274000,4
Piso,Calle Alfonso el Batallador,309000,3
Chalet,Calle Ubarca,320000,3
Piso,Calle de Irunlarrea 46,260000,4
Piso,Calle Rioja 6,530000,3
Piso,Milagrosa,158000,2
Piso,Milagrosa,169000,3
Piso,Avenida de Zaragoza 31,254000,2
Piso,Avenida de Sancho el Fuerte 24,380000,3
Piso,Calle Ventura Rodriguez 94,185755,3
Piso,Calle Lakuntza 16,144900,3
Piso,Calle Divina Pastora 21,210000,2
Piso,Paseo del Cierzo 2,186800,2
Piso,Calle Leandro Azcárate,139000,3
Chalet,Quiñuetas 6,290000,4
Piso,Calle Ventura Rodríguez 121,222000,2
Piso,Calle Luis Morondo Urra,220000,2
Chalet,San Juan 22,225000,8
Chalet,Calle Venta Aldea 44,720000,3
Duplex,Calle Mayor,122000,2
Piso,Avenida de Carlos III el Noble Etorbidea 61,302433,4
Chalet,Calle Lizarreta 28,770000,4
