Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Saturno,299900,5
Piso,Pozo dulce,99900,2
Piso,Ruiz Morote,395000,3
Ático,feria,245000,2
Piso,Nuevo Parque,142000,3
Piso,Nuevo Parque,70000,1
Piso,Avenida de los descubrimientos,102100,2
Piso,Cruz del sur,112000,2
Piso,Ronda de Alarcos,130000,3
Chalet,Velilla del Jiloca,55000,3
Chalet,El Torreón - Los Ángeles - El Pilar,285000,5
Piso,CORAZON DE MARIA,110000,3
Piso,Centro - Plaza Mayor,95000,2
Piso,Santa María-Pio XII,134576,4
Piso,Postas,85000,4
Piso,Calle Pedrera Baja,85000,3
Piso,Calle Reyes,62000,2
Piso,Avenida Valdepeñas,103000,2
Piso,virgen de áfrica,93000,2
Piso,alvar gomez,110000,2
Piso,Calle Calatrava,149000,4
Piso,Calle LUZ,73000,3
Chalet,Calle Torralba,300000,4
Piso,Calle Libertad,115000,4
Duplex,Calle norte,125000,3
Piso,Avenida de los descubrimientos,147500,3
Piso,Calle Pedrera Baja,125000,4
Piso,Calle Refugio,127000,3
Duplex,Compas Santo Domingo s/n,212000,4
Piso,Plaza de Toros,83500,3
Piso,POLONIA,128000,3
Estudio,Clavel,43000,0
Chalet,Iglesia Santiago- El Perchel s/n,395000,4
Piso,moreria,79900,2
Chalet,La Guija,320000,4
Ático,Nuevo Hospital,290000,4
Chalet,Santa María-Pio XII,225000,3
Chalet,Plaza pioXII,194900,4
Piso,Calle real,99900,3
Chalet,parque atalaya,400000,3
Chalet,Camino CIUDAD JARDIN,215000,5
Piso,ABEN CANES,85000,3
Chalet,Larache,279000,3
Piso,Calle Del Carmen,51000,1
Piso,Avenida DEL MAR,129900,3
Piso,Calle pedrera baja,70000,1
Piso,Calle REYES,139500,3
Piso,Calle azucena,120000,4
Piso,Calle pedrera baja,79000,4
Duplex,garcia de loaysa,194500,3
Duplex,Calle Acera del Cristo,86650,3
Chalet,Villamayor de Calatrava,210000,5
Piso,Calle Coruña,34600,3
Ático,Calle Santa Aurora,62000,2
Piso,Calle Gran Capitan,75000,3
Piso,Calle Piedralá,21000,3
Piso,Calle cordoba,69000,3
Piso,Calle Oriente,57000,3
Chalet,Bodega,69500,4
Piso,Vereda del Vicario,99000,2
Chalet,Rodriguez Marín,69000,4
Piso,Calle Alarcos,183000,3
Chalet,Calle RIO CORCOLES,105500,3
Piso,Calle los Molinos,53800,2
Piso,Paseo San Isidro,70000,3
Chalet,Calle Aranjuez Poblado,225000,5
Piso,Calle Cristo de Urda,55000,3
Piso,Calle de la Paloma,130000,6
Piso,Gran capitán 41,95000,3
Piso,Calle Nomenclator 28,75000,3
Chalet,Calle de La Manga del Mar Menor s/n,250000,4
Piso,Calle Alejandro Prieto 2,29000,3
Piso,Paseo San Gregorio,135000,4
Piso,Benavente,134000,3
Chalet,Calle Uruguay,87400,5
Piso,Sagunto,73000,3
Piso,Juan Bravo,85000,3
Piso,Pardo Bazán,86000,3
Piso,Nuevo Parque,110000,2
Piso,Calle Iglesia,73500,3
Piso,Calle Iglesia,73500,3
Piso,Sagunto,73000,3
Piso,Calle Goya,55000,3
Piso,Calle estación via crucis,105000,2
Chalet,Porzuna,170000,6
Piso,Santa María-Pio XII,65000,1
Chalet,cuatro caminos 25,118900,4
Piso,Cánovas del Castillo,67900,3
Chalet,coscoja,258900,5
Piso,pintor Antonio Fernández molina,84900,3
Chalet,Calle zanja,97900,4
Piso,Avenida MAR CANTABRICO,170900,4
Chalet,Calle Maestro Don Hermógenes Rodríguez,121900,5
Piso,Calle Alamillo Alto s/n,69000,3
Piso,Calle de la Mata,140000,4
Piso,Vicente Alexandre,89000,4
Casa Rural,Carretera Fuensanta,840000,4
Piso,Calle Polonia,115000,3
Casa Rural,Vía,299000,6
Piso,Calle Astillejos,80000,2
Piso,Camino Sancho Rey 18,126999,2
Chalet,FRAY HERNANDO DE CIUDAD REAL,280000,4
Piso,Calle alonso céspedes de guzman 11,167500,2
Chalet,Almodovar del Campo,250000,4
Chalet,oasis,94900,2
Piso,LIBERTAD,132999,4
Chalet,Tomelloso,99000,3
Piso,La Morería,170000,4
Chalet,Miguelturra,120000,4
Chalet,Alcolea de Calatrava,185000,4
Chalet,Tomelloso,90000,4
Estudio,Calle ALFONSO X EL SABIO,105000,0
Ático,Tomelloso,55000,1
Chalet,Calle Monte 69,68000,4
Duplex,Calle PAQUITO LEON s/n,51000,2
Piso,Calle DONANTES DE SANGRE 2,69900,3
Chalet,Plaza mayor 1,199000,7
Chalet,Avenida Virgen de las Viñas,31800,3
Chalet,SANTO DOMINGO,109000,4
Chalet,Calle Virgen del Carmen,380000,10
Chalet,Calle mestanza,55000,2
Piso,Calle LOS MOLINOS,82900,4
Chalet,Calle Virgen del Carmen,380000,10
Chalet,Zorrilla,42000,4
Chalet,Calle Coruña,160000,5
Duplex,Galicia,88540,2
Chalet,Valdepeñas,114000,4
Chalet,Calle Peñalva,200000,3
Chalet,Santa María de la Cabeza,80000,4
Piso,Valdepeñas,150000,4
Duplex,General Aguilera,20000,2
Piso,Calle Eloy Muñoz,46800,2
Chalet,Calle Zaragoza,57000,3
Chalet,Brazatortas,71000,1
Piso,Calle bailen,21000,3
Ático,Calle Socuellamos,120000,3
Piso,Calle Campo,55000,2
Piso,Calle Velez,80000,4
Piso,El Perchel,105000,4
Chalet,Abenojar,35000,2
Duplex,Ábrego,49000,2
Piso,Calle Torillo,55000,3
Chalet,Travesía de Don Tiburcio,45000,4
Piso,Calle cristo,59100,3
Chalet,Calle Trillo,129000,3
Chalet,Calle prim,42000,3
Chalet,Argentina,55200,3
Duplex,Camino Sancho Rey,157000,3
Ático,Paseo SAN GREGORIO,85000,3
Piso,Paseo San Gregorio,65000,4
Chalet,Calle Madre Josefa,19400,3
Chalet,Travesía TRAVESÍA GOYA,75700,3
Piso,Calle Cervantes,48500,3
Duplex,Calle torillo,69000,3
Chalet,CARMEN,38750,4
Piso,ALEJANDRO PRIETO,29000,3
Piso,Colle Goya,35000,3
Chalet,Calle Castilla La Mancha,126000,4
Piso,Calle San Roque,53000,3
Chalet,Travesía CASTELLANOS,47000,5
Chalet,Carretera Puertollano,140000,3
Chalet,Calle Castilla La Mancha,126000,4
Piso,Calle Cooperación,42000,3
Chalet,Avenida ROMA,145000,4
Piso,Conde de la Cañada,73000,2
Duplex,Calle Valenzuela 1,39900,3
Piso,Plaza de Toros,70000,2
Piso,El Perchel,70000,2
Chalet,Calle Pelayo,55000,5
Chalet,Calle Almería,157000,5
Chalet,Camino de Fructuoso,215000,4
Piso,Calle Alces,250000,5
Piso,Plaza Mayor,140000,2
Chalet,Calle Independencia,125000,3
Piso,Calle Granada,57000,4
Chalet,Calle Hidalgo,315000,4
Chalet,Alcalde Ramón González Martínez,119900,3
Chalet,Calle Pachecas,59000,6
Chalet,Avenida América,102000,3
Chalet,Calle Gran Capitán,115000,5
Chalet,Calle Oceanía,79500,5
Chalet,Calle Peralbillo,220000,4
Chalet,Calle Arrayanes,385000,9
Piso,926650306,Calle Calatrava 10,109900
Piso,Manzanares,16000,2
Piso,campo,71050,3
Piso,Clavel,20500,1
Piso,Avenida constitución,22800,3
Chalet,santa Beatriz de silva s/n,106900,2
Piso,MIGUEL ANGEL BLANCO 1,119000,3
Piso,Calveros s/n,78000,3
Piso,Calle CANALEJAS 6,43500,3
Piso,pablo neruda,45000,3
Chalet,Retuerta del Bullaque,180000,4
Casa Rural,Manzanares,314000,4
Chalet,Juan Hasten s/n,300000,4
Chalet,Calle Cristo de Urda,66900,5
Chalet,hidalgos,87900,4
Chalet,Padre Manjon,73000,3
Piso,PALMA,188000,4
Chalet,DE LA PAZ,158500,3
Chalet,trinidad,257900,5
Piso,Paseo San Gregorio,65000,4
Chalet,tercia,30900,5
Chalet,Alcazar,75000,3
Casa Rural,CR 5042 s/n s/n,199500,3
Chalet,Calle Cristo de Urda,66900,5
Piso,Pablo NerudA,65000,4
Chalet,Calle Cardenal Monescillo,68000,3
Chalet,Padre Manjon,73000,3
Duplex,Calle torillo,69000,3
Chalet,moron,59900,6
Piso,Calle Hernán Cortes,42000,3
Piso,Gran Capitan,44000,4
Chalet,cardenio,99900,5
Chalet,TOMILLO,160000,5
Chalet,Simancas,39900,5
Piso,Calle Santa Cruz De Mudela 3,189999,3
Piso,926650306,Calle Cardenal Monescillo 1,55000
Chalet,Avenida Asturias Poblado,96000,3
Piso,Irene villa s/n,27000,3
Chalet,Pintor Lizcano,149900,4
Piso,Refugio,126999,3
Piso,Calle lope de vega,94000,4
Piso,Ronda Del Carmen s/n,215000,3
Piso,Plaza Mayor,149500,2
Piso,Bernardo Balbuena,90000,4
Chalet,926650306,Calle Almagro 16,35000
Ático,Alfonso Eanes,165000,2
Piso,Calle alfonso x el sabio,39900,4
Chalet,Calle santa bárbara,126000,3
Chalet,Nador,180000,4
Chalet,Saturno,349900,4
Chalet,LUNA,249900,4
Chalet,Ciudad Real- Miguelturra s/n,299000,4
Piso,Francisco Laso 13,38100,4
Chalet,Barquillo 4,105000,7
Chalet,Teresa de Calcuta 58,149000,4
Chalet,Castillejos s/n,249000,4
Piso,Ave Maria 16,60000,4
Ático,Calle pi y margall,75000,2
Piso,Travesía SOCUELLAMOS,46900,3
Chalet,don pedro bustos,97900,4
Casa Rural,santa cecilia,95900,5
Piso,Calle Socuéllamos,24000,3
Chalet,AURORA,105000,4
Piso,Avenida Primero de Mayo,98000,3
Piso,Calle CallePaloma 1,130000,4
Chalet,francisco pizarro,188800,5
Chalet,Alameda La,53000,4
Chalet,Camino viejo de Alarcos 19 B,300000,6
Piso,Calle cuenca s/n,94900,3
Piso,Calle Reyes Católicos,80000,4
Piso,Pintor Vela Siller,139900,3
Chalet,Miguelturra,450000,10
Piso,Calle Gran Capitán,58000,3
Piso,Calle Ancha,80000,4
Chalet,C/Marte,169900,4
Piso,Calle Ramírez De Arelláno,160000,4
Piso,El Perchel,96000,4
Piso,Alcazar de San Juan,42900,3
Chalet,Miguelturra,230000,4
Chalet,Nuevo Hospital,299900,4
Piso,encina,49000,3
Duplex,Santa María-Pio XII,130000,3
Piso,Nuevo Hospital,235000,3
Piso,Barrio Pio XII- Jose de Ribera s/n,55000,3
Piso,Centro,45999,3
Chalet,Argamasilla de Calatrava,189000,4
Piso,Centro,50000,3
Piso,Daimiel,84000,3
Piso,Cañas- El Perchel s/n,50000,3
Piso,Avenida PRIMERO DE MAYO 21,68000,4
Chalet,Calle Arándano 31,275000,5
Piso,BAJADA DEL PILAR 1,89900,3
Casa Rural,Polígono 188,77900,2
Piso,TOLEDO,95000,2
Ático,Calle numancia 43,58000,4
Chalet,CALDERON DE LA BARCA 2,45000,4
Chalet,Almireces,37900,3
Chalet,Avenida de los Descubrimientos 4,305000,4
Piso,Avenida de los Descubrimientos 4,192000,3
Chalet,MERCURIO,345000,5
Ático,Calle norte 19,89900,3
Piso,Avenida de los Descubrimientos 4,155000,2
Piso,Calle cardenal monescillo,83500,3
Duplex,Ruidera,69900,3
Piso,Calle Cierva 1,100000,4
Piso,Larache,93000,2
Piso,Huertos 1,29000,1
Piso,Plaza ESCULTOR JOAQUIN GARCIA DONAIRE,135000,2
Piso,Plaza PALACIO,81500,3
Piso,Calle JUAN II,149000,3
Piso,María Auxiliadora,60000,3
Estudio,Calle ESPERANZA,78000,0
Piso,Avenida Del Mar 80,199000,3
Piso,Calle Galicia,88540,2
Piso,Calle TINTE,153000,3
Piso,Avenida REY SANTO,74900,3
Piso,Calle Rosalía de Castro,64000,1
Piso,Avenida Del Mar 80,202000,3
Piso,Calle CALATRAVA,149000,4
Piso,Avenida Del Mar 80,160000,2
Piso,PORTILLO BARRAGAN,130000,3
Piso,Plaza MAYOR,275000,5
Duplex,Calle ESPERANZA,106000,2
Piso,Calle CABALLEROS,139900,4
Chalet,Lentisco,295000,6
Chalet,Camino la Gila s/n,268000,4
Chalet,Virgen del Socorro s/n,155000,4
Casa Rural,san pedro,214999,4
Chalet,Calle Carretera 1,250000,6
Piso,Calle TOLEDO,220000,6
Piso,Plaza Escultores Rausell y Llorens 2,178000,3
Piso,Calle Toledo 38,158000,3
Piso,Calle Giraldo de Merlo 3,149850,2
Piso,Cisneros s/n,32000,3
Piso,Calle Cantábrico 21,249900,4
Piso,Calle esperanza,129000,2
Chalet,Valdeazogues s/n,180000,3
Chalet,Lentisco,295000,6
Chalet,Camino la Gila s/n,268000,4
Piso,Cisneros s/n,32000,3
Piso,Nuevo Hospital,177000,3
Chalet,Tomelloso,60000,4
Piso,Pasaje de Lanzarote 6,169000,2
Ático,Plaza la Tercia,89900,3
Chalet,Miguelturra,175000,4
Piso,Goya,80000,3
Chalet,Tomelloso,180000,4
Chalet,Tomelloso,90000,4
Chalet,Calle Pozo,129000,4
Chalet,Camino Barajas,150000,3
Chalet,Ctra de Córdoba - Libertad,98000,3
Piso,Calle de Toledo,150000,4
Chalet,Calle Conde Valmaseda,49900,4
Chalet,Calle Emilio Enríquez,73600,3
Piso,Calle Palomar,60000,3
Piso,Calle Juan Alcaide,60000,5
Chalet,CM-412,110000,5
Piso,Avenida del Ferrocarril,80000,2
Chalet,Avenida de españa 31,116000,3
Piso,Calle Juan de Zúñiga,75000,3
Piso,Campus Universitario s/n,150000,4
Chalet,Calle Cervantes,132000,4
Piso,La Morería,130000,3
Piso,El Perchel,158000,4
Piso,El Torreón - Los Ángeles - El Pilar,146000,3
Chalet,héroes de la independencia,135000,4
Piso,Plaza de Toros,95000,3
Piso,Plaza de Toros,69000,3
Piso,Plaza de Toros,139000,3
Chalet,Calle Torillo,53000,3
Piso,Palomar,85000,3
Chalet,Calle el Trillo,129000,3
Chalet,Argamasilla de Calatrava,196000,3
Chalet,Doctor Fleming,48000,3
Chalet,Carretera las casas s/n,280000,5
Piso,Larache,100000,2
Piso,Calle ALTAGRACIA 36,81500,1
Piso,Calle antonio fuente,38500,3
Casa Rural,Carretera de Manzanares,380000,4
Piso,Avenida Tablas De Daimiel,170000,3
Chalet,Alcazar de San Juan,123900,7
Piso,Calle zarza,139000,3
Piso,Calle Clara Campoamor 6,195000,3
Piso,numancia,40000,3
Piso,Centro - Plaza Mayor,170000,3
Chalet,Fernancaballero,95000,5
Piso,Puerta de Toledo - Atalaya,56000,3
Piso,El Perchel,150000,4
Piso,El Perchel,168000,4
Piso,Centro - Plaza Mayor,119000,3
Piso,Centro - Plaza Mayor,145000,3
Chalet,Las Casas,495000,5
Duplex,Norte,125000,3
Chalet,Viso del Marqués,69000,6
Chalet,La Guija,220000,5
Piso,Centro - Plaza Mayor,105000,4
Piso,El Torreón - Los Ángeles - El Pilar,160000,3
Piso,El Torreón - Los Ángeles - El Pilar,100000,4
Piso,El Perchel,195000,3
Piso,El Torreón - Los Ángeles - El Pilar,46000,3
Chalet,Argamasilla de Calatrava,30000,3
Piso,La Morería,112000,4
Chalet,La Poblechuela,499000,4
Piso,La Morería,85000,2
Piso,Plaza de Toros,150000,4
Ático,Nuevo Hospital,215000,3
Chalet,Carretera de Carrión,355000,4
