Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle Abad Maluenda,225000,3
Piso,Calle Sagrada Familia,159900,3
Piso,Calle de Santa Cruz,98000,3
Chalet,Calle Endrinal,220000,5
Piso,Calle Vitoria,89000,3
Piso,Calle Calera,375000,4
Piso,Calle San Zadornil,155000,3
Chalet,Carretera de Arcos,190000,6
Piso,Avenida Cantabria,169000,4
Duplex,Calle de Lain Calvo,480000,3
Chalet,Calle colombia,385000,3
Estudio,Paseo del Espolón,595000,0
Piso,Calle Bailen,255000,3
Piso,Paseo de la Isla,210000,3
Duplex,Calle Condesa Mencía,225000,4
Piso,Calle María Amigo,175000,3
Piso,Calle Vitoria,179000,3
Piso,Paseo de la Audiencia,255000,2
Piso,Paseo Espolón,520000,3
Piso,Paseo Espolón,390000,2
Chalet,Calle Isabel de Portugal,159900,4
Piso,Calle Alfonso VIII,320000,3
Piso,Calle Fundación Sonsoles Ballvé,185000,3
Chalet,Calle de Juan Albarellos,740000,7
Piso,Calle Sagrada Familia,129000,3
Piso,Calle Averroes,298000,4
Piso,Calle Marqués de Berlanga s/n,128000,2
Piso,Calle Emperador,79000,2
Piso,Calle San Bruno,160000,3
Piso,Avenida del Cid,224900,2
Piso,Calle del Morco,265000,3
Chalet,Calle Rey Don Pedro,390000,5
Duplex,Calle Haiti,179500,4
Chalet,Calle Padre Diego Luis San Vítores,820000,4
Piso,Calle Fuenteovejuna,169000,2
Piso,Calle Gonzalo de Berceo,213000,3
Piso,Calle Victoria Balfe,195000,4
Chalet,Calle Federico Salvador Puy,350000,4
Piso,Calle San Francisco,116000,3
Piso,Calle Aranda de Duero,398000,4
Piso,Calle Victoria Balfe,195000,3
Piso,Calle del Burgense,250000,6
Piso,Calle Oscar Romero,185000,3
Piso,Avenida Reyes Católicos,235000,4
Piso,Avenida de la Paz,380000,4
Piso,Avenida de la Constitución Española,149000,4
Piso,Plaza Roma,139900,3
Piso,Avenida de Valencia del Cid,115000,3
Piso,Avenida del Cid Campeador,298000,6
Piso,Calle Vitoria,325000,7
Piso,Calle Vitoria,360000,5
Piso,Calle Francisco Grandmontagne,89900,3
Duplex,Avenida de Castilla y León,199000,3
Piso,Calle Malaga,85000,3
Duplex,Calle de las Corazas,169500,2
Piso,Calle Santiago,169000,4
Piso,Calle Rey Don Pedro,175000,4
Piso,Plaza San Bruno,102000,3
Piso,Calle Fuenteovejuna,155000,2
Piso,Paseo Regino Sainz de la Maza,360000,5
Duplex,Calle María de Zayas 8,149900,3
Piso,Calle Francisco Grandmontagne,135000,3
Piso,Calle de Sevilla,103000,3
Piso,Calle de Calleja y Zurita,139900,3
Piso,Calle Aparicio y Ruiz,390000,5
Piso,Calle José María Codón,159000,2
Piso,Barriada Juan XXIII,70000,3
Piso,Universidad - Las Huelgas,216000,3
Piso,Calle Parque Juan Pablo II,146000,2
Piso,barrio Gamonal - San Bruno - G9,110000,3
Piso,Calle Antonio García Martín,139000,2
Piso,barrio Gamonal - San Bruno - G9,160000,3
Piso,Casco Antiguo,50000,1
Piso,barrio Juan XXIII - Las Torres - G2,75000,3
Piso,barrio Gamonal - San Bruno - G9,93500,3
Piso,Calle Severo Ochoa,118000,3
Piso,Calle San Pablo 12,118500,3
Piso,Avenida de la Paz,340000,3
Piso,Calle Luis Alberdi,103000,3
Chalet,Calle Hijos de Santiago Rodríguez,812000,4
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,109900,3
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,350000,5
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,84000,3
Piso,Calle Madrid,89000,3
Piso,Calle Vitoria,95000,2
Piso,Avenida de los Derechos Humanos 09007,89000,3
Duplex,Avenida de Castilla y León,205000,3
Piso,Calle Calzadas,399000,5
Piso,Calle Vitoria,77500,1
Piso,Calle La Merced,250000,6
Piso,Calle de Nuestra Señora de Belén,173000,3
Duplex,Calle Diego Laínez,970000,5
Piso,Calle Vitoria,239900,4
Piso,Calle Santiago Apóstol,139900,2
Piso,Calle Alejandro Yagüe,125000,3
Piso,Camino Casa de la Vega,96000,3
Piso,Camino Casa de la Vega,69000,3
Chalet,Villimar - V1 - V2 - S3 - S4 - San Cristobal,335000,4
Piso,Calle María de Zayas 6,153000,3
Piso,Calle de Calleja y Zurita 4,135000,3
Piso,barrio Gamonal - San Bruno - G9,129000,3
Piso,Calle Teresa Jornet Santa Fundadora,139900,2
Piso,San Pedro de la Fuente,155000,3
Chalet,Calle Iglesia,46000,2
Piso,Plantío - Alcampo,123000,3
Chalet,Villarcayo de Merindad de Castilla la Vieja,395000,4
Chalet,Calle Vitoria,333000,5
Chalet,Calle Valmoral s/n,257000,3
Chalet,Avenida Urbanización Río Arlanzón M1,784000,6
Duplex,Calle Bernardino Obregón,390000,4
Chalet,Villatoro,299000,3
Piso,Casco Antiguo,659000,6
Piso,Calle Cervantes,119000,4
Chalet,Calle Valle del Arlanzón,295000,3
Chalet,Calle San Roman,199000,3
Piso,Calle Navarrete,184500,3
Chalet,Camino Real,299500,4
Piso,Calle Avila,97000,1
Piso,C. Sagrada Familia 27,135000,3
Piso,Calle Guardia Civil,420000,3
Piso,Calle Martín Antolínez,180000,4
Piso,Calle Laín Calvo,220000,3
Piso,Calle Maese Calvo,129000,1
Piso,Palencia,180000,3
Piso,Calle Legión Española,128000,3
Piso,Calle Eduardo Martínez del Campo,185000,4
Piso,Calle Progreso,240000,3
Piso,Rosalía de Castro,182000,3
Piso,Calle Legión Española,99000,3
Chalet,Calle Virgen de las Aguas,199000,4
Piso,Calle Vitoria,155000,2
Piso,Avenida del Arlanzón,320000,4
Piso,Calle Francisco Salinas,115000,3
Chalet,Calle Cabestreros,179000,2
Piso,Calle Aparicio y Ruiz,338000,3
Piso,Calle de las Calzadas,134900,3
Casa Rural,Carretera Lezana 52 A,1900000,5
Piso,moratin 17  bis,135000,3
Piso,Avenida General Gutierrez 1,165000,4
Piso,Travesía san isidro 1,128000,2
Chalet,Calle Consistorial,175000,3
Piso,Calle Carrequemada 29,185000,3
Piso,Villarcayo de Merindad de Castilla la Vieja,54000,2
Chalet,Rubena,105000,2
Piso,barrio Gamonal - San Bruno - G9,125000,3
Piso,Avenida Reyes Católicos,165000,3
Piso,barrio Santa Teresa-San Pedro Cardeña,140000,1
Piso,Calle Diego de Siloé,115000,1
Piso,Plaza Lago Sanabria,145000,3
Chalet,Avenida PALENCIA 25,649000,5
Piso,barrio El Carmen-Barrio Gimeno,92000,2
Piso,Calle Carnicerías,196000,2
Piso,Avenida República Argentina,225000,3
Duplex,Calle Victoria Balfe,249000,4
Piso,Plantío - Alcampo,123000,3
Piso,Calle de la Igualdad,119900,3
Piso,Calle Molino Salinas,89900,3
Piso,Avenida El cid 1,75000,3
Chalet,Vía,344000,4
Piso,barrio San Julián-Bº de Cortes,110000,2
Piso,barrio Gamonal - San Bruno - G9,92000,3
Piso,Avenida Cantabria,185000,3
Piso,Avenida de los Derechos Humanos,115000,3
Casa Rural,Merindad de Cuesta-Urria,435000,5
Chalet,Calle Sancho Ortiz de Matienzo s/n,190000,5
Duplex,El Parral,133000,2
Chalet,Ibeas de Juarros,145000,3
Piso,Centro,140000,3
Piso,Calle de Sevilla,88000,3
Piso,Calle Alejandro Yagüe,88000,3
Piso,Calle Sagrada Familia,129000,3
Piso,Avenida Reyes Católicos,158000,3
Piso,Plaza 2 de mayo,180000,3
Piso,barrio Reyes Católicos,361000,4
Piso,Calle Huelva,210000,4
Chalet,Arcos,155000,3
Chalet,Camino Burgos,210000,4
Piso,Anduva - Miranda sur,155000,2
Chalet,Crucero - Aquende,115000,5
Chalet,Calle Beato Antonio Arribas,210000,3
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,130000,2
Chalet,Calle lago,189000,3
Piso,Avenida palencia,180000,3
Piso,Calle San Pedro y San Felices,120000,2
Piso,Plaza Luis Martín Santos,179000,3
Piso,Calle Esteban Sáez Alvarado,235000,3
Chalet,Calle 14 DE ABRIL,248900,4
Piso,Calle Benito Pérez Galdós,245000,3
Chalet,Burgos,188000,3
Duplex,BERNARDINO OBREGON,279000,3
Chalet,Calle San Juan s/n,95000,4
Casa Rural,loma de montija,510000,6
Casa Rural,Población de Arreba 6,30000,3
Piso,Avenida de Valencia del Cid,120000,3
Casa Rural,lain calvo,110000,5
Casa Rural,Calle Diseminados,325000,4
Piso,Calle Llana de Afuera,135900,2
Piso,Illera,236000,3
Piso,Avenida de la Constitución Española,117000,3
Piso,Calle Esteban Sáez Alvarado,240000,3
Chalet,Calle el Portón de los Guindales,590000,6
Estudio,Calle Maestro Quesada s/n,79000,0
Piso,Calle Santa Clara,123000,2
Chalet,Calle la Sementera,165000,4
Piso,Carretera de Arcos,80000,3
Chalet,Carretera San Pelayo s/n,350000,4
Piso,Calle Padre Flórez,140000,3
Chalet,LA PUEBLA DE ARGANZóN,285000,3
Piso,Calle San Cosme,117000,2
Chalet,Doroño-2,295000,3
Chalet,Calle Mayor,112000,3
Piso,Lovaina,240000,3
Piso,Calle San Antonio,110000,4
Piso,Plaza San Bruno,102000,3
Ático,Calle Lope de Vega,141500,3
Piso,Avenida de los Derechos Humanos,74000,3
Piso,Calle Alfareros,84000,3
Piso,Calle de Ávila,90000,3
Chalet,Calle Juan Manuel Durán,125000,2
Piso,Calle Briviesca,135000,2
Piso,Concepcion,99500,2
Piso,Avenida Vena,270000,5
Piso,Avenida de Valencia del Cid,120000,3
Piso,Avenida Alcalde Valentín Niño,165000,2
Piso,Calle Santa Águeda,410000,5
Piso,Calle Federico Martínez Varea,130000,3
Piso,Calle Fuenteovejuna  20,230000,3
Piso,Calle Pdte. Adolfo Suárez s/n,163500,2
Chalet,Condado de Treviño,352000,7
Piso,Calle Fuenteovejuna  20,120000,1
Piso,Calle Lovaina,205000,3
Piso,Calle Fuenteovejuna  20,240000,3
Piso,Calle Pdte. Adolfo Suárez s/n,195300,3
Piso,Calle Esteban Sáez Alvarado,235000,3
Chalet,Diseminado,500000,3
Piso,Avenida Vena,250000,3
Chalet,Calle Mirador de Entrambasaguas,325000,4
Piso,Calle Antonio García Martín s/n,158000,2
Piso,Calle Antonio García Martín s/n,137000,1
Piso,Calle Antonio García Martín s/n,167200,2
Chalet,Calle Miguel de Cervantes,150000,4
Piso,Calle Gonzalo Gustios,120000,3
Piso,Calle Gonzalo Gustios,61000,1
Piso,Calle Doctor Jaime de Santa Maria,169500,3
Piso,Calle Gonzalo Gustios,106000,2
Chalet,Carretera San Millán,150000,0
Piso,Calle de los Alfareros,97000,2
Casa Rural,san vicente,79000,5
Piso,Calle Labradores,65000,3
Piso,Plaza de España,350000,5
Piso,Calle Batalla Navas de Tolosa,139000,2
Piso,Calle Navarrete,184500,3
Piso,Calle Concepción,315000,5
Piso,Calle VIRGEN DEL MANZANO,256000,2
Piso,Avenida la paz,280000,2
Piso,Calle Francisco Sarmiento,115000,4
Piso,Plaza Mayor,120000,3
Piso,Calle Haití,179500,4
Piso,Calle Padre Flórez,178000,3
Piso,Camino de Villalonquéjar,115000,2
Piso,Calle de las Calzadas,135000,2
Piso,Calle Padre Aramburu,117000,2
Piso,Calle Francisco Sarmiento,110000,2
Piso,Calle Madrid,350000,4
Piso,Avenida de la Paz,280000,4
Piso,Calle san francisco,110000,3
Piso,Calle Fuente Lázaro,79800,2
Piso,Calle Lealtad,110000,3
Chalet,Carretera Villadiego,830000,8
Piso,Calle Frías,155000,3
Chalet,hospital yelmo,295000,3
Piso,Calle Francisco de Enzinas,210000,3
Piso,Vitoria,199000,3
Piso,Paseo Pisones,80000,3
Piso,Calle del Morco,250000,5
Piso,Calle San Lorenzo,170000,2
Piso,Calle La Paloma 09003 Burgos,99000,1
Piso,Calle Laín Calvo,275000,2
Casa Rural,Calle San Mames,28000,1
Chalet,Calle Virgen del Salterio,385000,5
Piso,Avenida de la Paz,280000,4
Piso,Calle Batalla Navas de Tolosa,139000,2
Piso,Avenida la paz,280000,2
Piso,Calle San Miguel,79000,3
Piso,Plaza Pl. Luis Martín Santos,179000,3
Duplex,Calle Murcia,144000,2
Chalet,Urbanización los Molinos,420000,6
Piso,Avenida del Cid Campeador,155000,3
Piso,Calle Crucero de San Julián,95000,3
Piso,CL ALFONSO X EL SABIO,180000,4
Piso,Calle de Lain Calvo,209900,3
Casa Rural,Calle Villalazara s/n,198000,7
Piso,Casco Antiguo,100000,3
Chalet,mayor 71,115000,4
Casa Rural,Barrio Villatoro s/n,75000,5
Chalet,pendiente 4,48000,4
Piso,San Anton 8,69000,3
Piso,Arco Isilla 7,110000,3
Casa Rural,Noceco 10,290000,9
Chalet,Calle Cornejo 86,103000,3
Chalet,Calle Mayor,360000,5
Piso,obras publicas 3,110000,3
Estudio,Calle de Alfonso XI,55000,0
Chalet,Condado de Treviño,200000,5
Chalet,Villarcayo de Merindad de Castilla la Vieja,247000,5
Chalet,Carcedo de Burgos,220000,3
Chalet,Castrillo del Val,68000,3
Piso,Calle la Tala s/n,139900,2
Piso,Calle Llana de Afuera,100000,3
Chalet,Calle del olmo,425000,5
Piso,Calle Santa Águeda,80000,1
Chalet,Calle Portal de Zaldiaran,330000,3
Chalet,Calle Portal de Zaldiaran,410000,4
Piso,Fuente Lugarejos 3,194500,2
Chalet,Calle Portal de Zaldiaran,360000,2
Chalet,Calle Portal de Zaldiaran,390000,3
Piso,Fuente Lugarejos 3,202500,2
Piso,Calle La Iglesia,203000,4
Chalet,palillos,470000,4
Piso,Calle Burgense,150000,2
Chalet,palillos,470000,4
Piso,Calle Arles,127000,3
Piso,Calle María Amigo,139000,4
Chalet,Paseo de los Pisones Burgos,395000,4
Piso,Benjamín Palencia,130000,2
Piso,Calle Teresa Jornet Santa Fundadora,139900,2
Piso,Avenida Vena,165000,2
Piso,Calle Pintor Miró,280000,3
Chalet,Nuestra Señora de Belen,103000,4
Piso,Bulevar Ferroviario s/n,150000,1
Chalet,Valparaíso,344000,5
Piso,Calle Lovaina 1,185000,3
Piso,Bulevar Ferroviario s/n,295000,3
Piso,Calle Lovaina 1,185000,3
Piso,Calle Luis Labín,195000,3
Piso,Calle Lovaina 1,175000,3
Piso,Calle San Pablo s/n,130000,2
Piso,Bulevar Ferroviario s/n,195000,2
Chalet,Calle Tirso de molina,260000,5
Piso,Universidad - Las Huelgas,170000,3
Chalet,Quintanapalla,79000,1
Piso,Calle Padre Flórez,169000,2
Piso,Calle Eduardo de Ontañón,235000,2
Chalet,Cayuela,158000,3
Casa Rural,Concepción 14,80000,3
Chalet,Celada del Camino,85000,4
Chalet,San Mamés de Burgos,69900,2
Chalet,Ibeas de Juarros,195000,3
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,185000,4
Chalet,Villafría - La Ventilla - Castañares,290000,4
Chalet,Calle Argentina,195000,3
Chalet,Calle Carmen Amaya,195000,3
Piso,Plaza Santo Domingo de Guzmán,104000,1
Piso,Calle Esteban Sáez Alvarado,206500,3
Piso,Calle Polvorín de las Rebolledas,123900,3
Piso,Calle Palma de Mallorca,179650,2
Piso,San Martín de la Bodega,185500,2
Chalet,Calle Candelas,95000,7
Piso,Calle Palma de Mallorca,171950,2
Chalet,Calle Doña Jimena,189900,4
Piso,Plaza Vega,185000,2
Piso,Calle Eras de San Francisco,89900,3
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,95000,2
Piso,Calle la Tala s/n,189900,3
Piso,Plaza Alonso Martínez  2,465000,3
Piso,barrio Gamonal - San Bruno - G9,158000,4
Piso,barrio Los Vadillos - R. Sanitaria - Pozanos,169000,2
Ático,Calle la Tala s/n,195600,2
Piso,las bodegas,56000,2
Piso,Plaza Alonso Martínez  2,990000,5
