Provincia,Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones
Asturias,101368539,Piso en Calle Álvarez Lorenzana,Piso,"En la calle Álvarez Lorenzana, se vende vivienda de dos dormitorios dobles con cocina independiente y terraza tendedero, tiene amplio salón-comedor y un baño completo. La vivienda goza de vistas al Aramo con orientación sur. Muy soleado. Amplia plaza de garaje con armario guarda-enseres al lado y un cuarto trastero en la planta bajo cubierta. En el patio interior del edificio existe una ventana con un tendedero de uso privado para este piso. El edificio no tiene barreras arquitectónicas. La propiedad se encuentra en perfecto estado, visítela sin compromiso. Impuesto de transmisiones patrimoniales y honorarios de notaría y registro, no incluidos en el precio.",985212221,Calle Álvarez Lorenzana,150000,2
Asturias,101563227,"Piso en Calle Cabrales, 92",Piso,"Para los amantes del centro de Gijón, este será sin duda un amor a primera vista. Este piso te conquistará por.    Su situación:  En la esquina de las calles Cabrales  y Dindurra, a escasos 50 metros del parque de Begoña y de los Campinos con la emblemática iglesia de San Lorenzo al frente, muy cerca de la plazuela de San Miguel, a cinco minutos caminando a la playa de San Lorenzo, en el corazón de Gijón un lugar lleno de vida con multitud de terrazas donde tomar un agradable desayuno o un vino en buena compañía. La zona cuenta también con numerosos comercios y locales culturales como el famoso Teatro Jovellanos y la Biblioteca pública del mismo nombre. Sus cualidades y calidades: Un piso totalmente reformado con las mejores calidades, a estrenar por la familia que decida hacer de él su nuevo hogar. La vivienda se encuentra situada en una séptima planta y está compuesta por una pieza formada por salón-cocina ambos con grandes ventanales exteriores que hacen de esta estancia un lugar súper luminoso y soleado y desde los que se puede ver el parque de Begoña. Tiene además tres habitaciones, dos de ellas de gran tamaño y una tercera más pequeña ideal para establecer en ella una zona de trabajo, la vivienda se completa con un bonito baño con plato de ducha y un aseo. Tanto las ventanas de PVC, como las tuberías y la electricidad están cambiadas. El piso tiene calefacción central con contadores individuales. Ven a conocerlo, será un auténtico flechazo!  En el precio no están incluidos el impuesto de transmisiones patrimoniales ni los gastos de notaría y registro.   .",984260946,"Calle Cabrales, 92",229000,3
Asturias,99817324,"Piso en Calle la Felguera, 8",Piso,"Atención: piso en zona centro. Ponemos a la venta este inmueble en calle La Felguera, a un paso de la calle Uría y a 10 minutos escasos caminando de la playa de San Lorenzo. Está distribuido en tres dormitorios, salón-comedor, dos baños (uno en suite) y cocina. El piso se ha reformado y está en un estado impecable. Por si esto te parece poco se vende con derecho a aparcamiento en patio posterior con acceso a traves de portón con acceso privado de los vecinos del bloque.  Buen piso, con una buena ubicación y rodeado de todo tipo de servicios. Llámanos y te informaremos encantados.  En el precio no está incluido el 8% de transmisión patrimonial ni los gastos de registro y de notaría.",984260946,"Calle la Felguera, 8",185000,3
Asturias,99014905,"Piso en Carretera Vizcaína, 33",Piso,"Espectacular propiedad en el corazón del barrio de Laviada, a menos de 5 minutos de la estación de Alsa y de la estación de tren, y a menos de 10 minutos de la playa de Poniente, te presentamos esta vivienda compuesta de 3 amplios dormitorios, salón de más de 18m2, cocina, baño y dos despensas. Con la fachada totalmente rehabilitada, con altas calidades, tipo sate, patios y cubierta del edificio también rehabilitado. El hecho de tener 3 huecos a la carretera Vizcaína, con orientacion Oeste, le proporciona una luz natural y sol por la tarde. Con centros educativos cercanos, Centro de salud, zonas deportivas, y comercios de toda índole para hacer de esta vivienda, un perfecto hogar donde establecer tu vivienda habitual o incluso una segunda residencia.  No lo dudes más, llámanos, estaremos encantados de enseñartela.  En el precio final no están incluidos el Impuesto de Transmisiones Patrimoniales, ni los Gastos de Notaría y Registro.",984260946,"Carretera Vizcaína, 33",172500,3
Asturias,98699644,"Piso en Calle San Bernardo, 38",Piso,"Hoy ponemos a la venta esta extraordinaria propiedad con vistas a las calles San Bernardo y calle La Merced de Gijón. Se trata de una vivienda situada en planta tercera de un edificio simbólico que forma parte del Patrimonio Arquitectónico de Gijón, tiene una superficie construida de 210,00 m2 y útil de 170,00 m2, ambas aproximadas. Se trata de una vivienda de techos altos con casi tres metros de altura y se compone de un estupendo salón comedor que tiene una superficie útil superior a los 36 metros cuadrados, cinco dormitorios, dos de ellos con vistas a la calle de la Merced cuenta con una superficie de 22,65m2 y 17,30 m2, también dispone una amplia cocina de casi 13 m2 y dos baños, ambos con ventana y con una superficie de 7,68 m2 y 6,86 m2.  Tanto la calefacción como el agua caliente son proporcionados por caldera individual de gas natural, los radiadores son de hierro fundido, en cuanto a pavimentos a excepción de baños y cocina todos los suelos son  de parquet en madera maciza de roble, las puertas de paso presentan buen estado que al igual que los herrajes de las mismas son los originales  La ubicación del edificio es extraordinaria ya que se encuentra al lado de la Plaza del Parchis, La Playa del Ayuntamiento, calle Corrida y menos de dos minutos andando de la Playa de San Lorenzo.  El edificio fue construido a mediados de los años 20 del siglo pasado, siendo el autor del proyecto el Arquitecto D. Miguel Garcia de la Cruz, autor también de Diseños como el de la plaza del Carmen, u obras como la Iglesiona, la antigua Pescadería Municipal o la Casa de los Paquet. Se trata de un edificio que presenta gran cuidado en la ejecución de sus elementos decorativos en los que destacan las decoraciones en mortero y los elementos de forja en antepechos de huecos. En el portal y espacios interiores se aprecian influencias decó, particularmente en la puerta de entrada y cortavientos del portal, así como en las puertas de entrada a las viviendas. Destaca en el portal la decoración en mármoles de paredes y suelos.  Si crees que esta vivienda se puede ajustar a lo que estas buscando no dudes en llamarnos y te acompañaremos en la visita.  En el precio publicitado (PVP) no está incluido el 10% del Impuesto de Transmisiones Patrimoniales ni los gastos de Notaria y Registro.",984260946,"Calle San Bernardo, 38",480000,5
Asturias,102091825,Piso en Calle Pelayo,Piso,"Veri Corral Inmobiliaria pone en venta este impresionante piso en zona prime, la zona más exclusiva y demandada de la capital asturiana. Situado en la Calle Pelayo, calle peatonal y en frente al teatro Campoamor, junto al Parque San Francisco, la calle Uría, y la principal zona comercial y de restauración de Oviedo. Es exterior y goza de un magnífica luz natural y preciosas vistas.    Se trata de una 1º planta exterior, pero con altura real de segunda planta, de 122m² construidos y en perfecto estado de conservación. La finca se renovó totalmente en 2003 y goza de una preciosa fachada.    Se distribuye de una manera muy cómoda: amplio hall de entrada, salón-comedor muy amplio de más de 30m² con salida a una magnífica terraza con vistas directas al Teatro Campoamor, dos dormitorios dobles muy amplios con armarios empotrados (uno de ellos con baño en suite), cocina totalmente equipada con las mejores calidades y dos cuartos de baño completos.    El piso goza de las mejores calidades, en su día fué reformado por una prestigiosa empresa de diseño y decoración: suelos de mármol, carpintería interior de madera de las más alta calidad, armarios empotrados de gran capacidad, ventanas de Climalit oscilobatientes, paredes lisas, techo saltos y persianas automáticas.    Portal representativo y señorial con ascensor. Suministros individuales y gastos de comunidad muy comedidos.    Una opción perfecta para vivir en el mismísimo centro de la capital, un auténtico lujo y capricho.    Si desea mas información, puede ponerse en contacto con nosotros o visítenos en nuestra oficina situada en la calle Progreso número 5 Edificio La Jirafa bajo 2. También puede visitar nuestras oficinas en Gijón, Llanes y Ribadesella.",984260103,Calle Pelayo,450000,2
Asturias,99387330,Piso en Avenida de la Costa,Piso,"Veri Corral Inmobiliaria vende en exclusiva este espectacular piso en Los Campos de 150 metros cuadrados útiles, a un paso de la playa de San Lorenzo.    La vivienda completamente reformada consta de cocina totalmente equipada con electrodomésticos de alta gama y zona de planchado independiente, amplio salón-comedor de unos 35 metros cuadrados con dos salidas a una gran terraza, tres dormitorios, el principal con un gran vestidor, dos baños completos con plato de ducha y una estancia de zona de lavado.    El inmueble se encuentra completamente actualizado, suelos de parquet y mármol. Tanto la calefacción como el agua caliente funcionan con SSCC y el edificio cuenta con portero físico. Portal sin barreras arquitectónicas.    Hablamos de un piso en el mismo centro de Gijón que por su orientación y altura es muy claro y luminoso, con preciosas vistas de la ciudad.    Posibilidad de alquilar una o dos plazas de garaje en el mismo edificio.    Fachada revién renovada, sin derramas pendientes.    Si desea más información, no dude en ponerse en contacto con nosotros en el teléfono o visítenos en nuestra oficina de Plaza del Instituto 10 - Gijón.",984260103,Avenida de la Costa,450000,3
Asturias,99387893,Casa independiente en Pancar,Chalet,"Chalet independiente con una amplia parcela diseñada en varios ambientes, con rocas, encinas y gran variedad de árboles y plantas.    El chalet dispone de una zona de aparcamiento exterior empedrado y un porche orientado al sur diseñado para salir a comer al exterior, con acceso directo desde la cocina, que está independiente equipada y amueblada. En la planta principal se aloja el salón en el que destacamos un amplio ventanal, orientado al Este, donde se puede apreciar una espectacular luz al amanecer. Desde el salón se accede al jardín, también a la cocina y a un baño exterior con ducha. Uno de los dormitorios es doble con armario y situado en la entreplanta. En la primera planta se aloja un gran dormitorio principal con un amplio armario empotrado y un baño.     Anexo y bajo el dormitorio principal, pero con entrada totalmente independiente por el exterior de la vivienda, se aloja un cuarto de invitados con baño.    Si desea más información o concertar una visita póngase en contacto con nosotros o visítenos en nuestra oficina situada en la Calle Las Barqueras, 10 - bajo, Llanes.",984260103,Pancar,395000,3
Asturias,99907428,Dúplex en Calle Fray Ceferino,Duplex,"Veri Corral Inmobiliaria pone a la venta, en exclusiva, fantástico dúplex en el centro de Oviedo.   En pleno centro de la ciudad con todos los servicios necesarios sin necesidad de desplazamiento. Inmejorable ubicación.   Este magnífico dúplex se encuentra a un paso de el corazón de la ciudad, la zona comercial, la zona de ocio y restauración. También tenemos a un paso la estación de tren Renfe, la estación de autobuses y la autovía ASII.   El edificio, de 1998, tiene una superficie construida de 100 m² distribuidos de la siguiente manera: En planta baja tenemos hall de entrada, salón-comedor muy luminoso, cocina equipada, una despensa o cuarto de almacenaje y un aseo.   En primera planta tenemos dos dormitorios muy amplios uno de ellos con armario empotrado y un gran baño con bañera con posibilidad de darle un giro y hacer cualquier cambio dada su amplitud.   La vivienda es muy luminosa y silenciosa. Dispone de ventanas pvc y puertas de madera de mongoy. Tiene casetones en dormitorios y velux en primera planta.   Posibilidad de hacer una habitación más en la planta baja.   Dispone de plaza de garaje con acceso directo y cuarto trastero.   Tiene Calefacción de gas natural y gastos poco elevados de comunidad.   Si buscas un piso en el centro de Oviedo nos encantaría poder enseñarte este fantástico dúplex con el que tienes todo lo necesario sin necesidad de desplazarte y en una de las mejores zonas de la ciudad.   Si desea más información no dude en ponerse en contacto con nosotros en el teléfono 985 40 15 15, o visitarnos en nuestra oficina de la calle progreso 5, Edificio la Jirafa bajo 2 de Oviedo. También puede visitar nuestras oficinas en Gijón, Llanes y Ribadesella.",984260103,Calle Fray Ceferino,179000,2
Asturias,99100982,Piso en Calle Emilio Tuya,Piso,"Piso en venta en La Arena, Gijón (Asturias, España). Precio: 178.000 €. Superficie construida: 114 m2. 3 habitaciones y 2 baños. 1ª planta exterior. Trastero incluido. Piso en venta situado en La Arena, en Gijón, a tan sólo 150 metros de la Playa de San Lorenzo (escalera 12). Se ubica en un edificio construido en 1979, sin barreras arquitectónicas y que cuenta con ascensor. Es exterior, con orientación norte (calle) y sur (patio). La vivienda, que se encuentra en buene estado, tiene una superficie construida de 114 m2 distribuidos en hall de entrada, salón comedor, cocina amueblada y equipada, terraza-tendedero, tres habitaciones y dos baños. Cuenta con acceso a patio comunitario, de uso y disfrute compartido con otra vivienda. Trastero incluido en el precio. Dispone de suelos de gres, calefacción individual de gas ciudad, armarios empotrados, ventanas de doble acristalamiento, puerta de seguridad, videoportero, etc. Gastos de comunidad: 80 € al mes.",984260626,Calle Emilio Tuya,178000,3
Asturias,94125608,Casa independiente en Lugar las Caldas,Chalet,"Chalet independiente en venta en Las Caldas, Oviedo (Asturias, España).    Precio: 500.000 €.  Superficie construida: 396 m².  Superficie parcela: 2.500 m². 7 habitaciones y 4 baños.  Chalet independiente en venta situado en Las Caldas (Asturias), a 8 kilómetros de Oviedo en un entorno privilegiado, presidido por el balneario, el campo de golf, cueva con grabados prehistóricos, iglesia románica, castillo romántico y un sendero peatonal a orillas del río Nalón que comunica con Oviedo y los valles de Trubia. La vivienda de piedra, que data de 1888, fue totalmente renovada en 1990 y se ubica sobre un parcela 2.500 m², cerrada con muro de piedra. Tiene una superficie de 396 m² distribuidos en tres plantas: Planta baja (162 m²): salón con estufa Hotul, comedor, cocina amueblada y equipada (con equipamiento moderno), una habitación-biblioteca, un cuarto de baño, office y un almacén bodega. En el exterior cuenta con un porche cubierto que se usa como garaje. Planta primera (162 m²): es el acceso desde la calle a través de un patio delantero de piedra cerrado por una verja: amplio hall, salón con chimenea Milá, habitación-cuarto de televisión, tres dormitorios y dos baños completos. Planta bajocubierta (57 m²): distribuidor, un estudio, un desván y una suite compuesta por cuarto de estar, dormitorio y baño. En el jardín tipo parque con numerosos y monumentales árboles ornamentales, hay un pozo y depósito de pluviales, huerta, invernadero de cristal y caseta de aperos. El acceso para vehículos es por un lateral de la finca. La vivienda dispone de armarios empotrados, suelos de tablón de madera de castaño en la primera planta y de barro cocido en la planta baja, ventanas de madera de iroko de doble acristalamiento, calefacción de gasoil de 50.000 kcal/h con depósito (enterrado) de 3.000 litros, conexión wifi, etc. Sellmi | Inmobiliaria | Real Estate.",984260626,Lugar las Caldas,500000,7
Asturias,99552233,Dúplex en Calle del General Elorza,Duplex,"Dúplex en venta en General Elorza, Oviedo (Asturias, España). Precio venta: 225.000 €. Superficie construida: 125 m2.  3 habitaciones y 2 baños. 7ª planta exterior. Plaza de garaje opcional. Dúplex en venta situado en la calle General Elorza, a escasos 50 metros del Centro Comercial Salesas y a un paso del centro de Oviedo. Se ubica en un edificio construido en 1990 y que cuenta con ascensor. La vivienda tiene una superficie construida de 125 m2 distribuidos en dos plantas: Planta 7ª: hall de entrada, salón comedor con chimenea, cocina amueblada y equipada, terraza-tendedero y un baño completo. Planta 8ª: distribuidor, tres habitaciones y un baño completo. Plaza de garaje opcional (cerrada con puerta corredera de hierro) por 15.000 €. Es totalmente exterior (excepto baños) con orientación norte. Dispone de suelos de parquet y gres, ventanas de doble acristalamiento, armarios empotrados, calefacción individual de gas ciudad, puerta de seguridad, videoportero, etc. La chimenea de madera, con cuerpo en hierro forjado de la marca Jotul, cuenta con dos tubos que mandan el aire caliente a las habitaciones del piso superior. Gastos de comunidad: 100 € al mes. Sellmi | Inmobiliaria | Real Estate.  Encuentra más en.",984260626,Calle del General Elorza,225000,3
Asturias,96828301,Casa independiente en Lugar Toleo,Chalet,"Chalet independiente en venta en Oviedo (Asturias, España).    PRECIO: 990.000 €. Superficie construida: 527 m².  Superficie parcela: 5.260 m². 3 habitaciones y 4 baños.  Chalet independiente en venta situado en la falda del Naranco, en la zona de Toleo. La vivienda, construida en 2010 y orientada al sureste, se encuentra ubicada en una parcela de 5.260 m², con espectaculares vistas sobre Oviedo. Tiene una superficie construida de 507 m² distribuidos en tres plantas.  Planta baja: porche, hall de entrada, gimnasio, piscina climatizada de 12 metros de largo, garaje para dos coches, un baño-cuarto de plancha, sala de calderas. Planta primera: salón comedor con chimenea Gyrofocus, terraza, cocina amueblada y equipada y un baño. Planta segunda: despacho-biblioteca, dos habitaciones y dos baños. El dormitorio principal cuenta con terraza, vestidor y un enorme baño. Dispone de calefacción individual de gasoil por suelo radiante (con dos depósitos de mil litros cada uno) y actualmente se está haciendo el cambio a aerotermia, suelos de madera de Ipé, baños con azulejos de polvo de mármol y grifería italiana, ventanas Technal de aluminio con cristales de seguridad y manillas ocultas antirrobo, persianas automáticas, armarios empotrados, puerta de seguridad, aspiración centralizada, etc.",984260626,Lugar Toleo,990000,3
